Epoch	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
34	35.0	0.0	0.19021739	17.401674	8.982075	29.497633	-5.765323	2.3545823	1.0367895	5.0823293	0.9085553	21.592392	12.633004	3.417103	21.308834	-7.804688	140000	-1.8626451e-09	33.040264	-0.005594868	-1.5937653	0.47841257	0.0054653743	0.0325	79.0	9335.682082891464
35	38.0	0.0	0.20430107	16.830847	9.528972	28.734232	-8.643784	2.329363	1.060453	5.1216764	0.66640717	21.376345	12.992662	3.1436653	19.4368	-8.060994	144000	-8.381903e-09	35.691963	-0.0047591757	-0.4447174	0.47640508	0.004103089	0.0215	79.0	9594.194177627563
36	39.0	0.0	0.20634921	17.295132	9.203419	29.467447	-6.2824163	2.2248363	1.0152161	4.960081	0.6672999	21.005291	13.284824	2.998602	19.044226	-5.3187747	148000	-1.3038516e-08	31.777649	-0.0056221313	-0.77595234	0.45676166	0.0027615842	0.0325	79.0	9851.37669968605
37	32.0	0.0	0.171123	18.257015	8.448302	29.401655	-4.0076056	2.1676092	0.9212486	4.8557363	0.6676485	21.28877	13.363104	3.1997533	19.692429	-7.232063	152000	1.1990778e-08	27.849154	-0.0059215343	-0.77519417	0.42491704	0.005127568	0.09	79.0	10105.803376197815
38	45.0	0.0	0.23684211	17.14206	9.551251	29.75982	-10.062023	2.2647204	1.0180635	5.608417	0.90961105	20.878948	13.571308	2.954883	19.9866	-9.044327	156000	-1.6763806e-08	38.739822	-0.006111603	-0.84890366	0.43244612	0.0076204715	0.04225	79.0	10361.825973033905
39	38.0	0.0	0.2	17.645262	8.9794855	30.000906	-6.897169	2.2646337	0.92209256	4.8054523	0.90991986	20.93158	13.193436	2.8105428	19.853703	-7.9872575	160000	7.450581e-09	30.523483	-0.0049146228	-0.6647835	0.43532717	0.0069170645	0.0715	79.0	10619.072162866592
40	40.0	0.0	0.21276596	17.365128	9.293534	28.059368	-3.155062	2.3273027	0.9349275	4.863189	0.92828363	21.111702	13.301134	3.0451703	19.595285	2.5632932	164000	2.2351742e-08	30.407845	-0.006046381	-0.6517229	0.42431846	0.00505767	0.03775	79.0	10876.296516418457
41	44.0	0.0	0.23157895	17.041765	9.332804	29.811296	-4.84663	2.3046985	1.0164509	4.913455	0.666363	20.852633	13.250241	3.5577319	20.62603	-8.574606	168000	-4.656613e-09	37.83967	-0.0052191354	-1.7527914	0.41694748	0.0011681854	0.0665	79.0	11137.042213201523
42	34.0	0.0	0.18378378	18.309624	8.679509	29.541805	-4.2675033	2.1769047	0.9548767	4.907917	0.66762644	21.513514	13.141311	3.2324212	18.932985	3.1511815	172000	3.7252903e-09	27.770788	-0.003763035	-0.8754568	0.38468692	0.0006253908	0.021249998	79.0	11399.750287532806
43	39.0	0.0	0.20744681	17.44197	8.990319	29.705132	-3.6614645	2.236303	0.97468245	4.8662734	0.89184076	21.234043	13.590025	3.341293	19.911217	-3.3645327	176000	1.1175871e-08	28.134703	-0.0041618235	-0.78560734	0.38134688	0.005538954	0.022	79.0	11664.085355520248
44	36.0	0.0	0.19148937	18.025063	8.748446	30.476616	-2.773574	2.1340098	0.9305477	5.1013207	0.90877444	21.127659	13.264474	3.3702886	20.044426	-0.2790504	180000	-9.313226e-09	27.380035	-0.0054257903	-0.84071255	0.3755337	0.0043918286	0.02375	79.0	11923.155750751495
45	37.0	0.0	0.19680852	17.660057	8.890158	30.107735	-4.921055	2.1470816	0.95283115	5.035226	0.9087327	21.212767	13.8397255	3.327021	20.71066	-2.7272422	184000	-1.0477379e-08	28.243912	-0.0043903776	-0.9895754	0.36033264	0.0017783181	0.02375	79.0	12184.927481889725
46	45.0	0.0	0.23809524	17.059196	9.996026	29.136738	-4.805662	2.2415168	0.9083655	4.568475	0.9159153	21.031746	12.960816	3.4955125	20.76154	-3.2845523	188000	-6.9849193e-09	35.55291	-0.0035477714	-0.6727009	0.36069024	0.0019482304	0.02775	79.0	12446.998746156693
47	36.0	0.0	0.19459459	18.407658	8.895768	28.501207	-3.5097878	2.2071097	0.94295096	4.59066	0.9091878	21.52973	13.656429	3.6956458	20.800264	-5.284166	192000	3.958121e-09	28.074911	-0.005518595	-0.70017624	0.36125535	0.0024571707	0.026999999	79.0	12709.562216997147
48	37.0	0.0	0.19786096	18.05655	8.917477	29.22014	-2.3163211	2.2117374	0.8990294	4.112919	0.8905927	21.181818	13.811207	3.5270152	20.663486	1.4600838	196000	7.916242e-09	27.02002	-0.004903743	-0.738389	0.3756844	0.0036748517	0.072	79.0	12972.08887052536
49	48.0	0.0	0.24742268	16.743383	9.413901	30.50384	-4.1126943	2.35526	1.0089655	4.985128	0.91536635	20.505156	13.507072	3.695143	20.314379	-1.7088193	200000	2.7939677e-09	34.10305	-0.0045460016	-2.0861845	0.37605643	0.004295191	0.02475	79.0	13237.838485002518
50	30.0	0.0	0.16216215	18.780846	8.312293	29.66321	-4.9049096	2.1471899	0.85695505	4.934806	0.8275924	21.443243	13.20311	3.4009318	20.2803	-4.201053	204000	5.122274e-09	26.716862	-0.0053905314	-2.404707	0.3522662	0.0036582767	0.032250002	79.0	13498.32982301712
51	45.0	0.0	0.2356021	17.143381	9.658484	29.293165	-4.4981356	2.2736082	0.9726163	5.4672375	0.66778624	20.874346	13.810612	3.5205548	21.120014	4.515029	208000	3.7252903e-09	31.77827	-0.00501498	-2.155919	0.37955672	0.0051659932	0.026	79.0	13748.037428379059
52	37.0	0.0	0.19680852	18.335894	9.048185	30.470694	-3.7975354	2.1966903	0.947289	4.906738	0.9095106	21.154255	13.252001	3.7206597	20.451761	-1.1632864	212000	-5.5879354e-09	28.378422	-0.0042697303	-1.016078	0.36706418	0.0025550271	0.023249999	79.0	13997.122357845306
53	40.0	0.0	0.21164021	17.512909	9.470749	29.158318	-5.1776495	2.2159843	0.9688591	4.610099	0.6676589	21.026455	13.646035	3.5854867	20.860252	5.0840764	216000	-9.313226e-09	32.119827	-0.005582124	-1.2485523	0.35561958	0.0049989335	0.03125	79.0	14249.169892311096
54	33.0	0.0	0.1764706	18.396917	8.651525	29.727161	-4.2497654	2.1400394	0.94104034	5.687872	0.66732144	21.17647	13.272104	3.5358155	20.10127	4.7520986	220000	-1.4901161e-08	27.756615	-0.0052734707	-1.329319	0.3501517	0.006031736	0.03625	79.0	14505.130736351013
55	48.0	0.0	0.25	16.690361	9.500265	28.997797	-4.7804055	2.2971585	0.92201316	4.600441	0.90149295	20.651041	13.944455	3.338692	20.822344	6.693554	224000	5.820766e-09	31.50896	-0.0048270943	-3.4376335	0.3688208	0.005533237	0.03025	79.0	14757.453977823257
56	37.0	0.0	0.19680852	17.82444	8.946921	30.332676	-5.0755186	2.2080793	0.95204306	4.8020945	0.9086642	21.19149	13.085108	3.6958632	19.668552	4.190027	228000	-7.450581e-09	28.205524	-0.007928077	-1.798687	0.34648743	0.010302179	0.16225001	79.0	15006.915076255798
57	36.0	0.0	0.19354838	18.375147	9.271491	30.97892	-4.5179305	2.2230253	0.98213977	5.3141894	0.6631853	21.360214	13.398033	3.6420658	21.090534	2.4074864	232000	-1.1175871e-08	29.522448	-0.003761243	-1.4408369	0.3499694	0.004920151	0.08775	79.0	15253.157719135284
58	45.0	0.0	0.2356021	17.455818	9.606217	29.036762	-2.9241884	2.3458042	1.0058054	4.8568654	0.6647721	20.77487	13.614992	3.5273182	20.52005	3.4902751	236000	1.1175871e-08	28.531687	-0.0065008737	-1.6474056	0.34016714	0.004433361	0.050499998	79.0	15498.110075473785
59	37.0	0.0	0.19786096	18.295164	8.837942	29.917324	-1.6542099	2.1796298	0.88576615	4.520208	0.9088846	21.240643	13.684442	4.042562	20.985275	4.1295867	240000	7.450581e-09	22.725943	-0.0042466857	-0.6674433	0.32430428	0.0045177955	0.0255	79.0	15744.517347574234
60	33.0	0.0	0.17741935	18.645906	8.9887705	28.876255	-4.437	2.1288004	1.0076973	5.5861983	0.6477267	21.370968	13.483434	3.9684987	20.968098	2.981137	244000	-3.259629e-09	26.17861	-0.007257452	-1.0642529	0.32069185	0.007016639	0.034500003	79.0	15992.302402734756
61	36.0	0.0	0.19459459	18.302458	8.640261	30.789465	-3.5142455	2.142901	0.9551244	4.9829106	0.6677885	21.421621	13.846038	3.8541183	21.600708	5.2649136	248000	1.8626451e-09	23.384212	-0.0049860394	-1.5176897	0.30659056	0.006005187	0.0725	79.0	16253.692081212997
62	49.0	0.0	0.2525773	16.922125	9.544246	30.69026	-3.2203052	2.2578712	1.0192871	4.8746557	0.6677678	20.396908	13.781821	3.645577	21.63818	5.732859	252000	-1.1175871e-08	26.019634	-0.0043919086	-2.7391586	0.30791742	0.0055783973	0.02025	79.0	16521.280373096466
63	46.0	0.0	0.2408377	17.586748	9.373321	30.764072	-3.3776824	2.279222	1.0529112	5.6842465	0.6674179	20.811518	12.806874	4.1336856	20.44398	1.4439743	256000	-8.381903e-09	31.353317	-0.005020962	-2.1051607	0.30895156	0.0043993792	0.0225	79.0	16789.84069609642
64	40.0	0.0	0.21276596	17.705156	9.488043	29.076286	-4.433303	2.2519224	0.97695774	5.8030434	0.6677475	21.148935	13.273016	3.643873	21.66854	3.280667	260000	1.8626451e-09	28.012121	-0.0060171466	-0.9739342	0.3125313	0.0028609568	0.026250001	79.0	17056.475566625595
65	28.0	0.0	0.1521739	19.193192	8.146212	30.199804	-1.929022	2.1591642	0.93721575	5.266954	0.6675313	21.701086	13.596984	3.8014665	21.641823	4.6663017	264000	3.0267984e-09	22.949142	-0.004220048	-1.2166233	0.3051873	0.0024811672	0.01725	79.0	17319.817672491074
66	29.0	0.0	0.15508021	19.070164	8.278501	30.941578	-0.8951497	2.11862	0.861033	4.1704865	0.6664161	21.352942	14.44631	3.6077356	21.804094	5.427164	268000	0.0	20.156643	-0.00525786	-0.67775154	0.27989942	0.0029931907	0.07775	79.0	17578.904475688934
67	43.0	0.0	0.2263158	18.03172	9.109244	28.525667	-3.8399653	2.231104	0.9962062	5.8001046	0.66766196	20.984211	13.893734	3.9721532	21.558735	4.1390705	272000	-2.3283064e-09	25.99442	-0.0037510889	-1.3155966	0.28868723	0.0036545913	0.02125	79.0	17837.621994018555
68	44.0	0.0	0.2303665	17.860943	9.343833	32.260067	-2.4403815	2.2484703	0.97087526	4.785952	0.67799896	20.890053	13.692925	3.923211	21.265432	3.5272465	276000	-1.8626451e-09	25.158588	-0.0040593147	-0.63338566	0.2692235	0.0019346711	0.024500001	79.0	18095.439075231552
69	31.0	0.0	0.16666667	18.468954	8.215128	28.495497	-2.6220937	2.0757272	0.87392753	4.9110193	0.6663111	21.478495	13.669292	4.0331454	21.621971	1.4640335	280000	-6.519258e-09	19.109211	-0.0052929586	-0.7183075	0.27602527	0.004537402	0.0275	79.0	18354.35733318329
70	43.0	0.0	0.22395833	17.734037	9.43676	29.79015	-4.279286	2.137912	0.9090409	4.2438507	0.90905535	20.708334	13.252016	3.940361	20.922659	3.244166	284000	-5.355105e-09	23.41782	-0.0048875487	-1.3340635	0.27560842	0.004613118	0.026999999	79.0	18615.214972257614
71	50.0	0.0	0.25773194	17.274746	9.811742	31.31869	-2.503147	2.29509	1.0270345	6.149981	0.6664697	20.530928	13.695115	4.165673	22.284475	2.8268526	288000	-3.7252903e-09	26.59716	-0.005243145	-2.2627344	0.27347234	0.0022142231	0.094	79.0	18875.563723564148
72	59.0	0.0	0.2964824	16.287445	9.774614	31.734152	-3.0601609	2.2913022	1.0699866	4.967098	0.64769256	20.015076	12.992506	4.511446	21.302195	1.1914554	292000	0.0	24.943651	-0.0038122786	-1.7747183	0.25761634	0.00090217683	0.0175	79.0	19135.15848326683
73	43.0	0.0	0.22279793	18.236927	9.263688	30.302605	-1.30029	2.2263947	0.9344736	4.5909433	0.6675939	20.663212	12.667709	4.3346314	21.12045	1.1935972	296000	-1.4901161e-08	24.785072	-0.003776919	-3.4877157	0.25979277	0.00095129886	0.084	79.0	19394.61656522751
74	38.0	0.0	0.2	18.328323	9.199863	31.006483	-2.6839588	2.133177	0.95820653	4.8296056	0.90605533	20.93158	14.217099	4.2436113	23.837553	1.5942932	300000	1.8626451e-09	21.751505	-0.0052172784	-1.0178032	0.25455195	0.004336567	0.018	79.0	19657.040556669235
75	42.0	0.0	0.21989529	17.906734	9.246212	28.701256	-1.969722	2.207654	0.9894729	4.855169	0.6668281	20.764399	13.43941	4.4649806	22.925232	1.6371166	304000	7.450581e-09	25.372519	-0.0063883252	-1.144969	0.2617064	0.0063354895	0.0285	79.0	19922.559964179993
76	44.0	0.0	0.23280424	17.663708	9.303605	30.438334	-3.0955317	2.236625	0.9896208	7.1123013	0.6669273	21.079365	13.868996	3.973053	21.630175	1.7098317	308000	7.450581e-09	21.730667	-0.004493937	-1.5756454	0.23801003	0.002787817	0.0205	79.0	20185.21010375023
77	33.0	0.0	0.1764706	19.329988	8.76692	31.725792	-3.5045214	2.021391	0.9781613	4.7914314	0.6477653	21.192513	13.329541	4.3817325	21.63272	0.668886	312000	-1.4901161e-08	22.528881	-0.0053442493	-3.0054817	0.24415895	0.00434801	0.15900001	79.0	20447.93503856659
78	24.0	0.0	0.13043478	19.918741	7.845851	28.488504	-2.2585309	2.0761108	0.91895753	4.7661986	0.6675839	21.641304	14.435773	3.99947	23.829668	2.83747	316000	-3.7252903e-09	17.962646	-0.00397747	-0.70581865	0.25297594	0.002526034	0.016	79.0	20701.25568008423
79	41.0	0.0	0.21693122	17.629564	9.197452	28.079727	-4.2097087	2.1984906	0.93915886	4.620984	0.85153764	21.005291	13.876475	4.2673545	22.100317	2.1937466	320000	-1.8626451e-09	22.435047	-0.005498293	-0.8797817	0.26844722	0.0013218377	0.023249999	79.0	20951.097583293915
80	31.0	0.0	0.16756757	18.715773	8.439342	28.642487	-3.6254156	2.0586805	0.89019334	4.5653687	0.91141707	21.454054	14.010634	4.056995	21.574554	1.3700644	324000	-3.7252903e-09	16.198435	-0.004450666	-0.7737684	0.25782079	0.003462945	0.0235	79.0	21199.519253730774
81	36.0	0.0	0.18947369	18.309845	8.957389	31.194708	-5.537137	2.0786543	0.91715693	4.76172	0.66459554	21.015789	13.923138	4.378852	23.048626	0.26548284	328000	-3.7252903e-09	17.930433	-0.0054176096	-0.8682904	0.2418372	0.003918333	0.02775	79.0	21454.199538230896
82	50.0	0.0	0.25641027	16.86203	9.401658	28.782955	-4.3469763	2.2618208	1.0509942	5.2751856	0.66767037	20.476923	13.364733	4.8142633	21.769726	-0.09895584	332000	0.0	22.871437	-0.0050898846	-0.8289881	0.24370784	0.004692305	0.02125	79.0	21716.149227380753
83	45.0	0.0	0.234375	17.213602	9.417036	28.77181	-3.5997963	2.3611362	0.9944598	6.1843405	0.6675502	20.734375	12.724583	4.755486	21.537401	-1.386934	336000	3.7252903e-09	23.985073	-0.0054970337	-1.5055466	0.23982158	0.0030504174	0.03325	79.0	21982.12264251709
84	33.0	0.0	0.17460318	18.638165	8.291659	29.0072	-2.3628047	2.1058526	0.88965815	4.9370923	0.9111683	21.037037	13.581836	4.1786227	22.00897	-0.54496145	340000	-3.7252903e-09	17.511684	-0.0030534025	-1.4969192	0.23787197	0.0015127591	0.026	79.0	22247.551260709763
85	47.0	0.0	0.24226804	16.986515	9.597601	30.951902	-3.6056814	2.260189	0.94905514	5.1107326	0.9119429	20.448454	13.600752	4.3089423	22.060076	0.27183962	344000	0.0	22.912949	-0.0038219467	-2.0479279	0.2393638	0.004049154	0.019749999	79.0	22511.063872098923
86	26.0	0.0	0.1436464	19.295012	7.9945617	30.808102	-4.6973104	2.0740235	0.8491701	5.554193	0.66315174	21.961327	13.540377	4.4671044	22.257801	-0.8262601	348000	-8.8475645e-09	19.268555	-0.0034755638	-2.576868	0.23127824	0.0035310884	0.012499999	79.0	22776.968502044678
87	36.0	0.0	0.1904762	18.12094	9.083624	30.192934	-2.9076986	2.1087127	0.96385807	5.212156	0.66778916	21.010582	14.278641	4.1885757	25.972198	-0.3258825	352000	1.6298145e-08	22.101816	-0.004521818	-1.6773758	0.22900918	0.0026859494	0.01275	79.0	23035.1357254982
88	44.0	0.0	0.2303665	18.117464	9.246805	28.60844	-3.1747866	2.2461653	1.0070813	5.8070903	0.91074246	20.79581	13.6306715	4.5616493	20.65595	-1.0790186	356000	0.0	20.971567	-0.004871793	-1.4633961	0.24249682	0.005897847	0.026250001	79.0	23292.878855228424
89	32.0	0.0	0.17021276	18.994406	8.4624605	28.594654	-3.371759	2.1243405	0.88180643	4.3296394	0.90288395	21.26064	13.747361	4.728951	21.74568	-1.4565463	360000	1.1175871e-08	19.945042	-0.004090732	-1.464354	0.24316257	0.00664046	0.02925	79.0	23549.562869548798
90	36.0	0.0	0.19148937	18.56773	8.738776	29.890522	-2.4869783	2.1799629	0.8925855	4.528802	0.56085056	21.18617	13.924018	4.3509297	20.772917	-0.26436466	364000	-3.7252903e-09	18.21007	-0.0049127415	-0.89189434	0.25098002	0.0048555383	0.02675	79.0	23805.99266600609
