Epoch	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	LossCV	DeltaLossPi	DeltaLossV	DeltaLossCV	Entropy	KL	ClipFrac	StopIter	Time
11	106.0	0.0	0.479638	5.716892	11.216847	29.567348	-11.065498	3.092334	1.2277633	6.020549	0.91108125	17.950226	6.556199	3.533944	12.476475	-3.6428087	48000	-4.8428774e-08	61.2623	0.94316965	-0.04781395	-5.019127	-0.042282373	0.60517573	0.0124814585	0.1025	7.0	5514.357869625092
12	61.0	0.0	0.31606218	9.154237	10.206101	31.638315	-12.125241	2.6800663	1.1422184	5.442544	0.56086236	20.704662	7.371597	3.2392921	12.4156475	-4.255573	52000	-1.4901161e-08	53.70471	0.7506274	-0.036078345	-6.0271473	-0.05579701	0.693642	0.016351163	0.1415	6.0	5987.55465221405
13	63.0	0.0	0.34054053	6.827657	9.1412325	33.645218	-11.820017	2.9896908	1.1427952	6.1981378	0.9154652	21.378378	8.596723	2.9224243	13.068669	-1.5138974	56000	0.0	48.942703	0.92626107	-0.010219678	-7.1543827	-0.10473055	0.7810599	0.013925691	0.229	10.0	6488.451111793518
14	60.0	0.0	0.3488372	6.4591184	9.4063225	26.964462	-12.079614	3.0635993	1.0786687	7.440057	0.925283	23.023256	7.75667	2.0236742	11.819502	0.9489704	60000	0.0	47.63711	0.8076011	-0.056226596	-5.6897755	-0.037088454	0.8169746	0.017499946	0.44099998	14.0	7017.066356658936
15	48.0	0.0	0.2742857	8.148174	9.219206	25.344563	-12.024615	2.9014587	1.1419058	6.775318	0.93299985	22.674286	7.2991533	2.2765172	11.938484	1.6381508	64000	2.2351742e-08	38.51474	0.7896301	-0.024250217	-3.34542	-0.048468143	0.7110041	0.012846407	0.18725	5.0	7523.469434499741
16	67.0	0.0	0.35263157	7.402162	9.710807	28.071943	-11.611941	2.8465722	1.1640762	5.761423	0.66767347	21.021053	8.564675	1.821506	12.272864	4.300489	68000	5.9604645e-08	39.86911	0.740417	-0.0103024095	-0.8504219	-0.021657646	0.62960666	0.013954213	0.1615	7.0	8020.973973751068
17	65.0	0.0	0.32828283	9.086168	10.353466	28.138231	-12.239976	2.6429894	1.1934371	5.993257	0.66650915	20.09091	8.260981	2.1287546	12.223306	1.9904532	72000	-1.4901161e-08	46.471085	0.810258	-0.026727274	-2.3941765	-0.020421565	0.5328299	0.014100568	0.1195	10.0	8484.47454738617
18	123.0	0.0	0.5103735	5.444471	11.076186	27.390234	-11.384185	2.9078245	1.2908679	5.8861065	0.6675521	16.560165	9.091268	1.4874707	12.567327	4.279059	76000	5.029142e-08	61.65615	1.0404811	-0.052354634	-8.814972	-0.07963553	0.40905184	0.014945405	0.093	30.0	8920.669706821442
19	76.0	0.0	0.36190477	7.8611126	10.415706	29.767952	-12.143002	2.6933146	1.2575727	5.7428493	0.56085694	18.928572	7.4627414	2.6218488	12.37647	-3.372451	80000	-5.2154064e-08	45.138702	0.8138547	-0.028281957	-1.7927628	-0.030624509	0.5178472	0.0150352605	0.15325001	8.0	9377.838151931763
20	55.0	0.0	0.29891303	9.293245	10.051826	29.515936	-10.8063755	2.6646714	1.1451955	5.3758116	0.91244304	21.60326	8.9804125	2.0837271	13.038245	-2.16351	84000	-1.6763806e-08	41.73627	0.7474867	-0.013984316	-1.1730499	-0.017251372	0.6081383	0.014769182	0.213	14.0	9866.293324947357
21	45.0	0.0	0.2616279	8.138627	9.188635	27.954536	-11.4685955	2.8646812	1.101962	6.9054	0.66626465	23.13372	9.176408	1.9644972	12.707358	-0.9649798	88000	-2.9802322e-08	36.958263	0.6893095	-0.02956044	-1.9192629	-0.026914358	0.6960399	0.014322987	0.22549999	23.0	10387.466977834702
22	51.0	0.0	0.3	7.322473	10.063707	27.773392	-11.857362	2.9035594	0.9816241	5.779354	0.94323623	23.364706	8.861445	1.4816768	11.648682	3.5817983	92000	-2.0489097e-08	43.330704	0.57212913	-0.041049723	-2.7108593	-0.0240812	0.7297425	0.015225548	0.2375	18.0	10928.482529640198
23	34.0	0.0	0.20481928	10.301546	9.029072	27.679337	-11.890821	2.5804498	1.001026	4.8333855	0.909306	24.060242	8.561558	2.6421108	12.590416	2.758803	96000	-3.7252903e-08	36.06723	0.5387034	-0.03429246	-3.8305578	-0.06226608	0.65844476	0.012119126	0.163	5.0	11445.722401857376
24	66.0	0.0	0.3529412	7.7450976	9.990849	27.388025	-12.3745575	2.8755372	1.1573093	6.806043	0.66687316	21.26738	9.929176	1.9220845	13.095744	4.542621	100000	-6.7055225e-08	44.826275	0.7827873	-0.009667635	-2.5724277	-0.07167354	0.59727	0.01347337	0.168	8.0	11947.287633895874
25	71.0	0.0	0.35323384	8.729431	10.338388	30.834675	-11.776939	2.6097133	1.1704354	7.1625443	0.9260338	19.820896	8.609918	1.944053	12.114981	3.0043075	104000	-1.4901161e-08	46.13523	0.7514663	-0.0152309835	-1.9340115	-0.042416364	0.5190532	0.012692118	0.13175	22.0	12414.809713840485
26	89.0	0.0	0.4063927	7.7439547	10.63413	31.071754	-10.964999	2.6714625	1.296164	6.566902	0.6675905	18.127853	9.021218	2.0090935	12.634327	2.2551286	108000	1.4901161e-08	50.092644	0.9092374	-0.031312376	-2.0051193	-0.007691145	0.4353243	0.014448175	0.14875	24.0	12862.420118570328
27	90.0	0.0	0.41284403	8.243608	11.937501	29.882948	-11.0744295	2.6473277	1.2761685	5.823008	0.6676679	18.188074	8.59069	2.0832026	12.473034	-1.5993594	112000	-1.6356353e-08	56.58461	0.8840419	-0.06995517	-3.1337643	-0.036077797	0.32287335	0.015279927	0.102249995	15.0	13296.032339334488
28	66.0	0.0	0.32673267	9.861786	10.731046	28.752552	-10.361075	2.5721183	1.2444123	5.655159	0.6665454	19.737623	9.073994	2.566184	13.702589	-3.910611	116000	-7.916242e-09	45.873272	0.83625966	-0.025209311	-1.6862202	-0.020936728	0.392367	0.01365264	0.19975	8.0	13744.00335741043
29	56.0	0.0	0.29473683	10.392245	10.801372	29.530378	-10.941128	2.4901302	1.1058154	5.1796637	0.66662693	20.947369	10.078474	1.7696307	13.771751	-5.3529067	120000	-2.9802322e-08	44.896057	0.61865014	-0.026150696	-0.48648453	-0.033303678	0.45374507	0.012124691	0.18375	8.0	14214.101660251617
30	55.0	0.0	0.29891303	8.445575	9.573907	33.70969	-11.437855	2.5356317	1.0045764	4.69867	0.6677243	21.516304	10.341521	1.8247818	13.634941	-5.1067724	124000	2.2351742e-08	44.61221	0.57888246	-0.03664776	-4.7363834	-0.023500353	0.5237569	0.014164766	0.22825	22.0	14705.569201946259
31	64.0	0.0	0.33862433	9.215657	10.286839	27.661488	-10.843107	2.7257912	1.1578709	6.4741125	0.66690993	20.984127	8.596876	1.9850199	12.16811	-1.583454	128000	3.7252903e-09	43.80876	0.72284544	-0.016345873	-1.0778255	-0.03489983	0.44994164	0.014444414	0.17275	10.0	15185.581493377686
32	57.0	0.0	0.29381442	11.069249	10.423487	31.267056	-13.37684	2.535406	1.1592969	6.247097	0.9085553	20.515465	9.393303	1.7207559	12.564146	-1.3669012	132000	0.0	43.979782	0.6674993	-0.0064902008	-1.1591549	-0.03467554	0.3846215	0.012060108	0.10775	21.0	15651.674187898636
33	89.0	0.0	0.4063927	9.342396	10.985012	29.100513	-10.268474	2.6535623	1.2603929	6.395935	0.6675155	18.196346	10.08367	1.8402723	13.694294	-3.3453696	136000	-1.4901161e-08	52.476112	0.92130613	-0.026257006	-2.419855	-0.027505964	0.31356096	0.012944856	0.103	17.0	16082.8455452919
34	109.0	0.0	0.4579832	6.817045	11.398884	31.90939	-11.951955	2.6840897	1.3251275	5.738229	0.5751374	16.67227	8.962812	2.1490889	13.664361	-5.7930164	140000	2.6077032e-08	55.873634	0.9873332	-0.10971616	-4.477133	-0.017292976	0.25489575	0.017392084	0.126	14.0	16510.26611304283
35	92.0	0.0	0.4181818	10.662504	11.476578	30.386818	-9.389309	2.6101995	1.1744972	5.188839	0.6676055	18.063637	8.708543	2.5415344	13.136337	-8.159034	144000	-2.9802322e-08	53.066727	0.7850835	-0.049682617	-3.3501625	-0.047328413	0.32596678	0.017134823	0.14275	5.0	16942.366022348404
36	57.0	0.0	0.29381442	10.526986	10.298938	30.592863	-10.347656	2.5390224	1.1719509	5.5802093	0.6662974	20.582474	10.472418	2.960489	16.140303	-9.293555	148000	0.0	41.650536	0.7217606	-0.029748663	-2.2374363	-0.035629183	0.40557033	0.013078295	0.20300001	6.0	17403.87438750267
37	62.0	0.0	0.32804233	9.715843	10.220002	28.90184	-11.289232	2.621949	1.0441597	4.839436	0.9152871	21.063492	10.3846	1.937656	14.812467	-5.8466806	152000	2.9802322e-08	46.25132	0.60892594	-0.055788383	-3.6851788	-0.017145067	0.4711197	0.018172361	0.21575001	6.0	17881.946927070618
38	46.0	0.0	0.26589596	9.212122	10.007659	30.893732	-11.676756	2.6876986	0.9680318	5.2917385	0.9090268	22.965319	9.686857	2.0874035	14.2189245	-3.131103	156000	-4.4703484e-08	42.65011	0.492614	-0.0047441423	-2.149725	-0.016802683	0.5355396	0.012957072	0.175	7.0	18394.67984366417
39	35.0	0.0	0.21875	9.057016	9.393458	27.923931	-12.71127	2.8199067	0.98149693	5.611998	0.93131864	24.95	9.3400545	2.1036246	13.083595	0.030274428	160000	0.0	35.62908	0.51154196	-0.04420772	-1.3947124	-0.0152172	0.5827118	0.01661333	0.25325	24.0	18929.809246778488
40	50.0	0.0	0.2857143	9.444969	9.649247	27.590664	-11.402756	2.666634	1.023375	4.8789124	0.8085571	22.70857	9.421404	2.2044508	12.745313	1.3074031	164000	3.7252903e-08	36.179527	0.51608884	-0.0293307	-0.8349228	-0.019497663	0.5069443	0.014550496	0.186	7.0	19441.149788856506
41	49.0	0.0	0.27222222	10.094587	9.752107	29.154299	-10.952636	2.5897014	1.0575193	5.778921	0.66779625	22.066668	9.417722	2.5455644	13.259659	2.0810976	168000	2.9802322e-08	38.618484	0.57541007	-0.03672102	-0.6648674	-0.012274593	0.4500754	0.013866685	0.19675	9.0	19926.466029167175
42	69.0	0.0	0.345	10.835339	11.607473	30.03515	-11.908219	2.5856905	1.1499974	5.2444677	0.6675112	19.91	9.835141	2.030399	13.424681	2.0023186	172000	5.9604645e-08	56.645176	0.71401334	-0.020197622	-2.3550892	-0.021729767	0.37624085	0.015137482	0.14525	8.0	20383.852301120758
43	81.0	0.0	0.3802817	10.77252	10.862346	31.316502	-10.998014	2.5737505	1.1985762	5.1676054	0.909682	18.652582	10.233511	1.5194025	14.080462	-1.3061463	176000	3.3527613e-08	49.860004	0.7671488	-0.010092396	-1.0952034	-0.012994975	0.30920964	0.012072286	0.117750004	23.0	20808.094064235687
44	109.0	0.0	0.4698276	8.926975	11.443193	30.80706	-9.645034	2.7818918	1.2852212	6.1899085	0.56088954	17.150862	9.770115	1.9720339	14.589119	-5.451769	180000	-5.5879354e-08	57.120293	0.98903346	-0.06294294	-3.0036354	-0.03272623	0.27229944	0.012407497	0.110750005	18.0	21233.680138111115
45	76.0	0.0	0.36363637	11.549027	10.861259	30.006798	-10.675058	2.6264677	1.1758368	5.995212	0.8681236	19.038277	9.699655	2.422648	15.752832	-5.161974	184000	1.4901161e-08	47.012207	0.776909	-0.05457996	-2.1886368	-0.028520375	0.3122962	0.013705519	0.151	6.0	21664.85176372528
46	66.0	0.0	0.33846155	11.222024	9.878494	30.208858	-10.724268	2.6103642	1.0494223	4.7840466	0.66760993	20.384615	10.939192	2.2017093	16.110601	-5.2357097	188000	0.0	45.028343	0.5973834	-0.040952466	-2.5616665	-0.015545636	0.36329544	0.017074151	0.19025001	7.0	22114.292016506195
47	48.0	0.0	0.26373628	10.9796505	9.491747	30.50116	-11.939584	2.4470906	1.0255774	6.3456564	0.66761273	21.84066	10.711254	1.921209	15.365424	-4.093408	192000	-3.3527613e-08	38.238457	0.5214118	-0.016745048	-1.6688328	-0.018764243	0.42405322	0.013295654	0.18025	9.0	22587.701972961426
48	42.0	0.0	0.24852072	9.736838	9.486426	29.976648	-11.34982	2.694502	0.9512651	4.5742207	0.92602706	23.514793	10.114228	2.1269355	14.441798	-1.156845	196000	-1.0430813e-07	36.220795	0.44169122	-0.028786927	-1.2880535	-0.022694185	0.4876299	0.013396313	0.18475	10.0	23098.77308535576
49	36.0	0.0	0.22222222	9.264342	9.366735	27.792002	-11.407825	2.687896	0.97402304	5.1510353	0.9314131	24.512346	9.877129	2.1553123	14.18598	1.1406415	200000	-1.4901161e-08	31.745605	0.441651	-0.043123767	-1.4584656	-0.017963842	0.5171957	0.013094478	0.1245	18.0	23617.483023643494
50	42.0	0.0	0.25	9.142926	9.087165	26.80952	-11.152109	2.707955	1.0395716	5.1654625	0.91047704	23.630953	9.143907	2.6798017	13.7224455	1.3622538	204000	1.4901161e-08	34.20466	0.543937	-0.06860913	-1.4565325	-0.0118882805	0.45635915	0.017066091	0.22975	6.0	24135.418109178543
51	47.0	0.0	0.26553673	10.993743	9.9158535	30.589064	-9.934858	2.597853	1.1253169	6.955093	0.90882826	22.41808	9.553662	1.9195398	13.276209	1.7003373	208000	4.4703484e-08	38.93544	0.5871556	-0.060550243	-1.4549503	-0.018504947	0.38698536	0.017405294	0.19174999	5.0	24616.767186403275
52	65.0	0.0	0.33505154	10.744488	10.556203	30.116323	-10.951706	2.5469258	1.0400007	4.8543806	0.9110411	20.51031	10.08791	1.8492776	14.3383255	-0.23700559	212000	-1.4901161e-08	47.063248	0.59443694	-0.03271401	-0.7472229	-0.01641354	0.34161666	0.016460324	0.1465	5.0	25076.337602853775
53	88.0	0.0	0.4074074	10.232674	11.00549	30.477665	-10.627889	2.6749845	1.2160748	5.244859	0.5609634	18.444445	10.2370205	1.6044589	14.619508	-0.27156922	216000	-6.7055225e-08	52.05456	0.75891066	0.0007831007	-2.74798	-0.040534765	0.29891562	0.013176154	0.15075001	23.0	25504.598586320877
54	80.0	0.0	0.37037036	10.819282	11.658423	30.577118	-9.49748	2.5154288	1.2066401	5.636689	0.56087893	18.421297	10.048872	1.9439429	15.159288	-3.8568017	220000	-3.7252903e-08	53.914898	0.79825	-0.096351095	-4.0066967	-0.039394945	0.24165204	0.015804326	0.153	23.0	25927.475306034088
55	57.0	0.0	0.2923077	12.464876	9.825857	30.26371	-9.554083	2.4122608	1.0160882	4.812715	0.5608668	20.384615	10.960106	2.529818	17.034718	-6.713325	224000	-2.9802322e-08	41.31362	0.58964515	-0.08296995	-2.5805721	-0.034548283	0.29834592	0.016394332	0.17074999	5.0	26362.350667476654
56	61.0	0.0	0.32105264	11.429654	10.278903	29.776432	-8.268902	2.5838993	1.0782092	7.102834	0.9088846	21.026316	11.270226	1.6387289	15.052455	-4.1929417	228000	6.3329935e-08	47.790962	0.6412626	-0.05676254	-2.9835129	-0.045366466	0.33995166	0.016664654	0.2065	6.0	26819.594340324402
57	49.0	0.0	0.27222222	11.509312	10.264089	30.396614	-10.8853655	2.4995148	0.9956221	5.014969	0.90877235	22.027779	10.578026	1.9490327	14.741227	-3.4258027	232000	-3.7252903e-09	40.673683	0.49749136	-0.025440354	-3.143507	-0.023265928	0.39445162	0.015967539	0.1885	6.0	27290.190670013428
58	55.0	0.0	0.3125	8.930743	10.318805	28.118114	-13.139553	2.7035253	1.0365566	5.480861	0.9117285	22.647728	10.126929	2.9698029	16.012613	0.04592762	236000	5.9604645e-08	40.10478	0.51648533	-0.028285831	-2.989109	-0.03194663	0.44495636	0.016315904	0.17175001	8.0	27786.444563627243
59	52.0	0.0	0.30588236	7.601199	9.79142	27.381805	-12.16677	2.8002367	0.9829205	5.180196	0.92238206	23.252941	9.086143	3.6100767	16.213219	-0.75100464	240000	-1.4901161e-08	38.046745	0.5062893	-0.051454905	-2.9611645	-0.022197604	0.4814142	0.014408207	0.14275	20.0	28310.429464817047
60	42.0	0.0	0.25	9.40064	9.378954	30.611317	-11.66718	2.7053275	1.0740193	5.775176	0.90915805	23.613094	8.576003	3.0784736	14.537554	1.3210559	244000	4.0978193e-08	33.75538	0.54468954	-0.050631825	-1.222393	-0.03313577	0.41357198	0.013259154	0.1585	6.0	28815.910804510117
61	47.0	0.0	0.2716763	10.352604	9.86101	27.606714	-11.423768	2.6063643	1.0464134	6.240444	0.6824853	22.947977	9.351016	2.7445443	14.85785	2.30436	248000	-3.0733645e-08	35.688213	0.5408759	-0.056312285	-0.8852062	-0.013825923	0.35525817	0.017361375	0.134	5.0	29309.35603451729
62	59.0	0.0	0.32240438	10.340676	9.804615	29.782635	-10.99108	2.591994	1.0379313	4.7758427	0.6675313	21.754099	9.730204	2.762462	15.747569	2.8829215	252000	2.2351742e-08	39.481476	0.583893	-0.026723854	-1.0915813	-0.01831372	0.32269153	0.012914965	0.1275	5.0	29777.770155906677
63	56.0	0.0	0.2962963	12.732193	10.369679	29.97508	-11.017586	2.522046	1.0776744	6.0152473	0.90859956	21.089947	9.776736	2.1419795	14.334986	2.49403	256000	0.0	45.333275	0.60667807	-0.031105027	-3.6354828	-0.014510125	0.28006202	0.014859492	0.13875	7.0	30221.150789260864
64	59.0	0.0	0.29353234	13.453564	10.22748	32.264874	-8.465718	2.3284104	1.140876	5.909384	0.66766196	19.850746	11.421493	1.7940869	15.492217	1.2934098	260000	-2.9802322e-08	44.65455	0.67994237	-0.03584174	-3.6450138	-0.025550514	0.2522282	0.013268132	0.14625	11.0	30644.85720229149
65	114.0	0.0	0.4892704	9.607221	10.814187	30.549543	-11.506776	2.7230604	1.2644678	5.760516	0.66771865	17.064377	11.36899	1.940548	15.8582115	-0.673522	264000	-1.4901161e-08	57.12516	1.0239743	-0.10026688	-7.6565685	-0.10062516	0.22102267	0.0159387	0.134	20.0	31066.14847278595
66	66.0	0.0	0.32673267	12.956314	10.733941	33.27621	-10.122991	2.558801	1.117528	5.2532477	0.89656	19.594059	9.7941675	2.588861	16.044134	-4.281542	268000	1.4901161e-08	45.85566	0.6394836	-0.08115588	-4.492277	-0.023342937	0.23350734	0.016052842	0.14825	5.0	31490.059551000595
67	56.0	0.0	0.28865978	12.1686535	9.874836	28.91646	-9.780242	2.396192	1.0285462	4.8139486	0.90905535	20.536083	11.523961	2.3157241	17.261978	-4.311659	272000	-5.9604645e-08	40.81907	0.5747974	-0.044359922	-2.928402	-0.020040482	0.25393364	0.013194116	0.1555	6.0	31929.810933113098
68	53.0	0.0	0.29444444	11.213553	10.053066	30.009678	-11.590576	2.6218882	1.105659	6.799295	0.6668424	21.98889	10.546657	2.1055484	16.473776	-3.816937	276000	6.7055225e-08	42.161697	0.6450814	-0.032874566	-1.3943043	-0.05200392	0.3027988	0.0145944245	0.18475	9.0	32399.189976215363
69	48.0	0.0	0.27586207	9.857538	9.658537	28.743824	-11.030774	2.617299	1.055082	7.096178	0.6670302	22.97701	10.219406	2.4953651	15.373981	-1.6341537	280000	4.4703484e-08	36.105305	0.5500207	-0.018961951	-1.7197342	-0.010423332	0.34667352	0.014475407	0.1425	11.0	32895.20986247063
70	58.0	0.0	0.33142856	8.237943	10.296866	30.006586	-11.469078	2.6598184	1.0538726	4.9526925	0.66702634	22.69143	9.469355	2.7665462	15.051853	0.6197897	284000	-2.2351742e-08	39.314632	0.5030192	-0.08402109	-1.6098061	-0.016395733	0.3782332	0.014016256	0.20025	17.0	33402.21856689453
71	49.0	0.0	0.2752809	10.471275	8.957285	28.096395	-11.013044	2.5295358	1.0465064	6.5858016	0.9135869	22.370787	9.231642	3.4063807	15.357346	0.6148595	288000	4.4703484e-08	33.209404	0.51185226	-0.04788354	-1.6060505	-0.016983688	0.32922983	0.013055535	0.1695	8.0	33883.74794077873
72	56.0	0.0	0.29946524	12.346018	9.546345	29.636105	-8.744954	2.4852505	1.0474008	5.1916776	0.6668281	21.240643	9.933082	2.5936685	15.955348	-1.1257579	292000	-1.4901161e-08	40.585205	0.61231923	-0.03336227	-3.2974625	-0.04561007	0.2843865	0.013793147	0.1205	8.0	34342.96976995468
73	53.0	0.0	0.27894738	13.531446	9.428696	30.406054	-8.854777	2.4454136	1.0755452	5.667659	0.6675354	20.968422	11.056158	1.9729445	15.990321	-1.6221417	296000	-3.7252903e-08	37.671394	0.5919081	-0.03400041	-1.0661793	-0.009430766	0.26460278	0.0127454605	0.13325	12.0	34780.31653022766
74	55.0	0.0	0.27363184	15.042863	9.938431	31.841745	-9.508937	2.332575	1.1580479	5.5708895	0.56091607	19.820896	11.5459795	2.0862935	17.139778	-1.1889881	300000	-1.4901161e-08	39.702583	0.6777215	-0.088934116	-2.4379807	-0.016309977	0.22818767	0.013337849	0.12525	20.0	35198.19645643234
75	54.0	0.0	0.2783505	14.754659	10.130409	32.102863	-9.021093	2.4531248	1.0618594	5.206303	0.6675839	20.597939	12.318707	2.4356804	17.679022	-2.2969022	304000	1.4901161e-08	39.101845	0.5753247	-0.057113975	-0.85102844	-0.02033779	0.25562966	0.012219023	0.1225	6.0	35628.910838365555
76	58.0	0.0	0.3068783	13.126949	10.466242	31.32494	-8.964867	2.409688	1.028705	6.64251	0.6675766	21.026455	12.244523	2.4619796	17.94288	-0.7778055	308000	-1.4901161e-08	44.85526	0.52840745	-0.045457363	-5.2883816	-0.03315644	0.29099822	0.015558688	0.15450001	8.0	36084.88373351097
77	51.0	0.0	0.28176796	11.482321	9.644225	28.824955	-9.569419	2.4875185	1.0941874	5.3313	0.91095203	22.044199	10.990178	3.0533917	17.752167	-0.9007025	312000	0.0	36.217957	0.55187863	-0.042763688	-3.580058	-0.01914391	0.33500755	0.014963685	0.16675	8.0	36553.499441862106
78	61.0	0.0	0.34078214	8.5753355	9.719671	31.04989	-11.292823	2.670667	1.0116217	4.6770096	0.92889017	22.251396	9.631388	3.3494065	17.520876	-0.43986797	316000	-1.4901161e-08	37.93379	0.5669493	-0.027048394	-2.3710365	-0.04333459	0.36685622	0.016160505	0.18625	13.0	37040.277112960815
79	52.0	0.0	0.30952382	7.758964	10.098299	28.354485	-11.6364975	2.717925	1.0610967	5.946055	0.66762376	23.696428	8.737394	3.3192346	16.217999	0.5460801	320000	1.8626451e-09	36.334503	0.506945	-0.10748433	-0.63108444	-0.016727865	0.40710074	0.014723809	0.2115	13.0	37549.79396891594
80	59.0	0.0	0.32960895	8.881142	10.034083	27.474403	-11.6676445	2.6772423	1.0129861	5.511749	0.93371075	22.324022	8.5525055	3.4926095	15.519149	0.18417284	324000	0.0	37.624416	0.53524446	-0.09182307	-1.0767746	-0.010208666	0.36443454	0.013306282	0.19675	5.0	38033.58926463127
81	48.0	0.0	0.26519337	12.071311	10.003523	27.913403	-8.817977	2.481203	1.007784	5.6928577	0.9299372	22.0	9.260262	3.180682	15.801216	1.1774819	328000	5.2154064e-08	38.57669	0.4731182	-0.08754733	-3.139946	-0.021091923	0.30088508	0.015804382	0.153	5.0	38487.24196743965
82	41.0	0.0	0.22404371	14.220098	9.521596	31.01142	-8.844934	2.2150054	0.8918871	4.2992926	0.9119429	21.775957	11.03863	3.2268865	18.631767	2.04801	332000	-2.6077032e-08	37.79033	0.433358	-0.09105059	-4.550621	-0.059912264	0.2676872	0.015419144	0.145	5.0	38923.938574552536
83	50.0	0.0	0.26041666	14.207123	9.120154	31.730413	-8.082564	2.395337	1.0576003	6.174383	0.66694987	20.71875	11.750924	2.1513147	17.969406	1.5835768	336000	-2.9802322e-08	35.966713	0.6262495	-0.014027625	-1.9227877	-0.052881166	0.23009533	0.013754804	0.11675	6.0	39349.655704021454
