Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	sigma	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
1	1.0099936	0.35820895	0.95334804	1.1775455	0.36650795	0.36908874	0.091460906	-1.4194592	-0.22531058	1.3682635	1.3706216	0.04800544	2.0000203e-05	4.898184	8.070342	21.906288	-13.839704	0.95870644	1.1335394	4.1	0.0	19.721394	5998	4000.0	261.2594120502472
2	1.0300806	0.2460733	0.86252064	1.1129073	0.5349125	0.53471893	0.10948635	-1.554312	-0.66782826	1.9257205	1.9303248	0.04216574	2.0200201e-05	8.956302	7.819044	22.45382	-9.846021	0.6329843	0.9702437	3.5	0.0	20.743456	6998	8000.0	494.1340637207031
3	1.0503465	0.23350254	0.78602004	0.930896	0.6052002	0.60597324	0.12695782	-1.5717633	-1.0190094	2.4160604	2.417787	0.04020182	2.0402204e-05	11.273621	8.021074	26.687513	-11.40788	0.5695431	0.9566154	3.1	0.0	20.527918	7998	12000.0	721.1837968826294
4	1.0708508	0.2244898	0.71289575	0.82779497	0.7702017	0.770677	0.14058965	-1.8080708	-1.5112141	2.731923	2.7336462	0.03927426	2.0606221e-05	13.183967	7.517323	26.227825	-8.115562	0.54795915	0.9551931	2.9	0.0	20.244898	8998	16000.0	944.6627490520477
5	1.0915935	0.19072165	0.64819455	0.62111306	0.88367873	0.8841656	0.15348615	-1.9339926	-1.7833226	2.9821982	2.98514	0.03674913	2.081229e-05	14.449506	7.414793	25.649193	-8.124517	0.44742268	0.9002397	2.9	0.0	20.654638	9998	20000.0	1169.9435114860535
6	1.1125149	0.17368421	0.5897628	0.50368005	1.0856919	1.0851785	0.16425827	-2.1913652	-2.1423264	3.1241293	3.1277232	0.03385309	2.1020413e-05	15.852422	6.813651	28.149944	-3.6215012	0.40263158	0.8512179	2.9	0.0	21.078947	10998	24000.0	1394.6015639305115
7	1.1336153	0.19796954	0.5362314	0.4305697	1.2944313	1.2941074	0.17410961	-2.398067	-2.4801033	3.1412134	3.1455445	0.03041695	2.1230615e-05	15.435165	7.651453	26.70323	-12.1	0.45888323	0.89611953	2.8	0.0	20.416245	11998	28000.0	1621.6852159500122
8	1.1549542	0.19689119	0.48712915	0.4019549	1.5450952	1.5441839	0.18201421	-2.6515427	-2.8793087	3.1231997	3.1282065	0.027765462	2.1442926e-05	16.111126	7.6644793	26.747225	-2.4923217	0.46062177	0.89506626	3.2	0.0	20.735752	12998	32000.0	1849.4110746383667
9	1.1765316	0.22666667	0.44172022	0.37112308	1.8036939	1.8031167	0.1924227	-2.881521	-3.3095298	3.1038973	3.1097527	0.025211217	2.1657346e-05	15.682749	7.674439	26.75707	-1.1354682	0.5093334	0.9133343	2.5	0.0	20.38	13998	36000.0	2092.8429844379425
10	1.1982874	0.2	0.4013722	0.34391662	1.953262	1.9527504	0.19483313	-2.7880185	-3.4235885	3.0416517	3.0487852	0.023872456	2.1873928e-05	16.540522	8.089529	31.893244	-24.469048	0.48263156	0.94805247	3.2	0.0	25.989473	14998	40000.0	2318.063892841339
11	1.2202221	0.17708333	0.3655804	0.3016297	2.1755736	2.1753335	0.20120583	-2.9290373	-3.5270004	2.9763496	2.9828022	0.022228943	2.2092669e-05	18.053785	7.2364335	29.483875	0.7792341	0.41093752	0.8670082	3.0	0.0	20.854166	15998	44000.0	2538.8125097751617
12	1.2423955	0.21761657	0.3315072	0.28464338	2.4441245	2.4436035	0.2102014	-3.2124774	-4.0907803	2.9006348	2.90923	0.02134016	2.2313585e-05	16.91219	7.888964	29.504313	0.3702555	0.50362694	0.9429516	2.8	0.0	20.678757	16998	48000.0	2763.2583932876587
13	1.2648071	0.1761658	0.30081335	0.25960752	2.6858282	2.685184	0.21646628	-3.425723	-4.485339	2.8399796	2.8492396	0.0198956	2.253672e-05	18.363062	7.470084	29.744753	1.0695851	0.42901555	0.8888997	3.1	0.0	20.704662	17998	52000.0	2986.039353132248
14	1.2874572	0.20833333	0.2722857	0.24809325	2.964881	2.964774	0.22228855	-3.6978714	-5.106825	2.7769594	2.78839	0.01945364	2.2762097e-05	18.349226	8.244826	30.688524	-2.4608564	0.47552085	0.9210358	2.6	0.0	20.770834	18998	56000.0	3209.1606719493866
15	1.3103459	0.15957446	0.2467787	0.2161485	3.1592085	3.1588507	0.22558375	-3.8015153	-5.2367635	2.6670475	2.6786098	0.01879642	2.2989716e-05	19.43801	7.607799	30.821802	-0.23742011	0.37606385	0.84847265	3.4	0.0	21.25	19998	60000.0	3435.050045967102
16	1.3334726	0.19170985	0.22427414	0.19361077	3.428564	3.428416	0.2284017	-4.041988	-5.5662723	2.6074545	2.6216254	0.017999286	2.3219614e-05	19.368055	8.104965	30.459114	2.31348	0.465285	0.9265162	2.9	0.0	20.839378	20998	64000.0	3655.8530383110046
17	1.3568381	0.15873016	0.2036247	0.17134778	3.6127763	3.612694	0.23122372	-4.132058	-5.730038	2.4816725	2.4960198	0.017542602	2.3451808e-05	19.949219	7.3999414	30.208448	0.9631093	0.3809524	0.85595155	2.8	0.0	21.031746	21998	68000.0	3881.342035293579
18	1.3804419	0.16753927	0.18455902	0.15654145	3.9006987	3.9006948	0.23501037	-4.4390383	-6.305213	2.460625	2.4784987	0.017130515	2.368633e-05	19.174715	7.6226883	33.153748	0.15271984	0.42565447	0.90479904	3.4	0.0	20.979057	22998	72000.0	4104.287547588348
19	1.4042842	0.1875	0.1677814	0.13734494	4.0135517	4.0138545	0.23649235	-4.3733783	-6.0431767	2.3155727	2.3326194	0.01628937	2.3923189e-05	19.382236	7.7925687	31.5534	1.9240298	0.46354166	0.91082835	3.0	0.0	20.989584	24000	76000.0	4326.1974284648895
20	1.4283648	0.18181819	0.15220048	0.13153754	4.376136	4.37611	0.2404017	-4.883728	-7.0651674	2.3536472	2.3766496	0.016950162	2.4162418e-05	19.295858	7.817608	30.421637	-0.5951398	0.44919786	0.92553604	2.9	0.0	21.31016	24998	80000.0	4549.707661628723
21	1.4526838	0.16402116	0.13800003	0.122595794	4.535159	4.5347695	0.24330954	-4.9283123	-7.327675	2.2729301	2.297366	0.01680863	2.4404042e-05	19.582592	7.842595	31.889618	-0.8818424	0.40264553	0.86815697	3.4	0.0	21.291006	26000	84000.0	4776.745845556259
22	1.4772412	0.1657754	0.1250885	0.108558685	4.7336583	4.73339	0.24284951	-5.070892	-7.5615087	2.1874	2.2124724	0.016101716	2.4648085e-05	19.88533	7.4631405	31.573385	2.0837128	0.4106952	0.884503	3.3	0.0	21.28877	26998	88000.0	5004.192704439163
23	1.5020374	0.19895288	0.11359736	0.09704294	4.905991	4.90563	0.24647206	-5.1538615	-7.448238	2.119051	2.148272	0.016126191	2.4894562e-05	18.965115	8.194789	30.532019	-1.455444	0.48848164	0.94993705	3.1	0.0	20.86911	27998	92000.0	5228.960107803345
