Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
14	2.4366088	0.43589744	0.26043263	1.2819617	1.257073	1.2571003	0.14158776	-1.3439649	-8.453863	0.788232	0.7885113	0.026597355	12.943123	8.385889	27.755228	-9.558616	4.3438215	1.3525771	7.666682	0.9099371	20.430769	19000	56000.0	3490.6842868328094
15	2.5364592	0.31578946	0.23586544	1.2163817	1.3109562	1.3111794	0.14651084	-1.343269	-8.98142	0.84649926	0.8462803	0.026694596	14.913867	7.8857384	26.599	-2.2978137	4.055342	1.5319651	8.084767	0.9119123	21.136843	20000	60000.0	3725.8183028697968
16	2.6361463	0.3121693	0.21365221	1.1414297	1.3722627	1.3723238	0.14700018	-1.3662133	-9.480754	0.8705622	0.8702416	0.025028523	15.889157	8.363278	28.603748	-11.088085	4.011534	1.2680857	7.144183	1.1995114	21.11111	21000	64000.0	3959.5843818187714
17	2.735122	0.3523316	0.19354032	1.0664803	1.4336836	1.4337316	0.14958188	-1.3862469	-9.964666	0.8864717	0.88580614	0.024303308	15.1858225	7.987657	29.780691	-4.5219107	4.0706987	1.484336	7.608279	1.4885437	20.854921	22000	68000.0	4189.48547911644
18	2.833389	0.28723404	0.17534098	0.9840671	1.5007921	1.5012732	0.15022741	-1.4192426	-10.420119	0.93156636	0.930925	0.023516422	16.220652	7.8884354	28.151482	-9.41628	3.7226555	1.5852562	7.1103306	0.9118984	21.047873	23000	72000.0	4415.592440843582
19	2.9318743	0.25396827	0.1588584	0.911373	1.5629674	1.5629988	0.15101139	-1.4499263	-10.877082	0.94023407	0.9391354	0.022529345	17.331053	7.4231358	29.501223	-0.94782454	3.5676703	1.4583956	6.972131	0.924981	21.142857	24000	76000.0	4643.880022764206
20	3.0291867	0.2263158	0.14395681	0.79795593	1.63425	1.6341555	0.1505021	-1.5026217	-11.239474	0.9863334	0.98482126	0.020903701	17.921085	7.2688956	29.634422	0.7262852	3.3576422	1.5867047	7.4054155	0.91093034	21.231579	25000	80000.0	4880.680965900421
21	3.1271324	0.23809524	0.1304978	0.667454	1.6994568	1.6995445	0.15332583	-1.5469475	-11.542348	1.0080556	1.0070915	0.020801093	18.278355	7.875501	31.186167	-0.19890472	3.367296	1.5440687	7.5973535	0.9343191	21.21164	26000	84000.0	5111.613250255585
22	3.2249355	0.25773194	0.118320845	0.56308645	1.7794299	1.7792501	0.15312725	-1.6161765	-11.874983	1.0466845	1.0454644	0.020315586	18.31117	7.63523	29.861464	2.9382207	3.1634264	1.7210017	7.9788194	0.90920186	20.597939	27000	88000.0	5345.1604743003845
23	3.3230553	0.24468085	0.107263744	0.46577704	1.8396308	1.8407559	0.15600933	-1.6626773	-12.20365	1.0474634	1.0463523	0.019853557	17.901781	7.39677	32.89571	2.5727844	3.1868033	1.7439921	8.779673	0.9089929	21.138298	28000	92000.0	5574.84367108345
24	3.421293	0.25520834	0.09721663	0.40046424	1.9171158	1.917178	0.15745236	-1.7322221	-12.589378	1.0346293	1.0333953	0.019393431	17.994585	7.843462	31.345278	1.3345169	3.2631462	1.7586635	7.7190466	0.89104646	20.979166	29000	96000.0	5805.289096832275
25	3.5194693	0.21081081	0.08806053	0.3736194	1.9987937	1.9987952	0.15941	-1.801302	-13.058437	1.0671487	1.065856	0.018810838	19.288006	7.561415	31.173672	2.3409464	3.0219119	1.7112191	7.5653405	0.90723044	21.45946	30000	100000.0	6030.644453525543
26	3.6175022	0.20526315	0.07973975	0.34259954	2.0777323	2.0777745	0.15945347	-1.870555	-13.513402	1.0688549	1.0667163	0.018006358	18.994572	7.522137	30.082794	0.50674266	2.9778593	1.6628547	8.005848	0.92724156	21.16842	31000	104000.0	6250.198640584946
27	3.7150815	0.17553191	0.07219172	0.324875	2.16221	2.16223	0.16158319	-1.937393	-13.998161	1.0783108	1.0760423	0.017371869	19.513273	7.2595162	30.334972	0.47706923	2.8212593	1.7315439	7.776706	0.68628687	21.26064	32000	108000.0	6467.444151639938
28	3.8130674	0.21925133	0.06534941	0.305111	2.2439616	2.2439737	0.16274871	-2.0007117	-14.474464	1.0791286	1.0766928	0.01714436	18.748632	7.1789813	30.68422	1.5489335	3.039221	1.800521	7.7517924	0.90976113	21.283422	33000	112000.0	6691.158648490906
29	3.910785	0.23684211	0.059153162	0.2885664	2.3117018	2.311973	0.16347364	-2.0550904	-14.956269	1.0606356	1.0573071	0.016503181	18.791883	7.728241	30.853056	1.3633684	3.0477018	1.7983435	8.533399	0.90050775	21.021053	34000	116000.0	6911.83470416069
30	4.008777	0.18421052	0.05353834	0.2783845	2.3985567	2.3986895	0.16611215	-2.1136289	-15.453776	1.0707364	1.0668088	0.01632342	19.962337	7.272063	31.571291	0.44756192	2.9164827	1.7845898	8.039898	0.90867597	21.33158	35000	120000.0	7131.106956481934
31	4.107206	0.19565217	0.048456285	0.26514485	2.4658067	2.465873	0.16732405	-2.1602247	-15.940177	1.0371315	1.0323313	0.016084634	19.404047	7.072696	30.429045	1.7911278	2.9777932	1.7396308	7.2638507	0.91318405	21.61413	36000	124000.0	7350.565670490265
32	4.204404	0.19251336	0.043857247	0.2485206	2.5578315	2.557688	0.16771354	-2.234709	-16.41324	1.045757	1.0399566	0.015329821	19.79785	7.411657	32.30029	-0.23728283	2.870979	1.7869676	7.9322953	0.6711902	21.433155	37000	128000.0	7569.07108092308
33	4.3024483	0.1904762	0.039694227	0.23790881	2.6336358	2.6339633	0.16954693	-2.28429	-16.902493	1.0456684	1.0385889	0.014985536	19.60026	7.349793	30.019032	2.8416	2.813423	1.6580418	7.6230206	0.9153033	21.232803	38000	132000.0	7791.423664093018
34	4.4001665	0.17391305	0.035925243	0.22528741	2.7010643	2.7013812	0.17089602	-2.325599	-17.38305	1.0177915	1.0101942	0.01475509	20.413986	7.1157956	32.779243	1.9412777	2.7547824	1.737811	7.8116336	0.92567176	21.47826	39000	136000.0	8018.793409347534
35	4.49796	0.19371727	0.032513037	0.21764639	2.7906861	2.790544	0.17255679	-2.3863456	-17.878294	1.016208	1.007838	0.014662222	19.72298	7.7191906	32.00195	-1.921554	2.7856061	1.705098	7.846322	0.90863574	21.251308	40000	140000.0	8211.367564201355
36	4.5959697	0.14754099	0.02942404	0.2124414	2.8671381	2.8677773	0.17299405	-2.4448993	-18.380934	1.0002716	0.991152	0.013690459	20.561285	6.7451673	30.583395	1.7155081	2.6418035	1.5606515	7.117301	0.9020709	21.590164	41000	144000.0	8401.49785399437
37	4.693833	0.17204301	0.026627865	0.20291685	2.947438	2.947226	0.17534073	-2.4911108	-18.866879	0.9927053	0.9827099	0.013243153	20.331171	7.4275928	30.884794	1.7177737	2.6546533	1.7017453	7.709854	0.9198621	21.532259	42000	148000.0	8589.768266677856
38	4.791545	0.1904762	0.024096973	0.19609183	3.0337994	3.034262	0.17662387	-2.5512557	-19.360899	0.98374385	0.9739855	0.013234385	20.096664	7.439489	31.709555	1.6582749	2.7244544	1.6207417	7.6864223	0.92658913	21.322752	43000	152000.0	8780.081680297852
39	4.8894353	0.18817204	0.021808252	0.1855882	3.1188776	3.119035	0.17750214	-2.624575	-19.839449	0.98025274	0.96835715	0.013069222	19.72382	7.474067	31.481123	0.88984287	2.70878	1.5847807	6.8060803	0.9191653	21.333334	44000	156000.0	8969.640772819519
40	4.9873667	0.17021276	0.019735485	0.1815878	3.1885214	3.1887336	0.17946051	-2.6608388	-20.34158	0.9447667	0.93350464	0.012572149	19.970106	7.0362463	31.012804	3.3418224	2.5995116	1.6428043	7.6708617	0.9018229	21.329786	45000	160000.0	9159.772731304169
41	5.0851645	0.14594595	0.017859278	0.17791076	3.278939	3.2781312	0.18061481	-2.7223437	-20.844437	0.93976223	0.92835337	0.012154215	20.712029	6.725218	31.288172	2.6947253	2.5988102	1.6084236	7.9705725	0.9132222	21.572973	46000	164000.0	9348.902733325958
42	5.182933	0.16489361	0.016160695	0.17651583	3.3517344	3.3512757	0.1817078	-2.7700703	-21.356136	0.9215866	0.90919155	0.011911367	20.096514	7.0386033	31.774809	0.82242453	2.459227	1.5802028	6.922773	0.9084644	21.276596	47000	168000.0	9538.837938547134
43	5.2809052	0.15053764	0.014624052	0.17036356	3.436462	3.4364684	0.18354279	-2.8247437	-21.847399	0.89686364	0.88456094	0.011872713	20.896242	7.300365	30.972155	-3.4121432	2.5088696	1.5281092	7.7092023	0.92820895	21.451612	48000	172000.0	9731.27714085579
44	5.3790255	0.1891892	0.013233183	0.167882	3.5065181	3.506447	0.18548733	-2.86002	-22.353369	0.880662	0.8672384	0.011398855	19.611172	7.56513	33.098595	2.3138192	2.7664664	1.6746031	7.7066607	0.90408075	21.745947	49000	176000.0	9922.46629524231
45	5.477042	0.14893617	0.011974759	0.16311087	3.574836	3.576168	0.18726821	-2.8982074	-22.848701	0.86289436	0.8482419	0.011318883	20.558817	6.8668213	29.998003	1.7597548	2.4398801	1.4845906	7.65587	0.67571974	21.18617	50000	180000.0	10114.140379667282
46	5.574911	0.21808511	0.010835776	0.16191827	3.6617808	3.661856	0.18719564	-2.964101	-23.359312	0.8572792	0.8418634	0.011280035	19.288471	7.5719824	33.317074	2.366588	2.8428488	1.6461998	7.4290366	0.9276718	21.484043	51000	184000.0	10304.911927223206
47	5.672654	0.20652173	0.009804832	0.16126043	3.7347481	3.7338572	0.1891094	-3.0015643	-23.872341	0.8397802	0.82517445	0.011164772	20.064766	7.6901546	31.748873	2.841056	2.5830505	1.6179755	7.332257	0.91115725	21.483696	52000	188000.0	10495.662440538406
48	5.769871	0.1576087	0.008872193	0.15707909	3.8154297	3.8162973	0.18807054	-3.068441	-24.368517	0.818632	0.80236185	0.010777961	20.659477	7.016083	30.354647	2.7974315	2.5721467	1.6155627	7.6978908	0.6677326	21.86413	53000	192000.0	10683.849319696426
49	5.8673115	0.14285715	0.00802825	0.15470508	3.8879867	3.8878105	0.18932684	-3.115635	-24.872528	0.80257815	0.78661823	0.010501898	20.65622	7.063693	31.405195	1.8772126	2.4156861	1.5213257	7.397233	0.92222255	21.736263	54000	196000.0	10875.1313123703
50	5.9647527	0.16129032	0.0072644195	0.15360175	3.960068	3.9602256	0.1902444	-3.1615505	-25.3824	0.7843153	0.7690596	0.010473595	20.372887	7.177409	32.989998	2.1908846	2.3973205	1.5022075	7.099024	0.8927424	21.704302	55000	200000.0	11065.235342502594
51	6.0619802	0.17460318	0.006573175	0.15387061	4.036237	4.0353	0.19036892	-3.215783	-25.899055	0.76186585	0.7466454	0.010193583	19.955654	7.575411	31.380487	-0.67510074	2.437213	1.4484044	7.0011034	0.9002045	21.15873	56000	204000.0	11278.55896282196
52	6.1593456	0.15846995	0.0059475973	0.15454273	4.108255	4.108538	0.19059652	-3.2634397	-26.417986	0.7485098	0.73411477	0.0101901395	20.462349	7.0868106	33.620037	1.8906207	2.5456612	1.6870748	7.8493986	0.9024941	21.907104	57000	208000.0	11504.285660028458
53	6.2562265	0.10055866	0.0053814366	0.1556429	4.1867976	4.1868367	0.19003017	-3.325015	-26.939367	0.74467254	0.72900224	0.010096178	21.425478	6.469312	31.634562	1.9769934	2.2170947	1.2835171	6.8418775	0.89708734	22.284916	58000	212000.0	11728.542051076889
54	6.35328	0.18817204	0.004869117	0.15736379	4.247167	4.247816	0.19029446	-3.365629	-27.464312	0.7246285	0.7094689	0.009976761	19.96812	7.317716	30.27373	-0.23190859	2.5495887	1.5949966	7.5847344	0.91162854	21.548388	59000	216000.0	11951.668800830841
55	6.4499454	0.18716578	0.0044056433	0.15749289	4.325246	4.325546	0.18934724	-3.432521	-27.98085	0.7166166	0.7011921	0.009858351	19.518322	7.1876707	31.364874	2.771677	2.6189044	1.5358901	7.5029383	0.9010626	21.385027	60000	220000.0	12172.639218091965
56	6.547001	0.13259669	0.0039863633	0.15760234	4.403037	4.403909	0.19045581	-3.481672	-28.49728	0.70355344	0.68779784	0.009609348	21.039448	6.77944	29.459063	1.6268209	2.3869996	1.4116123	7.227248	0.68115777	22.082872	61000	224000.0	12405.07890868187
57	6.6443	0.13186814	0.003606875	0.16124669	4.464705	4.464853	0.18897393	-3.5343378	-29.033783	0.6870204	0.6708616	0.009168221	20.2253	6.3663135	30.950678	2.9860804	2.3708568	1.4153198	7.3751054	0.9113618	22.065933	62000	228000.0	12631.805382013321
58	6.7411947	0.14285715	0.0032634286	0.16252346	4.5337167	4.5330305	0.19155052	-3.5632725	-29.557528	0.67165434	0.65467066	0.009327345	20.08937	6.908545	30.374825	2.326838	2.3610227	1.3723993	6.9033647	0.93301684	21.912088	63000	232000.0	12867.62024307251
59	6.8381457	0.10497238	0.0029527391	0.16467187	4.6111608	4.610956	0.18906122	-3.639278	-30.086527	0.6609784	0.64477605	0.009358686	21.062027	6.4926925	30.529997	-0.72087413	2.2504742	1.2616	6.9528522	0.8923166	22.099447	64000	236000.0	13091.132097959518
60	6.935175	0.094444446	0.0026716108	0.16563223	4.681911	4.6808553	0.19085617	-3.673417	-30.608917	0.6531089	0.63496387	0.009100321	21.114052	6.4014626	31.60926	-2.2720292	2.2705288	1.2659427	7.111253	0.91663504	22.194445	65000	240000.0	13324.620682954788
61	7.0321383	0.11891892	0.0024172885	0.1666072	4.7496886	4.749575	0.18978876	-3.7318494	-31.131508	0.6383885	0.62172705	0.008873167	20.48471	6.5390463	31.04354	2.7123342	2.212309	1.2189355	6.486956	0.9145087	21.675676	66000	244000.0	13560.427011728287
62	7.128546	0.11299435	0.0021872083	0.1673974	4.8258905	4.8251367	0.18850498	-3.7994065	-31.65313	0.6210864	0.6038615	0.008719064	21.380945	6.4882994	31.417345	1.8789581	2.3971741	1.3684016	6.6820035	0.90991455	22.41243	67000	248000.0	13796.343355417252
63	7.2249236	0.12222222	0.0019790137	0.16818342	4.8849473	4.8851576	0.1883042	-3.8433337	-32.17493	0.6126584	0.59466326	0.00882926	21.051828	6.533844	30.754478	2.155057	2.2454944	1.4231201	8.325392	0.9201836	22.327778	68000	252000.0	14022.541065454483
64	7.321085	0.104395606	0.0017906103	0.1708785	4.962545	4.9619803	0.18637557	-3.9096577	-32.709007	0.60395515	0.5856562	0.00880142	20.696278	6.5892844	30.143173	1.6811802	2.1485925	1.164033	6.7420044	0.9093338	22.137363	69000	256000.0	14242.653812885284
65	7.417476	0.08988764	0.0016201698	0.16979142	5.020958	5.0214972	0.18691461	-3.9503202	-33.219173	0.59245473	0.5738672	0.0088892635	21.088278	5.7713304	29.890455	3.731015	2.1934438	1.2929491	6.819116	0.91387576	22.314608	70000	260000.0	14473.394250869751
66	7.514313	0.084745765	0.0014659684	0.17246719	5.0999274	5.0991826	0.18662791	-4.0070534	-33.753723	0.58042616	0.56177557	0.008541067	21.685907	6.1360106	30.810009	3.5690181	2.1556244	1.0535867	6.1715364	0.9280408	22.711864	71000	264000.0	14706.398560523987
67	7.610564	0.10497238	0.0013264429	0.16978918	5.165636	5.1653576	0.18477756	-4.071653	-34.25331	0.5686683	0.55090195	0.008670148	21.142704	6.6032896	29.168018	2.018428	2.1398077	1.2716937	6.769871	0.9101935	21.972376	72000	268000.0	14937.682962179184
68	7.706595	0.08287293	0.0012002086	0.17146601	5.238537	5.2386475	0.18296382	-4.138013	-34.78163	0.56220424	0.5440023	0.008493953	21.07559	5.82491	30.40538	1.4786779	2.1582367	1.2831283	7.0574093	0.6677942	22.17127	73000	272000.0	15167.493528842926
69	7.8026376	0.084745765	0.0010859949	0.1698384	5.301823	5.303056	0.18240169	-4.1977096	-35.287666	0.5592821	0.5421428	0.008799646	21.599354	5.934545	31.018831	1.460407	2.1694918	1.2090499	7.2620325	0.914955	22.62147	74000	276000.0	15408.470099925995
70	7.8990107	0.057142857	0.0009826442	0.17031205	5.3737874	5.3736978	0.1827691	-4.2438684	-35.80793	0.5432145	0.5261314	0.008432219	21.718105	5.644217	31.47416	1.7598866	2.0030086	1.0344772	8.3868885	0.91067266	22.811428	75000	280000.0	15642.240701198578
71	7.994872	0.07865169	0.00088911614	0.171586	5.4398556	5.4399676	0.17886215	-4.3152804	-36.334007	0.5397404	0.5224416	0.0083364425	21.680742	6.0958047	31.140757	0.57542986	2.136649	1.0784007	6.301097	0.90003484	22.505617	76000	284000.0	15877.610704660416
72	8.0905485	0.061797753	0.00080451526	0.16716717	5.503921	5.5044975	0.17871201	-4.3632264	-36.81957	0.5309707	0.51306903	0.008501539	21.268776	5.737354	31.550276	1.0977541	2.0666866	1.1184765	7.1215763	0.89541465	22.348314	77000	288000.0	16110.542524576187
73	8.186227	0.017142856	0.00072799687	0.16723487	5.573565	5.573924	0.17630552	-4.43563	-37.336678	0.5151989	0.4977412	0.008140373	21.969732	4.406132	29.23058	3.1240315	1.9918762	0.8992399	7.354493	0.9165095	22.92	78000	292000.0	16348.76150226593
74	8.281446	0.073033705	0.0006587222	0.16301127	5.631442	5.6309357	0.17512721	-4.4930735	-37.822273	0.5172343	0.49914917	0.008289088	21.460888	5.69978	30.01119	2.3643842	2.141918	1.1335226	6.981669	0.9244488	22.533709	79000	296000.0	16589.57404613495
75	8.376705	0.040462427	0.00059605646	0.1633967	5.7016993	5.7015724	0.17131957	-4.5749836	-38.34126	0.5065614	0.4896579	0.008116232	22.13346	5.0558333	31.377846	3.3068452	2.0837712	1.0378847	7.723808	0.91009253	22.982658	80000	300000.0	16819.768190145493
76	8.471929	0.028571429	0.0005393443	0.16194788	5.760962	5.7619076	0.172066	-4.6126056	-38.846626	0.4993161	0.48242545	0.008182049	21.88722	4.8111186	30.373741	3.2320094	1.9357058	0.9128319	6.744709	0.90245205	22.88	81000	304000.0	17053.040644168854
77	8.567828	0.011428571	0.00048802776	0.16080573	5.830268	5.8298945	0.16965121	-4.6824145	-39.35399	0.4917263	0.47586477	0.00810825	22.03314	4.3669724	30.258842	4.438615	1.8654823	0.86915183	6.8142753	0.68233645	22.857143	82000	308000.0	17291.632299900055
78	8.662728	0.028409092	0.00044157432	0.16659586	5.88405	5.8832526	0.16669247	-4.745443	-39.914886	0.47713315	0.46033105	0.007874435	21.72759	4.718965	29.693102	3.0983207	1.9586147	0.8739633	5.7603498	0.9107388	22.755682	83000	312000.0	17527.78758788109
79	8.757865	0.01724138	0.0003995557	0.16261113	5.9465938	5.9471717	0.16639002	-4.80326	-40.40041	0.48206434	0.46627894	0.008247656	22.450384	4.2862883	30.536995	2.5714397	1.823121	0.802565	6.007729	0.91583306	23.034483	84000	316000.0	17752.81876683235
80	8.852904	0.039772727	0.00036154353	0.1590253	6.0028477	6.0024385	0.16403759	-4.8603606	-40.888046	0.47127268	0.45624703	0.008103317	21.57751	5.2204213	30.534674	0.22465774	1.9834446	0.9169138	5.5986958	0.939114	22.704546	85000	320000.0	17983.406668424606
81	8.947791	0.040229887	0.0003271459	0.15449145	6.060209	6.059893	0.16272905	-4.914725	-41.36748	0.46300817	0.4477263	0.007904646	21.522104	5.547304	31.264765	-1.8036368	2.0662162	0.9990079	6.6727176	0.92372984	22.844828	86000	324000.0	18223.55725121498
82	9.042689	0.0057142857	0.00029598566	0.1533989	6.1146417	6.115642	0.15928213	-5.002422	-41.87444	0.4582331	0.44329706	0.007908522	21.80636	4.37841	30.396297	3.2739	1.8387895	0.7053	5.5767894	0.93555033	23.011429	87000	328000.0	18458.071787834167
83	9.137274	0.017441861	0.00026779986	0.1488093	6.178327	6.1777644	0.15808128	-5.0621943	-42.352547	0.45670614	0.44261792	0.008205858	21.9307	5.7568083	30.53275	-19.571814	1.888069	0.6787944	4.2721066	0.92042	23.302326	88000	332000.0	18689.57473564148
84	9.231557	0.0057471264	0.00024228828	0.14834982	6.2351346	6.235918	0.15414062	-5.1353545	-42.864063	0.4421323	0.42812547	0.0077009965	22.035566	3.9943757	30.524973	4.6404996	1.7641006	0.715699	6.142304	0.66779244	22.948277	89000	336000.0	18923.293914794922
85	9.325809	0.0	0.0002192056	0.14710754	6.2932267	6.293757	0.15361544	-5.1851554	-43.369007	0.4396999	0.42552343	0.007805811	22.428375	4.157427	32.51032	10.959226	1.8231219	0.64602786	4.8627486	0.9389911	23.394117	90000	340000.0	19156.04497218132
86	9.420791	0.0057803467	0.00019832436	0.1453061	6.338637	6.339168	0.15041082	-5.246622	-43.869015	0.4343526	0.4200359	0.0079054665	21.859724	4.7832007	34.52366	2.2316682	1.7745564	0.6770226	5.192407	0.9223529	23.271677	91000	344000.0	19373.480256557465
87	9.514422	0.0	0.00017943111	0.14556813	6.401286	6.402035	0.14728853	-5.329291	-44.38636	0.4287659	0.41499498	0.007888311	22.274576	4.1052036	29.933414	10.448505	1.7572972	0.6403951	4.017872	0.919477	22.965517	92000	348000.0	19579.28208065033
88	9.608106	0.0057803467	0.0001623399	0.14391784	6.4639416	6.4640927	0.14440449	-5.402721	-44.88707	0.4262958	0.4121183	0.0077896803	21.927452	4.1809096	32.225445	0.6031053	1.8313161	0.6160723	4.5553627	0.91738373	22.919075	93000	352000.0	19790.834498643875
89	9.701812	0.0	0.00014687426	0.14370997	6.5253983	6.526085	0.14180686	-5.4821	-45.400227	0.41159046	0.39847302	0.0072484124	22.624903	3.783491	30.55128	9.5068035	1.7338183	0.57379913	5.113449	0.6769675	23.02299	94000	356000.0	20001.498933792114
90	9.795624	0.022727273	0.00013288156	0.14166181	6.5793085	6.5793858	0.14094079	-5.528227	-45.89689	0.41440028	0.39974004	0.0076164627	22.30566	5.157592	30.7782	2.1014447	1.8206614	0.7032895	5.924134	0.91950905	22.982954	95000	360000.0	20229.43890786171
91	9.888973	0.011627907	0.00012022265	0.13854864	6.635031	6.6342077	0.13614747	-5.621171	-46.383465	0.40611193	0.39271533	0.0073732017	22.089478	4.4417973	32.638157	6.816287	1.8393391	0.77388376	6.1416564	0.91880685	23.156977	96000	364000.0	20463.23727798462
92	9.982256	0.0057471264	0.000108769294	0.14063175	6.6823273	6.6811724	0.13460611	-5.669783	-46.917	0.40398064	0.39073053	0.00762769	21.872541	4.4310117	30.530249	3.9692535	1.7733366	0.5810946	4.1457934	0.934392	22.971264	97000	368000.0	20699.357248544693
93	10.075924	0.017142856	9.840714e-05	0.1397301	6.750484	6.750255	0.1331189	-5.745625	-47.42334	0.40765402	0.39445892	0.007627462	21.862738	4.5972285	29.060513	-3.6195347	1.8678409	0.78603953	5.4084325	0.903051	22.817142	98000	372000.0	20929.84824490547
94	10.169481	0.011494253	8.903216e-05	0.1388279	6.799035	6.798532	0.13131347	-5.7951293	-47.92949	0.40782276	0.39517617	0.007748814	22.582747	4.45891	31.859364	2.8578105	1.7900994	0.7816302	6.0196757	0.91005653	22.873564	99000	376000.0	21154.974972724915
95	10.262908	0.0058139535	8.054992e-05	0.14147392	6.8523827	6.8539414	0.12787658	-5.8746977	-48.468952	0.3915889	0.37885547	0.0072639342	22.698423	4.002252	30.654213	2.929837	1.7717147	0.6426274	5.5688887	0.89672154	23.267443	100000	380000.0	21378.959745168686
96	10.355046	0.0057142857	7.287627e-05	0.14061339	6.918837	6.9179373	0.12440216	-5.9717684	-48.975513	0.39113092	0.37847358	0.007478911	22.348085	4.604568	31.901716	-2.7750986	1.8149292	0.65567404	4.946072	0.67698765	22.908571	101000	384000.0	21603.460710525513
97	10.447312	0.0	6.593267e-05	0.14508179	6.965781	6.965214	0.12126231	-6.0351753	-49.533306	0.38617566	0.37332255	0.0073237494	22.146591	4.1715155	30.91588	6.0385666	1.753346	0.5462118	3.7000887	0.6677891	23.290697	102000	388000.0	21811.156366109848
98	10.539763	0.0	5.965098e-05	0.14156115	7.025715	7.027221	0.11940276	-6.1103754	-50.014015	0.38021934	0.36805776	0.0071555777	22.184368	4.1045256	31.761745	7.6263576	1.777214	0.50099075	3.968788	0.9265191	22.8125	103000	392000.0	21979.633006334305
