Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
11	2.0938113	0.5463415	0.3508072	1.434786	1.1382736	1.1381773	0.13631308	-1.4105554	-6.7429075	0.7992346	0.8022101	0.030453403	9.41098	9.027949	25.466328	-11.209391	4.531376	1.4428985	8.317476	1.1983058	19.639025	16000	44000.0	2334.8322427272797
12	2.1958895	0.5458937	0.31761223	1.390483	1.1828979	1.1824648	0.14080782	-1.3833797	-7.3315945	0.8305205	0.8340331	0.029186815	9.571041	8.940722	26.4156	-11.107359	4.3869257	1.4264855	7.9555974	1.367137	19.314009	17000	48000.0	2541.4619240760803
13	2.2973642	0.46231157	0.28760633	1.3297316	1.230007	1.2297376	0.14575252	-1.3670146	-7.890038	0.853225	0.8568052	0.029171616	12.2332535	8.622848	26.88915	-11.09244	4.5083528	1.3823751	8.90769	0.9440924	20.040201	18000	52000.0	2744.260073184967
14	2.398291	0.40932643	0.26046118	1.2714486	1.2924436	1.2924929	0.14863569	-1.3729912	-8.439051	0.8956324	0.8992078	0.028222475	13.583974	8.949776	26.332804	-10.79423	4.4030986	1.3990387	7.9394197	1.195095	20.787565	19000	56000.0	2951.3568120002747
15	2.4980054	0.39896372	0.2359125	1.1956239	1.3467906	1.3470298	0.15180303	-1.3784589	-8.950292	0.8955712	0.89975697	0.027455945	13.874562	8.555464	27.92935	-11.71918	4.361231	1.5208393	8.767331	0.99834913	20.740932	20000	60000.0	3153.1219782829285
16	2.597866	0.36649215	0.21370403	1.1230502	1.4020282	1.4022874	0.153445	-1.3919885	-9.450823	0.9326696	0.9366241	0.027278641	14.796322	8.520784	29.978842	-11.259657	4.120705	1.6033144	8.671438	0.90890175	20.937172	21000	64000.0	3353.0918695926666
17	2.6962929	0.3068783	0.19359006	1.0532173	1.46546	1.4654212	0.15321971	-1.420586	-9.941446	0.9354778	0.9394669	0.025431175	16.439342	8.180662	28.61434	-7.3332825	3.8205812	1.68171	8.21933	0.9305363	21.11111	22000	68000.0	3549.645013809204
18	2.7936153	0.25945947	0.17538868	0.96128726	1.5376669	1.5381978	0.1519312	-1.4709238	-10.378862	0.9754862	0.979568	0.024509074	17.546043	7.876841	28.411966	-8.478245	3.7960007	1.6977345	8.775235	0.9430294	21.6	23000	72000.0	3748.6892590522766
19	2.8909833	0.27604166	0.15891412	0.87929213	1.6018972	1.6014878	0.153481	-1.504907	-10.81569	0.9925922	0.996237	0.024265923	17.563314	7.641309	29.91036	-0.8224394	3.611976	1.7373369	7.758047	0.921242	20.932291	24000	76000.0	3941.962076663971
20	2.9877741	0.24736843	0.14402688	0.7625222	1.6764438	1.676492	0.1511806	-1.571102	-11.167693	1.0308784	1.0342395	0.022896973	18.055315	8.203213	30.53417	-7.6200542	3.4915144	1.7437688	7.876788	0.9293803	21.042105	25000	80000.0	4135.949206113815
21	3.0843537	0.2228261	0.13054892	0.662018	1.7421958	1.7421288	0.15146233	-1.6203848	-11.529	1.0475771	1.0503545	0.022383021	18.731823	7.5043383	30.057056	1.255115	3.3007996	1.782675	7.81151	0.9100636	21.652174	26000	84000.0	4328.351982116699
22	3.1807775	0.1764706	0.11836952	0.54164606	1.8025329	1.8022084	0.14934286	-1.6788398	-11.827801	1.046048	1.048173	0.021570569	19.157282	7.0373435	30.997372	2.024136	3.0129519	1.6917752	7.751465	0.92281854	21.561497	27000	88000.0	4519.497400999069
23	3.2765126	0.22459893	0.10727571	0.4757887	1.8839856	1.8833069	0.14866501	-1.7453641	-12.225629	1.055377	1.0580844	0.020738041	18.561129	7.5011597	32.013653	2.208198	3.2342672	1.7764484	8.366382	0.91867286	21.15508	28000	92000.0	4715.3949184417725
24	3.3728206	0.24867725	0.09720508	0.41236883	1.969639	1.9697993	0.148372	-1.8384151	-12.617893	1.0930398	1.0935702	0.02037944	18.577623	7.8254113	30.723406	0.93979853	3.2717414	1.849049	7.459076	0.9026602	21.306879	29000	96000.0	4907.603011131287
25	3.4686553	0.20652173	0.08804237	0.38284338	2.046684	2.046396	0.14680892	-1.9075084	-13.081827	1.0841389	1.083446	0.01970455	18.778145	7.382934	30.95896	1.5699395	3.1273525	1.8715643	9.383247	0.6675635	21.706522	30000	100000.0	5100.495596408844
26	3.5647774	0.26455027	0.07972746	0.34660345	2.1278062	2.1280086	0.14756073	-1.9841185	-13.524321	1.0789571	1.0779115	0.019416044	18.460432	8.079165	29.63191	2.267334	3.278826	1.9894867	7.934379	0.91034234	21.16402	31000	104000.0	5294.096699953079
27	3.6612332	0.21081081	0.072188795	0.3184959	2.2124326	2.2127514	0.14755628	-2.0557818	-13.981629	1.069473	1.0667945	0.018435434	18.920712	7.557399	31.27408	1.097453	3.1188498	1.895264	7.5337596	0.66808444	21.562162	32000	108000.0	5486.237621307373
28	3.7576206	0.265625	0.0653478	0.30726954	2.299748	2.299979	0.14834338	-2.133765	-14.480424	1.077398	1.0740197	0.018349975	18.987373	8.098155	30.037025	2.126932	3.0712745	1.9767572	8.59446	0.92039955	20.979166	33000	112000.0	5678.870389223099
29	3.854168	0.2712766	0.05914755	0.29641357	2.3798144	2.3797598	0.14868012	-2.189771	-14.978794	1.0745727	1.0700581	0.01802911	18.336554	7.876433	31.512964	2.4688795	3.2407029	1.910419	8.220537	0.9355039	21.19149	34000	116000.0	5873.389872550964
30	3.9505274	0.19354838	0.05353745	0.2689046	2.4615922	2.4609854	0.14860861	-2.2605698	-15.425978	1.0431346	1.0370215	0.017315812	19.620813	7.298571	31.391262	1.2551922	2.7924833	1.8210254	7.166363	0.6734318	21.467741	35000	120000.0	6067.301006555557
31	4.046961	0.19125684	0.04846064	0.25911388	2.5475764	2.5474489	0.14971621	-2.3274279	-15.921509	1.0533782	1.0456738	0.017415604	19.165472	7.25139	30.578608	2.4360569	2.944072	1.7204922	7.144426	0.91566044	21.8306	36000	124000.0	6261.9249765872955
32	4.1426005	0.1764706	0.043860268	0.24447893	2.6358018	2.6358886	0.1474691	-2.4053137	-16.400223	1.0371758	1.0282632	0.016449936	19.656223	7.1699004	30.749163	2.0668592	2.6802468	1.5485047	8.288562	0.9183201	21.42246	37000	128000.0	6455.6935493946075
33	4.238287	0.20320855	0.03969638	0.23584385	2.716677	2.7160769	0.14851761	-2.472559	-16.895588	1.0298052	1.0200458	0.016454967	19.485758	7.3838077	31.389002	2.5885906	2.7676258	1.8299801	7.5971828	0.9238271	21.411764	38000	132000.0	6648.118192911148
34	4.3339787	0.18579236	0.03592418	0.22911896	2.8039165	2.80413	0.14759812	-2.537291	-17.395836	1.0126356	1.0021042	0.015936913	20.128798	7.199597	30.529892	1.8568851	2.878398	1.7083697	7.5234065	0.665274	21.92896	39000	136000.0	6841.194684267044
35	4.4298387	0.19565217	0.032510757	0.22521105	2.8984706	2.8986177	0.14791992	-2.616302	-17.904673	1.009077	0.997494	0.015675655	20.238905	7.3359222	32.10112	0.49350673	2.8549519	1.7327642	8.585139	0.91418874	21.608696	40000	140000.0	7033.623341798782
36	4.5262218	0.24210526	0.029423308	0.20064844	2.968931	2.9695842	0.15032376	-2.6616588	-18.339317	0.99379295	0.9809023	0.015052861	18.813812	7.784662	30.951485	2.1274781	3.0939996	1.8620802	8.358248	0.91079605	21.094736	41000	144000.0	7227.363542795181
37	4.622812	0.16756757	0.026629223	0.20286746	3.0543306	3.0545225	0.15018786	-2.7274194	-18.866383	0.9796889	0.96690404	0.014887444	19.938522	7.007262	31.936943	3.1606293	2.8440099	1.7645559	7.4625983	0.67125547	21.578379	42000	148000.0	7420.799428462982
38	4.7191114	0.15508021	0.024098968	0.18688053	3.1389296	3.1393611	0.1512795	-2.7889898	-19.326187	0.9639556	0.95034987	0.014237277	20.585114	6.9839735	31.084627	3.4454627	2.7001822	1.6578858	7.7583656	0.92126113	21.475935	43000	152000.0	7612.9182324409485
39	4.8156085	0.14754099	0.021809667	0.18436605	3.215392	3.2155817	0.15218505	-2.8436842	-19.834398	0.9379262	0.92366624	0.0144794	20.564552	6.858582	30.498667	3.2045703	2.546737	1.648132	7.8003545	0.9115123	21.781422	44000	156000.0	7805.622687101364
40	4.9113183	0.1521739	0.019737182	0.17279527	3.3070576	3.3076103	0.1522121	-2.9228003	-20.306627	0.9301842	0.9160755	0.013786854	20.321447	7.13964	31.538942	2.5975568	2.594289	1.6177514	7.5775256	0.6652188	21.63587	45000	160000.0	7998.9217076301575
41	5.0074778	0.18817204	0.017860735	0.17610803	3.385224	3.3861341	0.15328814	-2.978932	-20.83678	0.908589	0.89481676	0.013839979	20.499878	7.584269	30.928913	3.0290642	2.7521498	1.7176149	7.0975456	0.93133956	21.650537	46000	164000.0	8193.689014673233
42	5.1037354	0.16666667	0.016162021	0.1695516	3.4789574	3.4789255	0.15371396	-3.0544164	-21.326988	0.8888217	0.8748678	0.013463715	20.687426	7.205295	31.04573	2.6513605	2.5996482	1.6458546	7.295138	0.91030616	21.483871	47000	168000.0	8384.899097919464
43	5.199745	0.125	0.014624909	0.16988923	3.5602338	3.5605528	0.15430096	-3.1146991	-21.845066	0.87738603	0.86413914	0.013153595	21.067465	6.642211	30.765827	3.2911391	2.5014868	1.447888	7.370603	0.91157216	21.804348	48000	172000.0	8578.174841880798
44	5.295381	0.1827957	0.01323438	0.16205835	3.6475255	3.6481078	0.152992	-3.1883924	-22.327835	0.86214733	0.84947956	0.013065052	20.156197	7.7184143	32.219734	2.0153108	2.7362466	1.681832	7.772189	0.9104246	21.44086	49000	176000.0	8772.146757364273
45	5.391599	0.12087912	0.011975486	0.16498221	3.7256758	3.7254817	0.155678	-3.2356665	-22.856705	0.8399693	0.82705414	0.012709048	21.407661	6.569106	31.192701	3.2393408	2.4091015	1.4608566	6.897519	0.92234397	21.972527	50000	180000.0	8966.168527126312
46	5.4875655	0.13513513	0.010835957	0.16357125	3.8115058	3.8116167	0.15444267	-3.3131056	-23.366703	0.82612205	0.8136012	0.012586239	20.872227	6.6211715	29.527027	3.576476	2.5123541	1.7212665	8.0842905	0.91925144	21.562162	51000	184000.0	9158.59136891365
47	5.5828314	0.15425532	0.009805252	0.16031393	3.8913133	3.892602	0.15298901	-3.3885727	-23.867796	0.8097206	0.796422	0.012418874	19.929197	7.3022213	29.959082	-0.36252218	2.5633166	1.6086565	7.608385	0.9274947	21.329786	52000	188000.0	9352.803648233414
48	5.678239	0.1420765	0.008872221	0.16263819	3.9807456	3.9803686	0.15375152	-3.4556036	-24.394703	0.79616857	0.7837861	0.012242302	20.457117	7.034755	33.14551	3.1800299	2.524963	1.5753614	7.819672	0.9279514	21.879782	53000	192000.0	9546.908178806305
49	5.77403	0.1436464	0.008028463	0.15487579	4.0525546	4.052478	0.1549403	-3.5004156	-24.873278	0.77181274	0.76179105	0.011848222	20.836369	6.872825	31.150682	2.6568007	2.5327864	1.6237329	8.145777	0.9189362	22.01105	54000	196000.0	9740.200011014938
50	5.869698	0.1693989	0.0072647613	0.15344903	4.1412616	4.142419	0.15445107	-3.5834892	-25.381392	0.7651462	0.7551815	0.011939793	20.880253	7.2964416	32.616913	1.351444	2.656351	1.6402031	8.421083	0.9394945	21.934425	55000	200000.0	9932.491151571274
51	5.964597	0.19786096	0.0065734982	0.15804718	4.2170973	4.2175336	0.15317364	-3.6401978	-25.91975	0.74144423	0.73264575	0.01147134	19.900856	7.417688	29.411428	1.8966562	2.6624556	1.7457933	8.533113	0.91209835	21.35829	56000	204000.0	10124.81307387352
52	6.0599246	0.13586956	0.0059479675	0.15742469	4.2956543	4.2961564	0.15330625	-3.700492	-26.432484	0.72300506	0.7153707	0.011164913	21.231247	6.7192507	31.492722	1.0563338	2.5505526	1.4578483	7.6452255	0.9362265	21.76087	57000	208000.0	10316.253258228302
53	6.1552296	0.12707183	0.005381956	0.15445876	4.377917	4.3769326	0.15243277	-3.7756329	-26.932625	0.7135959	0.7070408	0.011312884	21.198961	6.927993	32.339424	2.9084003	2.3397293	1.4482086	6.9355626	0.91150194	22.03315	58000	212000.0	10508.124632835388
54	6.249543	0.10989011	0.0048698033	0.15474646	4.461563	4.461207	0.1511069	-3.849033	-27.449429	0.70488024	0.69895583	0.011122615	21.43	6.3931355	30.023695	2.5773633	2.2980092	1.3705149	7.0362186	0.90852845	21.972527	59000	216000.0	10698.615287303925
55	6.344531	0.093406595	0.0044066207	0.15279838	4.5344415	4.5348926	0.15106665	-3.9095483	-27.954258	0.68916565	0.68365806	0.011188778	21.501328	6.311626	30.988926	2.4691951	2.213159	1.1992215	7.384216	0.92567885	22.104395	60000	220000.0	10890.163454055786
56	6.439407	0.11797753	0.003987374	0.15267007	4.6102705	4.6108212	0.15046872	-3.9739068	-28.468828	0.6742966	0.66852003	0.010729831	21.040464	6.815178	33.82292	2.0134568	2.3943372	1.4671478	7.485413	0.9258931	22.410112	61000	224000.0	11082.449951410294
57	6.533756	0.16574585	0.00360778	0.15372497	4.6698465	4.668927	0.1490496	-4.026111	-28.990105	0.6533201	0.64954907	0.010473581	20.73914	7.3880577	31.339577	2.736676	2.473852	1.5898865	7.2531357	0.9059569	21.944752	62000	228000.0	11273.823670625687
58	6.628349	0.12087912	0.0032643548	0.15621114	4.7499514	4.749806	0.14816508	-4.0927777	-29.519796	0.65239674	0.64924455	0.0105288075	20.555725	6.784968	31.452698	2.0668712	2.2566025	1.33367	7.137436	0.9179998	22.082418	63000	232000.0	11467.38393831253
59	6.7224045	0.12154696	0.0029536919	0.15541458	4.82317	4.8248262	0.14660916	-4.1678987	-30.030827	0.63545614	0.63247097	0.010543837	20.753355	6.2179317	30.469954	3.6789882	2.236377	1.3435615	7.1290135	0.9184792	22.226519	64000	236000.0	11657.821995735168
60	6.815808	0.08888889	0.0026727351	0.15114295	4.894975	4.894205	0.14377938	-4.2426887	-30.520962	0.62740695	0.6243384	0.010249584	21.008139	6.5181966	32.15064	1.4439307	2.2385585	1.2468995	7.2568464	0.89625233	22.233334	65000	240000.0	11849.640621423721
61	6.9090204	0.096045196	0.0024183826	0.15255822	4.9613643	4.960999	0.14227384	-4.306293	-31.044481	0.6111038	0.60672116	0.010029615	20.882854	6.4307513	30.452204	3.433582	2.1613243	1.235476	7.181962	0.6840048	22.519773	66000	244000.0	12041.782985687256
62	7.003298	0.11827957	0.0021882595	0.15548208	5.0298166	5.030702	0.14349948	-4.3576174	-31.577736	0.6028025	0.5980564	0.010355769	19.758802	6.731937	29.977367	2.5228415	2.2553356	1.2576113	6.933618	0.9090587	21.61828	67000	248000.0	12236.961947441101
63	7.0968943	0.12777779	0.0019800193	0.14698963	5.0990434	5.09755	0.14023934	-4.4362698	-32.040188	0.58851206	0.583787	0.010046524	20.486988	6.9500465	29.279228	1.9383688	2.29591	1.3477154	8.159045	0.9067331	22.127777	68000	252000.0	12431.147567510605
64	7.189437	0.08988764	0.0017916849	0.15302812	5.15798	5.1564913	0.13914636	-4.4865828	-32.592957	0.5831923	0.579118	0.009900108	20.506641	6.3442254	31.469175	2.4217603	2.215742	1.2594746	6.364708	0.6677853	22.41573	69000	256000.0	12626.83147931099
65	7.282903	0.0718232	0.001621119	0.15639745	5.232816	5.2322707	0.13838452	-4.555464	-33.130203	0.57900107	0.5741728	0.009953182	21.402172	6.1877837	30.382208	2.1059756	2.0862603	1.0961561	7.060774	0.92788064	22.209946	70000	260000.0	12822.773200750351
66	7.3754444	0.083798885	0.0014665781	0.17248353	5.2960043	5.2946606	0.13566956	-4.6199374	-33.75153	0.5630909	0.5576816	0.009575535	20.948175	5.874703	32.475605	2.0405889	2.221897	1.1975477	6.8857803	0.9018982	22.234636	71000	264000.0	13016.396238803864
67	7.4680066	0.08938547	0.0013269405	0.1688578	5.3616357	5.3623724	0.13382676	-4.693032	-34.245422	0.5547744	0.5506886	0.0096086785	21.26929	6.285991	30.52159	-1.2590016	2.1292026	1.1875743	6.9150124	0.9191882	22.402235	72000	268000.0	13210.674777269363
68	7.560041	0.09289618	0.0012006065	0.16459012	5.4321404	5.431279	0.13208684	-4.7645636	-34.73355	0.54672766	0.5413822	0.009854367	20.654083	6.4933043	33.88316	1.4994453	2.0811217	1.1318771	7.364275	0.89220107	21.765028	73000	272000.0	13404.729392290115
69	7.652585	0.04519774	0.0010864564	0.16063781	5.4928145	5.4928846	0.13136466	-4.816531	-35.222717	0.5326389	0.52768177	0.009428816	21.584558	5.248707	29.503689	2.2600691	1.931782	0.9232601	5.93771	0.91754687	22.502825	74000	276000.0	13600.457698345184
70	7.744297	0.06666667	0.0009829917	0.1766024	5.562326	5.56165	0.12696984	-4.9062686	-35.849747	0.5294189	0.5244753	0.00912041	21.238049	5.911267	30.32655	3.169288	2.1162393	1.1754595	7.232435	0.64821637	22.45	75000	280000.0	13794.607909440994
71	7.834852	0.050561797	0.0008893832	0.16813825	5.6171017	5.616279	0.1263506	-4.9578643	-36.308125	0.5206985	0.515357	0.009087734	21.63154	5.390897	31.268011	2.5818224	2.0744746	1.0896168	7.6493535	0.9042527	22.477528	76000	284000.0	13987.570090770721
72	7.9267344	0.055555556	0.00080481166	0.16666776	5.679162	5.678696	0.1251603	-5.0153875	-36.814228	0.51106286	0.5060445	0.009360443	21.517252	5.744509	29.872551	1.251734	1.9441677	0.9027728	5.849397	0.90449077	22.155556	77000	288000.0	14178.470261573792
73	8.018174	0.022857143	0.00072824926	0.16059044	5.7433124	5.7435136	0.12304289	-5.085743	-37.286625	0.5085969	0.50316215	0.009311335	21.628038	4.791838	33.573936	2.750342	2.0321457	0.9694117	6.255415	0.9000269	22.965714	78000	292000.0	14372.304141044617
74	8.109365	0.02259887	0.0006589925	0.16267379	5.796555	5.797331	0.120997526	-5.1490145	-37.81772	0.49546143	0.48955104	0.009076497	20.931494	5.3053403	30.324976	0.14591478	2.000775	0.85042036	5.3015885	0.9136546	22.559322	79000	296000.0	14563.526526212692
75	8.200181	0.022727273	0.0005962998	0.15975323	5.8557734	5.855297	0.11769698	-5.229947	-38.312218	0.4934787	0.48733014	0.009050367	21.55623	4.929684	29.407595	0.6097954	2.0037045	0.95096153	5.626898	0.92360574	22.619318	80000	300000.0	14759.044962882996
76	8.289949	0.0056497175	0.00053957093	0.1594122	5.9079595	5.9070973	0.11567567	-5.2877846	-38.825523	0.4833296	0.477922	0.008859663	22.041428	4.218508	32.791325	1.2070842	1.984533	0.838485	6.8296266	0.9183575	22.706215	81000	304000.0	14951.74390244484
77	8.379848	0.039772727	0.00048821498	0.16118252	5.974455	5.9739676	0.11314182	-5.3612213	-39.35492	0.47739527	0.47171134	0.008611071	21.543724	5.27679	31.836401	3.1852899	1.8438866	0.8586548	5.487376	0.88814044	22.579546	82000	308000.0	15143.572956323624
78	8.469627	0.0057142857	0.00044175575	0.16115253	6.025941	6.025303	0.11160015	-5.413533	-39.870792	0.47935116	0.4739339	0.008874018	22.401932	4.3650327	31.384329	4.3560767	1.7674571	0.6756836	3.819231	0.6859593	22.857143	83000	312000.0	15336.787712097168
79	8.558883	0.013333334	0.0003997406	0.15479143	6.081433	6.0813475	0.10863016	-5.4890175	-40.336845	0.46293566	0.4574122	0.008716289	21.406713	4.4443574	29.678768	6.032696	1.9209778	0.8662768	6.932233	0.8953365	22.986666	84000	316000.0	15553.61914896965
80	8.647674	0.032258064	0.00036171038	0.16067904	6.138695	6.1388135	0.10621008	-5.5642304	-40.898922	0.4629872	0.45786622	0.008669643	20.999714	6.100887	30.09366	-20.105186	1.8378528	0.7668319	5.415566	0.92921114	28.709677	85000	320000.0	15769.484598875046
81	8.735979	0.014705882	0.0003272697	0.15701033	6.2081084	6.2076917	0.10287587	-5.6474657	-41.385563	0.46072328	0.45426464	0.008801279	21.600718	5.9159865	31.17545	-22.233948	1.8509026	0.7773377	5.341152	0.658966	30.154411	86000	324000.0	16007.007149219513
82	8.823491	0.0	0.0002961379	0.14987959	6.262043	6.2611203	0.10030241	-5.7201505	-41.84321	0.4485305	0.443178	0.008722507	22.244453	3.7496598	31.699377	9.23587	1.6906742	0.53083694	3.890445	0.92238617	22.77841	87000	328000.0	16198.989909887314
83	8.910966	0.0056497175	0.00026795876	0.15390597	6.3197823	6.3193703	0.09740271	-5.7944736	-42.39153	0.4475992	0.44197565	0.008438694	21.480104	5.003119	31.002573	-0.7868485	1.7899588	0.66897285	4.454884	0.899153	22.649717	88000	332000.0	16393.67983007431
84	8.998686	0.0057803467	0.00024245321	0.14700446	6.3745894	6.3741136	0.09589082	-5.857572	-42.84936	0.44463423	0.43812084	0.008745596	22.23217	5.480175	33.36696	-21.9656	1.6816701	0.57539165	3.7803807	0.9049271	23.040462	89000	336000.0	16585.242938756943
85	9.083902	0.0	0.0002193757	0.15129079	6.437226	6.4382696	0.09058086	-5.9561954	-43.40033	0.4350206	0.42680123	0.008367892	22.663893	3.9602158	32.037968	11.290229	1.7464716	0.6634723	5.2786617	0.9353781	23.13873	90000	340000.0	16778.438851356506
86	9.17047	0.0	0.0001984895	0.14273944	6.4840846	6.4826045	0.09126695	-5.9927654	-43.842773	0.43133888	0.42570508	0.008416725	21.601952	4.461052	31.160242	10.294267	1.7242473	0.61640555	4.8712325	0.9112525	22.71591	91000	344000.0	16971.218948602676
87	9.255936	0.011235955	0.0001795981	0.14604253	6.55297	6.552958	0.086002484	-6.1115923	-44.38558	0.42368883	0.41784912	0.008144062	21.806583	4.2324443	30.53267	6.2807055	1.7713932	0.6857418	5.3105125	0.9127078	22.646067	92000	348000.0	17162.879331111908
88	9.340218	0.0057142857	0.00016249919	0.14617835	6.5998945	6.600817	0.08401808	-6.172445	-44.901733	0.42131555	0.41431817	0.0083293645	22.173431	4.041816	29.663284	7.7671266	1.6563499	0.6143941	6.484616	0.91987836	22.805714	93000	352000.0	17356.568940639496
89	9.425258	0.0	0.0001470298	0.14223787	6.655502	6.6558704	0.08164375	-6.243791	-45.38147	0.4119679	0.40531176	0.00812857	22.369154	3.8060083	30.736366	11.052974	1.6780965	0.5203941	4.6087465	0.909419	23.15029	94000	356000.0	17548.41360449791
90	9.508776	0.0124223605	0.00013304007	0.14855175	6.7202954	6.7212567	0.079625964	-6.320566	-45.952454	0.4192492	0.41257572	0.008392361	22.348541	4.304928	30.865091	2.7984943	1.6988717	0.6052979	5.914535	0.9159602	22.968945	95000	360000.0	17754.64430499077
91	9.591534	0.0069444445	0.00012037175	0.14829458	6.7686486	6.7685585	0.07502025	-6.403517	-46.465202	0.40864053	0.40295953	0.008197404	22.025717	5.6467752	29.979889	-23.67187	1.6990534	0.66901726	7.203484	0.8961502	29.777779	96000	364000.0	17978.75958132744
92	9.672488	0.0057803467	0.00010891068	0.14427842	6.8301797	6.829333	0.07304172	-6.4753213	-46.94351	0.40581658	0.40005592	0.008222609	22.541084	4.149566	30.76061	-2.5889475	1.6937792	0.47279805	4.1834626	0.92281115	23.109827	97000	368000.0	18168.878223657608
93	9.753189	0.0056497175	9.854392e-05	0.14363013	6.8952823	6.8956456	0.070059635	-6.563006	-47.452267	0.40298957	0.39702424	0.008011909	22.092625	4.078753	29.03327	-1.067099	1.6806926	0.6488806	5.57798	0.6701818	22.689266	98000	372000.0	18362.04193353653
94	9.832516	0.0057803467	8.915938e-05	0.14273934	6.952095	6.95338	0.06719036	-6.636781	-47.958588	0.39509007	0.38837433	0.007878115	22.338522	4.2716265	31.40307	-2.0877762	1.67409	0.5707774	4.5884147	0.89275306	23.069365	99000	376000.0	18553.139771461487
95	9.911246	0.0	8.067369e-05	0.13830362	7.008654	7.008541	0.06426236	-6.7244873	-48.431213	0.39649725	0.39004913	0.007887603	22.425375	3.7638772	31.713446	11.811591	1.8253192	0.6313865	4.661734	0.8957627	23.333334	100000	380000.0	18744.397864580154
96	9.987635	0.0057142857	7.299115e-05	0.15067917	7.063423	7.063778	0.061394043	-6.797413	-49.06343	0.38519725	0.37842214	0.0077272765	22.701809	4.108277	30.563904	3.4087207	1.8111053	0.71913403	5.1692986	0.9086259	22.874287	101000	384000.0	18934.291298866272
97	10.064924	0.0	6.6039654e-05	0.14091708	7.118959	7.117732	0.060879204	-6.862419	-49.48482	0.39213824	0.3855	0.008152887	22.685413	3.6106224	30.627478	11.777266	1.7241963	0.6174929	5.162631	0.6826291	23.080538	102000	388000.0	19154.46688389778
98	10.140668	0.0	5.975216e-05	0.14513268	7.18384	7.183752	0.05711587	-6.9592443	-50.040188	0.38110077	0.37466127	0.0077963974	22.696127	5.687231	31.62979	-23.027239	1.718703	0.5815692	4.514877	0.0	28.924051	103000	392000.0	19368.395125627518
