Epoch	AveragePenalty	StdPenalty	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	LossVC	DeltaLossPi	Entropy	KL	ClipFrac	Time
11	1.7728019	0.0	78.0	0.0	0.39	2.179099	10.450441	27.178251	-17.12196	3.0943153	1.2319816	6.9098673	0.9143739	19.885	1.9307307	2.1975205	3.8656278	-2.558902	48000	-1.3351049e-08	63.70646	0.97047925	-0.016344	1.0919307	0.0050863368	0.0	6743.629122018814
12	1.8119419	0.0	68.0	0.0	0.34170854	3.5620484	10.470971	25.151236	-15.933695	2.8655574	1.1838222	5.8748064	0.92005813	20.070353	3.9595468	1.442633	5.5806665	0.86552274	52000	8.4332585e-09	47.8561	0.77890253	-0.013660806	1.0216942	0.005328933	0.0	7297.152754068375
13	1.8509516	0.0	66.0	0.0	0.33673468	4.412214	11.011602	27.803267	-15.891637	2.7828865	1.2050796	5.5603576	0.9129265	20.387754	6.3590646	2.0954583	8.205302	0.06310639	56000	2.674268e-09	46.725704	0.75896376	-0.0137124	0.95631003	0.003966113	0.0	7871.67724275589
14	1.8901561	0.0	68.0	0.0	0.3617021	3.1567545	10.431498	24.128366	-16.349306	3.071676	1.2761443	6.797576	0.92556417	21.218084	7.006797	3.1534908	10.246872	-1.5945671	60000	-8.782704e-09	48.543007	0.9802408	-0.015648866	0.9927811	0.0056987987	0.0	8463.749381065369
15	1.9294204	0.0	78.0	0.0	0.3919598	3.570004	11.036514	27.35272	-16.05194	2.9083474	1.1705863	6.460667	0.91231877	20.040201	5.858814	3.1142204	10.092451	-2.6095665	64000	-5.580429e-09	49.65118	0.7807227	-0.014777387	0.9281327	0.0069125365	0.0	9046.143965244293
16	1.9684998	0.0	56.0	0.0	0.28865978	6.6844997	10.756076	27.473953	-16.295092	2.6281106	1.2030742	5.344183	0.9087427	20.582474	6.351851	3.4039614	10.246139	-2.9843817	68000	2.2446034e-08	42.56202	0.74450415	-0.01564624	0.8382086	0.0062656836	0.0	9601.057087182999
17	2.0075705	0.0	79.0	0.0	0.37980768	4.54383	11.505706	30.565372	-15.500735	2.7468238	1.1974399	5.344531	0.89648175	19.211538	8.024343	3.1582494	11.472841	-2.6519794	72000	-1.3103998e-09	53.458305	0.811407	-0.011817166	0.73465115	0.0013451958	0.0	10143.388433218002
18	2.04652	0.0	57.0	0.0	0.296875	7.0864525	11.318836	27.55192	-17.382324	2.6039562	1.2278352	6.6857247	0.66748303	20.734375	7.3370185	3.4452536	11.065971	-2.8056607	76000	-1.7357483e-08	46.505783	0.7518231	-0.013718987	0.7228189	0.00546803	0.0	10693.13800406456
19	2.085589	0.0	77.0	0.0	0.38118812	5.05915	11.754966	28.629593	-16.62121	2.7928643	1.1936606	5.743221	0.66690993	19.727722	8.093114	3.1355813	11.931644	-2.3951917	80000	1.0881358e-08	51.445	0.817975	-0.020459194	0.6804253	0.0053485245	0.0	11252.59111404419
20	2.1248484	0.0	59.0	0.0	0.3206522	6.0188146	10.15046	29.11913	-15.3033495	2.8463678	1.0711685	6.849512	0.9147512	21.684782	7.7167645	3.2074938	11.741024	-3.88713	84000	4.1867745e-09	40.567307	0.5905348	-0.012920678	0.7027696	0.004031288	0.0	11839.997975587845
21	2.1641078	0.0	61.0	0.0	0.31770834	7.187781	11.148575	27.367943	-15.743288	2.658287	1.0869976	6.1885557	0.5750939	20.8125	7.578509	3.2065225	11.561731	-4.129146	88000	2.1836122e-08	48.172825	0.60647565	-0.01085946	0.64367646	0.007059392	0.0	12419.907681703568
22	2.203322	0.0	68.0	0.0	0.33830845	7.807089	11.13598	29.120909	-14.002338	2.5921123	1.1902883	6.474969	0.6662974	19.81592	8.376461	3.1902437	12.698083	-3.2423258	92000	3.3216377e-08	46.495132	0.68814033	-0.009335246	0.5902335	0.006231155	0.0	12973.476730108261
23	2.2426996	0.0	86.0	0.0	0.4056604	6.136148	12.173488	28.161581	-15.706081	2.7540114	1.2286693	5.855117	0.6676754	18.849056	8.212727	3.3822367	13.173542	-3.3256767	96000	3.4964643e-08	54.397163	0.773533	-0.011121983	0.5272707	0.0037593518	0.0	13511.228001594543
24	2.2821274	0.0	70.0	0.0	0.3448276	6.678395	11.25585	27.448391	-14.976767	2.6446013	1.1627439	5.882469	0.66762644	19.684729	8.0494175	3.8732235	14.139142	-3.414887	100000	2.702723e-08	46.538406	0.6947065	-0.011398902	0.5411626	0.001665828	0.0	14050.554877758026
25	2.3216362	0.0	56.0	0.0	0.29473683	7.7251	11.285589	26.897642	-14.892879	2.655145	1.1544557	5.752763	0.667715	20.989473	8.098265	3.3451185	14.34572	-0.6725899	104000	4.3690193e-08	41.187798	0.58910644	-0.012234955	0.5251539	0.0031259344	0.0	14612.697473049164
26	2.3612242	0.0	58.0	0.0	0.29896906	9.258017	11.108155	28.482044	-14.536578	2.6403487	1.1846256	6.090815	0.9091878	20.551546	9.0109005	3.4332032	14.993413	-1.4399334	108000	1.0762408e-08	39.743275	0.59124684	-0.025227748	0.49884635	0.008315863	0.0	15175.743564128876
27	2.4007485	0.0	37.0	0.0	0.21142857	9.323376	9.697304	26.566965	-15.493867	2.5063584	1.0359651	6.99034	0.90942025	22.725714	9.594069	3.428615	16.115534	0.5083473	112000	-7.5842985e-09	31.624535	0.44339287	-0.008925614	0.5274815	0.001714357	0.0	15773.6158618927
28	2.4401495	0.0	39.0	0.0	0.21910113	10.213166	10.260714	26.575182	-14.0479145	2.4333315	0.9980722	5.953862	0.9112429	22.438202	9.889217	2.89835	15.660534	0.19087575	116000	-7.239065e-09	32.016216	0.4069546	-0.0093945535	0.5175137	0.0037568535	0.0	16355.385373592377
29	2.4797235	0.0	64.0	0.0	0.3316062	8.57782	10.994826	27.59378	-17.078081	2.6498024	1.1196638	6.035289	0.6676589	20.683937	9.624712	3.2457085	16.3873	-0.90696305	120000	5.7018843e-09	39.572247	0.46436602	-0.0106852865	0.49864337	0.004983541	0.0	16923.522567272186
30	2.5192869	0.0	49.0	0.0	0.26486486	9.694457	10.43348	27.724133	-13.557643	2.4971015	0.9804952	5.394598	0.9252387	21.562162	9.330985	3.641585	15.791455	-3.733885	124000	-2.531163e-08	34.09275	0.34584114	-0.011392996	0.50966954	0.0033363923	0.0	17494.01848769188
31	2.5589385	0.0	49.0	0.0	0.26923078	9.362644	10.555626	27.579023	-13.679876	2.5589614	1.0987384	7.0285454	0.6675322	21.956043	9.401467	3.6827962	16.496243	-3.6147196	128000	-7.2017396e-09	33.28621	0.33752346	-0.015762247	0.47643974	0.004571964	0.0	18067.81067943573
32	2.598461	0.0	31.0	0.0	0.17816092	11.466076	10.043847	29.063473	-12.485081	2.378435	1.0112027	5.581946	0.91100067	22.890804	9.864409	3.7625005	16.625807	-3.7105188	132000	9.726377e-09	26.829361	0.27186438	-0.011874501	0.42968592	0.0031401	0.0	18647.062953472137
33	2.6378877	0.0	41.0	0.0	0.22651933	11.261482	10.176929	26.760427	-9.541259	2.379704	0.97338873	5.0556855	0.6675355	21.994474	10.438866	3.7121503	18.159613	-2.906154	136000	-4.8626996e-09	25.937187	0.23072661	-0.010539892	0.39886835	0.003320615	0.0	19210.201505184174
34	2.67724	0.0	41.0	0.0	0.22777778	11.639856	9.820015	27.521652	-9.8945	2.3741317	1.0361639	6.116563	0.6671008	22.11111	10.747279	3.8265693	17.934568	-4.9268627	140000	-1.9849242e-08	25.81396	0.259374	-0.010520593	0.38384163	0.003637111	0.0	19779.58026099205
35	2.71656	0.0	39.0	0.0	0.21666667	12.423782	9.282392	26.72482	-7.899633	2.3866065	0.968087	5.806324	0.6675313	22.172222	10.412983	3.8395555	17.870396	-4.575074	144000	-4.1438608e-10	25.86022	0.2501122	-0.009667013	0.36039683	0.0019375377	0.0	20334.20397233963
36	2.755791	0.0	36.0	0.0	0.20224719	12.444962	9.598224	27.934263	-14.492807	2.3279142	0.93689656	5.0036974	0.91503185	22.466291	10.867313	3.5917995	17.908226	-4.7658615	148000	2.265379e-08	28.268011	0.22588855	-0.010226801	0.33060664	0.0042323405	0.0	20888.675003528595
37	2.795018	0.0	29.0	0.0	0.16666667	13.739701	9.580762	31.660933	-10.407576	2.3713593	1.0807178	6.876334	0.90956026	22.902298	11.058332	3.3784	17.599466	-4.721802	152000	-1.9101572e-08	25.254278	0.2550028	-0.013685857	0.33384326	0.004488086	0.0	21458.33913564682
38	2.8340364	0.0	30.0	0.0	0.17142858	13.0631895	10.034137	29.089993	-9.220244	2.2096393	0.9377339	4.723418	0.9101659	22.754286	11.395543	3.6278512	18.332712	-5.2366495	156000	-2.2842492e-08	23.519268	0.18144932	-0.011457223	0.3277528	0.005451719	0.0	22013.168874025345
39	2.8731759	0.0	38.0	0.0	0.2159091	12.633106	10.174225	26.967628	-15.6538725	2.4197104	1.0233489	5.98802	0.6670302	22.619318	11.048633	4.2216797	20.023302	-5.4259796	160000	1.3113022e-09	25.782255	0.23347333	-0.010412925	0.30974188	0.006559016	0.0	22572.084442853928
40	2.9122002	0.0	36.0	0.0	0.19889502	12.939257	10.237813	27.590109	-11.374925	2.247391	1.042688	6.786017	0.66702634	22.077349	11.474006	4.2858067	18.865223	-6.4423475	164000	-1.2535596e-08	20.59173	0.20268291	-0.011554426	0.32404834	0.0050580665	0.0	23114.805661201477
41	2.951088	0.0	24.0	0.0	0.14035088	14.159731	9.009132	28.991785	-7.8810472	2.2129338	0.90799296	4.9617047	0.6668281	23.356726	11.595162	4.239622	19.506876	-7.599389	168000	-3.001937e-09	18.511465	0.17402144	-0.009737026	0.3429939	0.004791845	0.0	23669.939522266388
42	2.9897532	0.0	17.0	0.0	0.1017964	14.404975	9.162601	28.48618	-9.005112	2.1333802	0.9314743	6.6136546	0.8964551	23.856287	11.757382	3.8447883	19.10221	-5.4114647	172000	9.561174e-10	17.176985	0.1422746	-0.012441182	0.3152052	0.0050091217	0.0	24216.203509569168
43	3.0283139	0.0	26.0	0.0	0.14942528	13.883417	9.940541	28.9524	-13.872734	2.187928	0.901226	4.5190825	0.9141138	22.913794	11.70114	4.142071	19.842127	-7.628886	176000	-1.1060344e-08	21.951086	0.16190818	-0.012027299	0.32202852	0.0038961992	0.0	24771.78405213356
44	3.0667775	0.0	24.0	0.0	0.13953489	13.9599285	9.42717	29.292578	-11.789128	2.1752412	0.94353384	6.475822	0.6675265	23.180233	11.803646	3.9247274	19.637188	-6.950686	180000	-3.0200347e-09	19.965166	0.16425015	-0.01063496	0.31306866	0.0045155464	0.0	25333.73029446602
45	3.1051683	0.0	20.0	0.0	0.11627907	15.175117	9.2665415	28.122927	-10.636124	2.1748354	0.8452373	4.718871	0.6675502	23.209303	12.151559	3.9547858	19.421465	-5.3002667	184000	-2.8219116e-10	17.507504	0.17992218	-0.0103541445	0.3001115	0.0047634784	0.0	25900.762716293335
46	3.1434987	0.0	21.0	0.0	0.12138728	14.279043	9.33623	28.65583	-12.148367	2.1677067	0.8308607	4.4481196	0.9110379	23.01156	12.211793	4.167373	20.298754	-6.032267	188000	-2.0319842e-08	16.82422	0.15038238	-0.01626972	0.27713004	0.0069654956	0.0	26467.251369953156
47	3.1818435	0.0	28.0	0.0	0.1618497	13.465033	10.261405	29.526947	-12.906438	2.203373	0.90230596	4.6868334	0.66768426	22.982658	11.751755	4.161171	19.324411	-5.4412956	192000	1.593069e-08	21.35124	0.15794922	-0.011235304	0.26089165	0.004391548	0.0	27027.919280529022
48	3.2201424	0.0	17.0	0.0	0.1	15.8846655	8.858778	28.793528	-9.056079	2.1544766	0.88228273	4.787137	0.91014934	23.52353	12.008123	4.145503	20.39018	-7.7058725	196000	3.161601e-08	14.385481	0.16187744	-0.018964069	0.25316834	0.006902266	0.0	27575.511892080307
49	3.2585385	0.0	23.0	0.0	0.13772455	13.246579	9.889265	28.594654	-11.065042	2.2353473	0.92418706	4.384242	0.56085056	23.82036	12.004301	4.2118306	20.232584	-4.9638014	200000	4.3601576e-09	21.676785	0.14864475	-0.020277552	0.24901462	0.006461073	0.0	28133.214962482452
50	3.297125	0.0	23.0	0.0	0.13609467	13.624408	10.066726	27.480644	-15.677369	2.2919562	0.9026667	4.9068265	0.9104424	23.656805	11.532598	4.095349	19.574356	-6.3260155	204000	9.83648e-09	21.504848	0.16833338	-0.010035167	0.22850032	0.0041982825	0.0	28699.970106124878
51	3.3356473	0.0	16.0	0.0	0.09580839	14.897078	9.868059	28.849966	-13.933255	2.1318326	0.8620955	4.345877	0.9250919	23.868263	11.911673	3.9824572	19.847078	-7.836704	208000	8.709726e-09	20.299883	0.14758068	-0.01081984	0.2133472	0.004479952	0.0	29268.402039051056
52	3.374217	0.0	21.0	0.0	0.12209302	15.100976	9.6212225	29.319187	-9.856553	2.1895542	0.8583229	4.577612	0.9312816	23.244186	12.340479	4.211405	20.667	-7.026449	212000	-1.0859306e-08	15.39983	0.14231655	-0.017002985	0.21347274	0.00821379	0.0	29813.18527507782
53	3.4127805	0.0	20.0	0.0	0.12048193	14.032489	9.904486	27.94596	-14.766323	2.150114	0.874485	4.3092265	0.6674903	24.006023	12.307088	4.409271	20.909603	-7.1979003	216000	2.7267014e-08	19.449253	0.14418791	-0.019097434	0.21674879	0.005959148	0.0	30388.940413713455
54	3.4514005	0.0	19.0	0.0	0.11309524	14.386358	9.56782	27.6468	-10.748838	2.1801636	0.8815522	4.628295	0.90851474	23.75	12.08283	4.2837563	20.361397	-8.3338175	220000	-1.0503674e-08	18.00659	0.14160635	-0.008129374	0.20511587	0.0053295423	0.0	30944.759722948074
55	3.4899807	0.0	16.0	0.0	0.09756097	13.912208	9.350234	28.11598	-16.190182	2.1156511	0.8583274	4.7663155	0.6677114	24.231707	12.12509	3.840558	20.348072	-7.130475	224000	2.4241404e-09	16.359455	0.13678762	-0.012417925	0.19473056	0.005657612	0.0	31523.109201431274
56	3.5288186	0.0	28.0	0.0	0.16374269	13.170172	10.595422	30.107292	-15.497231	2.2894497	0.9867943	6.170772	0.9088895	23.31579	11.676349	4.3820753	20.630993	-7.2582803	228000	-9.675964e-09	26.602455	0.21492332	-0.018626405	0.19901553	0.00579187	0.0	32079.843709230423
57	3.5676029	0.0	18.0	0.0	0.10714286	15.023602	9.116467	28.398909	-13.499869	2.105308	0.7695389	4.4401574	0.90899056	23.690475	11.798501	3.9585714	20.40828	-6.489037	232000	-2.5511023e-08	15.073233	0.12794092	-0.013474048	0.20488854	0.0059461826	0.0	32629.327741861343
58	3.606503	0.0	16.0	0.0	0.09580839	15.8313265	9.652463	30.091343	-12.341595	2.1979609	0.9211096	6.5775704	0.66641325	23.8503	12.600659	4.3549314	21.628157	-9.235336	236000	6.0385794e-09	15.555355	0.16287008	-0.02451039	0.18228738	0.00758165	0.0	33179.201929330826
59	3.6453156	0.0	15.0	0.0	0.088757396	16.229742	9.246731	28.946344	-12.046082	2.07387	0.8103053	4.650311	0.6676401	23.60355	13.143508	4.604142	22.085342	-8.789813	240000	-1.9175058e-08	17.619968	0.13714977	-0.006767923	0.17594956	0.0027705156	0.0	33727.815064907074
60	3.6839132	0.0	5.0	0.0	0.030487806	16.77372	7.52557	28.64906	-7.770082	1.9850467	0.7219452	4.4228535	0.66701907	24.384146	13.033768	3.496869	20.738739	-5.0414915	244000	-8.381657e-09	9.776861	0.103243805	-0.010658748	0.1579998	0.005139444	0.0	34271.37335443497
61	3.7224357	0.0	15.0	0.0	0.090361446	13.886287	9.033735	28.654703	-10.212007	2.0485718	0.76103824	3.9303553	0.9079362	24.066265	12.649908	3.8572462	21.526058	-7.9678125	248000	1.459548e-10	15.502625	0.12453553	-0.0064677717	0.17314984	0.0058613317	0.0	34823.95776748657
62	3.761005	0.0	18.0	0.0	0.10650887	14.988348	10.085307	29.519789	-13.1535635	2.1090605	0.8095055	4.6876016	0.66765577	23.532545	11.917252	3.9854593	20.381172	-7.0558157	252000	1.9856218e-08	16.306297	0.13298762	-0.009272987	0.16809036	0.007290991	0.0	35369.298944711685
63	3.7995152	0.0	13.0	0.0	0.07878788	15.553838	8.859177	28.279448	-11.741421	2.0426772	0.8283684	5.5717263	0.91019976	24.10909	12.494877	4.4503984	21.811592	-6.952633	256000	4.147559e-09	14.720434	0.124975614	-0.0065725716	0.17980725	0.0022015818	0.0	35907.500294446945
64	3.8379345	0.0	11.0	0.0	0.067073174	14.707196	8.985544	30.2617	-11.017215	2.0134947	0.7759808	4.345422	0.6667383	24.292683	12.720423	3.9038258	21.24828	-5.9793663	260000	-5.359695e-09	15.580745	0.12387652	-0.00787336	0.15099576	0.0059645153	0.0	36454.66716361046
65	3.8765304	0.0	17.0	0.0	0.10059172	14.564032	9.499776	28.337557	-11.080573	2.1575844	0.87888104	4.532041	0.66756225	23.556213	12.181879	4.675699	20.78418	-9.25542	264000	2.9437452e-11	15.841452	0.13161354	-0.00713491	0.13094161	0.0045692963	0.0	37013.34914803505
66	3.9152386	0.0	13.0	0.0	0.077844314	16.069029	9.167995	31.26709	-13.443029	2.1238685	0.86749345	5.7166224	0.9093593	23.84431	12.671227	4.026039	20.990898	-7.990881	268000	4.5662846e-10	14.641728	0.16041578	-0.011920076	0.1097601	0.004112713	0.0	37573.35651946068
67	3.95399	0.0	20.0	0.0	0.116959065	14.858175	9.990234	28.181316	-14.173765	2.0836585	0.9597988	6.9292107	0.66665363	23.37427	12.476473	4.560397	21.075756	-8.081687	272000	2.4102047e-08	19.527447	0.16113049	-0.022080453	0.10439702	0.0067474837	0.0	38111.12897109985
68	3.9928432	0.0	12.0	0.0	0.07058824	16.88947	8.85051	29.058596	-13.45448	2.1138551	0.8675078	5.212189	0.9105441	23.52353	12.612903	4.4612894	22.141172	-5.885815	276000	-6.5437136e-09	11.813921	0.11423026	-0.019620579	0.111330405	0.0064054155	0.0	38649.3830370903
69	4.031636	0.0	15.0	0.0	0.0882353	16.318888	8.404183	27.601873	-10.021425	2.0205576	0.86462814	4.909803	0.667662	23.488235	13.473724	4.1602926	22.836191	-5.8499722	280000	-6.369948e-09	12.193788	0.14924768	-0.030935625	0.11123759	0.009052168	0.0	39180.34681844711
70	4.0701556	0.0	8.0	0.0	0.049382716	15.920864	8.362333	28.67662	-12.832858	1.8903793	0.7234875	4.1419797	0.6674821	24.592592	12.961862	3.983989	21.666023	-7.522481	284000	-2.7418137e-09	10.909063	0.097711116	-0.012345103	0.111932114	0.005269281	0.0	39723.215770721436
71	4.108676	0.0	12.0	0.0	0.07317073	15.336372	9.068182	30.258911	-12.197438	2.0241241	0.79797137	4.3850408	0.6671182	24.317074	12.787197	4.1067734	22.304905	-4.9141984	288000	-1.5311237e-08	15.255442	0.11277478	-0.011688375	0.10455174	0.005464955	0.0	40265.24223470688
72	4.147276	0.0	15.0	0.0	0.08982036	15.091056	9.330823	26.635366	-10.210375	2.061894	0.8138486	4.8625674	0.6675227	23.928144	12.729938	4.1754184	22.211767	-7.1648746	292000	-1.0753768e-08	11.447889	0.11107797	-0.021401115	0.09483607	0.008152063	0.0	40818.4866900444
73	4.1858487	0.0	9.0	0.0	0.055214725	15.776982	8.719743	27.496136	-12.796999	2.0009687	0.7631581	4.4681625	0.90940046	24.404907	12.834059	4.125945	21.959164	-6.944855	296000	4.0818158e-08	11.70407	0.0842724	-0.0045087626	0.09648315	0.004072403	0.0	41368.16675925255
74	4.2244444	0.0	11.0	0.0	0.06790123	13.964501	9.083614	27.607666	-13.588843	2.021889	0.8337964	6.5811124	0.9085708	24.641975	12.317067	4.539934	20.662346	-8.334672	300000	5.61191e-09	14.614706	0.11884442	-0.013107911	0.10164431	0.006373455	0.0	41934.69495177269
75	4.2630334	0.0	10.0	0.0	0.061349694	15.590365	8.442837	31.689203	-11.724075	2.000643	0.7962161	4.4213943	0.6676325	24.503067	11.78997	3.8103812	20.26794	-7.6293254	304000	-2.7959963e-08	11.752041	0.1070935	-0.012316044	0.09109018	0.006826777	0.0	42493.53223156929
76	4.3016343	0.0	12.0	0.0	0.074074075	15.27502	9.03058	30.103306	-11.562759	2.0055017	0.75356853	4.139414	0.6665627	24.580246	13.038963	4.25146	21.482723	-7.470644	308000	-1.2827686e-08	15.904209	0.12703942	-0.008282996	0.10126108	0.0067026503	0.0	43038.411813259125
77	4.340274	0.0	12.0	0.0	0.072289154	15.747794	8.930795	28.96647	-10.764158	2.0151155	0.8640473	6.6766553	0.667553	24.006023	12.539201	3.9667256	22.584707	-5.5702934	312000	1.1336869e-08	12.283037	0.10362749	-0.011400111	0.09967103	0.0058649825	0.0	43590.960194826126
78	4.378822	0.0	9.0	0.0	0.05487805	15.726652	8.348842	29.271366	-10.2518635	1.9410229	0.7554623	4.660035	0.9116642	24.231707	12.639104	4.0317974	23.005531	-7.9112587	316000	3.390309e-09	11.719031	0.09014363	-0.010973535	0.087342165	0.0048399465	0.0	44147.03252983093
79	4.417383	0.0	17.0	0.0	0.10119048	14.693632	9.844362	28.561274	-13.48702	1.9878153	0.79960895	4.103789	0.9104598	23.678572	12.846371	4.3373647	21.78853	-7.7585716	320000	-4.4014077e-09	14.779036	0.10657906	-0.005490675	0.094295084	0.0040157987	0.0	44708.60394001007
80	4.4561033	0.0	14.0	0.0	0.08235294	15.6282625	9.308131	29.816185	-8.601279	2.062436	0.8234848	4.5877485	0.6677145	23.423529	12.322217	4.6971073	21.447117	-8.36366	324000	1.3225372e-08	10.536164	0.09470705	-0.006947427	0.082595296	0.0032295513	0.0	45258.163395643234
81	4.494975	0.0	12.0	0.0	0.07185629	15.963234	8.9050865	29.227915	-10.633828	2.0618722	0.85159886	5.506128	0.6676411	23.934132	12.587887	4.7224426	23.0693	-6.6733317	328000	-5.2037255e-09	11.441476	0.093062796	-0.008175076	0.08104656	0.0054034973	0.0	45795.650178194046
82	4.533742	0.0	9.0	0.0	0.053892214	16.222637	7.7923956	28.097519	-7.9233603	1.9270099	0.8244842	6.4167376	0.91129184	23.898203	13.454605	3.859248	22.34267	-6.406449	332000	-8.019748e-09	10.69248	0.12076127	-0.01670635	0.09144241	0.006131836	0.0	46346.03495001793
83	4.5726504	0.0	10.0	0.0	0.059880238	16.192888	9.107608	28.476234	-10.716816	2.0490515	0.84314936	5.0342765	0.66643953	23.886227	12.738948	4.105063	22.652527	-5.061854	336000	-5.787253e-10	11.614012	0.1050672	-0.013450313	0.08708294	0.0068498184	0.0	46906.68126130104
84	4.6114006	0.0	4.0	0.0	0.025157232	15.126158	8.442752	27.705723	-9.817303	1.8913783	0.64693886	4.033095	0.56090516	25.037735	12.790403	4.014077	22.553032	-6.7934446	340000	1.6825203e-09	10.236087	0.073788874	-0.010383971	0.08306977	0.00562811	0.0	47458.47643876076
85	4.6502123	0.0	8.0	0.0	0.049079753	15.911897	8.512536	27.642443	-12.112505	1.9949948	0.7889672	4.943696	0.9106768	24.503067	12.443361	4.309908	21.641521	-6.298739	344000	1.4325385e-10	9.4157295	0.08759829	-0.0061427336	0.08661557	0.0053664674	0.0	48021.070795059204
86	4.689032	0.0	11.0	0.0	0.06626506	15.2432995	8.868818	32.03955	-9.599118	1.965255	0.800868	4.7834415	0.6676045	24.04217	12.774891	4.3219466	22.90569	-7.06034	348000	-2.0051157e-08	10.600261	0.09343898	-0.005791043	0.07514572	0.0031502543	0.0	48578.87553167343
87	4.728096	0.0	13.0	0.0	0.07878788	14.432435	9.264331	28.278147	-11.741268	2.0866425	0.8770283	6.088476	0.56085235	24.09697	12.740575	4.290951	22.623547	-10.370157	352000	2.936109e-10	12.239232	0.12441272	-0.012726825	0.08580079	0.0056390055	0.0	49136.49048066139
88	4.7673607	0.0	13.0	0.0	0.078313254	15.19826	9.263535	28.465763	-13.128965	2.0717328	0.79315966	5.1285095	0.90910697	24.060242	12.569884	4.3292375	22.39972	-5.8515735	356000	1.7653736e-08	13.396948	0.11424654	-0.031616386	0.07447621	0.0088607045	0.0	49703.82548046112
