Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	sigma	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
1	1.0582064	0.5555556	0.9517205	1.5849568	1.0026648	1.0082965	0.3109527	-2.2001517	-0.3282352	2.2263482	2.2260625	0.17712283	0.100005016	4.873153	8.529068	23.003899	-8.230968	4.8043017	1.529204	10.928538	1.1383643	18.291666	5998	4000.0	264.914231300354
2	1.1630268	0.31016043	0.8613968	1.5344837	1.2131819	1.2124906	0.3488942	-2.2051694	-0.97717243	2.460064	2.464437	0.14410266	0.105005264	9.930154	7.8500333	22.334679	-7.104847	4.2161374	1.4704548	7.777467	0.90575385	20.149733	6998	8000.0	536.0714523792267
3	1.267665	0.34306568	0.779823	1.4879956	1.2537334	1.2522073	0.3613339	-2.073069	-1.6158148	2.6060088	2.6071436	0.13321097	0.110255525	8.165618	24.827354	25.412752	-260.90387	4.069831	1.4103357	7.8753557	0.89773047	26.562044	7998	12000.0	789.5948798656464
4	1.3708223	0.32089552	0.70604974	1.4335854	1.2853321	1.2833606	0.3674035	-1.9547925	-2.2414312	2.678505	2.6779249	0.1202186	0.11576826	9.999408	25.495573	25.111834	-266.4391	3.7781594	1.4752929	8.245477	1.0	27.261194	8998	16000.0	1038.77086520195
5	1.4738276	0.27979276	0.6393714	1.3714402	1.3803961	1.3791043	0.38603726	-1.8891548	-2.8517647	2.827576	2.8296626	0.11220021	0.12155673	12.595859	21.50808	28.509445	-258.9211	3.698664	1.2899609	7.303231	0.90978336	25.626944	9998	20000.0	1284.1426372528076
6	1.577942	0.28282827	0.5791007	1.2941957	1.5353833	1.5339516	0.40682185	-1.881554	-3.440317	3.0064824	3.0116901	0.10514252	0.12763457	14.183394	8.783575	27.460241	-6.6723094	3.5510304	1.4905792	8.122281	0.91482675	20.222221	10998	24000.0	1530.9391751289368
7	1.6819732	0.18518518	0.5246472	1.1958953	1.70765	1.707251	0.42576203	-1.9125261	-3.9983451	3.1785278	3.184955	0.09654674	0.13401628	16.70127	7.4084053	27.77665	-1.686973	3.1371517	1.2685103	6.423232	0.90937656	21.095238	11998	28000.0	1764.1584005355835
8	1.7848884	0.24870466	0.47550127	1.0623413	1.87518	1.874111	0.44017267	-1.9653648	-4.508174	3.2886264	3.296439	0.0871523	0.14071707	16.050804	8.737277	31.200117	-3.6240852	3.2843068	1.3183277	7.189254	0.9170349	20.77202	12998	32000.0	2011.5373833179474
9	1.8881401	0.21578947	0.43122667	0.8851311	2.032428	2.031529	0.457783	-2.029266	-4.951427	3.386689	3.3949244	0.081011035	0.14775296	17.796438	8.179838	31.10543	-2.6374881	2.989306	1.3787665	6.8959355	0.91807693	21.121052	13998	36000.0	2252.203735113144
10	1.99099	0.18378378	0.3912523	0.709367	2.2280169	2.227871	0.47485968	-2.1614695	-5.3586736	3.4544842	3.4638588	0.07585856	0.15514056	18.513283	7.5311065	29.403852	-0.08473017	2.870682	1.2863846	6.3268175	0.908472	21.535135	14998	40000.0	2487.906806945801
