Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	sigma	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
1	1.0097641	0.39408866	0.95203066	1.1800847	0.45081022	0.4443558	0.114703916	-1.4656932	-0.23433839	2.0340707	2.0334697	0.07831265	2.0000203e-05	3.6670713	8.391838	22.756926	-24.731318	1.0142857	1.0986077	3.4	0.0	19.477833	5998	4000.0	248.94532799720764
2	1.0298303	0.3084577	0.865151	1.1138743	0.5909224	0.5905443	0.13571386	-1.5558518	-0.65919346	2.3862383	2.3843966	0.066510856	2.0200201e-05	7.951342	8.037174	21.718412	-10.06975	0.7671642	1.076717	3.5	0.0	20.034826	6998	8000.0	478.1425189971924
3	1.050096	0.22077923	0.78576016	1.0472087	0.7259802	0.7260533	0.14598013	-1.6908612	-1.1405747	2.706259	2.701499	0.06033328	2.0402204e-05	11.00273	7.1925883	23.79194	-6.2678127	0.55454546	0.9410612	3.0	0.0	20.545454	7998	12000.0	720.3305404186249
4	1.0706006	0.17037037	0.7098562	1.0084921	0.8089882	0.8089187	0.1497709	-1.7184758	-1.6331563	2.75758	2.7522202	0.05205676	2.0606221e-05	9.362055	31.91687	24.280643	-253.0328	0.43037033	0.86472213	2.8	0.0	35.57037	8998	16000.0	962.5212292671204
5	1.0913433	0.203125	0.64530003	0.87673926	0.9168417	0.9166365	0.16017972	-1.7210376	-1.9590834	2.9239416	2.918665	0.04717483	2.081229e-05	13.89133	7.0129757	27.134003	-3.6697142	0.475	0.89553285	2.8	0.0	20.828125	9998	20000.0	1184.8294768333435
6	1.1122646	0.2284264	0.5874359	0.73582214	1.0708524	1.070462	0.16908273	-1.9011043	-2.3154275	3.1314883	3.1258707	0.041687347	2.1020413e-05	14.358969	7.4951982	28.226738	-4.9995627	0.5147208	0.93180496	2.7	0.0	20.340101	10998	24000.0	1408.5918054580688
7	1.133365	0.20942408	0.53480774	0.57835865	1.2214411	1.2208351	0.17947938	-2.0023966	-2.5656397	3.2287989	3.2218947	0.037698578	2.1230615e-05	15.432001	7.465256	31.086237	-1.9901241	0.486911	0.93275833	2.9	0.0	20.921467	11998	28000.0	1633.9971060752869
8	1.1547039	0.17801048	0.48717645	0.48597187	1.4222547	1.4220786	0.18669914	-2.211851	-2.9588454	3.2646248	3.255708	0.03439226	2.1442926e-05	16.588137	7.21046	30.185724	-2.0180893	0.4026178	0.83556014	2.5	0.0	20.973822	12998	32000.0	1858.7811896800995
9	1.176281	0.26903552	0.4429857	0.41132137	1.6367825	1.6365261	0.19425103	-2.413301	-3.1496801	3.2675576	3.2564638	0.032074064	2.1657346e-05	15.455035	7.9863706	28.76067	-3.4638891	0.6106599	0.9976308	2.6	0.0	20.218273	13998	36000.0	2084.130896806717
10	1.1980369	0.21025641	0.40313908	0.36798114	1.8426162	1.8420514	0.19792292	-2.5921733	-3.447063	3.175046	3.1617303	0.029939024	2.1873928e-05	17.16689	7.8633237	27.944494	-0.4546141	0.4902564	0.93009925	2.9	0.0	20.65641	14999	40000.0	2304.720932006836
