Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	sigma	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
1	1.0583067	0.5294118	0.95171535	1.5893064	0.95521396	0.9596929	0.2377814	-2.224457	-0.3284823	1.8862431	1.8746303	0.14013489	0.100005016	5.0578756	8.556491	21.656218	-7.723495	4.587362	1.6836555	13.552472	1.4219952	17.891403	5998	4000.0	277.72684478759766
2	1.1661965	0.41346154	0.8613547	1.5511724	1.149846	1.1487024	0.28691608	-2.2060103	-0.9802012	2.236061	2.228541	0.124337375	0.105005264	8.242227	8.664249	24.978817	-8.296649	4.466113	1.5505552	10.411718	1.245783	19.274038	6999	8000.0	564.8643941879272
3	1.2734787	0.3554217	0.7796696	1.5163972	1.2245728	1.2239457	0.31013006	-2.095986	-1.6242387	2.5083044	2.4977705	0.119528435	0.110255525	9.421288	8.409632	24.219606	-7.1419287	4.097575	1.4807489	9.219982	0.6962146	19.361446	7999	12000.0	850.1182615756989
4	1.3801535	0.30994153	0.7058476	1.4607022	1.282019	1.2816758	0.33361363	-1.9787786	-2.2526774	2.7089024	2.6950743	0.1123586	0.11576826	10.113502	23.160637	30.16108	-268.39767	3.7337174	1.4098047	6.9490356	0.904542	25.526316	8998	16000.0	1138.6673016548157
5	1.4858141	0.33333334	0.63915896	1.4051402	1.3713841	1.3714042	0.35399246	-1.9024034	-2.8689983	2.8349211	2.8231528	0.10379011	0.12155673	10.880259	20.525541	26.7344	-234.00145	3.7268283	1.4948775	7.2915807	1.0	25.471264	9998	20000.0	1428.0020377635956
6	1.5916189	0.2717949	0.5788705	1.3273729	1.5034467	1.5036193	0.3824355	-1.8696631	-3.4608622	3.0500348	3.0392349	0.09594098	0.12763457	14.27313	8.582356	28.2659	-6.8110456	3.5550666	1.4208527	7.8273644	0.93800414	20.507692	10998	24000.0	1703.0378618240356
7	1.6975673	0.25165564	0.5243934	1.2439629	1.6430166	1.643973	0.40915802	-1.8493553	-4.0324516	3.1480284	3.1368039	0.08783717	0.13401628	16.127125	8.739045	28.172913	-6.7683616	3.3616843	1.3174645	7.4782076	1.2046418	20.880795	11998	28000.0	1975.0254151821136
8	1.8025424	0.1978022	0.47511554	1.1437383	1.7869627	1.7872202	0.431586	-1.8540881	-4.5735555	3.2592893	3.2473516	0.079451114	0.14071707	16.108881	13.8475895	29.87529	-136.85736	3.1008422	1.3146254	6.0303526	0.5	26.494505	12998	32000.0	2240.3198873996735
9	1.9068567	0.24479167	0.43062577	1.023473	1.9663776	1.9669411	0.45233002	-1.9095776	-5.0762763	3.3703566	3.3552084	0.07228132	0.14775296	17.275497	8.388941	32.142025	-4.772868	3.0810747	1.3705318	7.67141	0.9061236	20.979166	13998	36000.0	2507.5289356708527
10	2.0109057	0.23280424	0.39042005	0.8843038	2.1533496	2.1538231	0.47707525	-1.9883327	-5.5357003	3.4245763	3.4055386	0.06835478	0.15514056	17.85465	8.07796	30.128714	-0.20212667	3.02408	1.2469721	6.086553	0.6682589	21.16402	14998	40000.0	2774.494552373886
11	2.1148045	0.14130434	0.3540081	0.75579923	2.3437057	2.345147	0.49527416	-2.079371	-5.977745	3.460564	3.4363966	0.063652016	0.16289762	19.915262	7.1316576	30.08575	-1.4734975	2.6781325	1.1775624	6.0505524	0.8934888	21.733696	15999	44000.0	3034.201598405838
12	2.217332	0.15300547	0.32110325	0.6058217	2.5549746	2.5569859	0.50956315	-2.23269	-6.36933	3.4842055	3.4537525	0.060475364	0.17104249	20.108477	7.298103	31.405016	2.2825885	2.5540235	1.1780323	5.8295455	0.9081489	21.704918	16998	48000.0	3282.8019258975983
13	2.3196487	0.16216215	0.29122025	0.50102687	2.7909966	2.7914145	0.5240087	-2.408811	-6.788178	3.445727	3.4083953	0.058741402	0.17959465	20.052898	7.4447184	29.324528	0.9084356	2.624544	1.1465311	6.088024	0.9071087	21.67027	17998	52000.0	3547.9251112937927
14	2.4216363	0.16216215	0.2639862	0.42947027	3.0397568	3.041708	0.5374328	-2.5967324	-7.233194	3.3774366	3.3333907	0.05683753	0.18857437	20.039007	7.4332786	30.991394	2.1815734	2.5276852	1.3090951	6.372421	0.919503	21.616217	18998	56000.0	3815.3640792369843
15	2.5235727	0.18478261	0.23916876	0.38964704	3.287853	3.288926	0.5505614	-2.7559447	-7.712248	3.2588563	3.2044442	0.05490443	0.19800308	19.61549	7.955382	31.52956	2.4527109	2.7096364	1.2277082	6.3566937	0.92703086	21.711956	19998	60000.0	4080.515874147415
16	2.6247263	0.1904762	0.21659106	0.3631229	3.5336485	3.534376	0.5585342	-2.920292	-8.206	3.1649468	3.103001	0.05398673	0.20790324	20.04919	7.6190343	30.080032	0.73819685	2.6066709	1.2677561	6.5364437	0.8981038	21.349207	21000	64000.0	4344.894730329514
17	2.7258425	0.18378378	0.19612263	0.32817188	3.7841532	3.7844234	0.568975	-3.0793078	-8.681727	3.0394487	2.9689262	0.052729696	0.21829838	19.363045	7.5707116	31.326834	1.8469275	2.6092486	1.1982214	5.881896	0.9087354	21.356756	21998	68000.0	4599.6782920360565
18	2.8265958	0.16129032	0.17755854	0.30824503	4.0306215	4.030488	0.5751763	-3.2344313	-9.177203	2.9516354	2.8673775	0.05068431	0.22921327	20.452873	7.536643	30.980341	1.7450578	2.387869	1.1454962	5.3041415	0.66431236	21.580645	22998	72000.0	4859.706621646881
19	2.9271255	0.16847827	0.16071546	0.29801798	4.262568	4.262923	0.58260685	-3.3509107	-9.687289	2.836974	2.7423272	0.05067299	0.2406739	20.008795	7.371938	30.052237	3.0688503	2.5137908	1.1659187	6.249102	0.6656746	21.690218	24000	76000.0	5118.773580312729
20	3.0275955	0.14594595	0.14548059	0.27293533	4.499386	4.500211	0.5880411	-3.4983394	-10.166748	2.7146327	2.6123836	0.04992871	0.2527077	20.604275	7.428078	31.92031	2.7496686	2.6060848	1.1547253	5.5557528	0.66356015	21.762161	24998	80000.0	5385.073607206345
21	3.1278188	0.18085106	0.13167998	0.26362512	4.745852	4.7455397	0.5945984	-3.6322882	-10.673502	2.6165688	2.5054758	0.04929458	0.26534307	20.190193	7.74661	31.672443	2.4259746	2.5769968	1.2385312	6.2917657	0.6639464	21.218084	25998	84000.0	5652.41307759285
22	3.2280009	0.17297298	0.11918237	0.24587302	4.96297	4.9621825	0.59917665	-3.7617743	-11.160607	2.5164478	2.395543	0.049495354	0.27861014	20.200314	7.3993793	31.803038	2.1350877	2.5803668	1.1993825	6.6371365	0.9191637	21.41081	26998	88000.0	5914.442148447037
23	3.327946	0.12568305	0.1078729	0.23191686	5.187046	5.1866436	0.6011306	-3.8891428	-11.652537	2.4048622	2.2819178	0.04874803	0.29254067	21.227465	6.9259253	35.02194	3.1024876	2.4182582	1.0318465	5.240953	0.66612566	22.07104	27998	92000.0	6181.369258403778
24	3.427608	0.12432432	0.097630225	0.22429433	5.4070015	5.4077563	0.6048763	-4.013401	-12.156744	2.3339107	2.2062392	0.048334368	0.3071677	20.885654	7.045136	32.309162	2.2141702	2.477002	1.0885493	5.3012443	0.9088176	21.621622	28998	96000.0	6455.678714990616
25	3.5272346	0.10326087	0.08835974	0.21085303	5.620707	5.619221	0.6053684	-4.1344023	-12.645431	2.2579744	2.126872	0.048314203	0.32252607	21.225916	6.5490227	31.33375	1.3016917	2.371233	1.068831	6.037878	0.6635212	21.73913	29998	100000.0	6715.851782083511
26	3.6265087	0.15135135	0.07996868	0.20121971	5.8327184	5.8318977	0.6054263	-4.2633896	-13.141051	2.1592274	2.027029	0.04861326	0.3386524	20.186932	7.4296994	31.048738	1.2227477	2.4186745	1.178453	5.670142	0.90785915	21.594595	30998	104000.0	6982.636322975159
27	3.7258167	0.1657754	0.07237384	0.18863592	6.0313187	6.0314035	0.6053885	-4.381623	-13.626985	2.074316	1.9526035	0.04779469	0.35558507	20.050312	7.4857416	30.922674	1.8914154	2.512829	1.0916513	5.758927	0.90817684	21.46524	31998	108000.0	7243.4703624248505
28	3.8249886	0.104395606	0.06550026	0.1807486	6.2422442	6.240542	0.6065189	-4.508126	-14.123269	2.0263927	1.9126016	0.04806758	0.3733644	21.503572	6.303236	30.964893	1.375558	2.3186562	1.0910441	5.453786	0.84279466	22.005495	32998	112000.0	7502.045354127884
29	3.9241421	0.08196721	0.059274703	0.17868008	6.4470587	6.447708	0.6059616	-4.6332817	-14.634829	1.9540695	1.8440812	0.047805622	0.39203253	21.547785	5.9371705	33.13364	1.9801948	2.3745394	0.9831181	5.3228564	0.66581863	21.923498	33998	116000.0	7751.744503974915
30	4.0232115	0.0989011	0.053641707	0.16595669	6.644121	6.6432266	0.6030855	-4.7701945	-15.114666	1.8867751	1.783881	0.047138397	0.4116341	20.669197	6.1831365	32.7432	2.9939077	2.2319806	1.0594827	5.4942575	0.66447955	21.774725	34998	120000.0	8004.910777330399
31	4.122049	0.050561797	0.04854589	0.15819192	6.840833	6.84207	0.6021763	-4.8976245	-15.606831	1.8429772	1.7455465	0.04764121	0.43221584	22.529814	5.7053375	31.823887	2.793977	2.180399	0.8876393	5.7579722	0.9081771	22.58427	35998	124000.0	8264.360513448715
32	4.220463	0.07734807	0.043933533	0.15052408	7.0465736	7.0451245	0.5938442	-5.057193	-16.097872	1.7905341	1.7015306	0.046857238	0.45382667	22.144356	6.0476046	30.10088	1.5204527	2.1954236	1.0258268	6.515023	0.9084485	22.016575	36998	128000.0	8531.969529390335
33	4.318498	0.104395606	0.0397575	0.147328	7.237202	7.238505	0.58437634	-5.2144523	-16.602007	1.7378091	1.6572969	0.046017054	0.47651803	21.177353	6.7771316	33.411507	2.674099	2.26459	1.0840449	5.4167614	0.6644266	21.945055	37998	132000.0	8789.979054927826
34	4.4163404	0.04494382	0.03597631	0.14844583	7.427766	7.426749	0.57926184	-5.348124	-17.120213	1.6980176	1.6224353	0.045306794	0.5003439	22.023596	5.3892055	31.59636	-0.062355224	2.07847	0.7943805	5.5638776	0.9089088	22.561798	38998	136000.0	9055.525369882584
35	4.5141616	0.08888889	0.03255326	0.14525647	7.6106954	7.611045	0.57364523	-5.492382	-17.623915	1.655583	1.5844935	0.045516733	0.525361	21.773727	6.1894937	31.31426	3.4056134	2.2283387	1.0008299	5.2508492	0.6629892	22.277779	39999	140000.0	9320.4681994915
36	4.612133	0.07777778	0.02945861	0.1362437	7.8005605	7.8009152	0.5665365	-5.6456966	-18.106148	1.6440411	1.5785259	0.045974474	0.551629	21.440691	5.9909763	31.10212	2.473471	2.2327092	0.9766581	5.1108394	0.9077918	22.072222	40998	144000.0	9585.751987218857
