Epoch	Crash_ratio	alpha	entropy	critic1	critic2	LossPi	alpha_loss	critic1_loss	critic2_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
91	0.011173184	0.00012037794	0.074391864	14.784052	14.784873	-14.73649	-45.79786	0.25025454	0.25212997	21.163002	3.8696127	28.688667	-2.5478985	1.9137522	0.5825787	3.946389	0.91894937	22.346369	25000	364000.0	15764.475144386292
92	0.0	0.00010890809	0.072990485	14.785428	14.785424	-14.737509	-46.2932	0.25144723	0.25380442	21.98827	3.012355	30.759867	13.225483	1.7746786	0.48852414	3.093863	0.914006	22.446327	25000	368000.0	15939.017073392868
93	0.0	9.853101e-05	0.07267084	14.820866	14.821429	-14.772643	-46.79818	0.24768329	0.25048277	21.466413	3.109386	27.764832	0.66880244	1.773712	0.5070145	3.417613	0.9099338	22.270718	25000	372000.0	16112.331452846527
94	0.0056497175	8.9142704e-05	0.07216693	14.847526	14.848925	-14.799299	-47.301483	0.23901112	0.24050668	21.718815	3.2796798	30.899292	4.647782	1.8752356	0.59906864	4.4580193	0.9235506	22.491526	25000	376000.0	16285.966471672058
95	0.005524862	8.064876e-05	0.07279491	14.853507	14.853589	-14.805741	-47.815243	0.24428007	0.2462381	21.340063	3.1122172	28.68187	2.1984975	1.8430462	0.54616815	3.3254368	0.9120075	22.232044	25000	380000.0	16459.561188220978
96	0.0	7.296411e-05	0.073135436	14.877724	14.878467	-14.830571	-48.32647	0.23409326	0.2359253	21.664537	3.3012927	29.429781	11.9784155	1.8884706	0.5680865	3.7754328	0.9299292	22.548023	25000	384000.0	16633.26567840576
97	0.022222223	6.6011766e-05	0.071221255	14.890351	14.892187	-14.842401	-48.816086	0.22623658	0.22917114	21.694752	4.21447	28.652533	1.2223213	1.8048922	0.6367171	4.977362	0.9156453	22.144444	25000	388000.0	16806.674498081207
98	0.011235955	5.972184e-05	0.0728499	14.918199	14.919267	-14.869875	-49.339703	0.22087479	0.22189589	21.817818	3.4644928	29.261738	1.0108916	1.7759455	0.5644173	4.9318695	0.9141647	22.505617	25000	392000.0	16980.911006212234
99	0.011299435	5.403123e-05	0.07134376	14.934097	14.935064	-14.886701	-49.83289	0.23227228	0.23386389	21.55208	4.144723	29.68537	-8.472125	1.7982157	0.5897248	5.0170155	0.92349523	22.519773	25000	396000.0	17155.768027305603
100	0.0	4.8882837e-05	0.07203664	14.969375	14.968795	-14.920076	-50.34758	0.22164941	0.22388531	21.88764	2.9008389	29.105995	13.378036	1.8046142	0.5834857	4.4977937	0.9280394	22.340782	25000	400000.0	17331.382333040237
101	0.016574586	4.422507e-05	0.07141282	14.968955	14.969986	-14.920358	-50.849236	0.21002193	0.21102875	21.036499	4.0433183	29.521912	-4.3062096	1.8612704	0.62849414	4.7636123	0.9200796	22.287292	25000	404000.0	17505.120782375336
102	0.011173184	4.001113e-05	0.0701088	14.995128	14.9952545	-14.948011	-51.343838	0.22215228	0.22455548	21.658108	3.2781112	27.371244	4.7797666	1.8046814	0.56264913	4.2148647	0.6810668	22.284916	25000	408000.0	17677.90200304985
103	0.005524862	3.6198668e-05	0.0704164	15.018895	15.019193	-14.972232	-51.85467	0.19815023	0.19920823	21.924088	2.8169107	29.508844	8.249522	1.7123544	0.5273227	3.9937866	0.91979486	22.022099	25000	412000.0	17852.134029865265
104	0.016759777	3.274946e-05	0.07039728	15.026492	15.027853	-14.979031	-52.362236	0.2214523	0.22278488	20.877384	3.916463	27.133295	-0.85383195	1.9116856	0.65842605	4.888549	0.91750336	22.441341	25000	416000.0	18026.079797029495
105	0.016853932	2.9628918e-05	0.06957053	15.048802	15.0484705	-14.999211	-52.861317	0.21449365	0.21442682	21.59333	3.789209	29.10045	3.291148	1.8774441	0.5925126	4.6562467	0.90332925	22.432585	25000	420000.0	18200.178158283234
106	0.027624309	2.680576e-05	0.07239833	15.058047	15.057424	-15.009678	-53.398743	0.2094986	0.20982173	21.448801	4.5075364	28.70229	-1.2889746	1.8931578	0.6967727	4.635207	0.67816114	22.165747	25000	424000.0	18374.408857584
107	0.0056179776	2.4251562e-05	0.07122269	15.052336	15.053514	-15.005349	-53.894142	0.21160297	0.21171978	21.854982	3.3628078	30.466799	2.197314	1.7573023	0.5440601	5.0067244	0.92380285	22.449438	25000	428000.0	18550.911856412888
108	0.032786883	2.1940765e-05	0.07164072	15.052354	15.052669	-15.005258	-54.406403	0.21638753	0.21663123	21.235739	4.7142897	28.566216	-2.8262792	1.8087852	0.655378	4.6105213	0.9094328	21.803278	25000	432000.0	18725.731370449066
