Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
15	2.5454	0.373057	0.23593438	1.1943536	1.406824	1.4064609	0.15851386	-1.4078943	-8.947915	0.861335	0.86111546	0.026327956	14.037428	8.268899	26.899134	-8.170719	4.1477423	1.5184736	8.350778	1.175077	20.621761	20000	60000.0	3124.3235721588135
16	2.6444445	0.2925532	0.21371959	1.1164333	1.4764595	1.4757566	0.15863883	-1.4396096	-9.4400215	0.89031446	0.88966846	0.024600463	16.483973	7.7098627	29.109432	0.914864	3.81648	1.4001371	7.1219525	1.190778	21.425531	21000	64000.0	3327.8102474212646
17	2.7433214	0.32446808	0.19360115	1.0548294	1.5563934	1.556245	0.16063336	-1.4738266	-9.943557	0.9263087	0.9251891	0.02363454	15.498765	7.656658	29.748875	-0.16265558	4.0793056	1.512191	8.25104	1.1696335	21.218084	22000	68000.0	3528.0370602607727
18	2.8423448	0.31746033	0.17537989	0.97281915	1.626233	1.6254759	0.16157177	-1.5127742	-10.398975	0.9382268	0.93675816	0.023126904	16.378431	8.451108	30.842384	0.043259673	3.7193215	1.6263535	8.539098	0.91690654	20.968254	23000	72000.0	3725.59685921669
19	2.9406593	0.24867725	0.15890384	0.88612485	1.7023549	1.7021499	0.16184346	-1.5620344	-10.8287	0.9885252	0.9866912	0.02222122	17.2275	7.565213	29.406889	-2.0819116	3.5562277	1.66537	7.5702205	0.9188392	21.449736	24000	76000.0	3925.8975207805634
20	3.0396156	0.25531915	0.14399111	0.80075574	1.773945	1.774121	0.16418551	-1.6071732	-11.243593	0.9949749	0.9923709	0.021782592	17.557467	7.9432235	29.325775	-1.1457872	3.4465294	1.6316253	7.457016	0.6665978	21.138298	25000	80000.0	4123.493324995041
21	3.1381333	0.2	0.13046533	0.7283837	1.8502551	1.8505125	0.16588555	-1.6536145	-11.66842	1.0138869	1.0112706	0.020974223	18.757416	7.446471	29.440931	0.588306	3.038428	1.5432035	7.0924077	0.9107462	21.54054	26000	84000.0	4318.682240247726
22	3.2370718	0.16666667	0.118199706	0.66330016	1.9271183	1.9265056	0.16656499	-1.7105376	-12.095125	1.0318973	1.029229	0.020155445	19.366533	7.321477	30.854721	0.31237954	2.8848095	1.4786248	6.789208	0.9101077	21.639786	27000	88000.0	4513.2183220386505
23	3.3354514	0.2393617	0.107087985	0.5848364	2.0111725	2.0113056	0.16770758	-1.7797767	-12.47895	1.0484961	1.0461726	0.019172827	18.238413	8.192597	31.556858	0.62440795	3.2415223	1.7383771	8.374286	0.6688237	21.026596	28000	92000.0	4709.098705291748
24	3.4340582	0.1657754	0.097014144	0.52123237	2.0901117	2.0895422	0.1697027	-1.8346077	-12.881873	1.0713751	1.069415	0.018674972	19.619802	7.0068307	30.661655	2.1095185	2.8850675	1.6082988	7.8253574	0.91875505	21.604279	29000	96000.0	4901.804420471191
25	3.532602	0.2	0.08790344	0.43898052	2.1614468	2.1612797	0.1698696	-1.89663	-13.22667	1.0550673	1.0518852	0.0180047	19.354635	7.434402	30.282522	2.820905	3.0797102	1.7570559	7.809975	0.9122996	21.697298	30000	100000.0	5095.904823303223
26	3.6306987	0.2054054	0.079640895	0.37638807	2.2441635	2.2441196	0.17112964	-1.9645908	-13.605094	1.0776856	1.0741146	0.017266527	19.676628	7.5585866	34.85471	2.596655	3.00694	1.6080073	7.4037757	1.076611	21.502703	31000	104000.0	5293.219044685364
27	3.7290306	0.20967741	0.072148055	0.32491672	2.3292987	2.328961	0.17226553	-2.0403104	-14.001348	1.0692291	1.065726	0.016871398	19.203878	7.5520034	30.332619	2.1593719	2.8688154	1.6105288	7.1752167	0.91820896	21.569893	32000	108000.0	5487.601222991943
28	3.827003	0.19680852	0.065333575	0.3050357	2.4125338	2.4119244	0.17134717	-2.111731	-14.475314	1.0573952	1.0534682	0.016220765	20.041477	7.6452937	32.4394	0.20980005	2.699008	1.625077	7.4609375	0.6989681	21.111702	33000	112000.0	5680.059536218643
29	3.924675	0.20634921	0.059151236	0.28149414	2.4996488	2.4995975	0.17309189	-2.1796813	-14.936315	1.0699875	1.0653317	0.015766412	19.121088	7.7064095	29.526241	-0.3922755	2.8761425	1.7235749	8.03437	0.9035581	21.269842	34000	116000.0	5875.3616778850555
30	4.022854	0.2287234	0.053544365	0.26579407	2.584853	2.584468	0.17385131	-2.2479124	-15.416262	1.0557853	1.0506426	0.015704704	19.028347	8.088539	31.356064	1.284083	2.8780713	1.5471007	6.8171077	0.91469216	21.180851	35000	120000.0	6069.990462064743
31	4.1209183	0.19354838	0.048466645	0.24996343	2.6684163	2.668222	0.1750343	-2.3106382	-15.893082	1.0529104	1.0468004	0.014906632	20.113297	7.119224	31.243914	3.711078	2.7067382	1.6547347	7.0647144	0.9087489	21.634409	36000	124000.0	6263.09427022934
32	4.218896	0.2173913	0.04386788	0.23396005	2.7451146	2.7450924	0.17579119	-2.3657987	-16.366352	1.041363	1.033853	0.014690361	19.748312	7.9017005	31.923414	2.2659693	2.9794981	1.5864351	6.8440676	0.9252966	21.826086	37000	128000.0	6456.497485160828
33	4.317324	0.171123	0.039704215	0.22667515	2.8339698	2.8338313	0.17704979	-2.436039	-16.864973	1.0309144	1.0235107	0.014397452	20.13896	7.0383453	30.808245	2.474551	2.6948314	1.5690076	7.2487736	0.9178282	21.406418	38000	132000.0	6650.0474009513855
34	4.415203	0.15642458	0.035933305	0.21231514	2.9198296	2.9197283	0.17904557	-2.496018	-17.338655	1.0220889	1.0133908	0.014260902	21.065477	7.334408	31.312128	1.5673505	2.6773736	1.6041522	7.4002934	0.9024295	22.22905	39000	136000.0	6841.761775016785
35	4.513244	0.16666667	0.03252134	0.20194036	2.996827	2.9973118	0.17925872	-2.549493	-17.82309	1.0049651	0.99600464	0.013857665	20.727846	7.334418	30.964888	2.161971	2.6733522	1.6054124	7.9437413	0.9093931	21.634409	40000	140000.0	7034.74055147171
36	4.6110635	0.20652173	0.029432781	0.19110294	3.0783992	3.0778725	0.17996003	-2.6115444	-18.303877	0.9923627	0.9819284	0.013644983	19.897936	7.475605	31.49579	0.88711596	2.8517914	1.7578808	8.325217	0.9037886	21.527174	41000	144000.0	7227.723393201828
37	4.709511	0.19148937	0.026637778	0.18572532	3.1557124	3.155602	0.18220161	-2.6600897	-18.802631	0.98007274	0.96850866	0.01338959	20.340313	7.7615175	32.379284	2.4897244	2.6437097	1.5681877	7.559635	0.9334997	21.30851	42000	148000.0	7419.513372898102
38	4.807676	0.21505377	0.024105484	0.18091889	3.2408507	3.240485	0.1826964	-2.728037	-19.302753	0.9644543	0.9520753	0.013034235	19.438595	7.7798085	32.943142	1.9156063	2.7813282	1.7132208	7.585202	0.6677735	21.548388	43000	152000.0	7615.15499663353
39	4.905264	0.17127071	0.021813458	0.1777393	3.3192604	3.3197608	0.18305226	-2.7822828	-19.808182	0.9414519	0.92673886	0.012681715	20.479748	7.3450437	33.248123	2.3510275	2.884833	1.7436392	8.779915	0.9171761	22.116022	44000	156000.0	7809.475918531418
40	5.0035076	0.20744681	0.019739022	0.17261471	3.4041631	3.403901	0.18543002	-2.8360872	-20.305313	0.9310584	0.91603905	0.012716128	19.298994	7.690528	31.030931	1.8999755	2.9847894	1.8083596	7.304861	0.92148906	21.143618	45000	160000.0	8001.539191246033
41	5.101708	0.18085106	0.017862469	0.16950235	3.471539	3.4717808	0.18688482	-2.8655279	-20.809608	0.90065145	0.8859837	0.012612774	20.22088	7.5204997	31.525894	0.47604564	2.662006	1.532654	7.4232235	0.9150988	21.345745	46000	164000.0	8193.679229259491
42	5.200145	0.1827957	0.016164059	0.16494751	3.5607588	3.560231	0.18837912	-2.9368858	-21.3074	0.89157814	0.8764631	0.01201627	20.080198	7.3507166	34.00784	1.0364019	2.8167028	1.5875052	7.375417	0.6677932	21.591398	47000	168000.0	8387.371625423431
43	5.298149	0.18131869	0.014626592	0.16449063	3.631409	3.6309326	0.18880305	-2.979335	-21.821657	0.85941154	0.84437	0.011333138	19.908455	7.3798895	30.48473	-1.5226117	2.6651242	1.7190044	7.771886	0.91013765	21.906593	48000	172000.0	8579.092952489853
44	5.39596	0.12087912	0.013235419	0.16149838	3.7016654	3.7025077	0.18911804	-3.0222478	-22.324915	0.8411073	0.82562244	0.011196694	21.303503	6.563935	30.417372	3.0401518	2.2818568	1.2934968	6.799301	0.90327126	21.994505	49000	176000.0	8769.530369520187
45	5.4936886	0.12849163	0.011976757	0.15559453	3.7880733	3.7880945	0.19059433	-3.084605	-22.814524	0.8189973	0.8042612	0.011064236	21.34731	6.6767077	31.28376	3.7792819	2.5769083	1.5351946	7.933492	0.93137014	22.184357	50000	180000.0	8963.12684226036
46	5.5915203	0.13736264	0.010837607	0.15596725	3.8661172	3.8663101	0.19138294	-3.1404705	-23.331472	0.80745494	0.7926752	0.011099052	20.59556	6.6571226	29.772957	3.1433382	2.539066	1.4898416	7.1335187	0.9088618	22.142857	51000	184000.0	9156.237170219421
47	5.6891985	0.160221	0.009806703	0.15459588	3.9468956	3.9473426	0.19120008	-3.200186	-23.840597	0.7994822	0.7855028	0.010833876	20.516186	7.267189	31.666996	-0.4648651	2.68908	1.6645896	8.257663	0.9154911	22.088398	52000	188000.0	9349.677830934525
48	5.7868795	0.13186814	0.008873606	0.15209006	4.017269	4.0172143	0.19335572	-3.2412288	-24.34397	0.7767885	0.762941	0.010995706	21.512428	7.0265355	31.903091	2.5155253	2.4330153	1.4666212	8.813766	0.9097225	22.021978	53000	192000.0	9541.204400062561
49	5.8849487	0.18478261	0.008029723	0.14908725	4.0997715	4.0992284	0.19254658	-3.3080778	-24.844446	0.76431024	0.75061816	0.011041714	20.36862	7.3122864	31.160702	2.7229986	2.5736763	1.5603296	7.7628784	0.92772925	21.77174	54000	196000.0	9734.06224656105
50	5.9818664	0.11731844	0.007265802	0.14904737	4.1718526	4.1715612	0.19201706	-3.3662565	-25.358978	0.7517218	0.73671615	0.010366016	21.355087	6.7012353	31.215544	2.8179002	2.3113618	1.2983484	6.7699447	0.91284037	22.351955	55000	200000.0	9925.7111389637
51	6.079116	0.17934783	0.006574351	0.1498667	4.2447643	4.2447224	0.19180152	-3.4140904	-25.877956	0.7300724	0.7142333	0.010350882	19.720047	7.334499	30.610378	2.591338	2.6123748	1.6378604	7.8488083	0.9171454	21.690218	56000	204000.0	10119.633523464203
52	6.1765046	0.12154696	0.005948895	0.1484719	4.308005	4.3074136	0.19253759	-3.4516265	-26.385725	0.7104568	0.69481665	0.0100886505	20.95678	6.506225	30.95421	3.6995735	2.4310582	1.4122168	7.2229524	0.9344129	22.160221	57000	208000.0	10312.053814411163
53	6.2737494	0.0989011	0.0053828117	0.1489104	4.388674	4.3883758	0.19235067	-3.5150633	-26.902798	0.70280457	0.6868822	0.009965269	20.469475	6.360677	30.590525	1.6251856	2.4207623	1.4674306	7.646968	0.91375804	21.89011	58000	212000.0	10505.541730642319
54	6.37069	0.06741573	0.0048706476	0.14782831	4.458849	4.4595666	0.19077484	-3.5758238	-27.41189	0.6911629	0.6754628	0.010119137	21.982594	5.7014394	31.228462	1.7453271	2.1756437	1.2299813	8.037364	0.9133282	22.573034	59000	216000.0	10696.568009853363
55	6.4675097	0.110497236	0.0044071474	0.14864364	4.527977	4.5277333	0.18951401	-3.629802	-27.931097	0.66450524	0.6496354	0.009691702	21.035137	6.702552	31.772274	-0.0051032947	2.250105	1.2516683	7.5127726	0.9192789	22.027624	60000	220000.0	10890.390709400177
56	6.564059	0.14285715	0.0039876034	0.15320872	4.6014786	4.602035	0.18918872	-3.686939	-28.471422	0.655879	0.6401198	0.009436829	19.629663	6.869675	31.282164	1.018323	2.46229	1.4980174	7.3463826	0.9208426	21.901098	61000	224000.0	11084.498399496078
57	6.660818	0.12154696	0.0036079488	0.153727	4.668351	4.6689463	0.18853687	-3.736937	-28.989826	0.64881396	0.6327392	0.009390318	20.674591	6.2965946	31.552013	-1.3793353	2.3992963	1.3720571	7.7712836	0.93038064	22.116022	62000	228000.0	11277.074132680893
58	6.7577295	0.12849163	0.0032645655	0.15580069	4.730941	4.7314005	0.18812653	-3.778965	-29.517244	0.6337506	0.6181649	0.009199562	20.689802	6.700518	30.276678	0.18955939	2.4179356	1.4143035	7.5439	0.9223397	22.223463	63000	232000.0	11469.329483509064
59	6.85421	0.08988764	0.0029538865	0.15137891	4.8051686	4.804225	0.18603545	-3.8483605	-30.007008	0.62757707	0.61103487	0.009000134	21.22592	6.3647885	31.464563	1.4292847	2.2413468	1.2940717	8.805191	0.9040973	22.7191	64000	236000.0	11660.516147375107
60	6.9506183	0.11173184	0.0026727596	0.15555517	4.867031	4.8669767	0.18524611	-3.8960614	-30.546938	0.6103209	0.5952574	0.008900266	20.50098	6.0856795	31.201763	-1.1550379	2.3833427	1.4346498	7.931403	0.6680269	22.346369	65000	240000.0	11852.412287712097
61	7.0471635	0.10674157	0.0024183346	0.15937948	4.932082	4.931971	0.18460438	-3.943902	-31.085863	0.60279095	0.58912104	0.0090541905	20.047882	6.514565	32.56251	0.31880817	2.4095628	1.5036608	7.838132	0.6676139	22.33146	66000	244000.0	12045.988258838654
62	7.1436515	0.08938547	0.0021879866	0.16206066	4.9848495	4.9848156	0.18424273	-3.9822812	-31.618526	0.5844207	0.5718411	0.008986757	20.24018	6.388864	31.334791	2.4435341	2.182981	1.2058277	7.150648	0.90171623	22.374302	67000	248000.0	12237.578121185303
63	7.2397566	0.11111111	0.0019797245	0.16487035	5.059987	5.060746	0.18181483	-4.0648656	-32.15252	0.58146083	0.5701466	0.008944561	19.851736	6.4963484	29.176418	2.2818081	2.3302274	1.3583894	6.981189	0.91128606	22.222221	68000	252000.0	12431.42686867714
64	7.335629	0.09550562	0.0017911696	0.16562851	5.1241264	5.122717	0.17965128	-4.1179447	-32.673996	0.5609103	0.549016	0.008639012	20.174377	5.9949455	30.198803	2.01011	2.2408347	1.286323	6.728873	0.93062425	22.39326	69000	256000.0	12623.753264904022
65	7.4314694	0.12154696	0.0016208043	0.16248074	5.1847725	5.1856503	0.1788988	-4.1782975	-33.17039	0.5567137	0.54616433	0.0087542655	19.71776	6.487872	30.607773	2.201642	2.425792	1.431153	8.009017	0.9137718	22.082872	70000	260000.0	12817.660071134567
66	7.5273585	0.06010929	0.0014664608	0.17041735	5.238301	5.237532	0.17712195	-4.2235837	-33.73867	0.5512016	0.54068774	0.008801916	20.816967	5.540981	30.664158	2.8081856	2.274092	1.0443782	6.6882863	0.894078	22.1694	71000	264000.0	13010.01818394661
67	7.623344	0.09392265	0.0013268458	0.16959241	5.3089724	5.3091984	0.17523873	-4.285512	-34.250492	0.5418986	0.5315881	0.008715533	20.294666	6.1734967	29.886967	0.3610367	2.197786	1.4108531	7.6935525	0.66778594	21.911602	72000	268000.0	13203.393419027328
68	7.718723	0.040229887	0.001200519	0.17470232	5.3696737	5.3692884	0.17291185	-4.347254	-34.802036	0.5257296	0.51438975	0.008427891	21.039764	5.4320154	31.024796	2.2140248	2.153202	1.059676	6.8223834	0.66778845	22.94253	73000	272000.0	13394.985569953918
69	7.8140645	0.05027933	0.0010862722	0.16745637	5.4358163	5.4352584	0.17220831	-4.404359	-35.269974	0.52560705	0.5148711	0.008745468	21.264711	5.5028987	32.374153	3.0471878	2.1724796	1.1882563	6.9688196	0.91159487	22.335196	74000	276000.0	13588.596074819565
70	7.9097924	0.073446326	0.0009829553	0.16595215	5.48928	5.488914	0.17115586	-4.4500966	-35.776024	0.5173221	0.5076016	0.008654692	20.822447	6.0446177	30.47105	1.7063946	2.1934571	1.1704476	7.53218	0.90381247	22.564972	75000	280000.0	13779.567591428757
71	8.0056305	0.050561797	0.000889451	0.16547179	5.544181	5.5439205	0.16895582	-4.5029745	-36.289124	0.5027012	0.49165133	0.008374733	21.031363	5.540841	29.693872	-0.5157888	2.2077446	1.1250042	6.742381	0.9156847	22.657303	76000	284000.0	13973.009873628616
72	8.100556	0.03448276	0.0008048303	0.16371411	5.611585	5.6114516	0.16600099	-4.576521	-36.793056	0.49473473	0.48415044	0.008398273	21.056044	5.172851	31.064787	3.3315353	1.976238	0.94189805	6.1512017	0.92604065	22.706896	77000	288000.0	14166.657632350922
73	8.195237	0.033898305	0.00072826	0.16264465	5.668676	5.6689153	0.1636678	-4.6431556	-37.3016	0.48374805	0.4736956	0.008028433	20.934431	5.493334	30.892536	1.4908109	2.036512	1.0631531	6.785289	0.92103726	22.661016	78000	292000.0	14359.696560144424
74	8.289667	0.039325844	0.00065893645	0.16520044	5.7315135	5.7313786	0.16065738	-4.7145176	-37.836525	0.48538163	0.47554582	0.008141432	21.13024	5.4541483	31.518528	1.6226465	2.0224507	0.99110866	6.32639	0.885211	22.477528	79000	296000.0	14551.6337454319
75	8.38442	0.02259887	0.00059624173	0.16456366	5.794442	5.7939377	0.15892099	-4.772908	-38.348328	0.47543335	0.46489418	0.008093857	21.847786	4.4176416	32.0099	-0.26948	1.8784987	0.90665114	6.168326	0.9040901	22.58757	80000	300000.0	14746.899723768234
76	8.479193	0.022857143	0.0005395145	0.16088565	5.8515344	5.851362	0.1560884	-4.8439207	-38.837032	0.46837312	0.45828196	0.008165815	21.364904	4.583496	29.159317	3.8350406	2.0928016	1.0529286	6.221684	0.9160793	23.085714	81000	304000.0	14941.633306026459
77	8.5730505	0.011494253	0.00048818308	0.15917934	5.9084444	5.9093513	0.1525918	-4.9198556	-39.339928	0.4626192	0.45367047	0.007984877	21.389206	4.2241316	29.1291	5.513251	1.8621749	0.8918543	7.8282547	0.8955073	22.931034	82000	308000.0	15134.17770767212
78	8.667222	0.022988506	0.0004417589	0.15590404	5.960879	5.9605155	0.15045744	-4.975656	-39.830273	0.46179432	0.45296735	0.00805908	21.226274	4.5803776	30.657497	-0.1922337	1.9738317	1.0780654	7.3811307	0.66184896	22.98276	83000	312000.0	15330.020742893219
79	8.76162	0.011428571	0.0003997286	0.1546304	6.0135756	6.013233	0.15010709	-5.0183477	-40.335613	0.45694134	0.4478923	0.0083142435	21.801071	4.5092573	30.95012	4.423378	1.9974948	0.9966282	6.0889735	0.8962325	22.925714	84000	316000.0	15522.340278863907
80	8.8557	0.011494253	0.00036170616	0.15312704	6.0771885	6.0774083	0.1456938	-5.1088185	-40.83901	0.44314522	0.43506935	0.007919827	21.558231	4.880545	31.849998	2.0291438	1.9110451	0.790224	5.4954147	0.9307691	22.97701	85000	320000.0	15712.775697231293
81	8.949222	0.022988506	0.00032728974	0.14855814	6.134624	6.1350155	0.14343436	-5.1699085	-41.317554	0.44167396	0.43261787	0.008103229	21.244156	4.972759	30.40201	2.5516741	1.9864248	0.9447655	7.6353507	0.91725624	22.718391	86000	324000.0	15904.610871553421
82	9.042899	0.0	0.0002961233	0.14910544	6.1864023	6.185839	0.13994785	-5.2414923	-41.837204	0.43169677	0.42371827	0.007785527	22.014044	4.0498395	31.242083	10.14684	1.8184049	0.77961904	5.896372	0.9209869	23.248554	87000	328000.0	16094.752026319504
83	9.135686	0.017142856	0.00026791	0.15301497	6.2380524	6.2377715	0.13740195	-5.3082676	-42.38486	0.4304191	0.42232433	0.007888202	21.20958	4.708365	31.246826	2.6444194	1.9095064	0.72551227	4.6659846	0.89623314	22.931429	88000	332000.0	16287.082754611969
84	9.228462	0.0	0.00024240077	0.14684124	6.295326	6.2955914	0.13337764	-5.3849397	-42.84914	0.41905555	0.41217077	0.007685513	21.147467	4.43298	31.920223	10.638893	1.7645246	0.68206656	4.6333895	0.8990148	22.78409	89000	336000.0	16481.951595067978
85	9.32132	0.01724138	0.00021931811	0.14532156	6.3465977	6.3450046	0.13230884	-5.442872	-43.3514	0.41604078	0.4097883	0.007860714	21.579124	4.809698	32.361385	0.6256403	1.8711075	0.77147436	6.772256	0.8949126	22.816092	90000	340000.0	16674.148482322693
86	9.4140005	0.01734104	0.00019842664	0.14469425	6.4008017	6.401494	0.12939979	-5.5154405	-43.8611	0.41358712	0.4071554	0.0076143225	21.325624	4.759106	29.705688	5.77791	1.8660852	0.94115657	7.8480678	0.9283832	23.040462	91000	344000.0	16869.8903529644
87	9.507244	0.011428571	0.00017952498	0.14953934	6.4502115	6.449215	0.1271288	-5.5747437	-44.418	0.40903163	0.40159822	0.0076378467	21.247442	4.371787	30.207685	4.5897436	1.816827	0.7578947	5.817479	0.89711535	22.874287	92000	348000.0	17064.614975214005
88	9.599309	0.0	0.00016242052	0.1500724	6.507776	6.5085998	0.12329256	-5.654239	-44.938007	0.3985454	0.39203426	0.007614075	21.651104	4.059728	29.133696	9.316925	1.7693272	0.5592872	4.0641236	0.90105265	22.96	93000	352000.0	17257.187688350677
89	9.691469	0.0057803467	0.00014695335	0.14651273	6.5670457	6.566688	0.12188923	-5.7208185	-45.42215	0.4053912	0.39927167	0.007920107	21.85158	4.233147	31.165722	8.481934	1.8000232	0.7951998	8.314407	0.8974907	23.086704	94000	356000.0	17451.954424619675
90	9.783026	0.011494253	0.00013295951	0.14375809	6.624767	6.6257305	0.117544375	-5.810119	-45.91257	0.39308894	0.38755918	0.007420663	21.866024	4.4711704	32.18733	4.4896307	1.8157855	0.82621056	7.903918	0.9037195	23.103449	95000	360000.0	17646.794224500656
91	9.8740835	0.0057471264	0.00012029668	0.1469407	6.6761193	6.676262	0.11437995	-5.8853765	-46.4561	0.39544567	0.39019147	0.0077098683	21.560051	4.3971467	31.85328	5.637766	1.7679969	0.6579079	5.2525024	0.92245615	22.804598	96000	364000.0	17840.248375177383
92	9.965337	0.0056818184	0.00010884176	0.14415146	6.7167745	6.7175183	0.11240968	-5.9451437	-46.94586	0.38997498	0.3841889	0.007776968	21.34948	4.3635373	31.232769	1.2312002	1.8790486	0.82065207	6.4130864	0.90771246	22.852272	97000	368000.0	18030.963613510132
93	10.056262	0.011494253	9.8473654e-05	0.14934981	6.787305	6.78717	0.10840574	-6.038795	-47.508648	0.38559335	0.38017154	0.007418738	21.854763	4.442098	30.004711	-0.4830241	1.8812207	0.6028086	4.9913297	0.66874194	22.971264	98000	372000.0	18225.704775094986
94	10.14741	0.0057471264	8.909479e-05	0.14698535	6.829412	6.8288374	0.10802332	-6.076853	-48.002117	0.38437873	0.37944502	0.0076108645	21.48643	4.512711	30.84953	4.4779468	1.7422615	0.66613185	5.6077952	0.91036576	22.948277	99000	376000.0	18422.17221212387
95	10.238442	0.0	8.0607904e-05	0.1487217	6.8996105	6.899262	0.1040211	-6.1767955	-48.533546	0.37474468	0.3709521	0.007449765	21.385237	4.4624977	32.042538	10.1515	1.7363555	0.57668483	5.0545754	0.9127008	22.8125	100000	380000.0	18614.48162508011
96	10.328916	0.0058139535	7.293204e-05	0.14725275	6.9508886	6.9500275	0.10269669	-6.234595	-49.034733	0.38062933	0.37661877	0.0077531156	22.259428	4.146233	31.506638	2.4608293	1.7979729	0.7014675	5.1356335	0.902307	23.127907	101000	384000.0	18807.840510368347
97	10.4189005	0.0	6.598723e-05	0.1470094	7.0070243	7.0060906	0.09880333	-6.3231354	-49.54752	0.36834553	0.36369574	0.007353034	22.569923	4.0983458	30.728273	7.369991	1.815482	0.66587096	5.0335956	0.9206837	22.960228	102000	388000.0	19002.340456962585
98	10.50732	0.0057471264	5.9702095e-05	0.14744012	7.069578	7.06948	0.093786895	-6.432779	-50.066765	0.3666033	0.36214367	0.0072882827	21.587294	4.678523	32.062374	4.6348815	1.7479322	0.5997712	4.5194216	0.91139966	22.770115	103000	392000.0	19191.66221857071
