Epoch	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	LossCV	DeltaLossPi	DeltaLossV	DeltaLossCV	Entropy	KL	ClipFrac	StopIter	Time
40	81.0	0.0	0.369863	8.753034	11.431807	29.236094	-11.309751	2.5708747	1.2773085	5.8047295	0.66621715	18.219177	8.576879	3.4998126	13.756315	-6.8563285	164000	-5.9604645e-08	50.837048	0.875932	-0.06577558	-2.7769184	-0.030314356	0.34514952	0.015574921	0.1225	5.0	19036.45847582817
41	64.0	0.0	0.32	10.943738	10.242557	28.757938	-11.002033	2.515087	1.1539663	5.7121315	0.9085681	19.91	10.023352	2.3202846	13.87915	-4.7651896	168000	-3.1664968e-08	47.031647	0.76330173	-0.050466843	-1.3963432	-0.039089233	0.407462	0.017237006	0.194	8.0	19479.55681872368
42	49.0	0.0	0.2784091	11.269861	9.713235	27.46189	-11.984209	2.6652186	1.0086633	4.821947	0.9152541	22.5	10.398049	1.6034567	13.568041	-3.7298665	172000	8.940697e-08	40.025528	0.54003394	-0.0791309	-1.0927849	-0.016731977	0.503417	0.012010286	0.20125	6.0	19963.71446609497
43	68.0	0.0	0.37988827	7.129913	9.596772	27.67315	-12.173198	2.9635725	1.0108699	6.1159706	0.92711926	22.290503	10.404608	1.3905338	13.458537	-2.4880192	176000	5.9604645e-08	52.702477	0.7024522	-0.020420313	-9.879879	-0.071558475	0.56216836	0.012973762	0.24675	8.0	20463.672970056534
44	47.0	0.0	0.28658536	7.2025785	8.901625	24.408278	-11.684839	2.9514904	0.9418193	6.93228	0.93129927	24.341463	8.006215	1.5768281	10.496255	-0.48823583	180000	-2.9802322e-08	37.391716	0.49840218	-0.06900648	-1.6981277	-0.023869082	0.62123144	0.016122319	0.19025001	16.0	20993.494736909866
45	38.0	0.0	0.23170732	9.888538	8.456623	26.625628	-11.623138	2.725814	0.96915716	4.9923677	0.91122186	24.079268	8.238748	2.123459	12.009992	0.469107	184000	-7.450581e-09	32.87137	0.5122239	-0.10612193	-3.4963121	-0.038065776	0.56929016	0.019077871	0.2545	6.0	21504.77778697014
46	63.0	0.0	0.34615386	8.952284	9.985961	29.681948	-10.959379	2.764185	1.0791166	5.645145	0.9211915	21.945055	9.628084	1.6373192	13.192931	1.6878662	188000	0.0	42.158356	0.6301241	-0.049583137	-0.98249626	-0.012822092	0.4783134	0.015582891	0.16600001	5.0	21987.32616662979
47	63.0	0.0	0.32307693	11.704419	10.243899	28.97236	-10.357376	2.5141263	1.0477123	4.9596314	0.6802114	20.430769	8.943723	1.7583804	12.46818	1.1952527	192000	-8.940697e-08	47.839535	0.6025376	-0.037701298	-4.2665806	-0.032459706	0.41880244	0.016132675	0.125	6.0	22442.12705016136
48	86.0	0.0	0.4	9.563891	10.612614	29.284521	-11.0406685	2.570241	1.2227958	5.9723864	0.9105646	18.539536	10.558823	1.5547763	13.746685	1.4641356	196000	4.4703484e-08	51.733574	0.85510874	-0.022018299	-1.5270042	-0.045942694	0.3646856	0.0133312065	0.14025	10.0	22874.29482793808
49	95.0	0.0	0.41666666	8.622338	10.673739	28.979538	-10.791051	2.695691	1.2961363	5.817335	0.6664855	17.47807	9.50025	1.6373905	12.893591	1.2665237	200000	-4.0978193e-08	50.088253	0.91446006	-0.019962583	-3.0873337	-0.04770583	0.28999364	0.013265802	0.088750005	20.0	23291.99680709839
50	107.0	0.0	0.44957983	6.6707764	11.930114	30.66747	-13.391855	2.6693947	1.4017947	5.7914042	0.6676141	16.735294	8.8927145	2.8248692	13.525655	-0.6664737	204000	-5.9604645e-08	63.234158	1.1429315	-0.0879788	-5.195671	-0.08033246	0.22757667	0.012609068	0.07875	18.0	23699.350125789642
51	101.0	0.0	0.4334764	8.066095	11.463805	31.209183	-10.760084	2.6203094	1.309638	6.3335476	0.6670031	17.077253	7.9398766	2.7282999	12.829018	-2.952838	208000	5.9604645e-08	53.74164	0.9385998	-0.06407133	-1.814785	-0.028286695	0.28295362	0.014132355	0.10575	6.0	24110.88295841217
52	73.0	0.0	0.35096154	10.808208	10.820308	30.414831	-10.770584	2.4641943	1.1773117	5.422006	0.89644235	19.038462	9.436657	2.7636306	14.059034	-2.7271748	212000	3.7252903e-08	47.295662	0.74188066	-0.08592611	-2.0141106	-0.041615218	0.3291754	0.016036037	0.16049999	7.0	24533.348045110703
53	66.0	0.0	0.3283582	11.52129	10.000245	29.38556	-9.013552	2.5654783	1.0891678	5.35993	0.666976	19.845772	10.409941	1.8536134	14.063028	-1.7855804	216000	-5.9604645e-08	44.2071	0.6455055	-0.086849675	-0.69138527	-0.037908792	0.4060827	0.018491268	0.2065	6.0	24971.179654598236
54	43.0	0.0	0.24571429	11.956015	9.544165	29.331434	-11.332772	2.5659487	1.0500268	6.483011	0.66772467	22.782858	10.619761	1.7216238	14.607497	-2.335663	220000	2.9802322e-08	39.028446	0.5227057	-0.032518767	-1.3588066	-0.025898427	0.47203997	0.014734831	0.1825	6.0	25454.337349891663
55	31.0	0.0	0.19254659	10.674181	8.646682	29.476906	-11.32795	2.5521984	0.92558277	4.9185476	1.1951278	24.645964	10.91249	1.5393702	14.121944	-0.63518655	224000	2.9802322e-08	35.370388	0.4948161	-0.043308645	-2.812521	-0.027828202	0.5147234	0.013404465	0.14375001	16.0	25955.26110100746
56	42.0	0.0	0.2576687	8.315544	9.209842	26.072596	-11.675149	2.7753856	0.9480738	6.1549525	0.93132097	24.478527	10.004072	1.0525672	12.151659	1.145339	228000	-7.0780516e-08	40.05026	0.49799645	-0.08175066	-3.764906	-0.026382118	0.5334668	0.014467749	0.13925001	10.0	26472.05340075493
57	42.0	0.0	0.24852072	9.666086	8.940573	26.350533	-10.030404	2.5682218	0.9668118	4.995775	0.66762644	23.597633	8.976408	2.0819361	12.812661	0.7912347	232000	-5.9604645e-08	34.785606	0.5063178	-0.09298411	-0.9778271	-0.016367257	0.47560745	0.018380249	0.16175	5.0	26962.87755036354
58	45.0	0.0	0.2542373	12.3620615	9.8805065	28.312822	-11.210656	2.6106756	0.9951008	5.189862	0.6675925	22.395481	9.154118	1.929265	12.717668	1.1920958	236000	1.0803342e-07	45.21702	0.5509211	-0.099980876	-4.570982	-0.008832574	0.4300668	0.01590941	0.224	6.0	27424.939757347107
59	52.0	0.0	0.26943004	13.211694	9.537812	27.717169	-8.276738	2.3968623	1.082226	5.093311	0.66657376	20.668394	10.921156	1.1399099	13.751304	3.0129993	240000	-1.4901161e-08	35.475815	0.60318565	-0.0306599	-1.4384518	-0.059641883	0.36436966	0.012888189	0.1765	7.0	27862.523515939713
60	78.0	0.0	0.36619717	11.598242	10.394006	30.1331	-10.682983	2.6119156	1.2069536	5.723735	0.66758585	18.7277	11.3327875	1.6076051	14.811953	0.41890594	244000	9.685755e-08	46.83863	0.8237884	-0.015734099	-1.1110954	-0.06489012	0.29848498	0.014041289	0.137	11.0	28289.652111530304
61	109.0	0.0	0.47186148	8.490483	10.942959	30.006332	-9.6121435	2.7856731	1.343732	6.0800257	0.6662538	17.17316	10.439567	1.9915838	14.581206	0.5193534	248000	4.4703484e-08	56.437256	0.960064	-0.115552336	-5.5323124	-0.056160152	0.2518466	0.017027603	0.13175	22.0	28713.517025709152
62	86.0	0.0	0.40375587	9.736862	10.140088	30.0493	-9.427029	2.7361422	1.2311894	5.60108	0.66648096	18.577465	8.605438	2.5521057	13.420861	-2.2531168	252000	1.4901161e-08	49.67984	0.8400185	-0.04346159	-2.411518	-0.031534493	0.3092253	0.013935856	0.11325	5.0	29146.966913223267
63	65.0	0.0	0.32663316	12.6242	10.1068735	29.87466	-10.665656	2.5822906	1.0710355	5.383901	0.91189784	19.949749	9.860223	1.5105556	13.6455765	-1.4252139	256000	0.0	43.86797	0.607677	-0.0771126	-2.1309032	-0.03196159	0.33496064	0.012456413	0.171	6.0	29584.16534090042
64	48.0	0.0	0.25945947	13.032763	9.626183	28.66048	-10.134793	2.4846504	1.0156102	6.1347475	0.92178375	21.6	11.222633	1.7765788	15.19967	-0.20603994	260000	-3.9115548e-08	41.11254	0.5398569	-0.060748927	-1.0006847	-0.010439575	0.37557042	0.013432771	0.13275	5.0	30028.847737312317
65	44.0	0.0	0.25	12.474875	9.646467	27.903713	-11.070384	2.4993622	1.0803691	7.405548	0.9154751	22.607954	11.125555	1.2346729	14.004055	1.007443	264000	5.9604645e-08	38.85009	0.5417362	-0.051814675	-0.8721504	-0.011935741	0.42038858	0.01723797	0.16475	7.0	30502.688320875168
66	50.0	0.0	0.29411766	9.385384	9.258932	26.163069	-10.189582	2.6706407	1.0489523	7.5204916	0.92286295	23.370588	10.77314	1.5530103	14.487762	2.2680628	268000	-4.4703484e-08	39.103443	0.6012877	-0.09631026	-4.545311	-0.058065504	0.45573762	0.013357585	0.18825	18.0	30992.712056159973
67	42.0	0.0	0.24277456	12.045398	9.854396	28.766195	-11.221403	2.5118945	1.0313396	6.8840604	0.66636556	23.040462	9.189211	2.3001063	13.945779	-0.20237009	272000	-5.9604645e-08	39.506607	0.5203557	-0.059769362	-3.302822	-0.03346987	0.3878821	0.012982136	0.18349999	7.0	31458.533205986023
68	40.0	0.0	0.22222222	14.196349	9.373847	28.613598	-10.202348	2.4160743	0.9330765	4.7844625	0.6678258	22.155556	10.597272	2.3206882	15.107586	-1.0511576	276000	-7.4505806e-08	37.256374	0.420653	-0.049104623	-3.3720627	-0.01846829	0.33980012	0.01356756	0.16499999	8.0	31914.983495235443
69	53.0	0.0	0.27748692	13.421481	10.000586	31.381062	-7.25996	2.4426055	1.0593809	5.200749	0.6676722	20.79581	11.880662	1.6125393	15.400307	1.4646498	280000	-1.4901161e-08	40.63598	0.5554731	-0.1656504	-0.3597088	-0.0107008815	0.2970201	0.017131548	0.1875	23.0	32347.559271097183
70	49.0	0.0	0.26630434	12.94401	9.739349	29.632574	-10.192186	2.4680514	0.9628366	5.031043	0.6670754	21.72826	11.512311	1.6307037	15.401879	1.6192875	284000	-1.1920929e-07	38.872948	0.4501295	-0.06544719	-0.8247509	-0.007052794	0.32846415	0.01615078	0.193	6.0	32798.772612571716
71	31.0	0.0	0.18674698	12.749612	9.324899	29.778622	-11.288779	2.4253998	0.96351	4.448536	0.90852416	23.95783	11.339933	1.8006426	16.095364	0.30258557	288000	-1.4901161e-08	33.13875	0.4372151	-0.017706648	-0.5266094	-0.004731551	0.3702802	0.015701206	0.155	10.0	33269.33055520058
72	40.0	0.0	0.24539877	9.273625	9.676564	27.751925	-10.722777	2.5444558	0.9859345	5.735002	0.66772914	24.23313	10.766076	2.2242322	15.703759	-0.66648287	292000	-6.3329935e-08	39.862362	0.51170063	-0.07806747	-3.315752	-0.027801424	0.39618424	0.0134325605	0.109500006	16.0	33769.18904566765
73	31.0	0.0	0.18235295	13.932179	9.1584215	29.721022	-9.712289	2.367345	0.95097506	5.479976	0.9148206	23.494118	9.6612	2.1810951	14.097564	-0.61205953	296000	-3.7252903e-08	34.627686	0.44786263	-0.08366489	-4.4375553	-0.025889575	0.36655796	0.015029745	0.19425	8.0	34237.86673307419
74	39.0	0.0	0.21666667	13.521528	9.259362	30.086264	-9.071701	2.2495084	0.9044415	5.375613	0.9108058	22.083334	11.343414	2.2392824	16.618366	0.6020109	300000	5.2154064e-08	34.36801	0.38833284	-0.06467183	-1.4603672	-0.025342226	0.31430864	0.014997266	0.167	7.0	34688.3224093914
75	43.0	0.0	0.2263158	15.202504	9.054082	30.06661	-8.58417	2.349962	0.9956151	5.3734	0.66764677	21.010527	11.573052	1.7519993	15.996701	-0.9040998	304000	7.450581e-09	35.043102	0.4973203	-0.02692306	-1.1366501	-0.0343505	0.26778546	0.013173742	0.13949999	12.0	35116.07223010063
76	78.0	0.0	0.37320575	12.531227	10.501465	29.371134	-9.756987	2.5364141	1.0654095	4.7817726	0.66629666	19.066986	12.427883	1.6352733	16.412233	-1.5239319	308000	0.0	50.85199	0.65309453	-0.11869496	-2.7906532	-0.019993901	0.23220372	0.012800971	0.12675	21.0	35542.507850170135
77	55.0	0.0	0.28947368	14.473969	10.018741	31.09034	-6.9029818	2.4981818	1.0507934	4.6714587	0.8686741	20.984211	10.9720545	1.9264055	15.844684	-2.555277	312000	-7.4505806e-08	39.891296	0.51704895	-0.11598484	-2.1811962	-0.042731434	0.26111555	0.014652919	0.1735	7.0	35980.60025072098
78	37.0	0.0	0.21387284	14.303879	9.275465	31.124413	-7.77687	2.4739876	1.0113566	4.8958	0.9112979	22.971098	11.809293	2.5729697	17.893137	-4.7302756	316000	0.0	33.35164	0.47582996	-0.115583815	-0.7504759	-0.009765521	0.3002203	0.018858617	0.1895	6.0	36439.07478570938
79	44.0	0.0	0.25730994	11.587043	10.085882	30.190615	-10.838345	2.4944851	1.0994878	6.7778068	0.6675523	23.210526	12.003244	2.4648201	17.55451	-3.9868128	320000	-8.940697e-08	43.69727	0.5812974	-0.054810762	-4.832247	-0.05403778	0.33414567	0.014784002	0.20425001	7.0	36905.89384508133
80	36.0	0.0	0.2195122	9.89297	9.603579	27.324745	-10.379207	2.4275343	0.9231258	4.580726	0.8965987	24.231707	10.2130785	2.5861285	15.466812	-1.7135557	324000	3.3527613e-08	35.57762	0.4326777	-0.050622284	-1.7660084	-0.019937769	0.37626925	0.012159882	0.1145	22.0	37388.20520758629
81	45.0	0.0	0.26946107	9.403623	9.898343	27.974415	-10.367629	2.665853	1.0475866	5.741549	0.9087659	23.778442	9.615319	2.6430612	14.735117	0.67708325	328000	7.4505806e-08	37.55947	0.5601226	-0.070468605	-2.0471592	-0.045692533	0.36449987	0.012364788	0.11625	14.0	37888.17366361618
82	32.0	0.0	0.19631901	11.364556	8.990461	28.918257	-8.975893	2.390152	0.86568886	4.3605533	0.9454558	24.251534	9.450812	3.0012405	15.052236	0.23422255	332000	-1.1920929e-07	31.604858	0.43159845	-0.057792902	-2.2083244	-0.071727976	0.32050538	0.012275626	0.16575	9.0	38377.87038087845
83	41.0	0.0	0.23428571	13.120784	9.81988	28.65284	-10.096731	2.4541278	1.0324357	4.73918	0.6675446	22.674286	10.765855	2.3607764	15.790974	3.263782	336000	-5.9604645e-08	37.533775	0.52445924	-0.09763354	-0.6524887	-0.022048458	0.2840168	0.016099602	0.16174999	7.0	38848.10076355934
