Epoch	AveragePenalty	StdPenalty	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	LossVC	DeltaLossPi	Entropy	KL	ClipFrac	Time
77	4.315493	0.0	14.0	0.0	0.081871346	17.11351	8.397253	30.943523	-6.097289	1.9097754	0.7305818	4.3735375	0.5609625	23.350878	13.65301	3.9110844	22.250359	-9.063948	312000	1.1431331e-08	12.216072	0.09763503	-0.00712653	0.0889331	0.0013375805	0.0	42202.43153166771
78	4.352701	0.0	15.0	0.0	0.088757396	17.42692	8.454967	28.599447	-9.954402	2.0932245	0.80236936	5.0923114	0.6676405	23.621302	13.227036	4.271166	22.662292	-7.780344	316000	-5.5815708e-09	9.853601	0.11766584	-0.02332823	0.08286328	0.009330138	0.0	42727.35646939278
79	4.390048	0.0	16.0	0.0	0.09467456	16.055761	9.199027	29.069513	-13.553277	1.9915262	0.8105526	4.6057076	0.9091534	23.650888	13.523224	4.261405	22.736986	-6.1661663	320000	1.0711614e-09	15.2947645	0.12608986	-0.013416027	0.09588397	0.007594146	0.0	43262.71194148064
80	4.4271755	0.0	6.0	0.0	0.036363635	17.037079	7.7050376	29.111588	-8.223234	1.7997719	0.7126067	4.695507	0.66706496	24.10909	12.788621	3.946883	22.550457	-6.3723884	324000	-1.0337648e-08	9.554165	0.08109696	-0.009025689	0.079633705	0.0029631313	0.0	43804.96749615669
81	4.4645686	0.0	16.0	0.0	0.09580839	15.825302	8.979713	29.283491	-9.201119	2.0439918	0.8345417	5.0196614	0.9094102	23.898203	13.142329	4.085693	23.01729	-7.125339	328000	-9.586024e-09	15.385826	0.13657692	-0.009010708	0.078593664	0.0021451656	0.0	44344.13240814209
82	4.5019875	0.0	9.0	0.0	0.055214725	16.49036	8.387821	29.06756	-9.384174	1.9243623	0.6851226	4.315864	0.6675212	24.453987	12.872346	3.7698193	22.87924	-5.335931	332000	2.063221e-08	9.770293	0.06610285	-0.0041359738	0.084711954	0.0018165685	0.0	44880.93780493736
83	4.5394454	0.0	10.0	0.0	0.060606062	16.013725	8.418888	29.062223	-13.479679	1.9272512	0.7853728	4.6041045	0.66757697	24.163637	13.228689	3.7840152	22.429941	-4.750084	336000	-1.511683e-08	13.837757	0.112000234	-0.009296787	0.07789886	0.006688945	0.0	45422.90843653679
84	4.5769553	0.0	11.0	0.0	0.06666667	16.203875	9.098946	28.324085	-12.102093	1.9315759	0.7068338	4.3144217	0.88066906	24.10909	13.010089	3.8385868	22.54292	-7.225341	340000	-6.6757204e-09	13.662391	0.09583221	-0.021063205	0.084531136	0.0073904125	0.0	45960.38102579117
85	4.6145	0.0	7.0	0.0	0.042168673	16.613232	8.168092	28.257355	-8.382399	1.9198018	0.7338587	4.280346	0.6666035	24.024096	12.922527	4.166332	22.294146	-5.4006453	344000	1.644814e-08	10.818525	0.10939359	-0.009638252	0.07687342	0.007580508	0.0	46499.7698264122
86	4.6520023	0.0	10.0	0.0	0.05952381	16.739273	8.634348	29.882238	-9.800287	1.8760663	0.71486187	4.2177973	0.9130832	23.797619	13.337548	3.7996223	23.782894	-1.7090188	348000	1.4147783e-09	11.374838	0.095048115	-0.012356779	0.08171366	0.0072842743	0.0	47020.096159935
87	4.689505	0.0	12.0	0.0	0.07272727	15.832307	8.740617	28.792221	-13.289208	1.8913443	0.7196954	3.9197094	0.6663878	24.103031	12.805307	4.12557	22.558872	-8.43432	352000	-9.084409e-09	13.142356	0.096225925	-0.022865912	0.07879497	0.0086900275	0.0	47566.28268122673
88	4.7271466	0.0	8.0	0.0	0.048780486	16.937967	7.9357743	29.137121	-10.722358	1.9598094	0.6944753	5.125393	0.90882736	24.341463	13.282199	3.8909123	22.064484	-7.6497045	356000	1.0533676e-08	9.140668	0.08660019	-0.008811216	0.077216506	0.004220267	0.0	48127.12119293213
89	4.764843	0.0	7.0	0.0	0.042424243	17.88652	7.921458	28.052011	-12.1745405	1.9180964	0.74525326	4.884261	0.9117116	24.115152	13.3685255	3.8715413	24.568174	-5.489132	360000	-1.4726441e-08	10.114621	0.084451	-0.02122679	0.07650841	0.0051161926	0.0	48654.05847334862
90	4.802608	0.0	10.0	0.0	0.05882353	17.368565	8.096962	28.959599	-10.519793	1.9234949	0.7133338	4.0489273	0.667575	23.417646	13.786539	4.0258546	23.816452	-5.669316	364000	-9.448837e-09	10.700816	0.09872404	-0.011099396	0.07557326	0.0058149816	0.0	49179.791360378265
91	4.8404064	0.0	9.0	0.0	0.053892214	16.63791	8.632562	29.771545	-8.129395	1.9043736	0.7332074	4.603112	0.6664255	23.886227	13.262363	4.081871	23.29373	-7.423082	368000	-7.272978e-09	10.025242	0.08463064	-0.020191623	0.076172926	0.0060054855	0.0	49732.03648877144
92	4.878416	0.0	13.0	0.0	0.07878788	15.766371	9.23032	28.498997	-12.491984	1.9937844	0.77210534	5.274094	0.66749793	24.2	12.743304	4.373815	23.675545	-5.411434	372000	7.932305e-09	11.546239	0.10555438	-0.020431627	0.0732379	0.0064894706	0.0	50280.42060947418
93	4.9164886	0.0	9.0	0.0	0.053254437	17.35228	7.995551	29.01945	-10.323147	1.9235623	0.7212525	4.1172357	0.667589	23.514793	13.4109	3.9166152	22.341576	-4.9947877	376000	-1.6490194e-09	10.594762	0.09963749	-0.018051142	0.075866595	0.00524731	0.0	50808.286242723465
94	4.9543347	0.0	7.0	0.0	0.042424243	17.702738	7.7777085	28.510849	-10.630773	1.7743105	0.596721	4.1736526	0.56096023	24.157576	13.571261	3.7953305	22.78432	-6.8590517	380000	-5.312746e-10	10.903226	0.08485809	-0.016591087	0.07615351	0.008334292	0.0	51338.66659069061
95	4.9922976	0.0	6.0	0.0	0.036363635	16.878998	7.8522096	29.382246	-7.0416093	1.9337053	0.69049823	4.2841034	0.6676878	24.175758	13.358386	3.9362965	24.352917	-5.724837	384000	2.9179649e-08	6.835827	0.07518272	-0.0058150343	0.06939795	0.0063032634	0.0	51866.52154755592
96	5.030611	0.0	11.0	0.0	0.064327486	17.512812	8.250611	30.763199	-10.232871	2.0558097	0.84453887	5.5448284	0.66731584	23.245613	13.401463	4.1584907	24.330269	-3.8659835	388000	8.596451e-09	9.583814	0.10985096	-0.027924037	0.07715259	0.00989902	0.0	52398.1027700901
97	5.0688744	0.0	8.0	0.0	0.04819277	16.737635	8.204135	29.72517	-9.004891	1.8646779	0.6820964	4.2792926	0.6677123	23.987951	13.445299	4.21833	24.186705	-5.619404	392000	1.7553173e-08	9.18132	0.08763607	-0.014765603	0.0720786	0.007446746	0.0	52946.73280334473
98	5.1071496	0.0	10.0	0.0	0.059880238	16.124502	8.582454	28.79561	-13.43829	1.8900822	0.72308886	4.8534155	0.90876085	23.838324	13.296357	4.1314044	26.25674	-8.274471	396000	1.4285966e-08	9.5434265	0.088642366	-0.015795277	0.07686566	0.006282922	0.0	53475.39666366577
99	5.1456194	0.0	11.0	0.0	0.065868266	16.733536	8.802676	28.9826	-12.590483	1.9789776	0.7718275	5.1800504	0.667701	23.826347	13.21675	4.2369075	22.572393	-8.005469	400000	-3.2413405e-11	12.247672	0.11105638	-0.014083824	0.07433139	0.0051954314	0.0	54008.24239897728
100	5.1844006	0.0	14.0	0.0	0.081871346	17.119627	8.62737	31.49933	-10.017728	2.0446603	0.8128174	5.8880634	0.66760534	23.385965	13.309589	4.203656	23.855474	-7.9572234	404000	1.0463786e-08	8.7427435	0.110024735	-0.025168626	0.07329221	0.0063181953	0.0	54532.81387376785
101	5.223195	0.0	12.0	0.0	0.07100592	17.097364	9.176242	30.90596	-13.597103	1.9058589	0.85727465	6.2541704	0.6700741	23.556213	13.619715	4.586841	23.96054	-10.051268	408000	-1.1258887e-08	12.111779	0.11057641	-0.008822062	0.067665	0.006938901	0.0	55065.04611492157
102	5.2621536	0.0	7.0	0.0	0.042168673	17.44152	8.025006	29.45188	-10.707598	1.9787546	0.8250047	5.8790326	0.8964433	24.04217	13.44468	4.46138	24.443686	-8.595075	412000	-4.842464e-09	7.3493667	0.10932433	-0.022936502	0.07299696	0.00960598	0.0	55595.28064727783
103	5.301209	0.0	7.0	0.0	0.042424243	16.42552	8.198869	27.719042	-11.484201	1.9495347	0.80690587	5.7227373	0.91043305	24.127274	13.485249	4.428716	22.717495	-8.643067	416000	1.2172312e-09	7.942129	0.08453286	-0.01526805	0.066616	0.0064968043	0.0	56137.11594057083
104	5.340433	0.0	9.0	0.0	0.055214725	16.11082	8.349011	29.361948	-9.498045	1.9870737	0.6900269	5.0497847	0.9109594	24.404907	13.039424	4.2132583	23.559444	-10.843961	420000	2.6276827e-09	10.607631	0.09187184	-0.010589748	0.06567307	0.005614537	0.0	56681.5262594223
105	5.3796988	0.0	5.0	0.0	0.0295858	18.236464	7.6957326	30.399906	-12.400672	1.9281882	0.6649143	4.3096814	0.8964414	23.64497	13.62195	3.7302415	22.351486	-9.857794	424000	2.0734797e-08	7.3534474	0.076005064	-0.024389282	0.06444824	0.009475729	0.0	57204.715244054794
106	5.418997	0.0	6.0	0.0	0.036144577	17.101177	8.131908	27.993933	-8.976847	1.9225054	0.71243435	4.3305936	0.6663188	24.012049	13.600813	4.34256	23.28609	-7.4850817	428000	-7.9444025e-09	7.3449035	0.061265662	-0.008076067	0.07141763	0.0067023695	0.0	57737.68991446495
107	5.45807	0.0	8.0	0.0	0.048780486	16.680872	8.467462	30.647545	-10.050072	1.7920313	0.6259543	4.3420587	0.6662945	24.335365	13.944159	3.873707	23.774534	-6.6536455	432000	2.2912799e-08	10.650626	0.07767257	-0.016769717	0.072393104	0.005528566	0.0	58284.38333773613
108	5.497016	0.0	3.0	0.0	0.018404908	17.09889	7.6374474	28.557606	-9.097608	1.826842	0.6545791	4.066313	0.667653	24.539877	12.85583	4.036054	26.373064	-4.1868987	436000	1.1855278e-08	7.4010725	0.05975438	-0.0065081264	0.06584209	0.004286802	0.0	58813.833818912506
109	5.5359173	0.0	2.0	0.0	0.012658228	17.06334	7.43309	29.30185	-5.2885847	1.8571395	0.5281641	3.8662088	0.9089986	25.196203	13.856032	3.9076087	24.256575	-4.357513	440000	-1.5391859e-09	8.4208765	0.051612522	-0.015739579	0.06465153	0.007942531	0.0	59353.09389615059
110	5.575011	0.0	11.0	0.0	0.06358381	16.944317	8.159092	27.825262	-9.240683	1.9688089	0.6901501	4.019927	0.90990454	23.115606	13.617425	3.8287926	22.98955	-4.1647635	444000	6.259615e-09	6.8725734	0.07960854	-0.011803475	0.06384884	0.0059307534	0.0	59879.361246585846
111	5.6142488	0.0	10.0	0.0	0.059880238	16.89717	8.712082	27.989773	-12.049388	1.9510999	0.74370676	5.1613913	0.66629523	23.892216	13.317387	4.5448637	24.637375	-7.5005665	448000	-1.1369108e-08	10.313951	0.09546678	-0.014589722	0.061768383	0.0066404003	0.0	60422.58352017403
112	5.653404	0.0	4.0	0.0	0.024242423	17.352951	7.6093707	30.405136	-3.8762507	1.8435062	0.6570019	4.33615	0.8714675	24.18788	13.282901	3.9923162	22.753937	-3.863244	452000	1.6343005e-08	6.770306	0.06701665	-0.0060273954	0.065605626	0.0043486767	0.0	60969.21944260597
113	5.692766	0.0	6.0	0.0	0.035928145	17.2067	7.5351987	30.978071	-11.111171	1.978402	0.714823	4.496082	0.91099113	23.892216	13.858823	4.0978956	25.209919	-6.0025344	456000	7.447025e-10	9.206393	0.09728478	-0.019907948	0.06266743	0.007354003	0.0	61501.779977321625
114	5.7319727	0.0	9.0	0.0	0.053254437	17.29152	8.120778	31.21446	-11.667104	1.8081636	0.7250888	4.7859435	0.7686833	23.615385	13.414204	3.9504557	24.887062	-4.8872476	460000	-1.6835289e-10	8.453925	0.08884507	-0.014950902	0.06332776	0.0075808163	0.0	62037.35732841492
115	5.771071	0.0	9.0	0.0	0.053892214	16.958735	8.126161	28.247936	-11.250362	1.8201891	0.7114135	4.719547	0.66765684	23.892216	13.542771	4.2094607	26.065258	-9.240365	464000	-1.6511166e-08	8.84817	0.077706575	-0.0072248583	0.06670641	0.0067219245	0.0	62577.378747463226
116	5.8102565	0.0	5.0	0.0	0.030120483	18.095821	7.256094	31.39178	-8.018851	1.9069464	0.68054575	4.142117	0.66753364	24.060242	13.709584	4.0298805	23.102398	-4.993206	468000	-1.2147121e-09	6.612626	0.07066175	-0.024142446	0.058037955	0.0078016403	0.0	63122.87445306778
117	5.849499	0.0	4.0	0.0	0.024539877	16.283283	7.701294	28.228075	-2.4626477	1.8935573	0.6596392	4.282329	0.6675726	24.503067	13.47067	3.8736868	23.42606	-5.556084	472000	-1.4530777e-08	7.5426364	0.0736029	-0.01432925	0.057712205	0.00296477	0.0	63670.06099510193
118	5.888774	0.0	4.0	0.0	0.024539877	16.112715	7.9125047	29.09709	-12.090671	1.8806688	0.66455317	4.461706	0.9083982	24.392637	12.894345	3.8475773	23.074047	-3.9080224	476000	-2.6788696e-08	7.1389995	0.07006339	-0.01505354	0.053234745	0.006451412	0.0	64211.52183365822
119	5.928113	0.0	9.0	0.0	0.05421687	16.531021	8.31186	29.250431	-8.261164	1.8952905	0.72851324	5.1457233	0.6776607	23.95783	13.2884245	4.2046857	24.46635	-5.758338	480000	-3.4321257e-09	9.029507	0.07356189	-0.024483522	0.056477822	0.00689194	0.0	64741.94030427933
120	5.967454	0.0	9.0	0.0	0.053892214	16.850975	8.46649	28.425934	-11.529842	1.8651316	0.73857695	5.0588403	0.66671	23.904192	12.980089	3.9305577	24.336775	-6.908717	484000	1.1567181e-08	7.8291173	0.066250354	-0.016969975	0.05412911	0.0044517065	0.0	65276.13151836395
121	6.006923	0.0	7.0	0.0	0.04191617	15.940772	8.000838	29.446102	-9.821999	1.9231381	0.73014534	4.175399	0.6676929	23.934132	13.044152	4.336179	24.690063	-6.077881	488000	3.1264197e-08	7.5764103	0.08267157	-0.013722592	0.054496627	0.0036544804	0.0	65819.67148160934
122	6.0463204	0.0	7.0	0.0	0.041666668	17.118618	8.276841	30.778654	-12.436856	1.8304541	0.6709667	4.3837037	0.714216	23.72619	13.843975	3.870571	24.907759	-3.5361345	492000	7.719369e-09	9.045225	0.078858875	-0.0035796373	0.05380501	0.0034897344	0.0	66363.40413403511
123	6.0858173	0.0	9.0	0.0	0.05421687	16.728449	8.25712	29.748846	-8.90937	1.9062518	0.73121095	4.7257447	0.6670397	23.981928	13.34635	4.2702746	24.793287	-7.527556	496000	-1.8811484e-08	9.329197	0.09824057	-0.010438214	0.057914514	0.0043673366	0.0	68065.0022611618
124	6.125413	0.0	10.0	0.0	0.05952381	16.830027	8.210887	29.11312	-11.386843	1.907446	0.67625046	4.5927143	0.9111203	23.797619	13.048685	4.3890815	24.454924	-11.773607	500000	-1.10126965e-08	6.471908	0.07144427	-0.025480267	0.05827782	0.008285884	0.0	71384.68443965912
