Epoch	Crash_ratio	alpha	entropy	critic1	critic2	LossPi	alpha_loss	critic1_loss	critic2_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
43	0.0	0.014634047	0.10159986	14.887848	14.889295	-14.894446	-21.553328	1.4104344	1.4052471	21.82862	3.554409	28.553518	8.192962	1.7505338	0.62994236	4.372348	0.6861291	23.080925	25000	172000.0	9814.073815107346
44	0.0	0.013242771	0.09612318	14.990758	14.988981	-14.991863	-22.039284	1.3394789	1.3328177	21.112535	3.7007952	30.531185	7.48756	1.8864765	0.6785968	4.986791	0.89298517	22.948572	25000	176000.0	10035.21426820755
45	0.0057803467	0.011983526	0.094100095	15.037143	15.038158	-15.036431	-22.539524	1.293574	1.2891885	21.17027	4.0987396	29.617058	-2.22363	1.8652623	0.76905334	6.0366235	0.66778606	22.965319	25000	180000.0	10259.483142614365
46	0.0	0.010843716	0.09100112	15.122752	15.123789	-15.118631	-23.034634	1.2620509	1.2539637	21.745693	3.0707355	28.474098	13.914334	1.9212762	0.6270542	3.7049427	0.91545695	23.028736	25000	184000.0	10478.607098817825
47	0.011299435	0.009812177	0.09063858	15.22006	15.217113	-15.215498	-23.54194	1.1757374	1.1695714	21.341143	3.6346264	28.278307	-0.40837982	1.8318399	0.6941087	5.3496065	0.6670329	22.61017	25000	188000.0	10701.614468812943
48	0.0	0.008878452	0.08843061	15.284284	15.284327	-15.280199	-24.040554	1.1226699	1.115563	21.525846	3.2764962	29.672483	12.753762	1.829776	0.5953894	3.678355	0.91371506	22.822857	25000	192000.0	10922.470092773438
49	0.022346368	0.008033715	0.08532362	15.36741	15.367564	-15.361118	-24.534277	1.080797	1.0701439	21.34914	4.1316705	28.865145	-0.9280398	1.8735375	0.69881594	4.757108	0.90893596	22.396648	25000	196000.0	11142.754091978073
50	0.016853932	0.0072694053	0.08260446	15.430002	15.429662	-15.419977	-25.029226	1.0390228	1.0310224	21.525349	4.474892	30.642168	-1.0571738	1.8488706	0.6044971	3.735403	0.9189417	22.5	25000	200000.0	11361.433376073837
51	0.0056497175	0.006577754	0.08208412	15.506606	15.505498	-15.496349	-25.53476	0.99517685	0.9859621	21.747936	3.4098835	28.870586	3.2523088	1.8995534	0.64215803	5.6656938	0.7997939	22.542374	25000	204000.0	11583.06835269928
52	0.016853932	0.0059520756	0.07775685	15.58585	15.585107	-15.572686	-26.020638	0.97598875	0.9663867	21.38622	4.231599	29.908096	-2.7802079	1.9525249	0.66582006	4.040518	0.91839606	22.539326	25000	208000.0	11804.873763799667
53	0.016759777	0.005385721	0.07786612	15.708273	15.706306	-15.688461	-26.528933	0.9537462	0.94490063	21.210798	4.0949144	30.040648	-4.8709135	1.9380537	0.6684132	4.531529	0.9206529	22.324022	25000	212000.0	12024.532705307007
54	0.011173184	0.0048728855	0.092835024	15.765242	15.765632	-15.747496	-27.117136	0.9101156	0.8986427	21.433619	3.8544183	29.169754	6.6106014	1.8455514	0.6898787	4.4290767	0.9042703	22.268156	25000	216000.0	12244.52315235138
55	0.022099448	0.0044081598	0.090863466	15.801027	15.801486	-15.78111	-27.616102	0.9024449	0.8892307	21.323437	4.554452	28.84642	-1.5075356	1.9383302	0.6955937	3.8131907	0.9232216	22.13812	25000	220000.0	12462.95577287674
56	0.027777778	0.003989543	0.07193611	15.853944	15.853297	-15.829855	-28.019825	0.88073915	0.8676335	21.316479	4.2098126	29.72623	0.46398067	1.9390352	0.6748155	4.593178	0.9044568	22.272223	25000	224000.0	12685.806636571884
57	0.011299435	0.0036105032	0.07116673	15.892328	15.892652	-15.860174	-28.521862	0.8682322	0.85263234	21.772196	3.8968883	28.865715	-2.9433126	1.8226207	0.6556718	4.2888904	0.91124094	22.553673	25000	228000.0	12907.939600467682
58	0.016759777	0.0032670347	0.0699499	15.918705	15.920061	-15.8826275	-29.021809	0.8510106	0.83740896	21.436092	3.9703076	30.665163	-1.3044505	1.831935	0.63518435	4.0815096	0.67892516	22.435755	25000	232000.0	13131.342577934265
59	0.011235955	0.0029562209	0.06796498	15.928361	15.9269905	-15.889367	-29.517166	0.85323817	0.83755684	21.487947	3.4746058	29.23881	4.628858	1.8813963	0.69236106	4.620461	0.6392276	22.382023	25000	236000.0	13354.165276765823
60	0.0056179776	0.0026748239	0.06788812	15.961459	15.9617815	-15.917471	-30.023605	0.8196946	0.8036194	21.6682	3.3689897	29.42568	5.7333937	1.9518782	0.5813415	4.0415154	0.66041625	22.544945	25000	240000.0	13575.234164953232
61	0.005586592	0.0024201903	0.06811896	15.992936	15.991742	-15.943648	-30.531984	0.8029116	0.78632784	21.927246	3.5546968	28.906324	1.9964933	1.8059053	0.5968381	3.4874194	0.88862574	22.363129	25000	244000.0	13797.19440817833
62	0.016949153	0.002189811	0.066296235	15.995169	15.995807	-15.943989	-31.027777	0.80990905	0.79359263	21.77639	4.3967338	29.23029	-4.8618226	1.8621405	0.6123238	4.6900654	0.87384844	22.548023	25000	248000.0	14016.773333787918
63	0.0056818184	0.001981404	0.066226974	16.008835	16.008444	-15.951902	-31.534082	0.7909179	0.7772328	21.891546	3.552443	28.217443	-2.3565257	1.8145585	0.5979524	5.0588965	0.91348034	22.772728	25000	252000.0	14237.130320310593
64	0.011363637	0.0017927837	0.06633255	16.012915	16.012596	-15.9546175	-32.041546	0.7903807	0.7805156	22.038185	4.20262	29.590487	-2.0530407	1.8252511	0.6287431	4.022606	0.6677858	22.676136	25000	256000.0	14460.297011613846
65	0.011363637	0.0016221305	0.06688078	16.025524	16.02467	-15.9645	-32.55188	0.7880157	0.77760476	21.883673	3.5983706	29.793022	2.1348488	1.8798699	0.6432598	4.3458357	0.92233604	22.710228	25000	260000.0	14683.102596759796
66	0.016853932	0.0014676768	0.06698202	16.047228	16.0473	-15.986783	-33.059475	0.76563686	0.7535052	21.832417	4.165856	28.575916	-3.9215412	1.8510921	0.70053333	5.127813	0.9144246	22.455055	25000	264000.0	14903.765574216843
67	0.0057803467	0.0013279404	0.066999726	16.053452	16.05417	-15.9918785	-33.566544	0.7567638	0.7459981	21.460474	3.828921	31.034048	1.320087	1.8712084	0.6685267	4.2817917	0.87622637	23.017342	25000	268000.0	15126.730726718903
68	0.0056179776	0.0012015107	0.06820748	16.065378	16.06702	-16.002121	-34.08168	0.7656537	0.75666505	21.766933	3.5668256	29.33795	0.44558626	1.9039507	0.60157174	4.0576997	0.8988973	22.662922	25000	272000.0	15351.852164268494
69	0.011560693	0.0010871004	0.06791661	16.082865	16.083595	-16.018883	-34.586796	0.7788856	0.76676613	22.075544	4.1388144	29.0877	-7.2176275	1.8558353	0.7310875	6.297357	0.6784306	23.0	25000	276000.0	15575.004170894623
70	0.011363637	0.0009836091	0.06765788	16.088417	16.089489	-16.022667	-35.091988	0.7739883	0.7631523	21.64813	4.2341967	29.49065	-0.0514257	1.8849355	0.6974258	4.7530236	0.92282647	22.772728	25000	280000.0	15800.43649148941
71	0.0	0.00088998256	0.06535369	16.073107	16.075094	-16.006876	-35.582684	0.77445424	0.7645386	21.770483	3.0749764	28.947512	13.914319	1.8360963	0.5576054	3.5090477	0.67787206	22.65909	25000	284000.0	16023.901898384094
72	0.0056818184	0.0008052747	0.06650117	16.0806	16.079699	-16.011366	-36.097565	0.7753164	0.7648823	21.77429	3.5414145	29.41851	2.129235	1.8392164	0.6526881	4.066604	0.9034337	22.863636	25000	288000.0	16246.182652235031
73	0.0056818184	0.000728609	0.064617865	16.07776	16.078339	-16.01115	-36.590813	0.757595	0.7464719	22.022722	3.3906326	28.226624	1.5943514	1.843502	0.6143863	4.2241893	0.89656746	22.636364	25000	292000.0	16468.520097494125
74	0.02259887	0.0006592565	0.06563144	16.086151	16.086023	-16.018185	-37.104847	0.75889516	0.7499442	22.161657	3.779311	29.821638	0.40509412	1.8341923	0.65944815	4.2256413	0.6670397	22.61017	25000	296000.0	16689.976155996323
75	0.016853932	0.00059648085	0.06702432	16.078974	16.078674	-16.009634	-37.622047	0.7443605	0.73417056	21.988401	3.678364	29.05866	3.2526126	1.8664277	0.6380264	5.141149	0.8953287	22.617977	25000	300000.0	16910.30539560318
76	0.0	0.00053968024	0.068307936	16.087694	16.088926	-16.018772	-38.138775	0.75095654	0.74125147	22.31372	2.9234607	28.80133	12.823712	1.8915915	0.6135755	3.7936575	0.6761339	22.878613	25000	304000.0	17129.834712982178
77	0.005586592	0.0004882972	0.06748587	16.090048	16.087927	-16.022427	-38.639595	0.7232503	0.7127202	22.22073	3.4606917	29.87957	-3.312011	1.7549632	0.61320454	5.8462243	0.6677904	22.564245	25000	308000.0	17352.712382793427
78	0.0057142857	0.00044181646	0.06680058	16.084826	16.084799	-16.017757	-39.14124	0.7133407	0.70103455	21.86398	3.5942388	29.918991	0.17201346	1.8035222	0.62124956	4.7736344	0.6476742	22.77143	25000	312000.0	17574.720501184464
79	0.011363637	0.00039975953	0.06569046	16.089714	16.090273	-16.023352	-39.639362	0.7268905	0.71701527	22.104177	3.6793478	31.003613	-2.7409508	1.7899238	0.6233723	4.2053986	0.89673203	22.625	25000	316000.0	17797.18622994423
80	0.011363637	0.000361706	0.06562713	16.104324	16.104576	-16.03673	-40.145576	0.7099115	0.6993745	22.002981	3.5995133	29.885483	4.899623	1.8534877	0.57500577	3.7977755	0.9283033	22.835228	25000	320000.0	18019.939973592758
81	0.0	0.00032726588	0.06443236	16.098763	16.099026	-16.02919	-40.64286	0.70706886	0.69658345	21.751654	2.9246526	28.698408	12.684548	1.7976887	0.5389384	3.2458506	0.9153485	22.47191	25000	324000.0	18242.853278398514
82	0.011299435	0.00029608406	0.062310822	16.107672	16.109495	-16.040941	-41.132744	0.69390786	0.6803399	22.502478	3.4606621	29.91048	2.0074756	1.7550836	0.60126674	4.4245734	0.66445583	22.485876	25000	328000.0	18464.50560593605
83	0.0056497175	0.00026787186	0.06492895	16.12551	16.1269	-16.059914	-41.661148	0.67977136	0.66682464	22.047749	3.732311	29.596415	1.186121	1.8333693	0.6586071	5.1057944	0.92483616	22.706215	25000	332000.0	18689.234107732773
84	0.016853932	0.00024234754	0.0641672	16.132113	16.131847	-16.06422	-42.161987	0.675758	0.6628768	21.808971	4.2569666	31.359158	-3.0584092	1.7902246	0.7115518	5.1310534	0.8818464	22.55618	25000	336000.0	18909.402715921402
85	0.011428571	0.00021925532	0.06518141	16.150202	16.15111	-16.083904	-42.677658	0.6802784	0.66758555	21.739017	3.624592	29.333796	2.3532546	1.912921	0.6736624	5.220744	0.9085652	22.668571	25000	340000.0	19132.391305685043
86	0.011299435	0.0001983635	0.06305899	16.167427	16.169582	-16.102013	-43.16678	0.6794076	0.668742	21.963804	4.020727	30.321968	-1.902854	1.8346157	0.57443726	3.6520052	0.90877724	22.638418	25000	344000.0	19352.79055929184
87	0.022346368	0.00017946234	0.0647753	16.17549	16.176409	-16.111343	-43.68858	0.69637924	0.68601847	21.991358	4.6104856	29.83149	-8.959897	1.8505188	0.7349491	4.8898616	0.66756856	22.396648	25000	348000.0	19576.207072496414
88	0.011173184	0.00016236241	0.062474255	16.161196	16.160938	-16.09538	-44.175648	0.7091166	0.6966335	22.251013	3.1971338	29.6447	10.842456	1.8514954	0.6230281	4.283902	0.91083705	22.486034	25000	352000.0	19796.87458562851
89	0.011299435	0.00014689186	0.061955705	16.168398	16.170893	-16.10313	-44.678013	0.7007931	0.6884245	21.606123	3.4809184	28.942497	3.0108755	1.8224077	0.6901373	4.2751303	0.90905976	22.38418	25000	356000.0	20024.292125940323
90	0.0	0.0001328952	0.060848404	16.180435	16.180616	-16.11606	-45.175003	0.7003654	0.6900874	22.386866	3.0942423	29.821138	11.604997	1.819437	0.5848691	4.4506183	0.9085681	22.542374	25000	360000.0	20242.76488351822
91	0.0	0.00012023223	0.061529987	16.182226	16.183256	-16.115679	-45.68788	0.67827296	0.66620535	22.13726	2.9733126	30.08916	10.843538	1.8622699	0.5354315	4.320126	0.90547496	22.61582	25000	364000.0	20462.731617689133
92	0.0055555557	0.000108775916	0.06060717	16.205776	16.205992	-16.138784	-46.186302	0.66046035	0.6493308	22.20102	3.2074616	28.499783	2.6953585	1.877457	0.5937766	4.2141147	0.92344993	22.36111	25000	368000.0	20682.73280096054
93	0.011299435	9.841116e-05	0.060815666	16.207731	16.207531	-16.1401	-46.695	0.6690764	0.65642875	22.106594	3.499542	30.532162	2.791142	1.781416	0.62614834	4.711771	0.663755	22.451977	25000	372000.0	20909.646824359894
94	0.011235955	8.903401e-05	0.063031204	16.207579	16.206856	-16.140453	-47.22243	0.6602919	0.65132594	21.719597	3.8489149	29.135256	-1.9241042	1.8129747	0.6527034	4.373472	0.90850294	22.55618	25000	376000.0	21140.154905080795
95	0.011299435	8.0550395e-05	0.060489956	16.2127	16.213015	-16.145363	-47.705467	0.65811235	0.6493866	22.300688	3.6800828	29.35438	-3.0214114	1.8296396	0.6168491	4.463083	0.91189593	22.666666	25000	380000.0	21368.252606153488
96	0.0056818184	7.2875126e-05	0.062565096	16.222334	16.22103	-16.15298	-48.23197	0.65850425	0.6480095	21.944996	3.8635817	30.33685	-3.3122485	1.865131	0.6791443	5.6973805	0.92665714	22.59659	25000	384000.0	21600.830208063126
97	0.0056497175	6.593124e-05	0.061230466	16.223616	16.225578	-16.156675	-48.726063	0.6692857	0.6590505	22.328127	3.1433551	28.49196	5.2435465	1.7969464	0.6055386	5.1395154	0.6662304	22.768362	25000	388000.0	21834.519770145416
98	0.0	5.9649024e-05	0.06029793	16.22273	16.224697	-16.157701	-49.22379	0.6541097	0.6426192	22.519297	3.247892	28.938837	8.153059	1.8093894	0.5904678	4.0040426	0.6675721	22.782858	25000	392000.0	22068.122381210327
99	0.0	5.396534e-05	0.061353665	16.233696	16.23315	-16.165289	-49.740864	0.64596623	0.6362556	22.185577	2.9889789	30.737516	12.346203	1.8531487	0.58671767	3.833838	0.6669906	22.636364	25000	396000.0	22302.75944852829
100	0.028248588	4.8823236e-05	0.062049925	16.2409	16.242163	-16.171442	-50.25457	0.64554447	0.6346326	21.785059	4.3462415	28.952137	0.023264911	1.9224429	0.7459469	5.658681	0.91042703	22.723164	25000	400000.0	22535.952402830124
101	0.0	4.417111e-05	0.06076288	16.243364	16.242052	-16.175104	-50.748627	0.64342433	0.63364965	21.82196	2.9676442	28.12936	11.8497095	1.8302269	0.5587783	3.795099	0.92241794	22.522472	25000	404000.0	22757.437215566635
102	0.0	3.996232e-05	0.060504496	16.269266	16.27081	-16.201094	-51.25275	0.64977854	0.63952523	21.978144	3.1166623	29.255482	11.628846	1.8611897	0.60861766	4.335658	0.66415656	22.62712	25000	408000.0	22974.878883600235
103	0.011363637	3.615454e-05	0.05941392	16.249275	16.249235	-16.181831	-51.74832	0.65986973	0.64873415	21.800966	3.6436038	27.826105	0.62454706	1.8437313	0.67486167	5.2223854	0.75630933	22.642046	25000	412000.0	23192.960334062576
104	0.017142856	3.270957e-05	0.06018662	16.264332	16.265966	-16.196388	-52.26295	0.6562876	0.6467015	22.10062	4.0486593	28.767624	-0.096996315	1.9057181	0.61125726	4.081257	0.9040902	22.822857	25000	416000.0	23412.708031892776
105	0.0056179776	2.9592826e-05	0.058192275	16.22411	16.22601	-16.155807	-52.748837	0.6901439	0.67979175	22.305809	3.4060075	30.727392	7.384922	1.7892573	0.52301675	3.6319883	0.9089443	22.511236	25000	420000.0	23629.667932987213
106	0.017142856	2.6773061e-05	0.05877569	16.253733	16.25372	-16.185297	-53.261467	0.6612016	0.6516741	22.181726	3.813012	29.657812	0.22149399	1.8301274	0.60042894	4.0773168	0.9093494	22.731428	25000	424000.0	23860.975638628006
107	0.0056179776	2.4221987e-05	0.058335174	16.256647	16.256004	-16.189293	-53.763336	0.6615824	0.6505398	22.3164	3.6824887	28.800575	-9.006695	1.768391	0.60241115	4.99145	0.73136663	22.561798	25000	428000.0	24089.461188554764
108	0.0056497175	2.1913984e-05	0.056154374	16.263535	16.263815	-16.196808	-54.246517	0.67248863	0.66284996	22.54085	3.8244076	30.050747	-0.37705255	1.8109273	0.57509905	3.8700318	0.910986	22.62712	25000	432000.0	24321.70431280136
109	0.0	1.9825906e-05	0.058582023	16.274261	16.274952	-16.206795	-54.77906	0.66657335	0.65613216	22.310127	2.9908664	29.426424	12.635237	1.8019344	0.55764085	3.5703864	0.89360744	22.636364	25000	436000.0	24554.899119615555
110	0.0056818184	1.7936796e-05	0.05807723	16.281668	16.281124	-16.213322	-55.280106	0.6409375	0.6313871	22.262728	3.168371	29.777079	7.570209	1.8410332	0.6187605	4.2325606	0.90872294	22.818182	25000	440000.0	24794.400715827942
111	0.02259887	1.6227694e-05	0.05567556	16.290648	16.288649	-16.222778	-55.760098	0.63826734	0.6278831	22.24086	3.9045506	31.183647	-1.0469933	1.9005945	0.6494821	4.5870814	0.92767376	22.519773	25000	444000.0	25022.929809570312
112	0.017045455	1.4681447e-05	0.057236068	16.30088	16.30196	-16.234392	-56.283707	0.6398484	0.62974906	22.380285	4.0865026	29.64996	-0.7055292	1.8997337	0.60868853	3.9367962	0.91420716	22.710228	25000	448000.0	25241.18735933304
113	0.0056818184	1.3282521e-05	0.056367315	16.31068	16.309885	-16.24364	-56.780376	0.65538466	0.64631796	22.274372	4.0466714	30.53581	0.13736089	1.817814	0.5701109	3.751586	0.9068078	22.732954	25000	452000.0	25461.152067661285
