Epoch	Crash_ratio	Eval_Q	Target_Q	TD_error	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	TotalEnvInteracts	Time
80	0.0055555557	15.349077	13.862689	0.39433345	21.19041	3.6088934	28.437979	-4.2359004	1.7837664	0.5953904	4.6696115	0.9096597	22.105556	320000.0	26991.666380405426
81	0.027472528	15.348087	13.861768	0.40810913	21.374836	4.1315217	27.60558	-0.5248319	1.8417137	0.6720876	4.4078145	0.9195072	22.021978	324000.0	27338.990649700165
82	0.016574586	15.344226	13.859374	0.3947105	21.392899	3.9260883	28.131102	1.6667944	1.9097816	0.7390585	5.2389975	0.9187674	22.209946	328000.0	27681.888653993607
83	0.0056497175	15.336868	13.845068	0.40687537	21.440355	3.5758505	28.968008	0.551594	1.7795476	0.6595178	5.7332325	0.91602355	22.395481	332000.0	28025.224148273468
84	0.0	15.328673	13.828711	0.39363456	21.307007	2.9435325	28.5717	13.573717	1.8366338	0.64001834	4.4710264	0.67513514	22.441341	336000.0	28365.142713069916
85	0.02247191	15.338066	13.851004	0.40059978	21.110588	3.9993687	30.335583	4.0949335	1.960227	0.6975218	4.352412	0.66631657	22.438202	340000.0	28705.777799367905
86	0.011173184	15.333616	13.850605	0.4010857	21.759733	3.9348056	27.828938	-0.25087887	1.8728427	0.7204346	5.911845	0.669789	22.363129	344000.0	29049.08124613762
87	0.011173184	15.325974	13.842702	0.40948987	21.100876	3.7328365	27.714928	-1.0406396	1.8282086	0.64348	5.052783	0.9040696	22.402235	348000.0	29393.343962669373
88	0.005586592	15.320775	13.840634	0.40433422	21.332115	3.5528877	28.107183	3.6955276	1.9013778	0.63884753	4.3010273	0.9042353	22.312849	352000.0	29735.795030593872
89	0.0056497175	15.313884	13.825366	0.39738718	21.39217	3.5095072	28.889801	3.2582953	1.8319589	0.6790729	4.8688	0.66507715	22.531073	356000.0	30080.650577306747
90	0.011173184	15.304469	13.816924	0.40478912	21.18797	3.9333818	28.400362	-4.499299	1.800644	0.6287137	5.084765	0.67009234	22.402235	360000.0	30424.759027719498
91	0.005586592	15.316059	13.844316	0.40019977	20.996569	3.1807365	28.627048	6.294537	1.8888502	0.72172904	4.92166	0.9011416	22.357542	364000.0	30762.47532105446
92	0.0056179776	15.309885	13.83465	0.39883143	21.906563	2.950108	29.14367	2.4640446	1.8578666	0.56156296	4.5278354	0.66747534	22.41573	368000.0	31101.820695638657
93	0.005586592	15.300549	13.82882	0.39287642	21.79348	3.4626622	29.503897	2.0077786	1.851127	0.60025144	3.8101757	0.90997595	22.396648	372000.0	31447.46121454239
94	0.0	15.287076	13.8082285	0.3987588	21.436615	3.3241239	29.697315	9.107811	1.8506653	0.5809501	4.089985	0.6925657	22.27933	376000.0	31794.812634706497
95	0.0	15.281965	13.811816	0.40056536	21.653078	3.173437	29.539465	10.966537	1.7684741	0.574319	3.3001394	0.6663302	22.312849	380000.0	32137.304090976715
96	0.011049724	15.277363	13.809795	0.3926777	21.801468	3.730184	29.449274	-0.5963586	1.8477062	0.65135527	5.0696006	0.9011601	22.149172	384000.0	32479.899849414825
97	0.027777778	15.279727	13.804674	0.39907143	21.004251	4.0943866	30.267288	0.38158992	1.9120969	0.72747505	5.829319	0.922467	22.355556	388000.0	32824.20425701141
98	0.011428571	15.28616	13.819953	0.39608607	21.76911	3.7279959	30.76368	0.1663445	1.8407367	0.685144	5.043003	0.66775995	22.72	392000.0	33167.98140025139
99	0.0	15.269961	13.811151	0.3935674	21.77775	3.2277133	29.228271	12.209027	1.7957486	0.5663755	3.7073216	0.6769499	22.449438	396000.0	33511.08959555626
100	0.005586592	15.258311	13.788637	0.39597192	21.67858	3.1737368	30.931688	6.1254478	1.9179629	0.5999819	3.784027	0.91396403	22.452515	400000.0	33852.591695308685
101	0.0056818184	15.267269	13.803711	0.39276263	21.736347	3.1439366	28.714428	7.7297745	1.8107123	0.6341215	4.9372954	0.9083008	22.568182	404000.0	34200.23483133316
102	0.0055555557	15.272472	13.811107	0.38895035	21.668797	3.7340949	31.54991	-1.7461385	1.7993273	0.61836934	4.4446926	0.91024905	22.444445	408000.0	34547.87395811081
103	0.017045455	15.265103	13.812111	0.39757255	21.563612	3.7905574	28.590721	1.7338428	1.941003	0.71588236	4.745549	0.8968344	22.573864	412000.0	34898.76916217804
104	0.02793296	15.267967	13.815577	0.39419913	21.285105	4.357883	28.303844	-4.9485836	1.9065853	0.7195999	5.2656183	0.91931343	22.379889	416000.0	35243.511343955994
105	0.0055555557	15.261972	13.805018	0.394627	21.186049	4.3498526	29.5391	-3.0955038	1.8929576	0.6113675	5.4770546	0.894547	22.23889	420000.0	35590.03287267685
106	0.0055555557	15.2716875	13.809287	0.39989075	21.288116	3.2702208	29.88654	5.1010647	1.7888136	0.57067615	4.0384626	0.9194246	22.205555	424000.0	35939.40875196457
107	0.005586592	15.273711	13.816657	0.3956187	21.667551	3.1667101	28.857006	3.8332956	1.877705	0.7073062	5.470092	0.6832227	22.435755	428000.0	36285.91083455086
108	0.0056179776	15.2775545	13.820041	0.39070967	21.685772	3.1602676	29.004137	5.152207	1.8111788	0.63570476	4.641344	0.9033057	22.398876	432000.0	36630.305124521255
109	0.0056179776	15.294336	13.834664	0.3837857	22.03045	2.988216	29.238373	5.5604515	1.8398547	0.67511106	5.188	0.8348896	22.466291	436000.0	36974.17632508278
110	0.0056497175	15.291614	13.83804	0.38549775	21.765928	3.4287624	31.176208	7.065756	1.8280598	0.6277251	4.3844814	0.91725796	22.604519	440000.0	37321.03652715683
111	0.0	15.301672	13.847045	0.38833	22.013258	3.0426822	28.956282	11.679552	1.8143684	0.5842161	3.8470654	0.8836985	22.65909	444000.0	37669.09238600731
112	0.016574586	15.313482	13.866021	0.37471053	21.161028	3.7632387	28.180168	-2.1542132	1.9173828	0.70551825	4.565672	0.9283322	22.110497	448000.0	38008.9722571373
113	0.0056497175	15.299657	13.852204	0.3823286	21.922901	3.5188913	29.385235	0.39387205	1.8447973	0.60487795	3.7123208	0.9057016	22.62147	452000.0	38351.774119615555
114	0.0	15.311372	13.866833	0.37946916	21.178886	3.631394	30.111158	-1.6299323	1.9068228	0.6538099	4.169879	0.914789	22.335196	456000.0	38697.28939533234
115	0.0056179776	15.315976	13.876234	0.37740356	21.749815	3.1917086	28.746677	1.7576542	1.8603789	0.606075	4.124812	0.9316207	22.44382	460000.0	39036.40981245041
116	0.0	15.319824	13.874992	0.3674218	21.65335	3.1972597	28.164598	13.115731	1.8059839	0.5641092	3.7505238	0.9196587	22.379889	464000.0	39376.33932328224
117	0.0	15.306202	13.864481	0.37109664	21.936981	3.2695017	29.255484	12.341538	1.9071447	0.6340435	3.870759	0.9147975	22.477528	468000.0	39718.69856977463
118	0.011049724	15.315334	13.8766365	0.3714807	21.230396	4.1603904	28.596163	-1.6360246	1.8897517	0.6295699	5.024069	0.91792214	22.19337	472000.0	40072.81985807419
119	0.0	15.320539	13.884976	0.36768958	21.922821	3.232064	29.373592	10.316779	1.7377647	0.6260084	4.2841663	0.911912	22.485876	476000.0	40417.20021939278
120	0.00729927	15.3242655	13.886167	0.36796606	21.380589	3.6381605	30.715012	0.5026604	1.8261981	0.6705147	5.825204	0.90569365	22.467154	480000.0	40794.52529382706
121	0.022346368	15.299076	13.867336	0.3712644	21.231424	5.437568	29.510689	-26.469418	1.789531	0.66677237	5.040079	0.894467	27.581005	484000.0	41139.97646164894
122	0.016759777	15.298981	13.862101	0.36511183	21.734894	4.088293	29.909988	0.45603594	1.8650894	0.709855	4.468859	0.91108006	22.273743	488000.0	41486.209523677826
123	0.0056497175	15.2915745	13.84747	0.36227894	21.616442	3.6215227	28.098698	5.462395	1.8268734	0.74160695	5.859894	0.6800133	22.59322	492000.0	41833.73914074898
124	0.02189781	15.270664	13.835487	0.37329626	21.345554	5.817457	28.885551	-24.91303	1.8221941	0.68178695	4.393587	0.66591483	29.357664	496000.0	42208.92251586914
125	0.0056818184	15.259004	13.821503	0.36702472	21.719927	2.894444	28.349316	11.449945	1.7703537	0.59614897	3.9153106	0.92400897	22.52841	500000.0	42551.830886125565
