Epoch	Crash_ratio	Eval_Q	Target_Q	TD_error	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	TotalEnvInteracts	Time
1	0.67045456	0.1768609	0.27648965	1.5417472	-10.767094	31.625874	16.068203	-212.31294	4.6921396	1.2266079	7.743773	1.0	40.397728	4000.0	379.22924160957336
2	0.4457143	0.5991582	0.39176178	1.2388394	9.863793	12.585006	29.47553	-82.688614	3.1474378	1.3625194	7.898635	0.91369736	25.274286	8000.0	733.8831562995911
3	0.34123224	3.5973485	2.8294508	1.9009742	14.081598	9.924285	30.118664	-3.250673	2.465206	1.1902653	6.738665	0.9116312	18.99526	12000.0	1072.6726081371307
4	0.28846154	7.0512853	6.090574	2.5523653	14.506141	9.714195	28.630106	-7.322133	2.3897276	1.3221171	7.3574815	0.6735377	19.125	16000.0	1418.3508591651917
5	0.18848167	9.279401	8.175506	2.9416416	17.20103	8.881972	28.958439	-3.8148868	2.3338203	1.3521421	7.300449	0.910071	20.994764	20000.0	1763.6046845912933
6	0.1027027	10.740283	9.512006	2.848057	17.64961	8.240489	29.631643	-6.3023434	2.1120896	1.1905614	6.994386	0.9113335	21.756756	24000.0	2109.8612122535706
7	0.07734807	11.554124	10.249507	2.465874	18.290386	7.8368826	29.50031	-5.562476	2.1266506	1.0944834	6.6250124	0.9097623	21.900553	28000.0	2506.9170095920563
8	0.09289618	11.983945	10.580053	2.2995243	16.9173	8.293242	28.398647	-10.42483	2.2622178	1.2235576	6.9533176	0.6740741	22.054646	32000.0	2890.7187507152557
9	0.06111111	12.297812	10.831535	2.1507745	18.045082	7.3241215	30.462862	-9.124555	2.029929	1.0635655	7.171348	0.6556272	22.038889	36000.0	3331.880228281021
10	0.033707865	12.52218	11.035647	1.9929101	18.820065	6.5549903	29.326115	-4.4454937	1.9858786	0.9827067	8.221738	0.6743334	22.488764	40000.0	3858.914838552475
11	0.06593407	12.7048025	11.196963	1.9046463	18.277596	7.5908346	29.427464	-9.183045	2.0310683	1.0316699	6.0602164	0.9140196	21.95055	44000.0	4343.978806018829
12	0.039325844	12.859918	11.364224	1.7935898	18.882074	6.776729	28.690887	-6.1844177	1.9811991	0.84599537	5.323805	0.9280057	22.60674	48000.0	4762.063623666763
13	0.016949153	13.029682	11.531787	1.6845787	20.189768	5.4652953	29.377722	-1.8027847	1.9485793	0.75749516	5.35525	0.6675821	22.570621	52000.0	5136.622798919678
14	0.0	13.198233	11.710067	1.6114024	19.833921	4.5801635	31.06591	9.782301	1.9422015	0.8212766	4.7323318	0.9127315	23.040462	56000.0	5524.007874965668
15	0.0	13.316335	11.829815	1.5008396	20.183178	4.8602667	29.595272	6.6731086	1.8530558	0.6886209	4.7018046	0.89598906	22.294445	60000.0	5902.064426898956
16	0.0	13.470211	11.989864	1.4390144	20.465147	4.530747	31.03867	8.579603	1.8039551	0.63627225	4.7562346	0.9209521	22.460674	64000.0	6303.247941493988
17	0.0	13.580233	12.084712	1.3537993	20.755302	4.5721126	30.079569	5.3171215	1.8356324	0.68264425	4.6035924	0.91014427	22.455055	68000.0	6699.762217283249
18	0.016666668	13.700865	12.205203	1.2811831	19.958149	5.2834587	27.612371	-2.2980564	1.8555973	0.7997821	5.9425354	0.82773465	22.272223	72000.0	7092.818083524704
19	0.0	13.782952	12.277686	1.2259829	20.41288	4.150954	28.503428	8.061952	1.8942091	0.6810519	4.0574427	0.915517	22.58757	76000.0	7450.40541768074
20	0.011173184	13.873643	12.360895	1.1733117	20.86976	4.5958686	29.962385	-3.011829	1.7882543	0.6656281	5.9602447	0.91779524	22.307262	80000.0	7799.512885093689
21	0.0	13.966232	12.46164	1.1279997	20.271109	4.291293	28.907372	3.7953987	1.8242254	0.61856896	3.674956	0.8964772	22.06044	84000.0	8154.331457614899
22	0.0	14.025436	12.515945	1.0933118	20.310225	3.840179	30.446886	6.965547	1.7938551	0.6384947	5.0881853	0.91281295	21.923077	88000.0	8507.283079147339
23	0.0	14.101311	12.581721	1.0609245	20.445553	4.4646726	29.865492	-1.1053249	1.8311288	0.6597493	4.4058776	0.6824997	22.049725	92000.0	8850.851327180862
24	0.0	14.168621	12.654819	1.0106474	20.45343	3.8099563	31.605194	10.169844	1.9055989	0.6526388	3.9988651	0.66552377	22.154696	96000.0	9194.822328329086
25	0.010989011	14.246159	12.739088	0.99243736	20.235607	4.21553	27.068193	-5.0658236	1.8649222	0.69176406	4.708368	0.91347474	21.967033	100000.0	9540.31536769867
26	0.0	14.299984	12.801837	0.95163953	20.739542	3.939085	31.241703	7.9144206	1.9274074	0.6579982	4.533541	0.918512	22.363129	104000.0	9886.508775234222
27	0.0055555557	14.353304	12.858836	0.93148977	19.759462	4.341681	28.248602	-0.86368597	1.8900529	0.67441976	4.511828	0.92322165	22.161112	108000.0	10231.575800180435
28	0.0055555557	14.37964	12.888732	0.91800904	20.758333	4.0037255	28.227009	-0.26421	1.9672284	0.68754995	4.3994207	0.67062366	22.211111	112000.0	10574.312311410904
29	0.010989011	14.413292	12.927321	0.9018964	19.748444	5.086176	29.082628	-4.395539	1.9396528	0.6345331	4.839481	0.6745657	22.0	116000.0	10920.829661369324
30	0.0054945056	14.459052	12.983414	0.8804678	20.721317	4.276948	31.768862	0.35351348	1.8784629	0.6248277	4.149047	0.9322643	21.983517	120000.0	11266.971593856812
31	0.005586592	14.499628	13.019071	0.85155773	20.395971	4.2849035	30.496466	-1.6681498	1.9217792	0.63038695	4.9298677	0.92152137	22.318436	124000.0	11614.47597193718
32	0.005524862	14.523102	13.046485	0.8370557	20.278366	4.551531	30.410166	-0.7130293	1.8974513	0.6363577	5.0469155	0.9230574	22.13812	128000.0	11958.704335927963
33	0.005586592	14.543019	13.073607	0.8258303	20.678867	4.054938	29.89041	0.33530864	1.8750051	0.5800938	4.42108	0.68332577	22.234636	132000.0	12302.953247308731
34	0.0054945056	14.580219	13.104689	0.80482405	20.4265	3.9399123	28.816597	3.509033	1.9662198	0.6968347	4.191306	0.9102079	22.164835	136000.0	12649.494855165482
35	0.022099448	14.592192	13.113077	0.7995319	19.77163	5.2332635	28.781986	-4.5248556	1.9115764	0.7337141	5.7410007	0.9033441	21.994474	140000.0	12996.778412818909
36	0.0	14.59791	13.131309	0.78912467	20.735802	3.8832622	29.959726	5.9581175	1.8209591	0.5875474	3.4796987	0.6782889	22.010988	144000.0	13341.763968706131
37	0.0	14.613142	13.1446905	0.77571714	21.002762	3.6257062	30.795717	12.465834	1.8524334	0.5041677	3.4638524	0.91075176	21.95055	148000.0	13687.194105625153
38	0.0054945056	14.62515	13.166207	0.7606981	20.473038	4.3770742	30.142271	-1.8137287	1.9117097	0.70128214	4.6336026	0.9044234	22.071428	152000.0	14035.308568000793
39	0.0	14.644641	13.1841955	0.75225097	20.44909	3.9022593	31.21978	10.406799	1.8344514	0.6427894	5.212641	0.9089401	22.005526	156000.0	14382.806724071503
40	0.0	14.672555	13.217156	0.72677886	21.007113	3.5896661	29.855227	12.208909	1.8180805	0.5339095	3.8299592	0.92832196	21.885246	160000.0	14728.795502185822
41	0.0	14.69843	13.250128	0.7209974	20.750341	3.5185115	28.060324	11.863844	1.844638	0.58840686	4.573989	0.9219334	21.77174	164000.0	15078.422278881073
42	0.0	14.7198925	13.277284	0.7118427	20.34577	3.7079484	28.552496	9.336719	1.9099902	0.6040399	4.4217467	0.8974965	22.03315	168000.0	15424.80542588234
43	0.0054945056	14.720448	13.281448	0.6977684	20.297163	3.7905262	30.473274	2.431262	1.9561878	0.6473178	5.8232512	0.90490925	22.005495	172000.0	15771.9672768116
44	0.010869565	14.735912	13.296213	0.6962058	20.803312	4.1056023	29.184977	-3.0895803	1.8311979	0.582396	4.452175	0.91035575	21.73913	176000.0	16124.420800209045
45	0.0	14.752559	13.320928	0.6818437	20.052769	3.9015114	27.59709	6.1767936	1.9103906	0.597453	4.1670327	0.9159166	21.983517	180000.0	16477.774581193924
