Epoch	AveragePenalty	StdPenalty	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	LossVC	DeltaLossPi	Entropy	KL	ClipFrac	Time
29	2.4873967	0.0	50.0	0.0	0.27027026	8.373467	11.019506	27.986189	-15.215975	2.5704584	1.084345	5.8082843	0.9134595	21.497297	8.463776	3.689965	15.138041	-4.3618436	120000	4.407739e-09	40.678055	0.39519513	-0.014437583	0.6760757	0.0062170695	0.0	17185.58022236824
30	2.5271564	0.0	67.0	0.0	0.34183672	7.5443997	10.990505	28.16972	-14.730717	2.646692	1.1782997	5.8987894	0.91104686	20.362246	8.936107	3.5496023	15.6	-3.0615695	124000	1.9202977e-08	41.898647	0.49077234	-0.01805345	0.62436527	0.006191607	0.0	17744.31915831566
31	2.56703	0.0	64.0	0.0	0.3316062	7.722712	10.407937	27.69959	-13.595174	2.69181	1.116534	5.50455	0.9239058	20.68912	8.381236	3.5903838	15.424485	-3.906441	128000	1.8930418e-08	36.344147	0.36152548	-0.010998312	0.5829766	0.0026896913	0.0	18308.682531118393
32	2.6068883	0.0	58.0	0.0	0.29591838	8.1526	10.207536	27.671982	-16.514965	2.5781832	1.0753462	5.531407	0.9126465	20.362246	8.555696	3.5997403	15.286042	-3.1708488	132000	-9.372512e-10	37.087616	0.35762575	-0.011931057	0.60106087	0.0032477416	0.0	18865.90971660614
33	2.6465356	0.0	55.0	0.0	0.28645834	8.98619	10.344426	27.154242	-14.5469475	2.403344	1.0612736	5.5230546	0.5608294	20.770834	8.327832	3.2833395	14.9678955	-1.7715533	136000	1.3041028e-08	35.72442	0.3253592	-0.011254443	0.57915044	0.0027714255	0.0	19416.08251476288
34	2.6862283	0.0	56.0	0.0	0.29166666	10.296065	10.851921	28.818117	-13.589163	2.5763838	1.0730654	6.2781124	0.9104131	20.723959	9.843063	3.0173993	15.838978	0.27064976	140000	-1.0476426e-08	37.41616	0.32122806	-0.01758024	0.58915406	0.0050585386	0.0	19976.340478897095
35	2.7258635	0.0	56.0	0.0	0.29166666	9.66756	10.607949	28.010572	-13.162108	2.4839985	1.0994494	5.777372	0.66762304	20.776041	9.752129	3.726427	17.216805	-3.0112097	144000	4.998555e-10	36.201126	0.35032377	-0.014619158	0.5368849	0.0049548834	0.0	20542.977464437485
36	2.7653844	0.0	51.0	0.0	0.2642487	11.126043	10.482983	27.29552	-11.341192	2.4214447	1.0247586	4.9207454	0.9086291	20.647669	9.942219	3.227155	16.34782	-3.86479	148000	-5.910488e-09	36.296883	0.28805983	-0.023466034	0.49191585	0.00759453	0.0	21097.222590446472
37	2.8047817	0.0	52.0	0.0	0.27659574	11.469646	10.461432	28.429384	-14.688727	2.3918328	0.98989147	5.6481805	0.6676744	21.19149	10.395327	3.2815993	16.45515	-3.1549454	152000	-9.920493e-09	33.630863	0.2805001	-0.014584073	0.48322815	0.005550399	0.0	21665.581729888916
38	2.844036	0.0	54.0	0.0	0.2769231	11.708035	10.602381	28.180004	-13.494213	2.355469	1.023382	4.9838967	0.6666367	20.42564	10.496321	3.471661	16.662062	-2.2748756	156000	9.2687955e-09	33.024563	0.29249656	-0.016983448	0.4638468	0.00409753	0.0	22213.83777332306
39	2.8832605	0.0	52.0	0.0	0.2722513	11.611581	10.307752	29.004395	-12.734874	2.416401	1.0571463	6.645109	0.667587	20.86911	10.5613165	3.5714355	17.189766	-3.7695913	160000	2.8828173e-09	32.11492	0.31683698	-0.017697405	0.4372274	0.0038854966	0.0	22767.81419634819
40	2.9225776	0.0	60.0	0.0	0.30927834	11.157655	10.576871	27.206192	-10.843152	2.4931316	0.9805626	5.460746	0.9246927	20.618557	10.444576	3.5256357	17.450876	-3.9312735	164000	3.2440175e-09	33.802635	0.261752	-0.019087523	0.4236582	0.0037824025	0.0	23307.642950057983
41	2.9618988	0.0	58.0	0.0	0.29896906	11.320831	9.742093	27.843784	-14.2803545	2.4222317	1.0129092	5.2862844	0.8965338	20.603092	10.21176	4.167366	17.89972	-4.3515925	168000	8.865455e-09	29.902855	0.30475998	-0.013116157	0.40767306	0.0022218379	0.0	23854.893895864487
42	3.001258	0.0	44.0	0.0	0.24043716	12.682822	10.231802	28.379202	-12.936711	2.435115	0.9943726	5.141959	0.9155167	21.819672	10.247948	3.5072927	16.223108	-3.8590233	172000	3.6985621e-09	31.282425	0.26989612	-0.009470417	0.3625105	0.002621869	0.0	24402.25556898117
43	3.0405445	0.0	61.0	0.0	0.31282052	12.773853	10.608493	29.625166	-10.2435055	2.3467073	1.0282232	4.3409686	0.66665035	20.379488	11.106545	3.5458043	17.484722	-3.217934	176000	8.386527e-09	30.256992	0.27440906	-0.018550657	0.3559082	0.0072773686	0.0	24945.152188777924
44	3.079719	0.0	49.0	0.0	0.2525773	13.614514	9.901976	28.672804	-8.807996	2.302675	0.9657138	4.7189984	0.6676611	20.618557	11.473496	3.9969149	18.427273	-3.5469677	180000	-1.510073e-08	27.09716	0.25316563	-0.03343182	0.34534484	0.007833012	0.0	25493.76730656624
45	3.1187553	0.0	49.0	0.0	0.2565445	13.644043	9.941673	28.083702	-10.975748	2.2655463	0.9733324	5.318259	0.6674701	20.884817	11.945332	4.067616	18.33379	-6.252634	184000	-1.551361e-08	26.477852	0.25703222	-0.016651664	0.3624523	0.004392734	0.0	26043.98145675659
46	3.1576493	0.0	41.0	0.0	0.22527473	13.630991	10.196402	28.348688	-8.8685875	2.2430377	0.9169158	3.9510186	0.66660315	21.884615	11.434237	3.9208758	19.19342	-6.0238023	188000	1.5682362e-09	25.637808	0.19529456	-0.016192464	0.3265491	0.00746819	0.0	26587.341575860977
47	3.1965756	0.0	52.0	0.0	0.26943004	14.095761	10.331943	30.638458	-10.403571	2.3436105	1.028415	5.0581017	0.6666596	20.621761	11.748486	4.0316486	19.379698	-4.998319	192000	-3.7678296e-09	27.20717	0.24352975	-0.017050056	0.29600498	0.0071203103	0.0	27118.52415060997
48	3.2355788	0.0	43.0	0.0	0.2311828	14.2793045	9.909417	29.387947	-8.494469	2.366097	1.017934	5.055642	0.8537262	21.45699	11.919695	4.3578644	18.89679	-6.091304	196000	9.32583e-09	24.256775	0.25638604	-0.017848926	0.31682932	0.003503395	0.0	27659.865547418594
49	3.2745664	0.0	43.0	0.0	0.23243243	14.298237	10.225743	28.96249	-14.615156	2.2984536	0.9235622	4.4918127	0.90934175	21.535135	11.753701	4.4263377	19.106136	-5.014467	200000	6.521368e-09	22.73043	0.21113135	-0.013296361	0.3254124	0.0023665219	0.0	28205.586465597153
50	3.3135285	0.0	47.0	0.0	0.2460733	14.60735	9.788013	29.687199	-7.9136124	2.2810657	0.9548925	4.618948	0.90902245	20.916231	11.982325	4.438321	19.565321	-5.586278	204000	-1.3698826e-08	26.786829	0.24209544	-0.015292269	0.29420328	0.0038184752	0.0	28749.29675912857
51	3.352468	0.0	45.0	0.0	0.24064171	14.465407	10.09517	29.964651	-8.402383	2.2716472	0.92384475	4.4442635	0.6675635	21.374332	12.117462	4.1934423	19.51478	-7.384821	208000	-4.5641686e-09	23.807293	0.21351792	-0.009613688	0.31562498	0.004184329	0.0	29302.603026151657
52	3.391453	0.0	50.0	0.0	0.26041666	13.45412	9.916843	29.576485	-10.735084	2.3064966	1.0190184	5.103522	0.9110875	20.786459	11.288657	4.717706	19.494165	-6.6371727	212000	1.8307286e-08	19.848984	0.19828829	-0.019072626	0.28546202	0.0077150105	0.0	29848.23264193535
53	3.4304667	0.0	42.0	0.0	0.22702703	14.061654	10.327768	30.236065	-9.685934	2.2892601	0.9593197	4.863774	0.66753	21.583784	11.7104435	4.739306	20.250793	-6.3760056	216000	1.5165648e-09	27.248552	0.20683435	-0.015908338	0.2834786	0.004261774	0.0	30403.491265773773
54	3.4693286	0.0	32.0	0.0	0.18079096	15.707012	9.228585	29.256489	-10.618416	2.1648011	0.87274426	4.4958215	0.91212064	22.457626	11.978909	3.9810507	20.717659	-5.8161077	220000	-6.9604145e-10	19.988228	0.17804784	-0.021192338	0.29359376	0.005679642	0.0	30959.723888874054
55	3.5080447	0.0	30.0	0.0	0.16759777	15.280655	9.278632	28.803238	-6.5423584	2.1500325	0.9007153	5.3305426	0.6671184	22.318436	12.466553	4.1978364	20.368105	-2.4054515	224000	-7.4228996e-09	19.437511	0.19508348	-0.010218097	0.30867276	0.0038188654	0.0	31516.103960752487
56	3.546789	0.0	27.0	0.0	0.15517241	15.429619	9.401118	32.083496	-12.288756	2.2443721	0.88301945	5.5910225	0.90922076	22.850574	12.528009	3.690592	20.406727	-5.2639556	228000	-1.5619916e-08	19.083225	0.20334052	-0.014376427	0.28054702	0.0069676093	0.0	32070.058485746384
57	3.5855532	0.0	27.0	0.0	0.15517241	14.8606205	9.679049	28.128443	-11.822282	2.2329628	0.8804162	4.434278	0.9436762	22.97701	12.296894	4.3217196	20.096344	-5.124377	232000	3.1735505e-09	19.81592	0.17832722	-0.015038426	0.30247587	0.0033251964	0.0	32604.681432962418
58	3.6240892	0.0	21.0	0.0	0.12	15.607156	8.967125	30.04477	-11.296399	2.0685754	0.8273151	4.196081	0.9090937	22.8	12.162547	4.1054244	19.742556	-4.8070793	236000	4.34059e-08	18.104118	0.14129575	-0.016705329	0.27214545	0.0051264497	0.0	33141.691195487976
59	3.6624696	0.0	23.0	0.0	0.13068181	16.651525	9.160803	30.585083	-11.465389	2.0927606	0.9205566	4.477563	0.7261084	22.664772	12.504369	4.093126	20.18393	-4.5414057	240000	5.371027e-09	15.884948	0.14837384	-0.009951027	0.25758702	0.0050800573	0.0	33676.793536663055
60	3.7008717	0.0	32.0	0.0	0.17777778	15.713784	9.6704	28.109623	-9.904929	2.1857944	0.9044071	4.912312	0.66679317	22.13889	12.859498	4.6877394	20.77015	-4.053225	244000	5.8858287e-09	17.076094	0.1741867	-0.012608026	0.2302265	0.0075119724	0.0	34223.51927900314
61	3.7392256	0.0	25.0	0.0	0.14619882	15.809716	9.432323	28.252972	-8.09723	2.1360443	0.8482565	4.8745956	0.9101963	23.274855	12.849904	4.3664074	22.312525	-6.8955746	248000	1.6455497e-09	18.298836	0.1590964	-0.01081981	0.24252091	0.0045410004	0.0	34768.20131492615
62	3.7775764	0.0	24.0	0.0	0.13636364	15.857294	9.081147	30.870993	-9.711731	2.153821	0.83091676	4.5655775	0.9117941	22.664772	12.94931	3.9395602	21.185175	-6.091616	252000	-1.9138694e-08	18.68634	0.17618546	-0.017962128	0.22334673	0.0064708036	0.0	35324.650874614716
63	3.815873	0.0	20.0	0.0	0.11627907	16.54736	8.607501	29.700315	-12.868692	2.1144056	0.8563451	5.210939	0.6663776	23.186047	12.965231	3.7480154	20.842426	-5.963919	256000	-7.204404e-09	16.766672	0.17105277	-0.008112729	0.23200463	0.0014522453	0.0	35866.09183359146
64	3.85402	0.0	19.0	0.0	0.11046512	16.267872	9.410577	28.797113	-12.584658	2.0464244	0.8112407	4.1996408	0.6670338	23.215117	12.746856	3.9237795	21.25273	-5.428672	260000	-2.3814032e-08	16.58383	0.14324066	-0.013651486	0.22752638	0.0059435684	0.0	36397.72649502754
65	3.8919969	0.0	24.0	0.0	0.13636364	16.009132	9.813559	30.50719	-12.9755	2.0178506	0.84625816	4.023894	0.6665512	22.670454	12.835207	4.431709	21.805511	-6.209212	264000	2.0360988e-09	16.652588	0.118204825	-0.011278574	0.23794575	0.0037520716	0.0	36933.88112926483
66	3.9298465	0.0	20.0	0.0	0.114285715	16.492453	9.195255	29.849802	-9.447971	2.026838	0.8305465	4.5627193	0.6665843	22.811428	12.708397	4.396674	23.644733	-5.388518	268000	-1.022706e-09	15.308145	0.12370264	-0.009543966	0.20937476	0.0031601796	0.0	37468.54371881485
67	3.9676638	0.0	24.0	0.0	0.13559322	15.82039	9.32586	28.952147	-7.828244	2.0688958	0.89185476	6.4962215	0.6666426	22.508474	13.099538	4.1298165	22.500778	-4.976264	272000	-1.3380062e-08	15.483461	0.16477488	-0.014814785	0.2001173	0.0075518177	0.0	38017.11434984207
68	4.0054145	0.0	17.0	0.0	0.10059172	15.130758	9.527923	27.604315	-10.126389	2.040164	0.85707885	4.36146	0.67785496	23.597633	12.216683	4.5190372	22.250435	-5.4844522	276000	9.3015515e-09	13.525585	0.11855051	-0.009941658	0.20076913	0.003426131	0.0	38573.011937856674
69	4.04284	0.0	11.0	0.0	0.064327486	16.344818	8.05094	28.981081	-10.0119915	1.877567	0.7241691	4.2211585	0.56092656	23.321638	12.704894	4.1784005	22.396032	-5.581871	280000	5.793543e-09	10.553119	0.09377918	-0.013533784	0.19706537	0.002737047	0.0	39114.38521313667
70	4.0800643	0.0	14.0	0.0	0.082840234	15.915859	9.330808	30.45134	-11.616666	1.9253439	0.7293279	4.1333714	0.6674678	23.573965	12.965522	4.2210965	21.802881	-4.1161127	284000	-1.5784498e-09	14.168989	0.10546024	-0.012608834	0.19194563	0.0061397245	0.0	39649.92222762108
71	4.11726	0.0	20.0	0.0	0.11627907	15.933937	9.359832	28.234287	-9.998598	2.006862	0.7965269	4.2945995	0.66636866	23.122093	12.778824	4.4669676	22.874523	-5.128383	288000	-5.2304463e-09	12.518238	0.10488749	-0.011019281	0.1811804	0.008809819	0.0	40189.87415599823
72	4.154234	0.0	10.0	0.0	0.061349694	16.196894	7.776471	29.185898	-9.757673	1.888128	0.6565013	4.3555994	0.66758066	24.460123	13.25382	3.6680243	23.093191	-6.343889	292000	-2.240765e-08	10.6343775	0.09432423	-0.016652	0.19227163	0.006863556	0.0	40735.20980143547
73	4.191279	0.0	12.0	0.0	0.07272727	16.029737	8.540687	28.999321	-10.755357	2.0374255	0.752692	4.9974465	0.667559	24.127274	12.980301	4.0957804	22.439156	-5.2982497	296000	-2.6065077e-09	12.850465	0.10945338	-0.014302678	0.18723588	0.006852236	0.0	41286.339500427246
74	4.2284217	0.0	18.0	0.0	0.10650887	16.13172	8.878241	29.473848	-11.872926	2.0503793	0.88989943	4.8392954	0.66773057	23.615385	12.57352	4.2100825	22.041304	-6.777549	300000	1.1327584e-08	13.000381	0.12577258	-0.0076009226	0.17529099	0.0040543266	0.0	41828.9343919754
75	4.265405	0.0	9.0	0.0	0.05421687	16.211903	8.709117	29.67755	-11.902665	1.9034896	0.70328754	4.379286	0.9097196	23.96988	13.233195	4.028038	21.564865	-8.33502	304000	-1.1361612e-09	12.3058195	0.10155143	-0.0062806057	0.18750243	0.006829513	0.0	42368.90090298653
76	4.3023567	0.0	11.0	0.0	0.065868266	16.378052	9.015884	28.99357	-12.074392	1.9608	0.73594767	4.1751766	0.6675855	23.82036	12.6330805	4.319696	22.064913	-6.1756253	308000	1.0734455e-08	11.785051	0.118820876	-0.02363534	0.16368766	0.007946345	0.0	42904.61673617363
77	4.3392544	0.0	9.0	0.0	0.054545455	16.363289	8.740949	30.852118	-14.292728	1.940389	0.70078	4.0651913	0.9090211	24.242424	12.799329	4.4691467	23.146425	-8.720649	312000	-2.0571967e-08	10.59766	0.103343375	-0.012828561	0.16365398	0.0067238663	0.0	43458.167154073715
78	4.376428	0.0	18.0	0.0	0.10344828	16.053133	8.511776	28.80677	-9.596911	2.1178553	0.89843553	5.6376095	0.9110265	22.913794	13.189038	4.2787333	23.114422	-6.1937146	316000	-5.1133116e-09	12.433947	0.14782639	-0.045057748	0.15148892	0.009017713	0.0	43995.254059791565
79	4.4135356	0.0	13.0	0.0	0.07692308	15.214855	9.060154	30.544275	-12.961658	1.9355075	0.780022	4.4096437	0.90988684	23.550297	12.902032	4.2003603	23.09509	-5.7376623	320000	1.7755926e-09	13.259238	0.136854	-0.019259607	0.15896085	0.007631707	0.0	44540.675733566284
80	4.4505324	0.0	6.0	0.0	0.03726708	16.199707	7.5071816	28.97793	-8.242666	1.9009614	0.6744801	4.204699	0.66665494	24.801243	12.857174	3.6833785	22.097178	-7.038086	324000	4.060734e-10	12.640472	0.11871302	-0.009308747	0.16705695	0.00735816	0.0	45097.11165046692
81	4.487342	0.0	10.0	0.0	0.059880238	17.052757	8.979125	28.85218	-10.787446	1.8478839	0.70955795	4.4537067	0.908883	23.802395	13.37999	3.6768591	21.993166	-6.049257	328000	3.685755e-08	14.617988	0.12646058	-0.006623719	0.15883417	0.005287727	0.0	45651.79862213135
82	4.5242195	0.0	11.0	0.0	0.064705886	17.131443	7.982877	28.002323	-5.679432	1.9725608	0.74810636	4.9018197	0.6671562	23.464706	13.19902	3.9957402	22.991344	-7.6426163	332000	-1.6048086e-08	10.018044	0.110862955	-0.036996182	0.14834283	0.009907528	0.0	46208.55029320717
83	4.5612063	0.0	9.0	0.0	0.054545455	17.696308	8.598575	31.649427	-12.894913	1.9937583	0.7609107	5.269879	0.9116898	24.09697	13.453208	4.0345902	24.223043	-6.8677616	336000	-1.8892768e-08	10.807879	0.1152717	-0.009426156	0.16595876	0.004076092	0.0	46774.60998773575
84	4.5980954	0.0	7.0	0.0	0.043209877	16.934774	8.16653	29.135588	-13.97063	1.8807554	0.6573835	4.113333	0.9102405	24.58642	13.43142	4.221622	23.961685	-5.4968753	340000	6.791524e-09	10.036783	0.084048964	-0.0057276534	0.16174884	0.006367567	0.0	47347.16614699364
85	4.6351013	0.0	16.0	0.0	0.09356725	16.293793	8.941569	28.171326	-12.078879	1.9877636	0.8213517	5.5232744	0.6675721	23.339182	13.385984	3.9571435	23.54511	-5.852906	344000	-6.722381e-09	12.404162	0.11269255	-0.005988053	0.14620124	0.0035645203	0.0	47915.307428359985
86	4.672273	0.0	15.0	0.0	0.0877193	16.231596	8.607665	28.188644	-8.629708	2.0154877	0.84244305	6.1909323	0.6666916	23.391813	12.817916	4.3363624	24.268888	-7.4039917	348000	-5.935417e-09	14.068679	0.15920644	-0.028879995	0.14273967	0.007975398	0.0	48473.95506644249
87	4.7094717	0.0	10.0	0.0	0.06097561	15.867015	8.532475	29.26396	-12.776174	1.943722	0.7610496	4.0482364	0.6666212	24.286585	13.064399	4.0619097	22.942398	-6.7802143	352000	-1.319502e-08	11.815966	0.10057851	-0.008491582	0.14258578	0.0055168485	0.0	49015.07680916786
88	4.7465672	0.0	8.0	0.0	0.048484847	16.43964	8.369395	28.123297	-13.522767	1.8705162	0.6873146	5.254734	0.915829	24.2	12.76362	3.9092844	21.998951	-7.7866554	356000	-3.8718464e-09	8.859575	0.07551979	-0.009821979	0.13684346	0.0072717704	0.0	49559.87328052521
