Epoch	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
10	52.0	0.0	0.27083334	8.539033	9.445729	25.818645	-14.907081	2.884855	1.2738067	7.009884	0.6662859	20.666666	6.0290294	2.972599	10.065613	-0.3076778	44000	2.6077032e-08	59.15453	-0.016391184	-6.354355	1.141681	0.012126244	0.114250004	70.0	3172.761601448059
11	51.0	0.0	0.27419356	9.422572	9.987151	27.390278	-14.0787525	2.9329958	1.2017137	6.2884393	0.9010365	21.403225	7.3885274	2.8464224	10.992677	1.4714684	48000	-1.7986167e-08	59.94828	-0.010725018	-5.950783	1.075638	0.009298049	0.12799999	79.0	3454.711722135544
12	47.0	0.0	0.25268817	10.451519	9.28993	27.092104	-12.950059	2.9810023	1.1708753	6.4110656	0.6664908	21.387096	8.453764	2.5997083	12.134245	3.6572018	52000	2.6077032e-08	47.695824	-0.009110842	-2.9560127	1.0825844	0.009877829	0.077999994	79.0	3729.212780714035
13	54.0	0.0	0.28125	10.260704	9.766035	26.972954	-12.726954	2.9639628	1.2510316	7.775311	0.9102078	20.703125	9.108891	2.4960668	12.735499	4.5499234	56000	-1.1175871e-08	50.878983	-0.010072277	-2.0284157	1.0770034	0.008733131	0.091749996	79.0	4005.460713624954
14	53.0	0.0	0.27748692	10.668696	9.455871	27.50485	-11.448906	2.9808962	1.2525294	6.899456	0.92252773	20.748692	9.200338	1.9588647	12.980379	5.367869	60000	-7.450581e-09	46.100082	-0.009029289	-1.1943588	1.0638726	0.008443443	0.0555	79.0	4275.747858047485
15	35.0	0.0	0.21604939	12.62005	9.036778	27.985878	-9.68921	2.6918895	1.1584399	5.9274282	0.9092687	21.246914	9.190635	2.1821773	13.550084	-0.39110762	64000	-3.7252903e-09	50.262188	-0.011936994	-3.1313953	0.98230803	0.008466077	0.07475	79.0	4558.778375387192
16	51.0	0.0	0.2642487	13.3028965	10.069487	27.537603	-13.1419325	2.9509714	1.3566613	8.082123	0.911493	20.611399	9.897464	1.9735401	13.099534	5.144869	68000	-1.5832484e-08	54.41005	-0.009402858	-1.7500515	0.99717844	0.0044377083	0.041500002	79.0	4823.337923049927
17	44.0	0.0	0.23529412	13.5688715	9.177686	27.334688	-9.20981	2.790748	1.2479037	6.4315743	0.90929437	21.229946	10.901534	1.9916395	14.239323	6.3052025	72000	-6.519258e-09	42.670525	-0.009965436	-0.82956696	0.9385133	0.0094233835	0.08325	79.0	5085.929315567017
18	56.0	0.0	0.2857143	13.166771	9.460087	25.98299	-8.534085	2.6708608	1.1342589	5.3285737	0.908402	20.290817	11.168286	1.9438249	14.9406595	5.5920477	76000	8.4983185e-09	46.10002	-0.008473195	-1.1624565	0.897642	0.0045195157	0.063	79.0	5346.063915729523
19	40.0	0.0	0.21164021	15.0416975	8.7773485	26.738148	-6.897275	2.651539	1.112773	5.8949533	0.6677162	21.089947	11.040294	1.9128686	14.808377	4.532332	80000	3.259629e-09	40.08142	-0.0077687036	-2.2336845	0.8438016	0.0077885054	0.06025	79.0	5607.556482076645
20	45.0	0.0	0.2356021	14.752241	9.237245	30.358656	-5.4767346	2.5558453	1.2250597	6.087793	0.66771376	20.811518	12.093254	1.7091707	15.502947	4.290851	84000	7.450581e-09	41.76771	-0.008820772	-1.3230228	0.85431635	0.0076987334	0.06275	79.0	5870.321482896805
21	45.0	0.0	0.23809524	14.65107	9.403357	29.35635	-7.2841163	2.5978506	1.120227	6.6301527	0.91067845	20.989418	11.632546	1.9514481	15.409488	3.323995	88000	-9.313226e-09	39.039093	-0.007019952	-0.898407	0.8437407	0.0023343428	0.04225	79.0	6134.853203058243
22	42.0	0.0	0.22222222	15.036866	9.681605	28.349531	-13.839988	2.5208724	1.1045009	5.331148	0.6686248	21.10582	11.964275	2.309483	16.467106	0.6171402	92000	0.0	42.03327	-0.007167099	-0.93613243	0.8251883	0.0035035557	0.06125	79.0	6393.082684755325
23	52.0	0.0	0.26530612	14.383174	9.931153	27.947254	-7.3268337	2.675692	1.2112135	6.3483305	0.91879886	20.306122	12.00259	2.0972497	16.733616	1.7653731	96000	-1.3038516e-08	45.32498	-0.009550387	-1.0332737	0.80424273	0.009404052	0.0855	79.0	6658.185686349869
24	40.0	0.0	0.21390374	16.33281	9.2669735	28.603464	-7.0722446	2.6204903	1.0504736	6.3063793	0.9243418	21.304813	11.650635	2.084862	16.826258	-1.3752363	100000	1.2572855e-08	41.368713	-0.006040522	-2.1798096	0.76581556	0.003497417	0.04	79.0	6921.635944366455
25	25.0	0.0	0.1388889	17.049072	8.54582	29.586512	-9.975905	2.390431	1.0575662	6.102467	0.91083884	22.038889	12.798406	2.2077613	17.655937	-3.1044095	104000	0.0	31.905636	-0.00877195	-0.72986126	0.7321979	0.0061254483	0.085	79.0	7183.8519740104675
26	32.0	0.0	0.171123	16.432451	8.203769	28.943817	-4.012108	2.378806	0.9937792	4.9607124	0.8964632	21.342245	13.20341	2.2596328	18.777815	-3.270215	108000	-7.450581e-09	31.79326	-0.0060590487	-0.4027195	0.7106321	0.0035326094	0.041	79.0	7445.714205503464
27	32.0	0.0	0.17391305	16.87941	8.791036	32.92484	-9.462005	2.3797016	1.038411	6.0253253	0.66748136	21.570652	12.67884	2.2605655	17.728464	-5.5745816	112000	1.44355e-08	32.21219	-0.005949551	-0.85384655	0.7066958	0.004336239	0.0365	79.0	7701.829536914825
28	49.0	0.0	0.25789472	15.99197	9.480255	29.373808	-6.4787035	2.55902	1.0683271	5.4930034	0.92803043	20.88421	12.989557	2.5992155	18.26687	-2.6122787	116000	9.313226e-09	41.64399	-0.007593016	-0.62454605	0.7013935	0.0076864082	0.0635	79.0	7961.002525806427
29	37.0	0.0	0.19892474	16.081905	9.415943	28.823069	-8.852135	2.3921561	1.0933006	6.437294	0.9116123	21.451612	12.38309	2.6284668	19.041372	-6.666432	120000	-1.7695129e-08	37.90952	-0.0068241134	-0.21657944	0.68669885	0.012123568	0.07975	34.0	8225.026929855347
30	37.0	0.0	0.1957672	16.72601	9.135027	29.24756	-7.7526298	2.4048696	1.0139438	5.625165	0.6663526	21.084656	12.503907	2.5020897	18.417255	-4.3620195	124000	1.8626451e-09	35.025383	-0.0069317664	-0.5243721	0.6626185	0.006412518	0.0425	79.0	8485.212861776352
31	54.0	0.0	0.2783505	15.505938	9.661235	28.363148	-7.562579	2.6310792	1.1470084	6.1754856	0.91105616	20.546392	12.847056	2.653916	18.60461	-5.1875324	128000	2.7939677e-09	41.11312	-0.0055993567	-1.5281467	0.678842	0.004140982	0.036250003	79.0	8744.347935438156
32	34.0	0.0	0.17894737	17.330324	8.822411	28.839796	-8.359162	2.3611007	1.036994	5.443497	0.89469975	20.93158	12.533949	3.1332922	19.27182	-6.5009437	132000	-3.7252903e-09	36.442078	-0.008105604	-1.8416443	0.649523	0.004433595	0.082499996	79.0	9007.050409793854
33	40.0	0.0	0.20942408	17.05789	9.071714	28.450974	-7.5251284	2.2886796	1.0287366	5.705669	0.9106915	20.848167	13.194109	2.7639875	19.103844	-8.763272	136000	3.7252903e-09	34.567318	-0.006357249	-0.31662083	0.6302321	0.00303192	0.042	79.0	9269.70605301857
34	47.0	0.0	0.24479167	16.187368	9.078473	27.347742	-5.383908	2.4084094	1.0102559	4.6998744	0.91072375	20.677084	12.915835	2.8798707	19.489763	-4.4817204	140000	1.8626451e-09	34.605778	-0.008469466	-0.5684471	0.6266427	0.0034362962	0.065	79.0	9530.27229642868
35	39.0	0.0	0.203125	16.86598	9.2190075	30.168858	-5.4111357	2.4058115	1.0387367	5.051449	0.92814493	20.776041	12.775512	2.9143453	19.182959	-7.3311176	144000	0.0	36.710567	-0.008036684	-1.2774534	0.61398953	0.008182612	0.05875	79.0	9793.103432655334
36	46.0	0.0	0.23834197	16.685095	9.474301	31.506758	-5.09808	2.434393	1.0627	5.523961	0.91203594	20.554403	12.957496	3.0128334	19.09579	-5.173282	148000	7.450581e-09	37.90355	-0.004886877	-0.9358921	0.62702477	0.0028779893	0.039	79.0	10053.067243814468
37	40.0	0.0	0.21052632	16.78734	9.039118	28.684944	-5.715757	2.495715	1.0217793	5.37192	0.910988	20.878948	12.752723	3.0971587	19.637293	-8.1491585	152000	6.519258e-09	34.47602	-0.007145148	-0.3956318	0.6144594	0.005868537	0.074	79.0	10312.760367631912
38	49.0	0.0	0.2525773	16.515793	9.580039	29.231247	-3.6019428	2.5111315	1.0870367	6.557901	0.66625535	20.515465	13.047259	3.0480213	20.289305	-8.912913	156000	0.0	36.727695	-0.0067783	-0.76130676	0.60190773	0.0038746404	0.068	79.0	10567.601988315582
39	42.0	0.0	0.22340426	16.827114	9.306279	30.145933	-6.147263	2.4357834	1.1134957	5.639006	0.9260042	21.148935	13.003172	3.3138463	20.422804	-9.606652	160000	-3.7252903e-09	35.022713	-0.006921921	-1.0274734	0.5975355	0.005291016	0.0625	79.0	10821.498792409897
40	33.0	0.0	0.1764706	17.488457	9.384943	29.151344	-9.953805	2.298475	1.0532253	6.763666	0.8943337	21.315508	12.999916	3.2139144	19.394144	-7.7279663	164000	1.1175871e-08	35.178886	-0.0060337335	-1.042551	0.5630197	0.0027210063	0.05	79.0	11074.101428031921
41	44.0	0.0	0.22916667	16.665201	9.529577	30.095018	-5.9613867	2.3239026	1.0617338	5.991725	0.6784884	20.739584	13.335613	3.4331515	20.267378	-7.460292	168000	-9.313226e-09	34.901707	-0.004719163	-0.8291054	0.533273	0.003833224	0.038999997	79.0	11328.554386138916
42	42.0	0.0	0.21649484	17.178354	9.411816	29.146076	-5.603683	2.3617527	1.0253352	5.3010917	0.66857785	20.536083	12.882791	3.3838258	20.511522	-10.060048	172000	7.450581e-09	35.296883	-0.0056263357	-0.69475746	0.5234877	0.0039898343	0.036	79.0	11582.239741802216
43	33.0	0.0	0.17553191	17.586884	8.962962	28.04244	-11.398212	2.288455	1.0939444	7.5604663	0.90907717	21.196808	13.190068	3.4020052	19.410488	-12.627559	176000	1.8626451e-09	31.424799	-0.007613858	-0.9063139	0.5518162	0.0120299	0.06075	79.0	11834.482033967972
44	43.0	0.0	0.22279793	16.968102	9.584864	29.238888	-10.772381	2.3069565	1.0640618	5.5979366	0.91328144	20.549223	13.332504	3.6041694	19.940325	-12.315684	180000	-4.656613e-09	33.671112	-0.0059024906	-0.9222584	0.5294936	0.0048855813	0.046499997	79.0	12090.900008678436
45	37.0	0.0	0.19786096	18.366884	9.207756	29.414738	-6.083333	2.2631683	1.0684139	5.46185	0.66761494	21.272728	13.048766	3.3241785	19.93006	-4.405292	184000	0.0	33.182316	-0.005988151	-1.3992319	0.54722214	0.0062203202	0.052	79.0	12345.491493225098
46	36.0	0.0	0.19354838	17.702887	9.222209	29.81958	-9.654947	2.2993236	1.0814364	5.369045	0.66709304	21.419355	13.693332	3.5865948	20.63342	-7.57918	188000	5.5879354e-09	32.418476	-0.0051842453	-0.9097681	0.5312077	0.0045983177	0.03275	79.0	12602.61228609085
47	38.0	0.0	0.2010582	17.76523	9.235315	28.627808	-5.838749	2.3020098	0.99945384	5.049049	0.90996504	21.05291	13.217638	3.231999	20.073751	-9.824707	192000	2.7939677e-09	28.728428	-0.0049282284	-1.0884123	0.53927016	0.005074743	0.03225	79.0	12854.798846244812
48	43.0	0.0	0.2263158	16.748451	9.232995	28.383419	-3.1318066	2.3220174	1.0628487	5.2490234	0.9268326	20.963158	13.32215	3.8453302	20.653591	-9.524987	196000	1.8626451e-09	31.948963	-0.00517371	-0.94433594	0.5121503	0.003629691	0.060500003	79.0	13115.029694318771
49	33.0	0.0	0.17934783	18.197128	8.92125	29.586575	-7.6065335	2.2506564	0.9815907	5.4189987	0.667735	21.652174	12.962285	3.6859913	19.90264	-1.5995829	200000	1.8626451e-09	30.370415	-0.006305022	-1.7420645	0.5336765	0.0043958034	0.06125	79.0	13365.22947716713
50	43.0	0.0	0.22513089	16.789839	9.186697	30.106642	-5.0482383	2.3717122	1.0625417	5.066423	0.908467	20.83246	13.383614	3.4600136	20.424314	-6.517527	204000	-1.44355e-08	29.052399	-0.006119436	-2.0978966	0.5378201	0.003238045	0.04275	79.0	13618.33243060112
51	40.0	0.0	0.21276596	17.327724	9.207351	28.813965	-9.513153	2.3684583	0.9324948	4.691339	0.91893363	21.23936	13.253011	3.6392157	20.519487	0.20105846	208000	3.7252903e-09	29.176159	-0.005640816	-0.60438347	0.49789217	0.0048675793	0.030749999	79.0	13873.204175233841
52	44.0	0.0	0.2303665	17.011225	9.6165085	31.554573	-6.452658	2.367426	1.0432072	5.588108	0.89890724	20.863874	13.299791	3.7540371	20.082453	0.7335611	212000	-6.519258e-09	29.030266	-0.0043777297	-1.232132	0.46697158	0.0007569244	0.036250003	79.0	14115.842071771622
53	38.0	0.0	0.20212767	17.581057	9.391453	30.067621	-6.5509906	2.2098377	1.0515832	5.99475	0.9106879	21.138298	13.187645	4.18521	20.593971	-0.12950654	216000	-1.8626451e-09	28.25787	-0.006963821	-0.7560148	0.49213168	0.0054886173	0.069	79.0	14353.336760044098
54	34.0	0.0	0.18378378	18.026798	9.554848	28.760845	-9.06656	2.2875445	1.105897	5.560051	0.9171695	21.491892	13.198011	3.9610143	20.382225	3.0476198	220000	1.1175871e-08	30.008968	-0.0072131287	-1.3007307	0.5067681	0.004624996	0.0315	79.0	14589.665672063828
55	43.0	0.0	0.2287234	17.481781	9.511657	28.766607	-5.1940923	2.3194516	1.0145478	5.71672	0.66622794	21.164894	13.4289255	3.99519	20.471487	1.0388774	224000	-3.7252903e-09	31.006346	-0.005051378	-1.4385595	0.51047397	0.0023644515	0.03675	79.0	14827.795297384262
56	39.0	0.0	0.203125	17.195374	9.541875	29.910227	-7.6151376	2.3813555	1.0998313	5.363042	0.90913963	20.786459	13.301869	3.9033008	19.72675	-2.3753989	228000	1.4901161e-08	29.16841	-0.005516831	-1.9027767	0.5066958	0.0019420466	0.039750002	79.0	15064.34479188919
57	34.0	0.0	0.18085106	18.304766	9.208746	30.614672	-5.031001	2.2185981	0.9656844	4.9741454	0.67818534	21.159575	13.782019	3.7063775	19.815702	-1.9229883	232000	-1.6763806e-08	25.074625	-0.0056053703	-1.2897482	0.48489866	0.005628416	0.04225	79.0	15301.694748878479
58	37.0	0.0	0.1957672	17.687939	9.529078	30.436329	-7.063002	2.306649	1.0218421	5.2197504	0.896472	21.05291	13.491713	4.173085	20.293737	2.3614624	236000	5.5879354e-09	26.930977	-0.006205543	-1.4167786	0.47003764	0.004432224	0.026250001	79.0	15540.414031505585
59	37.0	0.0	0.1957672	17.769596	8.677432	28.792284	-5.4326487	2.2275655	0.9909833	5.4860907	0.90889037	20.994709	13.522137	4.1029925	20.407707	-1.5685431	240000	0.0	25.586193	-0.006030882	-1.0026484	0.48249942	0.0032285678	0.0345	79.0	15779.204828977585
60	40.0	0.0	0.20942408	17.324306	9.19834	28.477064	-3.788538	2.2607179	0.975967	5.253612	0.91021436	20.837696	13.345148	4.0817194	21.019674	1.2325214	244000	0.0	24.132519	-0.007609552	-0.7125921	0.5084349	0.006873763	0.0435	79.0	16017.30162525177
61	54.0	0.0	0.2741117	16.009806	9.958499	28.39345	-5.4579606	2.5631058	1.090336	5.394787	0.8956124	20.253807	13.057651	4.031583	20.756472	3.1963346	248000	-1.8626451e-09	29.687542	-0.0072252564	-1.3242168	0.4994561	0.0027750772	0.039499998	79.0	16254.98533320427
62	42.0	0.0	0.22105263	17.345804	9.746882	28.702738	-6.4406633	2.3633134	1.0949827	6.6486053	0.93651634	20.952631	13.200201	4.4673142	20.561651	0.11350702	252000	3.7252903e-09	25.980267	-0.007876739	-0.4807415	0.50409174	0.0047803167	0.0725	79.0	16506.97212576866
63	49.0	0.0	0.2525773	16.89227	10.2382145	29.982748	-4.8063803	2.4027195	1.0774182	5.1809006	0.9272775	20.58763	12.835364	4.5981603	20.826143	0.76035756	256000	-7.450581e-09	27.897655	-0.0070019737	-1.6677198	0.49827412	0.004423867	0.039750002	79.0	16765.02777504921
64	39.0	0.0	0.20634921	17.692522	9.396563	29.123922	-7.6535935	2.3646789	1.1122906	5.7132487	0.91132253	21.10582	12.982317	4.6591816	21.23402	0.10674022	260000	-6.7520887e-09	27.317284	-0.0041873404	-1.0636187	0.49428582	0.012481995	0.14725	5.0	17014.976047754288
65	31.0	0.0	0.17032968	18.119524	9.47069	31.583317	-7.309623	2.2968488	1.0221314	5.342532	0.92047644	21.785715	13.415041	4.5217657	21.990644	1.157725	264000	-7.450581e-09	29.81315	-0.0079236515	-0.9420948	0.46699888	0.006559834	0.05875	79.0	17269.746257066727
66	32.0	0.0	0.17486338	18.463943	8.884238	31.471407	-6.5552135	2.2255962	0.95751107	5.677697	0.9104378	21.754099	13.639652	3.9469688	21.755167	3.5036776	268000	6.170012e-09	20.780346	-0.0057657096	-1.1282339	0.43425667	0.0044548083	0.03175	79.0	17522.957060337067
67	36.0	0.0	0.19251336	17.722168	9.223201	28.816713	-4.116015	2.3010068	1.0276067	5.1609883	0.9089508	21.31016	13.781326	4.6741486	21.956276	2.3604043	272000	-1.0477379e-08	26.98509	-0.0052868263	-1.0272198	0.4118419	0.005107637	0.030000001	79.0	17779.331129074097
68	37.0	0.0	0.19371727	17.804642	9.660365	30.593885	-7.8143044	2.2215006	0.90727556	4.62703	0.91068816	20.90576	13.701723	3.9738045	21.347569	3.5150843	276000	-3.7252903e-09	24.878382	-0.0063503794	-1.2423773	0.39088035	0.004702749	0.0405	79.0	18034.357203006744
69	29.0	0.0	0.1576087	18.20303	8.981865	31.257742	-6.0305443	2.1926482	0.96976393	5.091198	0.9088611	21.630434	13.902122	4.324799	21.851402	1.0207132	280000	-1.094304e-08	22.85254	-0.005743362	-0.5757446	0.3991291	0.006259511	0.037	79.0	18290.31512069702
70	33.0	0.0	0.17553191	18.222666	9.002515	30.103045	-4.7936454	2.293798	0.94978243	4.7855725	0.91035026	21.19149	13.403781	4.251375	21.050402	-0.101796836	284000	-7.450581e-09	21.05455	-0.0062978435	-1.0211439	0.3899148	0.0043674186	0.0635	79.0	18543.306960344315
71	37.0	0.0	0.19680852	17.44643	9.436168	29.775005	-5.1757336	2.287978	1.0068222	5.0031457	0.8975825	21.138298	13.840934	4.3996882	22.451365	0.39245015	288000	1.4901161e-08	24.88358	-0.0051057003	-1.1363077	0.40487856	0.0019665412	0.02925	79.0	18793.102675914764
72	36.0	0.0	0.19148937	17.715302	9.064177	30.775007	-5.621476	2.2173193	0.95653075	5.1083145	0.9092197	21.117022	13.5170765	4.328221	21.131744	1.1998385	292000	5.5879354e-09	18.928793	-0.004227802	-0.63717175	0.388051	0.0050225495	0.02925	79.0	19044.572887420654
73	36.0	0.0	0.18947369	17.703087	9.246076	28.74771	-7.254921	2.1796339	0.9921277	5.4048886	0.9097704	20.921053	13.261695	4.7661023	21.45205	-1.879935	296000	4.656613e-09	21.858551	-0.0059116036	-1.82621	0.38025582	0.00445451	0.042999998	79.0	19297.51374053955
74	33.0	0.0	0.1764706	18.21461	9.164008	31.316042	-6.217562	2.1862502	0.94466823	5.515765	0.9269768	21.262032	13.4979	4.6804414	21.231838	-1.7302815	300000	8.381903e-09	26.98921	-0.005690816	-1.9711123	0.35831124	0.0025121788	0.038999997	79.0	19548.9843146801
75	41.0	0.0	0.21354167	17.864023	9.493973	29.63309	-6.138115	2.2251163	1.0180119	5.3820424	0.8947711	20.71875	13.915516	4.294469	21.278545	0.34017372	304000	0.0	23.391148	-0.0049661174	-1.9471025	0.37159413	0.0034889656	0.03125	79.0	19801.756062746048
76	33.0	0.0	0.17460318	18.20787	9.167382	29.339275	-7.795461	2.1876073	0.9825998	5.323974	0.9274698	21.116402	13.847818	4.6264877	21.404097	0.761585	308000	6.9849193e-09	19.594181	-0.00614634	-2.104578	0.3796249	0.0046217325	0.062	79.0	20055.98596215248
77	40.0	0.0	0.20942408	17.52931	9.5258255	32.491066	-6.1740317	2.3327684	1.0202386	5.344549	0.9268241	20.890053	13.553195	4.849205	21.105574	-2.2683897	312000	-1.1175871e-08	25.980976	-0.005915219	-2.3620968	0.35024267	0.004001794	0.065	79.0	20307.71769976616
78	39.0	0.0	0.20418848	17.244104	9.345749	30.742119	-8.184634	2.2789571	1.1012539	5.3035355	0.9008759	20.848167	13.3973465	4.419956	21.217348	0.71100295	316000	2.561137e-09	23.710585	-0.0043221964	-0.8440132	0.3611122	0.0032880649	0.025	79.0	20563.438585042953
79	28.0	0.0	0.15135135	18.61589	8.337784	29.005781	-6.5432105	2.1119936	0.9665021	5.687797	0.9238374	21.508108	13.381084	4.3578672	20.835415	-0.12088779	320000	0.0	24.792568	-0.006474249	-2.5214443	0.33097523	0.0046848124	0.06025	79.0	20816.38579750061
80	23.0	0.0	0.123655915	19.07581	8.084831	29.210115	-6.040351	2.0596614	0.93743193	6.442604	0.9087346	21.44086	13.990989	3.9404354	21.22302	1.6647433	324000	-1.8626451e-09	17.4206	-0.0046583395	-0.8153696	0.332691	0.0017653916	0.024500001	79.0	21051.88298678398
81	26.0	0.0	0.1420765	18.84528	8.23282	29.52392	-4.53401	2.230359	0.97089237	5.104888	0.6662934	21.617487	13.8748045	4.0602083	21.124128	1.5274537	328000	-2.2118911e-09	20.513584	-0.008406656	-1.1039028	0.3397058	0.005583562	0.0765	79.0	21288.56644678116
82	37.0	0.0	0.1957672	17.280947	9.164173	28.01584	-3.9892092	2.2992942	1.008829	5.3507595	0.5609199	21.042328	14.106842	3.9008887	21.77655	3.2162704	332000	3.7252903e-09	22.889997	-0.005863227	-2.4873762	0.3692978	0.0029280297	0.031999998	79.0	21525.114153385162
83	30.0	0.0	0.16129032	18.470545	8.413951	29.475697	-8.773103	2.2344525	0.8954681	4.327451	0.9268252	21.435484	13.524846	4.2968974	20.760418	0.9458951	336000	-1.4901161e-08	18.874447	-0.006255064	-1.2029858	0.35928032	0.0041495096	0.07075	79.0	21760.94254040718
84	34.0	0.0	0.18378378	17.924192	9.275676	33.029392	-8.749344	2.3217773	1.1107477	6.5857053	0.9087838	21.54054	13.750883	4.3999085	20.813	1.2531925	340000	1.21071935e-08	20.211212	-0.00550675	-0.732666	0.35326272	0.0084044235	0.036250003	79.0	21997.62492442131
85	19.0	0.0	0.18446602	16.88137	9.161634	29.355194	-5.6660385	2.2450871	1.0792384	4.4808817	0.9208624	21.252428	11.957483	4.2372093	21.057053	-27.539196	344000	2.9802322e-08	60.20719	-0.0067543983	-40.550983	0.49743265	0.0072515076	0.027999999	79.0	22314.97557759285
86	45.0	0.0	0.23195876	16.65813	9.889101	29.670254	-7.3238673	2.2342155	1.0576931	4.9904675	0.9120826	20.520618	11.701812	5.899179	21.198648	1.576397	348000	-1.3969839e-09	36.672977	-0.0062356535	-12.55068	0.36681807	0.0082147345	0.042000003	79.0	22551.555772781372
87	23.0	0.0	0.12568305	19.11568	7.819104	30.197748	-7.0871553	2.1933591	0.9931989	4.8662806	0.9112812	21.8306	13.457262	4.467974	20.761568	-1.1295246	352000	-1.8626451e-09	16.619152	-0.0047205687	-1.9633183	0.35904402	0.0037907546	0.02925	79.0	22787.755595207214
88	24.0	0.0	0.13186814	19.672733	7.8254433	30.949532	-5.044056	2.1850047	1.0093485	5.3304276	0.6756367	21.796703	14.410508	4.0337744	21.540806	1.2743102	356000	3.7252903e-09	17.858473	-0.007386815	-0.9041805	0.34646216	0.004861455	0.0405	79.0	23022.015394210815
89	30.0	0.0	0.16304348	17.7327	9.191367	30.620922	-5.903852	2.304082	1.0535774	5.5637913	0.8995829	21.565218	13.795222	4.3576574	21.249369	1.2988161	360000	1.8626451e-09	21.637203	-0.0047242735	-0.54924965	0.38590056	0.00452488	0.059	79.0	23258.076214313507
90	32.0	0.0	0.17297298	17.910505	9.003921	28.65283	-5.707894	2.3089721	0.9989468	5.2866297	0.9136226	21.567568	13.715373	4.3734484	21.04733	1.5228715	364000	3.7252903e-09	18.038042	-0.0056907916	-0.79951096	0.41407585	0.0036381558	0.031999998	79.0	23494.25440144539
