Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	sigma	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
1	1.0589051	0.3627451	0.953491	1.2368637	0.80442274	0.8082736	0.26873004	-1.7231567	-0.23040128	2.4031675	2.390648	0.14953211	0.100005016	8.212877	8.69124	23.326155	-9.422276	3.793103	1.4395496	7.958641	1.201217	19.460785	5998	4000.0	258.12703466415405
2	1.1643387	0.29591838	0.8680491	1.0676875	0.94445777	0.9429808	0.30514863	-1.6776626	-0.60556537	2.8138514	2.8059714	0.1220485	0.105005264	10.4073925	8.489959	23.774967	-6.999255	3.7140613	1.3364986	8.303591	1.1727228	20.42347	6998	8000.0	515.110830783844
3	1.2685913	0.26804122	0.79029703	0.95597446	1.0382482	1.0375293	0.31995648	-1.7370964	-0.9870138	3.1431937	3.1323433	0.11295459	0.110255525	11.849026	7.9103723	26.069946	-6.3645754	3.4435155	1.3814692	7.1069937	0.9311795	20.572165	7998	12000.0	769.5629963874817
4	1.3722903	0.28426397	0.71985465	0.85417175	1.1626318	1.1620644	0.33709705	-1.8856406	-1.4295598	3.3714063	3.3585353	0.104493946	0.11576826	12.935844	8.659866	25.299982	-9.82325	3.4106426	1.3598502	7.097607	0.9400552	20.329948	8998	16000.0	1022.82697224617
5	1.4759405	0.21808511	0.6524484	0.71885663	1.3020136	1.3023655	0.35104084	-2.0065477	-1.7565811	3.4825141	3.4705417	0.09577982	0.12155673	15.127272	8.019791	27.761705	-3.2042267	3.1056275	1.3203999	7.189736	0.91566503	20.909575	9998	20000.0	1271.243034362793
6	1.5790354	0.19863014	0.59447056	0.6348393	1.471768	1.4718771	0.3651953	-2.0457222	-2.0910847	3.5182002	3.5070257	0.08628506	0.12763457	15.803061	9.476814	29.321568	-53.170227	2.915942	1.3611988	6.938202	0.0	27.90411	10999	24000.0	1518.1390676498413
7	1.6816033	0.17837837	0.5390441	0.6022472	1.6794745	1.6797558	0.3753998	-2.1049006	-2.5222735	3.4788885	3.4674995	0.07759778	0.13401628	17.180033	7.602214	28.613588	-7.7127194	2.9730086	1.2061961	6.222582	0.91827655	21.432432	11998	28000.0	1762.2265479564667
8	1.7844944	0.19337016	0.4895302	0.53458214	1.9008794	1.9014316	0.39489198	-2.277518	-2.8324928	3.3947656	3.3823624	0.071955085	0.14071707	16.978058	7.807345	30.363134	-1.848346	2.9777808	1.1636386	6.1672797	1.1604729	20.972376	12998	32000.0	2010.6113321781158
9	1.8876791	0.19078948	0.4434172	0.50830775	2.099954	2.100995	0.40845814	-2.325848	-3.366645	3.3307796	3.3163257	0.06597021	0.14775296	17.05111	8.028721	28.473492	-21.80801	2.9016376	1.1509966	5.540293	0.0	27.80921	13998	36000.0	2259.0433263778687
10	1.9902505	0.1657754	0.40156764	0.46248868	2.338376	2.3388731	0.42451102	-2.457707	-3.801133	3.274171	3.2564266	0.06135485	0.15514056	18.427694	7.384923	29.81336	-2.883895	2.7386787	1.1527342	6.0674186	0.9085587	21.379679	14998	40000.0	2500.564266204834
11	2.0928152	0.13513513	0.36472628	0.40544087	2.5608857	2.5619469	0.43498912	-2.5229738	-3.9138367	3.1648173	3.1440518	0.057275306	0.16289762	19.486385	6.6117334	29.779823	-0.33593535	2.700558	1.1655775	7.3829765	0.9085674	21.594595	15998	44000.0	2731.568162918091
12	2.1953208	0.171123	0.33145106	0.36496264	2.8048866	2.8055797	0.4537844	-2.6662703	-4.295385	3.069994	3.0444298	0.05465878	0.17104249	19.144247	7.3817425	30.521374	-1.6792006	2.7605078	1.1690285	6.643449	0.9278487	21.352942	16998	48000.0	2964.2788195610046
13	2.29777	0.13978495	0.3009321	0.32940587	3.058267	3.0589788	0.47038716	-2.8594575	-4.750904	2.9524076	2.9211807	0.052339934	0.17959465	19.355251	6.532268	30.70813	0.89864564	2.5747447	1.1893641	5.8169456	0.93752676	21.54301	17998	52000.0	3192.680309534073
14	2.4000957	0.1904762	0.27343658	0.28323406	3.2370064	3.2387705	0.47683	-2.8103101	-4.7120137	2.8388228	2.8023198	0.05040391	0.18857437	19.051304	7.531295	29.775465	1.5629448	2.7905455	1.1744233	5.5684123	0.9179967	21.121693	18998	56000.0	3431.0635843276978
15	2.501533	0.13227513	0.24876589	0.25253344	3.46431	3.4652314	0.49215424	-2.9501948	-5.04928	2.720008	2.6785922	0.049398057	0.19800308	20.58917	6.408052	29.916807	3.7550864	2.5498698	1.1641556	6.5364437	0.8981038	21.285715	19998	60000.0	3665.433993577957
16	2.6034737	0.18716578	0.22556816	0.22394931	3.742933	3.7440896	0.5053061	-3.1502852	-5.504879	2.6457143	2.59751	0.048140235	0.20790324	19.63406	7.83363	32.453327	-0.8665255	2.579218	1.0761147	5.4882226	0.9076503	21.28877	20998	64000.0	3895.0948054790497
17	2.7047257	0.1764706	0.20507668	0.19795854	3.954291	3.9542663	0.5151755	-3.2271953	-5.626229	2.559013	2.5042303	0.04755216	0.21829838	20.248825	7.4901342	31.102581	1.9265054	2.5509584	1.2368915	5.453754	0.66422457	21.385027	21998	68000.0	4121.438320875168
18	2.806291	0.1891892	0.1854133	0.17654026	4.2464814	4.247849	0.52653277	-3.5179536	-6.4954786	2.4786725	2.414537	0.04568685	0.22921327	20.312431	7.58036	31.730757	1.0820158	2.6288407	1.2532285	6.395105	0.6639464	21.756756	22998	72000.0	4353.549031972885
19	2.9078956	0.20212767	0.16737644	0.15824173	4.4914484	4.492383	0.5398753	-3.6662998	-6.8006124	2.4247396	2.3521895	0.046068437	0.2406739	20.269108	7.821212	29.81017	1.0697461	2.6277535	1.1823874	5.922436	0.9076514	21.180851	23998	76000.0	4580.079505205154
20	3.0084903	0.14361702	0.15233357	0.14358261	4.6238813	4.623632	0.5421299	-3.5628574	-6.759464	2.2906353	2.21822	0.043869797	0.2527077	20.513046	7.0374665	30.450905	2.7855215	2.4457111	1.1346483	6.1452875	0.66444755	21.356382	24998	80000.0	4813.613278388977
