Epoch	AveragePenalty	StdPenalty	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	LossVC	DeltaLossPi	DeltaLossV	DeltaLossVC	Entropy	KL	ClipFrac	StopIter	Time
10	1.5378616	0.0	54.0	0.0	0.28125	9.229005	9.903206	26.626593	-13.619878	2.6379442	1.1242434	5.176665	0.6676078	20.692709	7.870576	2.3635051	12.458653	-2.657713	44000	-1.4901161e-08	45.50621	0.6941612	-0.010973561	-5.6759815	-0.104879126	0.91527295	0.0021058894	0.08975001	79.0	1737.9344940185547
11	1.5842509	0.0	75.0	0.0	0.36945814	8.187927	10.055992	25.654158	-15.410562	2.803079	1.1054046	5.2047105	0.67342865	19.512316	8.846607	3.1167293	14.279676	-6.367143	48000	-9.313226e-09	47.18966	0.6771699	-0.012941446	-2.570652	-0.015949517	0.8713429	0.00488854	0.08975001	79.0	1891.0437850952148
12	1.63013	0.0	49.0	0.0	0.26344085	11.302226	9.618023	28.056107	-11.258171	2.652491	1.2265162	7.7893534	0.91198385	21.365591	8.862016	2.874984	14.282109	-1.5693191	52000	-1.4901161e-08	48.503967	0.77533185	-0.012999779	-5.0010953	-0.03227274	0.8512554	0.0030686613	0.10075	79.0	2046.3795330524445
13	1.6754271	0.0	53.0	0.0	0.2819149	11.690251	10.143984	28.226053	-10.640958	2.5063653	1.10626	5.5265694	0.9112626	20.914894	10.016037	1.8256888	13.201985	1.004108	56000	1.8626451e-09	42.84707	0.58195674	-0.009690005	-4.540135	-0.040143818	0.8161724	0.005874736	0.06975	79.0	2195.8085680007935
14	1.7202317	0.0	50.0	0.0	0.26595744	12.168715	9.536907	28.707525	-11.470947	2.494007	1.0513982	5.395119	0.9098392	21.05851	10.468092	3.1169567	15.046327	-6.352746	60000	8.381903e-09	38.29502	0.605075	-0.0068354663	-2.138451	-0.0333737	0.79305327	0.0044497014	0.057	79.0	2340.5546169281006
15	1.764559	0.0	37.0	0.0	0.2021858	14.234458	9.372434	29.917488	-10.3636265	2.4336798	1.0589528	5.416171	0.9098571	21.51366	10.801969	2.8614137	15.155483	-8.92648	64000	-1.8626451e-09	36.235233	0.53422374	-0.009472104	-3.4768586	-0.040137544	0.7646736	0.012053215	0.0825	41.0	2483.6783723831177
16	1.8085108	0.0	48.0	0.0	0.25396827	14.105301	9.744259	30.388174	-14.541893	2.4486113	1.1134232	5.667537	0.66701347	20.910053	11.77693	2.9135149	16.63704	-0.2601011	68000	0.0	40.11625	0.6121223	-0.009145706	-3.741414	-0.03514377	0.76842	0.003564924	0.05475	79.0	2628.236359357834
17	1.8520153	0.0	40.0	0.0	0.2173913	15.317501	9.557108	27.64163	-8.680485	2.3370588	1.0006794	5.9182854	0.6675405	21.375	11.294816	3.765025	16.898256	-8.72103	72000	-9.313226e-09	37.604675	0.54015553	-0.008654055	-5.996781	-0.055395357	0.72856075	0.0052293264	0.06025	79.0	2770.5699989795685
18	1.8952304	0.0	46.0	0.0	0.24338624	15.262647	9.343655	28.354591	-7.046779	2.4027495	1.0349128	5.6285563	0.6675639	21.026455	12.087265	3.3708181	18.053102	-2.0594518	76000	1.8626451e-09	33.53514	0.5362186	-0.00594147	-3.038559	-0.010333054	0.7119769	0.0059792344	0.04575	79.0	2913.990519285202
19	1.9383422	0.0	50.0	0.0	0.25906736	15.450636	9.530814	28.879229	-9.205896	2.5081623	1.0804131	5.684042	0.91089046	20.611399	12.418493	3.3200624	18.28661	-5.74781	80000	7.450581e-09	35.772907	0.62298155	-0.012220258	-4.4222813	-0.029538661	0.69173586	0.011771661	0.076000005	79.0	3057.4725408554077
20	1.98129	0.0	49.0	0.0	0.25520834	15.9956255	9.996261	29.142502	-10.194249	2.4365046	1.1138548	6.5882015	0.9398881	20.588541	12.189168	3.7557123	19.358355	1.5523075	84000	-1.8626451e-09	33.67496	0.665763	-0.009411267	-2.2112875	-0.016402826	0.69541264	0.0050296364	0.060999997	79.0	3199.6519474983215
21	2.0240567	0.0	42.0	0.0	0.22222222	16.208767	9.22813	29.644615	-8.733681	2.3950179	0.99832624	5.2092624	0.92606306	21.021164	12.4059	4.1485047	20.150179	2.7899232	88000	6.519258e-09	30.744009	0.49237114	-0.009008095	-2.6267142	-0.022146016	0.6846059	0.0058845393	0.083749995	79.0	3343.5109856128693
22	2.0666957	0.0	46.0	0.0	0.24210526	16.372034	9.420056	28.829132	-4.193979	2.4072442	0.97307867	4.9237623	0.91258675	20.847368	13.242607	3.6401033	20.169825	3.0822334	92000	-7.450581e-09	25.656216	0.47149056	-0.008299733	-3.8893223	-0.020344272	0.65907073	0.0051509463	0.0485	79.0	3485.601490497589
23	2.1093633	0.0	54.0	0.0	0.2783505	15.580055	9.629504	29.769535	-5.8232784	2.5041683	1.0698771	6.0565352	0.91166234	20.283504	11.919539	5.0321116	20.29448	0.13072799	96000	7.450581e-09	28.96498	0.5508734	-0.0085235685	-3.091476	-0.029483601	0.631951	0.008860337	0.0595	79.0	3627.3309218883514
24	2.1518195	0.0	36.0	0.0	0.19354838	17.440609	9.27036	29.296736	-10.178743	2.3126934	1.1176509	6.1915436	0.666475	21.225807	13.21175	4.1847596	21.196646	1.1049129	100000	5.5879354e-09	25.520405	0.5539166	-0.007892353	-4.4360056	-0.039525837	0.59945023	0.006291462	0.04975	79.0	3769.9962165355682
25	2.1941783	0.0	45.0	0.0	0.234375	16.45081	9.08063	31.873507	-5.8891535	2.368903	1.0565463	6.0569825	0.9090633	20.645834	13.088234	4.460042	21.812586	-1.4194393	104000	2.7939677e-09	22.401426	0.5549742	-0.008536774	-3.537153	-0.050564036	0.57579505	0.006282286	0.0585	79.0	3913.727449655533
26	2.236286	0.0	38.0	0.0	0.20212767	17.360817	9.218633	28.26245	-9.743944	2.2364993	0.935731	5.2592983	0.6675522	21.111702	12.997377	4.477246	20.770933	-3.1203408	108000	1.3969839e-09	24.206875	0.43886286	-0.009173952	-4.148761	-0.039269403	0.57909954	0.0077749505	0.0495	79.0	4057.7639088630676
27	2.2782798	0.0	43.0	0.0	0.2287234	16.933252	10.008273	32.487804	-10.593139	2.3056934	0.9980714	5.170439	0.9097645	21.021276	13.446141	4.6927004	21.73288	-1.5853626	112000	-3.7252903e-09	24.77562	0.47411036	-0.012001117	-3.377824	-0.04498656	0.5585493	0.008848427	0.1025	79.0	4202.628825187683
28	2.3198917	0.0	29.0	0.0	0.15846995	18.544243	8.114806	29.778748	-2.6985934	2.0952919	0.9361778	4.536889	0.80266553	21.748634	13.536875	4.640876	21.631021	-1.2536427	116000	-3.7252903e-09	21.246721	0.41622218	-0.0070864595	-4.802926	-0.09024212	0.53110915	0.0024918027	0.088	79.0	4346.770355463028
29	2.361413	0.0	40.0	0.0	0.20942408	17.436476	9.144762	29.69541	-4.052191	2.261326	0.9773226	5.5415883	0.9095901	20.753927	13.542221	4.3593416	20.983912	-1.337434	120000	2.4214387e-08	19.363956	0.35731444	-0.006728456	-2.941278	-0.049795993	0.5085281	0.006854187	0.077250004	79.0	4491.573508024216
30	2.4029741	0.0	38.0	0.0	0.20320855	17.95462	9.216964	29.791475	-5.1137133	2.3365605	0.9824123	4.9839683	0.6672978	21.122995	13.597133	4.74177	21.736849	-3.0052834	124000	0.0	20.216103	0.2991451	-0.0057442933	-3.4361155	-0.028542608	0.4803006	0.0026502267	0.04	79.0	4636.410061120987
31	2.4443545	0.0	36.0	0.0	0.19148937	17.890095	9.061369	28.847075	-5.960927	2.1758049	1.0116603	5.2576528	0.91595715	21.037233	13.695629	5.0342655	21.499859	-4.548728	128000	0.0	22.031055	0.34963793	-0.009308079	-4.0152087	-0.07594423	0.47395465	0.005863729	0.04675	79.0	4782.422011137009
32	2.4856274	0.0	39.0	0.0	0.20526315	17.914066	9.03864	28.950819	-8.0187235	2.2033443	0.94152766	4.933524	0.91020447	20.847368	13.411407	4.954262	21.130003	-4.235729	132000	5.5879354e-09	19.623198	0.32644737	-0.006174431	-2.3625808	-0.057665456	0.48461518	0.004747564	0.03625	79.0	4927.26114988327
33	2.5269494	0.0	46.0	0.0	0.23958333	16.925066	9.608944	28.57831	-5.6465693	2.293763	1.030306	5.9176784	0.931447	20.614584	13.482142	4.9316854	21.103455	-4.7445645	136000	3.7252903e-09	24.995594	0.3730865	-0.00990567	-4.1621313	-0.043361276	0.49248645	0.007560216	0.0515	79.0	5074.42547416687
34	2.568449	0.0	50.0	0.0	0.26041666	16.586676	9.391452	30.76932	-3.2440264	2.376879	0.99733233	5.320243	0.92748314	20.520834	12.875086	4.952093	21.215675	-4.5939827	140000	-1.8626451e-09	21.156689	0.34105036	-0.009393773	-3.6407716	-0.04537517	0.4769544	0.006458305	0.052249998	79.0	5222.421270608902
35	2.6098576	0.0	35.0	0.0	0.1891892	17.979128	8.605599	29.775864	-2.8718832	2.1982076	0.9279946	4.662266	0.9243602	21.443243	13.12289	4.9296417	20.612926	-3.115826	144000	3.7252903e-09	18.333088	0.23653078	-0.008049133	-3.338129	-0.05072575	0.47418675	0.007464365	0.056250002	79.0	5369.998825311661
36	2.6514328	0.0	49.0	0.0	0.25789472	16.511576	9.477198	28.880857	-5.21469	2.3573809	1.0325649	5.078998	0.9111319	20.710526	13.58167	4.8065534	21.29558	-5.728462	148000	-9.313226e-09	25.748766	0.31463504	-0.008854061	-4.4866505	-0.032480784	0.46763813	0.0074893823	0.107	79.0	5516.623324632645
37	2.6928966	0.0	28.0	0.0	0.1521739	18.694864	8.437145	29.263357	-4.695372	2.174543	0.87792695	4.4944215	0.9313308	21.461956	13.361481	4.5321245	21.36047	-3.449876	152000	-7.450581e-09	18.630394	0.22154222	-0.00933332	-4.3147206	-0.045715105	0.45991486	0.0048325425	0.057499997	79.0	5664.2282791137695
38	2.7345634	0.0	50.0	0.0	0.2617801	16.70987	10.071813	30.486216	-5.4184732	2.3680878	1.0468359	5.06995	0.667605	20.70157	13.583695	5.0186944	21.535448	-5.466967	156000	-3.7252903e-09	26.687023	0.32985097	-0.007695766	-4.363182	-0.06870015	0.43344995	0.004730785	0.05375	79.0	5810.018540382385
39	2.7760513	0.0	29.0	0.0	0.1576087	19.027128	8.586437	31.41595	-8.72477	2.1224084	0.8614809	4.817997	0.915421	21.527174	13.824359	4.723672	21.205399	-4.9709377	160000	1.8626451e-09	17.569775	0.25813356	-0.0070991646	-3.7076006	-0.057887528	0.43211067	0.004018208	0.05125	79.0	5957.441050291061
40	2.8175597	0.0	35.0	0.0	0.18716578	18.104248	8.7739935	30.599796	-5.968034	2.232512	0.9400726	5.1282396	0.9226612	21.213903	13.770683	4.9014573	21.995686	-6.9427767	164000	9.313226e-09	17.183596	0.20212731	-0.0068389764	-2.1363637	-0.02273844	0.4095108	0.007487414	0.04175	79.0	6104.805156707764
41	2.8590388	0.0	35.0	0.0	0.18817204	17.933685	9.132163	28.973732	-8.427671	2.1940546	0.93348145	5.6806445	0.9121136	21.274193	13.592558	5.144449	22.530676	-6.5109215	168000	7.450581e-09	18.302454	0.20218597	-0.0075231185	-3.316325	-0.023240648	0.41828918	0.009907446	0.05175	79.0	6253.712915658951
42	2.9004838	0.0	32.0	0.0	0.17582418	18.534725	8.853471	31.039263	-7.304784	2.1816556	0.8715921	5.054605	0.9281769	21.714285	13.966267	4.8347945	21.809433	-5.6326427	172000	-2.7939677e-09	17.106441	0.15245643	-0.008733777	-3.1358342	-0.015727323	0.39154547	0.0077525857	0.0745	79.0	6401.2328407764435
43	2.9420655	0.0	30.0	0.0	0.16483517	18.442198	8.848752	29.321718	-6.584911	2.2817645	0.9748267	4.576436	0.6679687	21.862637	13.796845	5.02727	22.036186	-5.7261095	176000	5.5879354e-09	19.082035	0.22918686	-0.0077128913	-3.0279868	-0.026413206	0.40413558	0.004388589	0.059	79.0	6550.264246940613
44	2.983687	0.0	37.0	0.0	0.19680852	17.689495	9.658749	30.375172	-9.143197	2.2221067	0.9315942	5.127983	0.9096472	21.026596	13.89333	4.7679744	21.744669	-5.8449874	180000	-3.7252903e-09	20.69485	0.22269471	-0.006555575	-3.3993723	-0.033491794	0.38891473	0.0033592586	0.04275	79.0	6697.833135843277
45	3.0253942	0.0	31.0	0.0	0.1693989	18.667421	8.42406	29.499655	-6.4365253	2.247163	0.89661074	4.5862494	0.89840937	21.590164	13.717846	5.126664	23.038149	-5.572332	184000	-5.122274e-09	16.064566	0.19088797	-0.0065710805	-3.809593	-0.024872597	0.3388837	0.005221821	0.07625	79.0	6845.608258724213
46	3.0672069	0.0	39.0	0.0	0.20967741	17.295794	9.349105	29.416296	-7.604337	2.2585688	0.89907765	4.7888308	0.90986353	21.225807	13.795999	5.0764313	22.078636	-6.195656	188000	0.0	19.35442	0.1997688	-0.007838642	-4.2918425	-0.035221644	0.348854	0.0038513346	0.0575	79.0	6994.6520664691925
47	3.109244	0.0	47.0	0.0	0.25	17.048815	9.989768	30.983892	-6.3374395	2.3345006	1.0031093	5.9084167	0.6702023	20.978724	13.398416	5.1432023	22.306568	-7.092455	192000	9.313226e-10	20.377052	0.21074623	-0.0067344224	-3.7127821	-0.032099143	0.36358544	0.0042281947	0.041	79.0	7143.561721086502
48	3.1511176	0.0	23.0	0.0	0.12849163	19.266163	8.10408	29.469126	-5.4596477	2.1004817	0.89605796	4.4530034	0.90927696	22.078213	13.617078	5.365242	22.645542	-7.333946	196000	-1.4901161e-08	15.574897	0.19497295	-0.0072244178	-4.72202	-0.042006224	0.36635837	0.0051141954	0.04675	79.0	7292.379120588303
49	3.1931167	0.0	43.0	0.0	0.22751322	17.559423	9.85944	30.56119	-9.108806	2.26316	1.0144888	6.0710945	0.9085772	20.957672	14.051865	4.9587455	23.57964	-6.7969003	200000	0.0	21.821	0.24546094	-0.0062252656	-7.239429	-0.054085914	0.35752702	0.005492696	0.04275	79.0	7441.863866329193
50	3.235067	0.0	34.0	0.0	0.18181819	18.356411	9.749817	31.932535	-9.919149	2.1573315	0.9101406	4.630926	0.6676728	21.272728	14.006076	5.431044	23.764296	-6.7630095	204000	3.7252903e-09	18.315737	0.1844511	-0.006108605	-3.2751899	-0.023859749	0.36777556	0.0051004905	0.039499998	79.0	7589.835204124451
51	3.2768917	0.0	26.0	0.0	0.14285715	18.813372	8.439999	29.921385	-4.62132	2.1017194	0.86805046	4.1293845	0.9105099	21.675825	13.645766	5.429845	22.776897	-7.0507574	208000	1.1175871e-08	15.773576	0.17135325	-0.007016256	-5.336405	-0.035961337	0.35451102	0.0035836678	0.059	79.0	7737.913461923599
52	3.3188689	0.0	33.0	0.0	0.17934783	18.711468	8.587302	30.360817	-4.7817025	2.2571878	0.9290061	4.883053	0.6677338	21.407608	14.703536	4.769147	22.324244	-7.220148	212000	-1.4901161e-08	17.141958	0.22846407	-0.0077704047	-4.632596	-0.051660843	0.34828353	0.00863223	0.054	79.0	7886.419352769852
53	3.3608344	0.0	30.0	0.0	0.16216215	18.185467	8.879834	31.938358	-6.2286506	2.161636	0.8930502	5.1012897	0.9268841	21.486486	13.913046	4.9206877	22.207155	-4.936264	216000	3.7252903e-09	14.577724	0.18542802	-0.006305309	-3.0678446	-0.034689	0.34141195	0.0042151883	0.05625	79.0	8035.6887991428375
54	3.402596	0.0	24.0	0.0	0.13259669	18.979523	8.668072	29.82907	-8.307374	2.0397968	0.8132767	4.601043	0.9218179	21.867403	13.732664	5.0826826	22.342245	-5.843716	220000	-1.4901161e-08	16.302248	0.1804391	-0.008300036	-4.627269	-0.050421633	0.35846612	0.0067783883	0.05925	79.0	8185.2278118133545
55	3.4445088	0.0	33.0	0.0	0.17837837	18.114996	9.223508	28.422	-6.3673377	2.2343934	0.8263447	4.6928163	0.9184434	21.432432	14.480306	5.105129	22.803352	-10.044062	224000	6.519258e-09	18.336555	0.19201164	-0.0068663172	-5.572928	-0.05688496	0.36528125	0.005532897	0.0375	79.0	8335.154403686523
56	3.4865909	0.0	32.0	0.0	0.171123	17.84652	8.935387	29.099812	-5.435667	2.2491705	0.8344902	4.7401333	0.90922093	21.160427	13.332315	5.244336	21.701708	-6.2798386	228000	-7.450581e-09	14.208082	0.13793394	-0.0077490364	-4.795717	-0.027194718	0.3586977	0.0025371248	0.05275	79.0	8483.612257003784
57	3.5287542	0.0	26.0	0.0	0.1420765	18.294928	8.489057	28.997522	-7.8542056	2.2021434	0.88031316	4.382518	0.9169099	21.688524	13.819658	5.1659107	22.373873	-6.4159675	232000	5.5879354e-09	16.923119	0.1868891	-0.0071155117	-4.623334	-0.038963918	0.35389698	0.0030294731	0.050499998	79.0	8634.345845222473
58	3.5708094	0.0	21.0	0.0	0.11666667	19.158815	8.260568	30.063576	-7.2785006	2.089924	0.84956074	4.8793206	0.920096	21.927778	13.98534	4.7713547	22.273952	-7.960601	236000	7.450581e-09	13.702471	0.1839737	-0.005787174	-3.3007357	-0.030696107	0.33306766	0.0043152533	0.044749998	79.0	8782.702178955078
59	3.6130016	0.0	35.0	0.0	0.1861702	17.285696	9.703217	29.3632	-9.142496	2.2227578	0.8746183	4.0775104	0.8963782	21.138298	13.614401	5.0296555	23.456171	-5.5540576	240000	1.8626451e-09	17.576164	0.15275317	-0.004667651	-5.8273535	-0.032421894	0.31977606	0.0015292185	0.03575	79.0	8930.087522745132
60	3.6552033	0.0	26.0	0.0	0.14285715	18.409935	8.429482	28.194427	-7.3157396	2.151252	0.81723005	4.427397	0.93184835	21.758242	14.104567	5.2053404	23.606691	-8.189024	244000	1.8626451e-09	16.439125	0.16851383	-0.0070103593	-5.365505	-0.040707894	0.3341132	0.0066444348	0.053	79.0	9079.249355793
61	3.6973214	0.0	19.0	0.0	0.125	19.326715	7.5170155	28.851116	-5.210527	2.0926406	0.92501885	5.087219	0.9154333	22.06579	13.659403	4.5213065	21.838594	-9.853827	248000	-7.450581e-09	25.700169	0.16986483	-0.005129818	-11.028309	-0.050681777	0.3697654	0.0025360682	0.02925	79.0	9255.907521247864
62	3.7396607	0.0	39.0	0.0	0.20634921	16.910824	9.846645	29.540205	-5.605843	2.2604554	0.9336295	4.836481	0.9261432	20.899471	12.85561	6.117425	23.111284	-8.061399	252000	3.7252903e-09	20.959509	0.21237467	-0.005925852	-7.7811775	-0.057133857	0.30277035	0.012185908	0.058250003	30.0	9404.57756114006
63	3.7818933	0.0	24.0	0.0	0.13186814	18.971401	8.578578	29.557457	-6.620362	2.0788481	0.79386765	4.671719	0.89973265	21.697802	14.021498	4.897086	23.528675	-4.874481	256000	1.0244548e-08	13.679441	0.15277465	-0.0075255404	-4.6117525	-0.035814665	0.3038449	0.0043378323	0.05475	79.0	9554.316628694534
64	3.82409	0.0	30.0	0.0	0.16042781	18.098259	8.662503	28.767748	-7.519966	2.1088352	0.85394204	4.393931	0.8903566	21.26738	13.965533	5.2735386	22.774357	-7.1933084	260000	3.7252903e-09	12.847485	0.152399	-0.0063242223	-4.454472	-0.03379827	0.29695377	0.0021267745	0.032	79.0	9703.12348818779
65	3.866292	0.0	23.0	0.0	0.12707183	18.728136	8.190312	28.22668	-9.973418	2.1256528	0.8195269	4.5243864	0.6676532	21.75138	14.141842	4.9511666	22.262604	-6.6766405	264000	0.0	12.8990555	0.15021613	-0.0065023545	-3.7640438	-0.032378122	0.29826543	0.012204276	0.03875	57.0	9850.453865528107
66	3.9085867	0.0	29.0	0.0	0.15934066	18.143032	9.100848	30.574	-7.870521	2.171658	0.87026036	4.513933	0.9315874	21.73077	13.880344	5.174263	21.698935	-6.8593273	268000	9.313226e-09	14.12593	0.18267855	-0.0061388575	-4.3480587	-0.04055935	0.30191392	0.0043249773	0.04125	79.0	10001.218999147415
67	3.9509788	0.0	24.0	0.0	0.16666667	18.140749	9.007141	31.100094	-6.9269924	2.1753263	0.9114784	4.5054655	0.91026556	21.347221	13.197684	4.8382773	22.152382	-9.770963	272000	0.0	33.860695	0.12938848	-0.0043645315	-17.826077	-0.036945537	0.3401737	0.0058139563	0.042	79.0	10191.537302970886
68	3.9932842	0.0	17.0	0.0	0.11805555	19.411324	7.4384465	28.932316	-7.2862587	2.0724607	0.8399937	4.524202	0.9207396	21.833334	11.463655	6.4998546	22.518316	-14.619201	276000	1.8626451e-08	17.91375	0.11536403	-0.006076292	-3.4777586	-0.024304565	0.33260024	0.0037369477	0.050499998	79.0	10378.273318052292
69	4.03584	0.0	23.0	0.0	0.14649682	18.233133	8.374304	30.345821	-8.591067	2.2543855	0.8479332	4.5363564	0.93273485	21.560509	11.816865	6.591429	25.595234	-15.472598	280000	-7.450581e-09	20.005405	0.16583763	-0.0044792504	-4.0549145	-0.04779837	0.3242215	0.008528514	0.0355	79.0	10554.8516228199
70	4.078307	0.0	24.0	0.0	0.13114753	18.475073	8.668977	29.585005	-9.688774	2.0730915	0.8647755	4.62546	0.9273073	21.57377	13.486857	5.3731303	26.980719	-4.8839965	284000	-4.749745e-08	20.352291	0.16142417	-0.008277412	-9.327513	-0.036425218	0.30135316	0.0066515724	0.066250004	79.0	10705.083677768707
