Epoch	Crash_ratio	alpha	entropy	critic1	critic2	LossPi	alpha_loss	critic1_loss	critic2_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
1	0.60487807	0.95176625	1.5664246	0.28262153	0.29645738	-1.8256023	-0.32672474	3.182032	3.169652	-3.3188958	9.320049	21.264473	-21.940002	4.643797	1.586604	9.506352	0.92609257	17.712194	5998	4000.0	223.06573963165283
2	0.36419752	0.86154974	1.4979689	0.619537	0.62041134	-2.0556617	-0.9703829	2.9737177	2.9471757	1.3630536	23.548635	20.249828	-273.08426	4.1323085	1.4661506	8.967317	1.1945304	26.722221	6998	8000.0	448.1180284023285
3	0.30526316	0.7802902	1.373611	1.1141716	1.1148542	-2.4825368	-1.5824128	3.1461601	3.1108584	7.021568	9.447283	23.510643	-18.333897	3.6526206	1.4255232	7.2521577	0.8955898	21.042105	7998	12000.0	671.6364681720734
4	0.31413612	0.7073549	1.1985432	1.7426311	1.7417759	-3.0844858	-2.1472604	3.370625	3.3304486	9.914796	9.716003	26.57999	-10.047269	3.5589254	1.502607	7.844423	0.9218499	20.780106	8998	16000.0	882.8542466163635
5	0.28350514	0.6415345	1.039012	2.5637286	2.562872	-3.8779712	-2.6818788	3.594807	3.5518746	12.595724	9.417787	27.144869	-8.807689	3.2298453	1.3483261	6.843553	0.9264117	20.762886	9998	20000.0	1095.0626521110535
6	0.234375	0.58186245	0.91547585	3.4114883	3.4116073	-4.6888986	-3.2051816	3.871751	3.8209522	14.453938	9.00567	27.442781	-6.176643	2.741789	1.2763864	7.561486	0.6677848	20.90625	10998	24000.0	1303.5076968669891
7	0.24352331	0.52751714	0.8174692	4.3266726	4.327899	-5.560163	-3.722274	4.1095734	4.0534105	15.230107	9.201441	29.019058	-9.6339855	2.6606863	1.2349786	6.351254	0.674171	20.761658	11999	28000.0	1509.9298303127289
8	0.29081634	0.47813836	0.74099624	5.224416	5.225707	-6.4059367	-4.2379417	4.4206514	4.3575287	14.394575	9.223721	28.079538	-3.4594045	2.6456928	1.3272705	6.777893	0.9125932	20.336735	12998	32000.0	1719.6365225315094
9	0.29	0.43323934	0.6774355	6.0642657	6.0654387	-7.1916585	-4.7511144	4.6869893	4.61941	14.733646	9.897884	29.037264	-5.771001	2.4633803	1.1841993	6.3706617	0.90933555	19.955	13998	36000.0	1923.2838597297668
10	0.22797927	0.39242467	0.63408583	6.794005	6.79393	-7.8649817	-5.272189	4.9263983	4.8486876	16.408575	9.133019	30.16155	-4.115829	2.4100888	1.0736581	5.6762786	1.0458562	20.647669	14998	40000.0	2127.2084662914276
11	0.2361809	0.35542175	0.5759148	7.4829907	7.484088	-8.507976	-5.769808	5.0959616	5.0082273	16.892107	9.646515	29.909174	-3.2211537	2.3572154	1.1242719	5.408912	0.91978425	20.281406	15998	44000.0	2328.493190765381
12	0.23589744	0.32191926	0.5279862	8.093894	8.093886	-9.074537	-6.267695	5.201473	5.1001434	16.268345	8.941208	29.697931	-3.9779027	2.330321	1.0072106	5.1316514	0.9115859	20.415384	16998	48000.0	2531.6510355472565
13	0.21827412	0.29153323	0.48326147	8.606518	8.607551	-9.544287	-6.7604237	5.198951	5.0952053	17.39426	9.272262	30.18391	-3.4711437	2.3228674	1.0799291	5.573934	0.9146795	20.370558	17998	52000.0	2730.968544960022
14	0.17894737	0.264035	0.4320991	9.059338	9.058447	-9.962721	-7.2357955	5.1919694	5.0831413	17.899313	8.78055	28.968391	-6.9030313	2.2352524	1.0357351	5.6355357	0.9113123	21.015789	18998	56000.0	2932.4999339580536
15	0.19895288	0.23911597	0.3809243	9.424505	9.424775	-10.301261	-7.700762	5.1034727	5.0002356	17.43364	9.314752	29.384333	-5.646946	2.333432	1.219862	5.9990287	0.6670586	20.952879	19998	60000.0	3133.436612844467
16	0.19371727	0.21654333	0.3501249	9.765407	9.763329	-10.608171	-8.18738	5.0596504	4.959048	17.191616	9.058431	28.829027	-4.734341	2.2645586	1.1597419	6.368868	0.90903646	20.984293	20998	64000.0	3336.086751937866
17	0.19270833	0.19605568	0.32110426	10.0778675	10.076738	-10.903688	-8.671578	4.9259343	4.8398385	17.484314	8.953747	30.110777	-1.6945064	2.250944	1.1620867	6.7111654	0.91609776	20.838541	21998	68000.0	3537.074544429779
18	0.17989418	0.17751868	0.28787312	10.307362	10.305004	-11.123082	-9.143025	4.8958964	4.8268843	17.302664	9.279426	29.959341	-5.5296197	2.2806597	1.2811081	6.9977098	0.9085401	21.142857	22998	72000.0	3737.2332072257996
19	0.18181819	0.16070762	0.26788363	10.492798	10.491066	-11.272742	-9.632582	4.7890606	4.7340226	16.603886	9.23841	29.551622	-4.737034	2.2885647	1.2271698	6.167784	0.9105136	21.181818	23998	76000.0	3943.286989927292
20	0.114754096	0.14548123	0.24290717	10.651079	10.650526	-11.403379	-10.108801	4.72979	4.6806655	17.821566	8.538588	29.65601	-6.7363396	2.1390617	1.128932	6.0658617	0.9100928	22.049181	24998	80000.0	4148.847472667694
21	0.13043478	0.13169454	0.22513716	10.9328165	10.931984	-11.622111	-10.594879	4.5308595	4.492735	17.570776	8.410865	29.701874	-6.3616347	2.1728826	1.1316727	5.9889436	0.6675818	21.755434	25000	84000.0	4361.77774143219
22	0.12903225	0.119197205	0.21774848	11.339289	11.340602	-11.911435	-11.100168	4.1873355	4.164014	18.154987	8.18678	29.873064	-5.991606	2.2112708	1.2715888	6.4167542	0.66278946	21.365591	25000	88000.0	4573.844925880432
23	0.14814815	0.10787654	0.20423692	11.688125	11.687125	-12.161071	-11.590507	3.9431937	3.9323258	17.560553	8.359905	29.97278	-3.3751218	2.1768272	1.2571222	6.1618123	0.6715245	21.25397	25000	92000.0	4776.566502094269
24	0.1005291	0.09763603	0.19877312	11.993348	11.994718	-12.398307	-12.097213	3.7568493	3.7594013	18.064081	7.71533	31.206669	-4.3657904	2.0997791	1.1621552	7.2934184	0.75511956	21.269842	25000	96000.0	4982.98153424263
25	0.049723756	0.088343	0.21137649	12.298154	12.298084	-12.641687	-12.647629	3.53313	3.546435	19.435455	6.8086047	29.776356	-2.9534245	1.8994905	0.8792702	6.0285954	0.63791716	21.983425	25000	100000.0	5186.397357940674
26	0.092391305	0.07991252	0.25846472	12.627636	12.628012	-12.9012575	-13.289977	3.320772	3.3402636	18.605177	7.319641	28.813896	-2.574893	2.072571	1.086701	6.767403	0.92011	21.663044	25000	104000.0	5390.693821430206
