Epoch	Crash_ratio	Eval_Q	Target_Q	TD_error	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	TotalEnvInteracts	Time
1	0.7185629	-0.42139053	-0.3679916	1.6597123	-3.1070209	21.123737	25.339067	-249.6791	4.3886886	1.2534224	8.465759	1.2061054	23.874252	4000.0	370.43157863616943
2	0.21465969	2.0625536	1.3008465	1.9127692	15.996901	8.935459	29.530638	-3.2409039	2.538962	1.338248	6.4354167	0.9097717	20.884817	8000.0	716.9609889984131
3	0.25853658	6.892577	5.723918	2.8082998	15.060983	9.410342	32.034615	-5.4754767	2.2979763	1.1815206	5.7512374	0.9098418	19.531708	12000.0	1061.6923241615295
4	0.1658031	9.959405	8.655534	3.0546646	16.178461	8.483867	30.224766	-6.149417	2.4066598	1.4169221	7.8149686	0.6543852	20.709845	16000.0	1405.5970907211304
5	0.14285715	11.278495	9.822739	2.786409	15.78727	8.136937	30.611494	-4.5648227	2.2760632	1.3880247	7.134478	0.9110588	21.169312	20000.0	1744.9067549705505
6	0.09139785	11.790229	10.228713	2.4618907	16.542223	7.383654	29.722631	-7.209681	2.0713341	1.2414348	7.2428675	0.6761683	21.591398	24000.0	2083.7935030460358
7	0.05	12.013926	10.433551	2.2485874	18.267616	6.3030562	30.345272	-0.959624	1.9359816	0.9422877	6.505979	0.6871008	22.044445	28000.0	2421.1630289554596
8	0.044444446	12.312972	10.735263	2.0970879	18.64044	6.174507	29.695728	-3.5112457	1.916257	0.86588436	5.4997234	0.91473204	22.26111	32000.0	2756.1206068992615
9	0.016853932	12.6328125	11.077785	1.9255518	19.864801	5.1978583	28.433802	-2.8921645	1.8357482	0.7418797	5.2875814	0.6723633	22.522472	36000.0	3090.560334920883
10	0.039106146	12.919621	11.37527	1.7632502	20.196999	6.137231	29.498255	-5.716842	1.9378293	0.8962222	5.9840684	0.91162676	22.418995	40000.0	3427.517699241638
11	0.033333335	13.199893	11.66409	1.6341496	19.429667	6.0178576	28.84769	-3.2706137	1.8574532	0.83630496	5.8206887	0.9006775	22.144444	44000.0	3767.1331226825714
12	0.011173184	13.394315	11.869618	1.5068631	20.547356	4.74726	27.37509	-1.8967025	1.8605585	0.72365206	5.0821996	0.8933599	22.430168	48000.0	4106.150728702545
13	0.033707865	13.554904	12.024924	1.4348824	19.768839	5.8549533	29.399693	-2.4017513	1.95494	0.75680816	4.731338	0.89837897	22.325842	52000.0	4444.425723791122
14	0.011049724	13.698079	12.170881	1.374857	19.492306	5.052355	29.143377	-3.6432576	1.8753868	0.6689148	4.955069	0.9020833	22.17127	56000.0	4782.13290810585
15	0.005586592	13.793476	12.2647915	1.2875308	20.762976	4.38882	31.458126	3.5417283	1.7743458	0.58628625	4.075588	0.92840636	22.363129	60000.0	5107.96052980423
