Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	sigma	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
1	1.0593063	0.54146343	0.9517497	1.5758994	1.136259	1.1423912	0.3298046	-2.3157046	-0.32749933	2.6382186	2.6346235	0.18908499	0.100005016	5.105451	8.817779	23.061396	-8.3416815	4.698074	1.569813	9.370801	0.9241646	18.121952	5998	4000.0	256.91476678848267
2	1.1642277	0.42352942	0.8614211	1.531462	1.2886583	1.2891206	0.3608056	-2.2691734	-0.9767097	2.6014674	2.595121	0.15058224	0.105005264	6.0514026	23.735626	26.632927	-280.18228	4.3113656	1.3591797	8.78528	1.5169944	25.07059	6998	8000.0	519.7254393100739
3	1.2665286	0.33168316	0.779796	1.4851272	1.3596865	1.3604083	0.374873	-2.1660755	-1.6152691	2.801107	2.7988977	0.13927782	0.110255525	10.274095	8.888273	25.039387	-8.779815	4.0570693	1.3442483	8.55509	1.2359719	19.643564	7998	12000.0	783.7336981296539
4	1.3694472	0.31176472	0.70605457	1.4283639	1.4613811	1.4621773	0.39043543	-2.0977032	-2.2398365	2.9809537	2.9848447	0.1303511	0.11576826	12.1950035	8.810757	27.747585	-6.0155983	3.916789	1.4049028	7.8783765	0.9256679	20.117647	8998	16000.0	1038.1754417419434
5	1.4721988	0.34254143	0.6393185	1.379885	1.5415875	1.5424739	0.40571612	-2.0133271	-2.8562503	3.0598238	3.0666568	0.11986766	0.12155673	10.897271	21.229393	28.783674	-246.33331	3.6963282	1.447845	7.598389	0.91122663	25.364641	9998	20000.0	1287.0840282440186
6	1.574711	0.25	0.57898015	1.3061868	1.6809583	1.6808187	0.41753435	-2.0084457	-3.4481285	3.180253	3.1898642	0.10916583	0.12763457	14.946611	8.33445	27.124887	-6.2464943	3.5509717	1.2531931	6.7320933	0.9102887	20.413265	10998	24000.0	1520.6228494644165
7	1.678021	0.30569947	0.5244999	1.2151792	1.8345518	1.8351318	0.44460925	-2.0056973	-4.0125985	3.2519476	3.2630825	0.1000266	0.13401628	15.268947	8.708458	28.621042	-5.0581365	3.664768	1.4017848	7.6462746	0.76888055	20.797928	12000	28000.0	1752.4987397193909
8	1.7821714	0.265625	0.47525874	1.1109349	1.994634	1.9952779	0.4660632	-2.0357518	-4.5475693	3.2953353	3.3078065	0.0919749	0.14071707	16.482454	8.285027	28.999786	-2.5960534	3.4604855	1.2490919	7.41553	1.3124131	20.71875	12998	32000.0	1988.4175865650177
9	1.8856516	0.25773194	0.43071735	0.9989293	2.1821024	2.182653	0.4852625	-2.0952542	-5.0539994	3.3682778	3.3797925	0.08522446	0.14775296	17.038424	8.705235	30.64788	-6.4243402	3.4228566	1.2210877	6.451216	0.92655176	20.762886	13998	36000.0	2225.03035569191
10	1.9890485	0.18716578	0.39055577	0.84738725	2.3481674	2.348398	0.50556326	-2.167464	-5.499104	3.353263	3.3651922	0.0794998	0.15514056	18.783506	7.477177	29.654793	0.87442076	2.9657812	1.169812	6.5638604	0.9090881	21.299465	14999	40000.0	2450.353116750717
11	2.0919976	0.22222222	0.35417542	0.71233714	2.5527027	2.5526268	0.5230856	-2.2782393	-5.9302	3.3380454	3.350414	0.074608855	0.16289762	18.688576	8.051331	29.762661	-2.0367804	2.8607488	1.2426454	6.2810593	0.66844106	21.015873	15998	44000.0	2679.5779893398285
12	2.1944287	0.1764706	0.321218	0.5921172	2.7451174	2.745454	0.5391628	-2.408548	-6.352114	3.2542503	3.266698	0.07039351	0.17104249	19.334736	7.2657847	31.705566	2.1937742	2.6703882	1.1072274	5.389285	0.92693824	21.44385	16998	48000.0	2899.4311192035675
13	2.2965145	0.16489361	0.29119113	0.5243328	2.9727576	2.9738233	0.55312514	-2.557005	-6.8175516	3.1468832	3.160931	0.06800702	0.17959465	19.74606	7.5038614	30.69274	-0.37151906	2.5621085	1.2563607	6.758688	0.66587704	21.462767	17998	52000.0	3122.612117290497
14	2.398362	0.15300547	0.2638382	0.47421876	3.2218776	3.2224042	0.5663987	-2.7121594	-7.2959247	3.045525	3.0600927	0.06524067	0.18857437	20.337778	6.7734222	30.145731	1.3623079	2.5800912	1.2145088	5.6883264	0.9087647	21.622952	18998	56000.0	3347.604614496231
15	2.4999547	0.15846995	0.23897672	0.42774665	3.4480472	3.447812	0.5811205	-2.8482232	-7.7711678	2.913514	2.927542	0.06409503	0.19800308	20.2223	6.929555	30.905546	2.3448656	2.6337934	1.2399658	6.550773	0.9079082	21.923498	19998	60000.0	3574.677488565445
16	2.601486	0.19892474	0.21641622	0.3957072	3.6747088	3.6751485	0.59151137	-2.962374	-8.260413	2.8089767	2.8245182	0.061892174	0.20790324	19.910587	7.530907	30.295492	0.19710954	2.666833	1.3077819	6.0358596	0.909149	21.548388	20998	64000.0	3796.804271221161
17	2.7026794	0.23870967	0.19595364	0.36317536	3.884954	3.8850746	0.6043016	-3.0397575	-8.74324	2.6911702	2.7072668	0.06072942	0.21829838	19.609325	8.071172	30.535238	2.6842752	2.7647483	1.2448617	5.2942405	0.9078332	21.503225	21998	68000.0	4053.7537853717804
18	2.8037987	0.16568047	0.17741293	0.33730224	4.0999427	4.100577	0.61483055	-3.109868	-9.231598	2.642308	2.657083	0.05984592	0.22921327	20.159683	7.713996	30.065619	-14.064081	2.611832	1.2038515	6.210331	0.5	27.650888	22998	72000.0	4288.419409990311
19	2.904629	0.20744681	0.16061492	0.31343818	4.3169646	4.3175483	0.62189496	-3.2188709	-9.719048	2.5470357	2.5605557	0.05815271	0.2406739	19.809814	7.7262874	31.17705	2.1008985	2.652736	1.2411608	5.971119	0.9082594	21.223404	23998	76000.0	4511.1064195632935
20	3.0051394	0.1576087	0.14539382	0.29144996	4.519386	4.51982	0.62905705	-3.3153944	-10.205538	2.464147	2.4766767	0.056638803	0.2527077	20.362291	7.2107544	31.534256	2.0021021	2.5698855	1.2362615	5.960554	0.66376954	21.652174	24998	80000.0	4737.439565181732
21	3.1056113	0.1764706	0.13160397	0.2789842	4.743587	4.743779	0.63881934	-3.421505	-10.707355	2.3881187	2.3985422	0.05598101	0.26534307	20.126936	7.450392	34.422215	1.9214691	2.5096884	1.2218095	5.723913	0.9085437	21.35829	25998	84000.0	4958.708819150925
22	3.2064033	0.16042781	0.11912596	0.26226494	4.954857	4.9548798	0.6474727	-3.5257895	-11.198082	2.306737	2.3147554	0.05540918	0.27861014	20.71963	7.200061	33.171017	1.3053235	2.5163205	1.2525916	5.770617	0.6708268	21.540108	26998	88000.0	5182.841833591461
