Epoch	AverageCrash_counter	StdCrash_counter	Crash_ratio	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
10	64.0	0.0	0.33333334	6.265574	10.16079	25.676743	-15.19388	3.2848701	1.2453425	6.9016786	0.88586867	20.786459	5.714032	2.5345354	9.757876	-0.7665704	44000	2.4214387e-08	62.509888	-0.011446148	-4.867277	1.1675824	0.012040932	0.1035	41.0	3094.9640431404114
11	50.0	0.0	0.26595744	7.933091	9.566822	23.348333	-15.78472	2.9741247	1.2394598	6.988708	0.92428136	21.18617	6.5578184	2.4148629	10.73827	2.664139	48000	2.9802322e-08	50.807114	-0.010165945	-5.042362	1.0860238	0.009054106	0.09725	79.0	3360.3598346710205
12	32.0	0.0	0.2147651	10.414434	9.204524	26.005735	-13.178068	2.9379654	1.3447614	8.014517	0.6662727	21.496645	7.558344	2.732225	13.471235	3.2251265	52000	-2.2351742e-08	59.94069	-0.0141238645	-5.2833214	1.0886734	0.008794697	0.16275	79.0	3671.696256160736
13	53.0	0.0	0.2819149	9.275663	9.934024	25.333555	-11.579568	2.975973	1.1906506	6.303581	0.921863	21.111702	8.275076	2.4940495	11.935206	3.6403604	56000	-1.5366822e-08	53.765793	-0.015036486	-2.954876	1.0086038	0.010788489	0.13350001	79.0	3960.2692103385925
14	46.0	0.0	0.24598931	10.40372	9.411261	28.252596	-12.20767	2.7750971	1.1847384	7.7535357	0.91121775	21.245989	8.427181	2.2788732	12.725425	4.528432	60000	-1.0011718e-08	43.525818	-0.010798247	-2.7125473	0.92882437	0.008516127	0.13075	79.0	4247.257155418396
15	35.0	0.0	0.19021739	13.081933	8.856438	28.360506	-10.343397	2.6531634	1.186469	6.0479364	0.8965322	21.663044	9.517591	2.3778565	13.833251	4.001126	64000	-1.4901161e-08	39.51304	-0.007994786	-3.775753	0.91084045	0.0031883272	0.058250003	79.0	4517.390766382217
16	51.0	0.0	0.2642487	11.494409	9.7159	29.193977	-8.630667	2.87801	1.2208638	6.5578313	0.9275709	20.559586	11.270142	2.0645163	15.193887	4.4996557	68000	-1.1175871e-08	46.672943	-0.010293105	-2.0195007	0.8410585	0.0065555098	0.089	79.0	4777.976383686066
17	40.0	0.0	0.21052632	13.572017	9.056289	27.086224	-9.821279	2.5942698	1.1506878	6.1535735	0.6745564	21.0	10.291221	1.9686575	14.458797	3.2661705	72000	-1.6763806e-08	39.879585	-0.009360637	-1.3418293	0.777227	0.005307786	0.045	79.0	5038.968373298645
18	39.0	0.0	0.21081081	14.415147	9.489451	29.975538	-7.1310406	2.523593	1.086738	5.555183	0.9119775	21.464865	11.150868	1.9666933	15.126754	3.6292963	76000	-1.0244548e-08	40.14012	-0.0066567417	-2.2540684	0.7316763	0.0046961075	0.0485	79.0	5297.518986463547
19	37.0	0.0	0.19680852	14.484433	9.495442	29.529049	-6.9800863	2.4851358	1.0336919	6.255311	0.67371583	21.228724	11.879799	1.6999267	15.781545	1.3476461	80000	5.5879354e-09	37.836197	-0.008445146	-1.3493156	0.710586	0.0034053496	0.07	79.0	5555.702220201492
20	35.0	0.0	0.19125684	15.385315	9.046601	30.850092	-7.5829577	2.468629	1.0245663	5.2112207	0.9251307	21.644808	11.686771	1.7929988	15.524916	-2.9506922	84000	-2.2351742e-08	35.77969	-0.0068106167	-1.1796656	0.7005085	0.0072359373	0.043250002	79.0	5810.676662445068
21	39.0	0.0	0.21081081	14.712056	9.153942	30.025028	-9.023263	2.6251283	1.0555913	5.94451	0.91467935	21.551352	12.2464905	1.7851007	16.485819	-2.6072795	88000	0.0	36.760998	-0.0073233284	-0.6097841	0.705193	0.0067830207	0.065	79.0	6068.170285701752
22	34.0	0.0	0.18181819	15.837481	8.567457	28.74976	-5.4957027	2.3936481	1.041008	5.365722	0.9162225	21.262032	12.104487	2.163859	17.605978	-3.5796053	92000	1.1175871e-08	31.254723	-0.006900373	-1.5370789	0.70168734	0.0031152903	0.055749997	79.0	6323.612862110138
23	33.0	0.0	0.18131869	15.297232	9.232286	27.391117	-8.830728	2.3998568	0.9841465	5.594826	0.76013345	21.714285	12.369016	2.2974627	17.336819	-4.7813745	96000	-6.0535967e-09	33.59139	-0.0061033536	-0.9499569	0.69500977	0.007935042	0.05475	79.0	6577.554735422134
24	39.0	0.0	0.20634921	15.389617	9.303031	28.465769	-8.724739	2.4256794	0.97024333	5.8961344	0.9091238	21.074074	12.497409	2.53416	18.185051	-9.284493	100000	1.1175871e-08	34.923615	-0.005523639	-0.7931595	0.668427	0.004094511	0.06125	79.0	6828.096050262451
25	37.0	0.0	0.19680852	15.299438	9.156599	27.93584	-6.680122	2.416247	0.97999215	5.1489396	0.90431434	21.19149	12.716027	2.699588	19.947233	-9.436046	104000	-1.4901161e-08	36.777363	-0.006785173	-0.52655697	0.65918434	0.0034831353	0.04675	79.0	7077.105412006378
26	37.0	0.0	0.19786096	15.810638	9.273075	26.893816	-7.407091	2.3872654	0.9984346	5.3988905	0.92933977	21.256685	12.25623	2.5382416	18.312283	-8.627409	108000	3.7252903e-09	34.059853	-0.0062163863	-0.6435137	0.6454306	0.0022409956	0.0385	79.0	7327.308447122574
27	22.0	0.0	0.12154696	17.632118	8.05941	28.074392	-6.705508	2.209617	0.90693134	5.643602	0.652076	21.96685	13.039828	2.617918	19.204248	-9.954128	112000	1.8626451e-08	24.711946	-0.007950984	-1.004117	0.61778015	0.007356099	0.05125	79.0	7576.419856309891
28	24.0	0.0	0.13483146	16.76787	8.356673	30.615875	-9.359183	2.2828574	0.8855431	4.986357	0.9275675	22.325842	13.336714	2.8635716	19.304192	-8.364811	116000	-1.1175871e-08	29.32045	-0.0062524118	-1.2434816	0.5892294	0.006730507	0.04675	79.0	7829.377438783646
29	22.0	0.0	0.123595506	16.994211	8.396603	27.444265	-6.4467764	2.2097762	0.87804234	4.2451453	0.9241628	22.213484	13.057781	2.478429	18.155548	-8.153562	120000	0.0	25.958649	-0.0052051023	-0.5490389	0.5853438	0.005949698	0.04425	79.0	8081.5839331150055
30	25.0	0.0	0.13812155	16.763361	8.649902	29.366081	-7.5119658	2.20212	0.8633575	4.767908	0.6675781	21.972376	13.215356	2.7224615	19.238335	-8.366887	124000	-8.381903e-09	30.699528	-0.0060247406	-0.78022575	0.57233924	0.0076444754	0.045	79.0	8334.717015981674
31	22.0	0.0	0.12087912	17.644695	8.713927	32.374847	-5.3965235	2.1480348	0.8661788	4.723979	0.66658425	21.906593	13.075122	2.3938932	18.352621	-5.4818397	128000	0.0	29.214247	-0.0060573993	-0.82618237	0.55507636	0.0045022196	0.037	79.0	8576.40489435196
32	17.0	0.0	0.09550562	18.242632	7.5584645	28.681477	-9.226538	2.043768	0.81987655	5.123441	0.90857905	22.303371	13.843748	2.6325724	19.971924	-3.628055	132000	-1.8626451e-09	23.746054	-0.0055123754	-0.42597294	0.5218214	0.0038583425	0.0225	79.0	8811.96164059639
33	23.0	0.0	0.12637363	17.200884	8.410705	28.13758	-8.135222	2.083553	0.90462524	5.0043488	0.8963989	21.851648	13.989277	2.707394	18.871767	-8.298308	136000	7.450581e-09	27.185291	-0.005613081	-0.9189644	0.46866578	0.001049258	0.032250002	79.0	9048.301733732224
34	17.0	0.0	0.096045196	17.690607	8.168828	28.459139	-11.981791	2.1626732	0.84164673	4.6478953	0.70053357	22.548023	13.174439	2.5792093	18.57406	1.8671381	140000	0.0	25.001102	-0.004729606	-1.2224112	0.47833222	0.0042199832	0.0295	79.0	9281.792981863022
35	25.0	0.0	0.13812155	17.445084	8.581168	30.673819	-5.9046307	2.1836882	0.8640626	4.954348	0.66776454	21.906076	13.796258	2.7550895	19.229229	-7.2187366	144000	-5.5879354e-09	28.9116	-0.0041419454	-0.5378084	0.4958955	0.0028762585	0.0325	79.0	9515.523791074753
36	18.0	0.0	0.1	17.711367	7.562608	28.052303	-8.314595	2.1287882	0.8807528	4.975601	0.6675285	22.133333	13.562478	2.6930628	19.038052	-8.546357	148000	9.313226e-09	23.021717	-0.0073247757	-0.43562794	0.49464685	0.005597031	0.07125001	79.0	9747.531062841415
37	20.0	0.0	0.11111111	17.850792	8.307727	30.788963	-7.492947	2.1956	0.79148537	5.280296	0.6692206	22.022223	13.712129	2.555291	18.694607	-0.40436375	152000	3.7252903e-09	23.902836	-0.0051255096	-0.88268375	0.48142236	0.0026101056	0.043750003	79.0	9980.147756814957
38	13.0	0.0	0.0726257	18.840847	6.9482903	30.015017	-7.5271926	2.1429846	0.8410333	4.513263	0.9094355	22.256983	14.121811	2.7531402	19.64691	-1.7138	156000	-3.7252903e-09	19.9942	-0.0051509067	-0.5390978	0.50945	0.008528373	0.03425	79.0	10211.355640888214
39	17.0	0.0	0.09497207	18.825552	7.6561637	30.236622	-8.304842	2.0768743	0.8067731	4.6587753	0.9083906	22.256983	14.400685	2.7831895	19.699371	-4.683051	160000	1.8626451e-09	21.923515	-0.005301645	-0.4638424	0.49066433	0.0034603989	0.037	79.0	10444.543638706207
40	12.0	0.0	0.06703911	19.442472	6.8091	30.4549	-6.84001	2.0376008	0.75087875	4.4717526	0.5608067	22.22905	14.527939	2.9317503	19.840548	-7.354931	164000	-7.450581e-09	20.118473	-0.0036938116	-1.2864237	0.5113895	0.0054580173	0.0405	79.0	10677.289228200912
41	17.0	0.0	0.094444446	18.360298	8.048463	27.59561	-9.86518	2.0888593	0.7637618	4.3822002	0.90905976	22.105556	14.621682	2.709362	20.100657	-5.9731073	168000	-7.450581e-09	23.167725	-0.006156206	-0.7542076	0.51629806	0.007936722	0.03425	79.0	10910.072112321854
42	13.0	0.0	0.073033705	18.839556	7.8986645	28.767717	-9.356922	2.0423443	0.8274035	4.701889	0.66779083	22.337078	14.449538	2.9990027	20.089838	-2.6610045	172000	-9.313226e-09	21.435326	-0.0040496215	-1.4338493	0.4659881	0.003192666	0.03175	79.0	11142.614461660385
43	17.0	0.0	0.09497207	18.439394	8.133395	29.691202	-9.601855	2.102362	0.8723328	4.7756195	0.66621715	22.24581	14.44232	3.0517697	19.79762	-1.8086302	176000	1.1175871e-08	23.197254	-0.0050259456	-1.5387974	0.47851297	0.0037611914	0.045500003	79.0	11374.992035388947
44	15.0	0.0	0.082417585	18.592674	7.5521884	28.750032	-10.146034	2.080919	0.86715937	4.310684	0.90117395	21.917582	13.997191	3.1307285	20.811459	-5.0062914	180000	-1.8626451e-09	18.856098	-0.0045985514	-0.5914335	0.47985303	0.0041819364	0.02825	79.0	11606.270069599152
45	15.0	0.0	0.084745765	19.070751	7.4255924	29.352089	-7.523926	2.1431668	0.8337204	4.8770995	0.70083797	22.446327	14.306999	3.3557856	21.135298	-9.892544	184000	-9.313226e-10	19.240349	-0.0053160246	-0.75710297	0.46426925	0.0031049945	0.042	79.0	11839.411277770996
46	16.0	0.0	0.08938547	18.52624	7.742733	29.793232	-6.579221	2.13251	0.8464317	4.7016454	0.90839505	22.206703	14.333936	3.0268288	20.400854	-1.8451965	188000	1.8626451e-09	18.85897	-0.0053871525	-0.47281075	0.44090468	0.005988288	0.07125	79.0	12072.63292813301
47	16.0	0.0	0.08888889	18.29333	8.344958	29.542055	-10.192627	2.1122277	0.83985186	5.230863	0.66902536	22.072222	14.559572	3.378949	21.00239	-6.7780285	192000	-1.8626451e-09	22.639011	-0.0064211837	-0.9085531	0.45100158	0.005304661	0.05825	79.0	12305.738008260727
48	20.0	0.0	0.10928962	18.464691	8.4689455	29.280901	-9.868062	2.0811353	0.86530906	5.65685	0.66779214	21.754099	14.164655	3.3151503	20.125051	-5.528395	196000	6.519258e-09	20.884869	-0.005008622	-1.079732	0.4820266	0.005857844	0.039499998	79.0	12538.465424060822
49	19.0	0.0	0.10555556	18.434872	8.02623	29.866533	-7.33731	2.0982416	0.8842926	4.911441	0.90909547	22.205555	14.197072	3.6095834	20.817513	-7.912643	200000	7.450581e-09	22.844612	-0.005692538	-2.1134453	0.47270995	0.008787673	0.033749998	79.0	12769.576647281647
50	16.0	0.0	0.08839779	18.785254	8.037738	29.7774	-7.6176395	2.014771	0.85372514	6.045921	0.9087723	21.955801	14.332575	3.3790617	20.539583	-4.1859183	204000	8.381903e-09	19.102646	-0.004728282	-1.1395597	0.48182023	0.0018477854	0.02375	79.0	13003.147342443466
51	9.0	0.0	0.050847456	19.773535	7.0095916	30.95596	-6.7500095	1.9962074	0.750325	4.536097	0.6802114	22.40113	14.226941	3.604536	20.441511	-5.7607365	208000	3.7252903e-09	16.880226	-0.0049395477	-1.7303572	0.47737023	0.0065175807	0.1345	79.0	13237.260099172592
52	14.0	0.0	0.07865169	18.642326	8.040134	28.61589	-13.030694	2.058544	0.8225433	4.881144	0.90453535	22.269663	14.855351	3.2739084	20.601269	-1.2309031	212000	-1.1175871e-08	18.074226	-0.0049093273	-1.5456772	0.45085013	0.0045598107	0.035	79.0	13467.972886562347
53	21.0	0.0	0.1160221	18.04793	8.373816	30.91262	-10.197703	2.3150063	0.8535098	4.5854397	0.9150791	21.972376	14.017488	3.723157	20.554874	-1.7786367	216000	-3.7252903e-09	21.319668	-0.004425045	-1.0448523	0.4600353	0.008971969	0.032	79.0	13701.916647672653
54	13.0	0.0	0.073446326	19.016201	7.2400875	28.612314	-7.912917	2.0695233	0.7775813	4.5958505	0.9099589	22.38983	14.464063	3.8002713	20.48515	-5.805935	220000	-4.656613e-10	16.175323	-0.007219687	-1.3560376	0.43736944	0.0073276823	0.0615	79.0	13937.52610707283
55	12.0	0.0	0.06703911	18.829906	7.4458	28.619183	-8.333778	2.1199074	0.8496528	5.429641	0.9105803	22.22905	14.717805	3.4779778	20.377432	0.99213076	224000	-5.5879354e-09	14.862082	-0.0060669184	-0.84761286	0.44791657	0.005207383	0.06325	79.0	14168.5843770504
56	10.0	0.0	0.056818184	19.679476	6.8713703	30.334822	-7.860179	2.0497515	0.7183334	4.442518	0.9219672	22.5625	14.720012	3.477928	20.980507	-5.2317576	228000	-3.7252903e-09	14.973848	-0.0053760223	-0.52308416	0.42073274	0.004113367	0.03825	79.0	14400.472210884094
57	16.0	0.0	0.08888889	18.889597	8.30399	29.186092	-10.246029	2.0775573	0.7636897	4.474831	0.9106915	22.13889	14.544866	3.5378735	20.96246	2.235573	232000	-9.313226e-10	17.126827	-0.0046668425	-0.98720026	0.39889663	0.0036269026	0.07625	79.0	14632.38044333458
58	10.0	0.0	0.056179777	19.710587	6.4493427	28.187332	-5.9306026	2.0492752	0.8002567	5.379074	0.91804767	22.24719	14.869306	3.8283613	21.371546	-3.4039714	236000	0.0	13.602293	-0.0054041855	-1.0465951	0.42070854	0.0022921655	0.0775	79.0	14863.465597867966
59	16.0	0.0	0.08743169	18.419895	8.00627	28.339672	-7.699734	2.0730054	0.83170843	4.5633044	0.89475715	21.721312	14.743231	3.5188022	20.796555	0.6850183	240000	0.0	17.440567	-0.0031855889	-2.1590934	0.41334426	0.0015680711	0.014	79.0	15096.640445232391
60	14.0	0.0	0.07777778	18.95495	7.8807282	30.115036	-9.151792	2.0855815	0.8387149	5.0574994	0.66772467	22.044445	14.13209	3.8544922	21.019487	-0.8034144	244000	4.1909516e-09	16.303661	-0.003966324	-1.463933	0.42607266	0.0014423635	0.026	79.0	15328.189267635345
61	10.0	0.0	0.05586592	20.29697	6.8042603	29.444342	-6.411569	2.0509527	0.73235154	4.4908586	0.9240041	22.217876	15.022327	3.7098453	21.124496	0.6136722	248000	-9.313226e-09	13.626638	-0.0042967554	-0.609169	0.40956646	0.010232534	0.0365	79.0	15560.702687740326
62	16.0	0.0	0.08938547	19.101715	7.552778	29.535963	-6.0486016	2.1765041	0.8272132	5.2684317	0.9231337	22.173183	14.767505	3.8581486	21.511751	1.6572602	252000	1.3038516e-08	16.312061	-0.005436456	-0.81490946	0.4026628	0.008762301	0.036	79.0	15796.294806718826
63	12.0	0.0	0.06703911	18.728388	7.216022	29.630787	-7.36699	2.0985487	0.86165494	5.6395626	0.9066614	22.21229	14.285713	3.6102946	21.450249	2.4964783	256000	-1.1175871e-08	14.768251	-0.0041609164	-0.20079136	0.40265286	0.0014657336	0.028250001	79.0	16028.901667356491
64	8.0	0.0	0.04519774	19.742405	6.6042185	29.631014	-7.020292	2.065352	0.82291186	5.118001	0.9091651	22.480227	14.569597	3.6123211	21.564013	4.055356	260000	-4.656613e-09	12.621901	-0.0029892763	-0.5397248	0.39884245	0.0035480335	0.023	79.0	16260.253224849701
65	21.0	0.0	0.11290322	18.570229	8.486879	28.699486	-10.021433	2.0792139	0.7979529	4.3052483	0.9101274	21.462366	14.712715	3.7414265	21.646587	-1.5903026	264000	0.0	17.548779	-0.004643998	-2.1269073	0.3739708	0.0033265399	0.02125	79.0	16493.572761535645
66	18.0	0.0	0.1	18.687939	7.825356	28.881517	-8.70489	2.1334307	0.81448925	4.624514	0.89657605	22.183332	14.388562	3.8140366	21.41858	1.6287571	268000	4.656613e-09	15.454773	-0.0050486387	-0.71212816	0.3937263	0.0018416109	0.0235	79.0	16725.531550884247
67	14.0	0.0	0.07821229	19.176018	7.310616	31.170393	-8.631009	1.9940351	0.7758173	3.9827101	0.9086643	22.273743	14.438121	4.050915	21.53969	0.90958947	272000	9.313226e-09	12.089077	-0.0051961932	-0.27619314	0.39835802	0.0050779134	0.0285	79.0	16961.238109350204
68	12.0	0.0	0.06666667	18.99997	7.4685235	29.470308	-7.2548027	2.0943465	0.7722247	4.1498313	0.84404606	22.188889	14.277469	4.081031	21.420069	1.0429933	276000	-1.1175871e-08	14.2472925	-0.004886806	-0.58393	0.37052497	0.0031264382	0.0275	79.0	17192.64109301567
69	14.0	0.0	0.07734807	18.766872	7.7808523	30.34705	-6.7969966	2.1919956	0.8252447	6.1875324	0.8942632	22.01105	14.525238	3.9081297	21.779606	3.6611269	280000	4.656613e-09	13.487973	-0.0037497487	-0.9131775	0.37060222	0.0014225633	0.033999998	79.0	17425.19771504402
70	18.0	0.0	0.09944751	19.27861	8.408555	27.79358	-10.414386	2.0823603	0.81436414	4.2586527	0.90844584	21.944752	14.566803	3.9973054	21.48077	-0.09021879	284000	1.0244548e-08	16.784807	-0.0042666504	-1.6151562	0.36273366	0.0041095545	0.03775	79.0	17659.03140449524
71	16.0	0.0	0.08938547	18.480825	8.030199	30.666603	-7.7588453	2.1515217	0.88894486	5.0075326	0.6785541	22.234636	14.41515	4.214767	21.512545	-0.9727782	288000	7.21775e-09	15.548698	-0.0043433364	-0.89591694	0.34054902	0.0027725105	0.03425	79.0	17891.962654590607
72	19.0	0.0	0.10614525	18.018091	8.399333	29.173977	-7.558479	2.178999	0.88781446	5.2803826	0.9154038	22.134079	14.338453	4.132218	21.350155	0.08649623	292000	-3.7252903e-09	17.521809	-0.004251633	-0.96948624	0.33571857	0.0024795902	0.02425	79.0	18124.66327738762
73	10.0	0.0	0.05586592	19.90125	6.5260196	28.578701	-7.8148203	1.9466916	0.68942034	3.8903418	0.90342605	22.134079	14.447517	3.7412739	21.068222	-0.16902559	296000	7.450581e-09	11.855909	-0.005384762	-0.7910218	0.35159558	0.0034676446	0.0285	79.0	18355.55850958824
74	19.0	0.0	0.10497238	18.638464	7.9924374	29.488115	-6.234598	2.1283367	0.88864285	7.3734994	0.89039296	21.911602	14.399488	4.0821486	21.800488	0.48922452	300000	-7.450581e-09	14.75293	-0.005213866	-0.4223547	0.3491265	0.006720776	0.0465	79.0	18590.970246315002
75	11.0	0.0	0.061452515	19.767252	6.991569	29.058443	-8.221589	2.0710227	0.7845572	4.7956696	0.9090433	22.22905	14.779	3.9178567	22.117798	-0.8663067	304000	-2.7939677e-09	12.944322	-0.0055269683	-0.52480555	0.363435	0.006399658	0.020750001	79.0	18822.511466741562
76	11.0	0.0	0.06111111	18.916737	7.5394173	27.923523	-8.987054	2.0672312	0.7085362	4.2743607	0.9290878	22.11111	14.942693	3.7637577	21.927309	1.3590916	308000	1.8626451e-08	12.20381	-0.0055479147	-1.0994391	0.4156648	0.012029359	0.05275	56.0	19053.438172340393
77	13.0	0.0	0.0726257	18.463396	7.959705	28.89101	-11.029973	2.0670335	0.83915186	4.5120115	0.6559369	22.206703	13.740563	4.1833053	21.524908	-1.9669969	312000	-3.7252903e-09	15.085766	-0.0055056456	-1.3653584	0.3798281	0.0036412245	0.04025	79.0	19287.822078466415
78	5.0	0.0	0.028735632	20.379755	5.7370524	27.656368	-9.074451	1.9569435	0.7148023	4.454719	0.9151121	22.925287	14.880312	3.5747404	21.82984	-0.7940176	316000	7.450581e-09	9.598804	-0.0043671913	-0.6543908	0.3688217	0.0044321967	0.034	79.0	19517.47716331482
79	8.0	0.0	0.04519774	19.29732	6.9981155	27.911541	-9.348944	2.0175896	0.77587897	4.560304	0.92718273	22.576271	14.972243	3.750361	21.824463	2.3764493	320000	0.0	11.396754	-0.005149749	-1.1095786	0.37442636	0.0073551573	0.044749998	79.0	19750.498853206635
80	12.0	0.0	0.06629834	19.683435	7.2570667	28.904621	-9.269435	1.9836694	0.77598196	5.0532064	0.9135515	21.977901	14.574949	3.8157148	22.161697	1.3560266	324000	-1.8626451e-09	12.064955	-0.0032453854	-0.5147667	0.3504243	0.0011509735	0.055749997	79.0	19982.640154361725
81	5.0	0.0	0.028248588	19.312025	6.1413674	29.191303	-7.3500957	1.9390169	0.68781704	3.8873744	0.9081914	22.542374	14.863608	3.7648718	21.83566	0.41338027	328000	-4.1909516e-09	9.741381	-0.0040333653	-0.46372318	0.3264999	0.0040867915	0.042	79.0	20213.566950798035
82	10.0	0.0	0.056497175	19.945305	6.5787697	30.374805	-10.812285	1.9779211	0.7692369	4.4735165	0.93184465	22.480227	14.703119	3.5281432	20.926537	2.419245	332000	-3.7252903e-09	9.964678	-0.004958771	-0.7772732	0.3362742	0.002938386	0.029	79.0	20444.16170692444
83	7.0	0.0	0.039772727	20.108019	6.536654	29.656813	-8.391695	2.0163546	0.7966963	4.536399	0.91836166	22.681818	14.754217	3.9241743	22.28306	0.580651	336000	1.8626451e-08	11.489645	-0.005583618	-0.90480137	0.32533783	0.004413505	0.0365	79.0	20676.984278440475
84	13.0	0.0	0.073446326	19.304934	7.5264277	31.049667	-6.5836096	2.0180843	0.7137621	4.1101537	0.92823416	22.429379	15.190415	3.8821363	22.132309	0.8476603	340000	-7.21775e-09	13.21278	-0.0035331082	-0.9565549	0.34280533	0.0022221594	0.019000001	79.0	20909.33645415306
85	8.0	0.0	0.04597701	19.568382	6.4422145	29.36098	-6.5117335	2.0550566	0.70901555	4.302223	0.92730254	22.890804	14.4431505	4.00419	21.54665	-0.8252002	344000	0.0	10.608434	-0.0041123778	-1.137063	0.3380162	0.003342132	0.028250001	79.0	21143.693244457245
86	11.0	0.0	0.061797753	19.043137	7.679607	28.493872	-7.9079714	2.0167909	0.7743999	5.798876	0.8966067	22.297752	14.66377	3.87057	21.795263	-0.1528645	348000	3.7252903e-09	14.039901	-0.0044042617	-0.93354034	0.32348162	0.004402726	0.050750002	79.0	21376.31497979164
87	12.0	0.0	0.06629834	19.129242	7.820396	28.409184	-9.402278	1.9712987	0.8119807	5.1473336	0.91941154	22.049725	14.807004	3.9936752	22.075396	-0.9382623	352000	0.0	12.927727	-0.004029192	-1.0000534	0.32164514	0.0021075886	0.045	79.0	21608.553683042526
88	9.0	0.0	0.05	19.51141	6.728671	28.633278	-8.622203	1.944673	0.7067501	4.291868	0.91632825	22.044445	14.858572	3.7914662	21.619587	-3.0279384	356000	7.450581e-09	11.38232	-0.00423513	-0.73839474	0.3045615	0.0021861587	0.0285	79.0	21841.312207221985
89	10.0	0.0	0.06410257	19.147223	7.421451	27.853048	-7.7533126	2.0087526	0.7089568	4.235579	0.89536405	22.205128	13.893244	4.091856	21.733618	-15.858203	360000	-1.4901161e-08	23.813099	-0.0030888394	-6.215078	0.2967962	0.0036036302	0.0265	79.0	22097.281220197678
90	7.0	0.0	0.04	20.15149	6.2888846	29.118238	-8.656078	1.9976585	0.7755712	5.3669243	0.9283125	22.754286	14.3579645	4.5546966	21.460648	-1.1514195	364000	-5.5879354e-09	14.029745	-0.006290434	-3.877308	0.2722342	0.0034746963	0.04275	79.0	22328.069251537323
