Epoch	Crash_ratio	alpha	entropy	critic1	critic2	LossPi	alpha_loss	critic1_loss	critic2_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
48	0.0	0.008873327	0.13166378	16.001278	16.000467	-16.02262	-24.247702	1.0741793	1.0556691	21.683367	3.3414488	31.324604	13.542323	1.9323975	0.67868835	3.9270103	0.9054511	22.463276	25000	192000.0	10034.60724568367
49	0.016666668	0.008029466	0.12869325	16.08731	16.087866	-16.099184	-24.746183	1.0085651	0.9885106	20.969482	4.6360908	30.249203	-2.4677467	1.9971498	0.7430187	4.090887	0.79652613	22.316668	25000	196000.0	10241.603061199188
50	0.0	0.007265744	0.12582637	16.15572	16.154003	-16.156809	-25.24465	0.9668148	0.94544077	21.685783	3.6270564	30.102722	11.006533	2.025215	0.7473208	4.223976	0.83817005	22.385475	25000	200000.0	10446.15800499916
51	0.011111111	0.00657459	0.12433936	16.213932	16.213007	-16.209032	-25.749546	0.9327432	0.9096402	21.6624	4.0535135	28.376883	-0.28504223	1.8657362	0.6663792	4.902499	0.9092395	22.35	25000	204000.0	10651.636032104492
52	0.016759777	0.005949107	0.12155418	16.268017	16.26793	-16.258142	-26.247566	0.8939971	0.87340146	21.922686	4.4816666	29.733984	-5.794565	1.8324045	0.74774766	6.053963	0.90996957	22.22905	25000	208000.0	10859.189765930176
53	0.005524862	0.0053834277	0.11457235	16.323751	16.324476	-16.309689	-26.722847	0.8716719	0.84746486	21.864288	4.042887	29.674404	-2.4571707	1.9299202	0.73697376	6.0438504	0.92161727	22.143646	25000	212000.0	11064.052112817764
54	0.0	0.004871395	0.114220746	16.338753	16.33891	-16.318785	-27.232096	0.8837485	0.8608155	21.989367	3.6989725	29.078648	11.305101	1.8871276	0.66378385	4.528868	0.9085727	22.211111	25000	216000.0	11272.214408159256
55	0.0	0.004408112	0.11044262	16.404785	16.40602	-16.376265	-27.722727	0.8554091	0.8306667	21.309614	3.4046237	30.086329	8.779175	1.8701549	0.62553734	3.6068962	0.9120863	22.205555	25000	220000.0	11479.439361333847
56	0.005524862	0.003988813	0.10863889	16.415848	16.41667	-16.382137	-28.223557	0.83039886	0.80848473	21.63655	3.7066782	28.979805	4.2643676	1.9073731	0.7223373	5.7736077	0.9074238	22.160221	25000	224000.0	11686.639845848083
57	0.0056818184	0.0036092664	0.1105704	16.456823	16.457558	-16.413399	-28.745296	0.81322664	0.7899921	22.247477	3.762209	30.232918	4.403979	1.9169313	0.7235461	5.6850944	0.6863002	22.539772	25000	228000.0	11892.19244337082
58	0.021978023	0.0032657438	0.11036273	16.467173	16.467413	-16.420563	-29.255234	0.8051221	0.7840165	21.67952	4.6698318	28.550638	-1.5278534	2.030251	0.82287574	6.5273786	0.92966694	22.17033	25000	232000.0	12100.114620923996
59	0.033333335	0.0029549238	0.110913835	16.468248	16.467546	-16.414234	-29.769602	0.8055601	0.7829316	21.13271	5.367217	28.821838	-6.071203	1.957915	0.8694833	6.8752084	0.67141503	22.1	25000	236000.0	12309.723574876785
60	0.02173913	0.0026736793	0.109339215	16.507586	16.5068	-16.449913	-30.271423	0.80503523	0.78449714	21.179953	4.808072	28.76367	-8.827535	1.8654776	0.7577044	4.863891	0.91197634	21.89674	25000	240000.0	12517.473173379898
61	0.0	0.0024192848	0.10663965	16.50505	16.503332	-16.442883	-30.765968	0.79420555	0.7762504	22.11163	3.8157527	29.900644	12.589958	1.8738028	0.67084306	4.493828	0.6677806	22.41243	25000	244000.0	12724.879169940948
62	0.011111111	0.0021891217	0.10521957	16.493607	16.493734	-16.43211	-31.267797	0.7932695	0.7738545	21.66335	3.9859006	31.053375	8.52804	1.9116495	0.6992774	4.3188343	0.86356574	22.3	25000	248000.0	12936.325075864792
63	0.016853932	0.0019807918	0.10461868	16.497692	16.498226	-16.434828	-31.774511	0.7805855	0.76211643	21.376284	4.456366	28.689138	2.3716908	1.9141345	0.71055293	6.348054	0.911024	22.426966	25000	252000.0	13149.886868953705
64	0.016666668	0.0017923338	0.1049727	16.468664	16.468273	-16.40281	-32.287266	0.7834591	0.76677173	21.55875	4.529477	30.239597	-9.325569	1.8941675	0.6765052	4.9431853	0.66757375	22.188889	25000	256000.0	13362.156116485596
65	0.0055555557	0.0016216829	0.10627228	16.47345	16.474203	-16.40903	-32.80626	0.79120886	0.7755094	22.077269	4.513452	30.63443	-0.45719764	1.8909044	0.6283809	3.5509298	0.90965813	22.211111	25000	260000.0	13568.065555810928
66	0.016759777	0.0014673922	0.10205046	16.456207	16.457836	-16.390894	-33.289333	0.78355443	0.76938653	22.03089	4.2138834	29.563292	0.25988418	1.9042611	0.7708701	6.7799544	0.6787223	22.357542	25000	264000.0	13775.484461069107
67	0.027624309	0.0013277328	0.10253346	16.45565	16.457687	-16.390621	-33.80269	0.7828219	0.77013165	21.469934	5.3743725	29.441246	-2.5697742	1.8802966	0.6324012	3.999029	0.9086969	22.187845	25000	268000.0	13984.689516305923
68	0.0056179776	0.001201399	0.09976205	16.443087	16.444847	-16.377161	-34.294254	0.7932138	0.78253454	21.719486	3.679378	30.080755	7.934675	1.8851507	0.58090204	4.421514	0.90942997	22.314608	25000	272000.0	14194.0332300663
69	0.027624309	0.0010870914	0.099144205	16.445545	16.444687	-16.377487	-34.79992	0.791593	0.7801788	21.48442	4.690645	29.942373	-0.35936305	1.8825377	0.67038625	5.939625	0.67958695	22.121548	25000	276000.0	14404.33152461052
70	0.016216217	0.0009836456	0.09818561	16.434067	16.433844	-16.36625	-35.30321	0.7988857	0.7884449	21.561516	4.6569386	29.570028	-1.76543	1.8441793	0.65182805	5.3371124	0.90048015	21.805405	25000	280000.0	14613.254881620407
71	0.011049724	0.0008900399	0.095683135	16.405012	16.406548	-16.337093	-35.7954	0.8081014	0.7966886	22.011536	3.8887215	30.03266	-0.58078295	1.7732476	0.6175066	4.8012776	0.6677942	22.049725	25000	284000.0	14823.46574997902
72	0.0055555557	0.0008053586	0.09609822	16.379936	16.380825	-16.3105	-36.30789	0.81840086	0.80759084	21.572426	4.0780697	28.449009	-1.0346559	1.8518285	0.66320467	5.705072	0.90911776	22.188889	25000	288000.0	15031.56262254715
73	0.011363637	0.0007287142	0.09332191	16.382698	16.382862	-16.315487	-36.797455	0.79416174	0.78283995	21.690884	4.0712194	30.590618	0.9895187	1.9127078	0.6935953	5.3860097	0.91123164	22.511364	25000	292000.0	15240.334007501602
74	0.021978023	0.00065938494	0.09131985	16.373297	16.372421	-16.303873	-37.29196	0.81721276	0.8076885	21.249586	4.749492	30.785639	-2.7529325	1.8106673	0.5937086	4.176379	0.90937835	22.131868	25000	296000.0	15449.248369932175
75	0.021978023	0.0005966285	0.09321622	16.349916	16.350748	-16.28299	-37.8152	0.82454973	0.81282765	21.521423	4.2339945	31.137777	1.0922053	1.8583384	0.63850397	4.7027636	0.8815437	22.06044	25000	300000.0	15654.81879067421
76	0.016666668	0.00053984165	0.09265935	16.339977	16.338167	-16.26939	-38.32043	0.8408761	0.8308663	21.64991	4.337756	29.821629	0.1606119	1.8588663	0.6662121	4.672031	0.9104533	22.172222	25000	304000.0	15863.17847943306
77	0.027624309	0.00048845354	0.09439541	16.322044	16.321854	-16.253986	-38.84314	0.828841	0.81973016	21.286947	4.3188143	29.707785	0.35568377	1.8586906	0.5979378	4.7152376	0.679644	21.972376	25000	308000.0	16072.551624774933
78	0.021857923	0.00044195048	0.09404191	16.29803	16.298874	-16.231443	-39.35004	0.84163254	0.82997	21.328846	5.234743	28.764803	-15.110097	1.8740581	0.69054663	4.9644356	0.90877116	22.087431	25000	312000.0	16279.846282243729
79	0.011173184	0.00039990133	0.09005091	16.28212	16.281832	-16.213772	-39.82815	0.8390887	0.82701266	21.424753	3.8850815	29.724152	3.4262118	1.913096	0.6623687	4.798277	0.9093844	22.162012	25000	316000.0	16484.735375881195
80	0.0055555557	0.0003618583	0.088633895	16.260918	16.261135	-16.192654	-40.325798	0.83625716	0.82423866	21.66409	3.8914835	29.409555	-1.7181656	1.8607261	0.6576138	5.2474723	0.9192753	22.194445	25000	320000.0	16692.909089565277
81	0.0054644807	0.00032740724	0.09075649	16.260424	16.260853	-16.191174	-40.85182	0.84464073	0.83406776	21.84557	3.9366026	29.326193	4.63954	1.7888967	0.64651555	5.0025535	0.9110159	22.021858	25000	324000.0	16902.279111385345
82	0.016574586	0.00029622074	0.09010075	16.250784	16.250519	-16.18136	-41.356266	0.8283644	0.819347	21.806444	4.010572	30.035643	4.068319	1.8414814	0.6517797	5.397189	0.6755333	22.066298	25000	328000.0	17108.656033039093
83	0.016666668	0.00026799663	0.09146392	16.249886	16.249601	-16.180168	-41.877083	0.8322052	0.82088315	22.149513	4.178743	31.401741	0.083464265	1.8296281	0.7035924	6.6395698	0.9257858	22.277779	25000	332000.0	17316.963971614838
84	0.0056497175	0.00024246195	0.09546514	16.236462	16.237837	-16.168137	-42.420162	0.8409763	0.8301776	22.023575	3.7073426	29.807827	3.634379	1.8819457	0.6268079	4.7589135	0.9087535	22.361582	25000	336000.0	17526.449257850647
85	0.005524862	0.00021936349	0.09029572	16.23278	16.233189	-16.16443	-42.88683	0.82990044	0.81781155	22.332552	3.4957278	31.71016	8.292878	1.8258994	0.6520645	6.342553	0.91008717	22.270718	25000	340000.0	17733.27472472191
86	0.021978023	0.00019846481	0.091840945	16.240898	16.242271	-16.172684	-43.40947	0.8125034	0.80243665	21.912642	4.3190017	30.417223	3.2286105	1.9006699	0.68509763	4.671394	0.9125784	22.082418	25000	344000.0	17941.54588341713
87	0.0	0.0001795688	0.08891928	16.245304	16.246841	-16.178806	-43.89393	0.7950359	0.7838435	22.59567	3.48503	30.754745	13.202046	1.8503587	0.510876	3.1326427	0.911332	22.166666	25000	348000.0	18147.964569807053
88	0.016666668	0.00016246525	0.08353399	16.276987	16.27782	-16.20968	-44.35614	0.83547556	0.8243922	21.564756	4.2462397	30.767662	4.5455422	1.8558621	0.68158245	5.836572	0.66779244	21.98889	25000	352000.0	18359.08127975464
89	0.005524862	0.00014698858	0.08474753	16.269547	16.268734	-16.200037	-44.8759	0.8023082	0.79403836	21.744802	3.891451	28.564077	1.9442161	1.8535221	0.6197134	5.765444	0.9193366	22.287292	25000	356000.0	18567.96375131607
90	0.016574586	0.00013298428	0.08208255	16.276947	16.278154	-16.213179	-45.36107	0.7984431	0.78831154	21.58944	4.195625	30.640253	1.4734634	1.8223455	0.68721753	5.5874605	0.92219585	22.055248	25000	360000.0	18777.13920903206
91	0.011049724	0.00012031493	0.08486882	16.281519	16.281404	-16.216028	-45.89504	0.80120754	0.79228634	21.924225	4.3794928	30.297314	-5.230847	1.8089852	0.6464732	5.1357665	0.83022106	22.060774	25000	364000.0	18985.468129873276
92	0.011049724	0.00010885233	0.0798518	16.264816	16.263592	-16.19766	-46.35837	0.806049	0.7966129	21.396542	4.656452	29.454403	-9.813944	1.96858	0.6446423	4.6955466	0.91005653	22.254143	25000	368000.0	19195.384149312973
93	0.022222223	9.8480836e-05	0.081241146	16.278868	16.278841	-16.211014	-46.879837	0.7949737	0.7857492	21.66275	4.9237876	30.726952	0.8927801	1.8584001	0.6954751	5.509457	0.7548195	22.061111	25000	372000.0	19401.38686299324
94	0.0	8.909994e-05	0.07617887	16.268251	16.271486	-16.203176	-47.341373	0.7875214	0.7788155	21.90938	3.9610362	30.116993	8.945386	1.8611945	0.56263626	3.98856	0.9225315	22.272223	25000	376000.0	19608.76225924492
95	0.032967035	8.06112e-05	0.07859999	16.25241	16.254778	-16.186777	-47.87237	0.7783463	0.76813257	21.399488	4.909205	29.288849	-3.7600603	1.9327714	0.73824257	6.5019493	0.9209621	22.038462	25000	380000.0	19816.899985790253
96	0.0	7.293165e-05	0.074515484	16.274797	16.277103	-16.208702	-48.341915	0.7772696	0.7689682	22.030996	3.551566	30.639477	12.760198	1.7831686	0.54738206	3.4517312	0.91160655	22.244444	25000	384000.0	20024.841970920563
97	0.016666668	6.598284e-05	0.07999209	16.259108	16.26206	-16.193928	-48.902718	0.78466445	0.7764744	21.747608	4.162062	29.455427	1.317986	1.8289056	0.66834617	5.513616	0.92765754	22.211111	25000	388000.0	20231.339733600616
98	0.0	5.9696005e-05	0.079550795	16.264883	16.26576	-16.19715	-49.40715	0.7769468	0.7692545	22.666054	3.238618	31.362854	13.711221	1.8522215	0.5607677	4.60327	0.92075187	22.604519	25000	392000.0	20437.34734773636
99	0.0056179776	5.4008033e-05	0.07751683	16.27362	16.273949	-16.20618	-49.89563	0.77279305	0.7646257	22.13279	3.6978083	27.86184	-1.262058	1.8635403	0.57126546	4.9308887	0.9105682	22.410112	25000	396000.0	20649.539080142975
100	0.0	4.886257e-05	0.075029716	16.28329	16.284502	-16.215961	-50.37946	0.75443876	0.7483749	22.219923	3.4079895	30.393457	12.867687	1.8163854	0.5953792	4.4776397	0.6663356	22.525423	25000	400000.0	20859.7878742218
101	0.005524862	4.4206805e-05	0.071680374	16.30916	16.30909	-16.24156	-50.853996	0.7454314	0.7372053	21.98125	3.9557095	29.47726	-3.4175992	1.785345	0.5691131	3.823953	0.8935932	22.132597	25000	404000.0	21069.273559570312
102	0.016483517	3.9994633e-05	0.07282736	16.304178	16.304516	-16.235804	-51.37343	0.744754	0.73689294	22.026632	4.1193967	29.857027	2.241888	1.8382833	0.6228032	4.4917107	0.91131604	22.016483	25000	408000.0	21276.01239824295
103	0.016759777	3.6183807e-05	0.0735542	16.314955	16.31437	-16.246088	-51.88886	0.7159409	0.709015	21.488014	4.0925317	29.245358	1.4681808	1.9593569	0.7086599	7.099513	0.9236581	22.385475	25000	412000.0	21482.909794330597
104	0.033333335	3.2736036e-05	0.072718695	16.326385	16.32841	-16.258217	-52.388268	0.73888457	0.7310042	21.410406	4.6469793	28.903961	1.5164151	1.9220271	0.6899275	4.2381444	0.9029471	22.211111	25000	416000.0	21688.511998176575
105	0.011111111	2.9616787e-05	0.075753905	16.335629	16.334696	-16.265898	-52.927906	0.7413683	0.7338483	21.36378	3.7217338	29.028896	5.4841495	1.7830689	0.596152	3.9684312	0.66778713	22.13889	25000	420000.0	21896.015424489975
106	0.0056497175	2.6794829e-05	0.074507244	16.314322	16.31371	-16.245176	-53.422993	0.7475212	0.74040586	21.018524	4.137957	29.335777	0.17334682	1.844073	0.5997085	3.654433	0.9212174	22.474577	25000	424000.0	22103.9787273407
107	0.0	2.4241714e-05	0.075457655	16.306719	16.308466	-16.239946	-53.9412	0.7470244	0.7384003	22.059553	3.5825195	29.52153	9.363077	1.782208	0.5801626	4.9464774	0.90844774	22.38889	25000	428000.0	22312.32538342476
108	0.016483517	2.1931903e-05	0.07509594	16.300093	16.300756	-16.230106	-54.44558	0.74221605	0.7336372	21.79203	4.315603	29.262032	-1.8887599	1.797377	0.61352193	3.9234457	0.67616713	21.967033	25000	432000.0	22520.59376001358
109	0.011173184	1.9842144e-05	0.073311694	16.283522	16.284126	-16.215433	-54.934383	0.73248327	0.72524464	21.74458	3.6446805	30.2338	2.2274697	1.8601234	0.57849663	4.1781406	0.90991026	22.312849	25000	436000.0	22726.054520606995
110	0.011235955	1.795151e-05	0.07279998	16.27797	16.278835	-16.208998	-55.436836	0.74096876	0.73322797	22.404203	3.9364367	29.066332	1.523973	1.863316	0.6347974	6.3317266	0.92772347	22.460674	25000	440000.0	22935.404527902603
111	0.016666668	1.6241022e-05	0.07192041	16.278725	16.2765	-16.20801	-55.935074	0.7400762	0.7336157	21.720993	4.3102446	30.293167	-0.72242093	1.838446	0.6150791	3.8330538	0.66637516	22.38889	25000	444000.0	23143.524109840393
112	0.005586592	1.469357e-05	0.06963655	16.260252	16.260462	-16.190344	-56.417572	0.745626	0.7405634	22.031176	3.6042988	28.667633	-0.6134529	1.7671734	0.5774222	4.978748	0.91073006	22.145252	25000	448000.0	23351.52613401413
113	0.0055555557	1.32936075e-05	0.068174966	16.250422	16.249102	-16.181034	-56.908737	0.7431797	0.7343077	21.59062	4.1211553	28.342157	-1.7221231	1.7802639	0.54811406	4.0655127	0.9091822	22.26111	25000	452000.0	23558.410341501236
